,aba,agepr,aise,amr,ancons,cataeu,chaufp,cs42cj,cs42pr,decile,decuc,dip14cj,dip14pr,htl,ident_men,mchof,mchof_d,mfac_eau1_d,mfac_eg1_d,mloy_d,nactifs,nbh1,nbphab,nenfants,ocde10,pondmen,poste_coicop_451,poste_coicop_4511,poste_coicop_452,poste_coicop_453,revtot,situacj,situapr,surfhab_d,tau,tuu,typmen,zeat,part_energies_revtot
26,1,68.0,3,19.0,1,120,2,0,78,2,4.0,0,71,1,1003,,,,,,0.0,0.0,3.0,0.0,1.0,5430.654491591048,28.0,0.0,70.0,0.0,15936.0,0,5,40.0,0,2.0,1,2,0.006149598393574297
27,2,54.0,3,0.0,8,112,4,0,62,3,3.0,0,60,1,10030,,,328.0,,,2.0,0.0,4.0,1.0,1.5,1846.9384900269363,1408.0,0.0,0.0,0.0,20569.0,0,1,98.0,7,1.0,2,5,0.06845252564538869
28,1,23.0,2,35.0,1,111,4,0,42,6,6.0,0,41,2,10031,,,200.0,,,2.0,0.0,1.0,0.0,1.5,5360.809557850722,350.0,0.0,0.0,0.0,31263.0,0,1,35.0,5,4.0,5,8,0.011195342737421232
29,2,48.0,3,0.0,5,111,2,43,64,8,5.0,42,71,1,10032,,,439.0,,,2.0,0.0,5.0,3.0,2.8,2162.6951787946846,434.0,880.0,0.0,1000.0,48691.0,1,1,150.0,6,4.0,4,4,0.02945102791070218
30,2,39.0,4,0.0,8,112,2,52,43,9,7.0,44,33,1,10033,,,,,,2.0,0.0,5.0,2.0,2.1,1690.965596418021,700.0,0.0,960.0,0.0,50833.0,1,1,128.0,8,2.0,4,9,0.032655951842307164
31,2,52.0,1,0.0,1,112,2,0,34,8,10.0,0,10,2,10034,,,,,503.0,1.0,0.0,2.0,0.0,1.0,1638.9963874008429,250.0,0.0,1050.0,0.0,44968.0,0,1,45.0,10,4.0,1,2,0.028909446717665897
32,2,72.0,2,0.0,5,111,2,77,75,6,7.0,71,50,1,10036,,,681.0,,,0.0,3.0,4.0,0.0,1.5,3222.9703224809646,750.0,0.0,0.0,1300.0,32961.0,5,5,90.0,9,7.0,3,8,0.06219471496617214
33,1,41.0,3,226.0,4,111,2,63,68,6,5.0,71,50,2,10037,,,,,,3.0,0.0,3.0,1.0,2.0,2612.196796452352,322.0,0.0,760.0,0.0,33882.0,4,1,50.0,8,7.0,4,2,0.03193436042736556
34,2,68.0,2,0.0,5,112,4,75,74,7,8.0,33,31,1,10038,,,168.0,,,0.0,2.0,6.0,0.0,1.5,1873.2891571993578,1930.0,0.0,0.0,0.0,37617.0,6,5,160.0,7,0.0,3,4,0.05130659010553739
35,2,43.0,1,0.0,3,120,6,0,62,10,9.0,0,50,1,10039,,,760.0,,,2.0,3.0,5.0,2.0,2.0,921.1287178752167,798.0,0.0,0.0,3700.0,65081.0,0,1,115.0,0,1.0,2,4,0.06911387348073939
36,2,66.0,2,0.0,5,112,4,72,72,10,10.0,70,70,1,10040,,,350.0,,,0.0,2.0,6.0,0.0,1.5,2673.5375690978,800.0,0.0,0.0,0.0,84435.0,5,5,140.0,9,1.0,3,5,0.009474743885829336
37,1,86.0,3,267.0,2,111,2,0,77,2,3.0,0,71,1,10041,,,,,,0.0,4.0,3.0,0.0,1.0,2729.044887453408,0.0,810.0,0.0,0.0,14326.0,0,5,55.0,6,4.0,1,2,0.0
38,1,46.0,4,120.0,99,112,5,0,52,2,3.0,0,50,1,10043,,,,,,1.0,0.0,4.0,1.0,1.3,2196.351563066034,470.0,0.0,0.0,0.0,16354.0,0,1,90.0,6,0.0,2,7,0.02873914638620521
39,2,71.0,4,0.0,3,111,1,77,77,10,7.0,70,41,2,10044,,,,,345.0,3.0,0.0,5.0,3.0,3.0,1633.6701544457776,458.0,0.0,123.0,0.0,68942.0,5,5,98.0,9,7.0,4,8,0.008427373734443445
40,2,68.0,3,0.0,5,111,2,77,74,5,6.0,50,60,1,10045,,,285.0,,,0.0,2.0,5.0,0.0,1.5,3047.654197958497,513.0,0.0,1050.0,0.0,28718.0,5,5,100.0,7,5.0,3,9,0.05442579566822202
41,2,88.0,2,0.0,7,111,1,0,77,3,5.0,0,70,2,10047,,,,,450.0,0.0,3.0,1.0,0.0,1.0,3410.0171237917084,400.0,0.0,0.0,0.0,18800.0,0,5,30.0,10,8.0,1,1,0.02127659574468085
42,2,42.0,2,0.0,1,112,2,34,33,10,9.0,20,12,1,10048,,,867.0,,,2.0,0.0,10.0,3.0,2.8,1999.9295975286575,790.0,0.0,2626.0,0.0,88457.0,1,1,220.0,10,0.0,4,1,0.03861763342641057
43,2,25.0,3,0.0,99,111,4,0,54,8,10.0,0,30,2,1005,,,,,480.0,1.0,0.0,2.0,0.0,1.0,3352.9888285002235,550.0,0.0,0.0,0.0,49344.0,0,1,50.0,9,7.0,1,3,0.011146238651102465
44,2,42.0,3,0.0,9,120,5,54,22,8,7.0,50,50,1,10050,,,510.0,,,2.0,0.0,4.0,2.0,2.3,2750.6918816261937,1730.0,0.0,0.0,0.0,49589.0,1,1,140.0,0,0.0,4,9,0.03488676924317893
45,2,28.0,3,0.0,7,111,1,54,47,8,7.0,60,41,2,10051,,,,,510.0,2.0,0.0,3.0,2.0,2.1,6327.838475746988,500.0,0.0,0.0,0.0,47129.0,1,1,66.0,10,8.0,4,1,0.010609179061724204
46,2,50.0,2,0.0,5,400,2,21,48,9,9.0,50,50,1,10053,,,358.0,,,2.0,1.0,6.0,0.0,1.5,1668.4411461486543,1560.0,0.0,0.0,300.0,53815.0,1,1,134.0,0,0.0,3,9,0.03456285422280034
47,1,82.0,2,49.0,5,120,2,0,78,3,5.0,0,71,2,10054,,,,,381.0,0.0,5.0,2.0,0.0,1.0,6171.463410479574,965.0,0.0,0.0,0.0,18269.0,0,5,70.0,0,2.0,1,2,0.05282171985330341
48,2,52.0,2,0.0,6,400,2,55,48,10,9.0,50,50,1,10055,,,,,,4.0,1.0,5.0,2.0,2.5,1747.9163001642703,1690.0,0.0,0.0,0.0,86516.0,1,1,150.0,0,0.0,4,2,0.019533959036478803
49,2,69.0,2,0.0,1,112,2,78,78,4,4.0,71,70,1,10056,,,112.0,,,0.0,3.0,2.0,0.0,1.5,2359.7094965763836,500.0,0.0,0.0,0.0,22644.0,5,5,70.0,8,0.0,3,2,0.02208090443384561
50,1,52.0,3,42.0,8,111,2,68,55,7,6.0,50,50,1,10058,,,,,,3.0,3.0,6.0,1.0,2.0,899.1566898042571,570.0,0.0,600.0,0.0,38299.0,1,1,76.0,9,7.0,4,3,0.03054910049870754
51,2,41.0,3,0.0,1,112,2,62,38,9,7.0,50,20,1,10059,,,300.0,,,2.0,0.0,5.0,2.0,2.1,1258.3406820470482,1500.0,0.0,0.0,0.0,50674.0,1,1,160.0,4,0.0,4,4,0.029600978805699174
52,2,49.0,2,0.0,1,112,2,52,38,9,7.0,50,31,1,1006,,,190.0,,,2.0,0.0,5.0,2.0,2.1,1785.8658705893586,560.0,0.0,0.0,818.0,51504.0,1,1,115.0,9,0.0,4,5,0.026755203479341412
53,2,31.0,2,0.0,6,111,2,47,38,10,10.0,12,12,1,10062,,,315.0,,,2.0,0.0,5.0,2.0,2.1,3589.7320446262256,1468.0,0.0,1048.0,0.0,98100.0,1,1,180.0,9,7.0,4,9,0.02564729867482161
54,2,76.0,2,0.0,5,111,4,86,75,8,9.0,70,60,1,10063,,,,,,0.0,3.0,4.0,0.0,1.5,1516.104398635898,1200.0,0.0,0.0,0.0,47180.0,6,5,102.0,6,5.0,3,8,0.02543450614667232
55,0,91.0,2,0.0,1,111,2,0,75,2,3.0,0,50,8,10067,,,,,,0.0,2.0,3.0,0.0,1.0,3766.7140177425563,0.0,0.0,0.0,0.0,14360.0,0,5,88.0,8,6.0,1,8,0.0
56,2,37.0,2,0.0,3,111,1,54,47,8,5.0,20,31,2,10069,,,,,,2.0,0.0,4.0,3.0,2.4,2817.8154060739284,246.0,0.0,0.0,0.0,42337.0,1,1,103.0,9,7.0,4,2,0.005810520348631221
57,2,85.0,3,0.0,1,111,2,77,78,3,3.0,71,70,1,1007,,,177.0,,,0.0,2.0,3.0,0.0,1.5,3081.490042210607,241.0,0.0,519.0,0.0,19590.0,5,5,56.0,9,7.0,3,5,0.03879530372639101
58,2,27.0,2,0.0,3,111,1,63,62,6,7.0,31,41,2,10071,,,,,360.0,2.0,0.0,2.0,0.0,1.5,2895.1136386056132,200.0,0.0,0.0,0.0,34903.0,1,1,60.0,9,7.0,3,9,0.0057301664613357015
59,2,46.0,3,0.0,8,120,2,52,63,7,5.0,50,50,1,10072,,,346.0,,,2.0,0.0,5.0,2.0,2.5,1627.4702062217684,420.0,0.0,0.0,1319.0,42009.0,1,1,120.0,0,0.0,4,2,0.04139589135661406
60,2,63.0,2,0.0,5,111,2,0,74,4,7.0,0,41,1,10073,,,,,,0.0,3.0,5.0,0.0,1.0,1961.222965917722,760.0,0.0,0.0,0.0,21955.0,0,5,141.0,6,4.0,1,2,0.03461626053290822
61,2,84.0,3,0.0,99,111,1,0,77,1,2.0,0,70,2,10075,,,,,,0.0,4.0,1.0,0.0,1.0,2945.3276236282773,100.0,0.0,0.0,0.0,12240.0,0,5,30.0,8,7.0,1,7,0.008169934640522876
62,1,47.0,2,20.0,6,111,5,85,62,9,5.0,71,50,1,10079,,,,,,4.0,1.0,6.0,4.0,3.3,1789.9866859615577,900.0,0.0,0.0,0.0,55714.0,6,1,100.0,8,6.0,4,3,0.016153928994507665
63,2,75.0,2,0.0,1,300,2,77,74,5,6.0,70,20,1,1008,,,150.0,,,0.0,3.0,5.0,0.0,1.5,1327.614472743075,360.0,776.0,0.0,1200.0,30137.0,6,5,140.0,0,0.0,3,9,0.05176361283472144
64,2,35.0,4,0.0,1,111,6,0,37,6,9.0,0,60,2,10082,,,,,560.0,1.0,0.0,2.0,0.0,1.0,4153.145616202285,500.0,0.0,0.0,0.0,31462.0,0,1,32.0,10,8.0,1,1,0.01589218740067383
65,2,34.0,3,0.0,4,111,1,54,62,8,7.0,31,50,2,10083,,,,,,2.0,0.0,4.0,1.0,1.8,2352.046528293971,374.0,0.0,180.0,0.0,43846.0,1,1,62.0,9,7.0,4,5,0.012635132053094923
66,2,43.0,1,0.0,8,111,2,46,38,10,9.0,42,10,1,10086,,,,,,2.0,0.0,3.0,2.0,2.1,2397.4678817413746,1200.0,0.0,0.0,0.0,71853.0,1,1,84.0,10,8.0,4,1,0.01670076405995574
67,2,65.0,3,0.0,5,111,2,78,77,5,5.0,50,71,1,10087,,,358.0,1002.0,559.0,0.0,5.0,3.0,0.0,1.5,2290.8897723473356,0.0,1002.0,0.0,0.0,26384.0,4,5,84.0,7,5.0,3,2,0.0
68,1,43.0,5,252.0,8,111,2,0,63,2,3.0,0,50,1,10088,,,310.0,,,1.0,3.0,4.0,0.0,1.0,2069.4858596432537,560.0,0.0,750.0,0.0,13924.0,0,1,87.0,7,6.0,1,5,0.09408216029876472
69,2,78.0,3,0.0,4,111,1,0,74,4,4.0,0,20,2,1009,,,,500.0,,0.0,2.0,4.0,0.0,1.5,3614.5681591416137,0.0,500.0,0.0,0.0,22709.0,0,5,85.0,9,7.0,5,7,0.0
70,2,61.0,3,0.0,1,221,4,56,78,6,5.0,70,71,1,10091,,,147.0,,,2.0,2.0,6.0,1.0,2.0,2450.00263857437,1200.0,0.0,0.0,0.0,34960.0,1,5,120.0,1,2.0,4,2,0.034324942791762014
71,1,41.0,2,318.0,4,111,2,0,85,2,3.0,0,71,1,10092,,,,,,0.0,1.0,2.0,0.0,1.0,2616.491774988315,1440.0,0.0,0.0,0.0,12866.0,0,7,30.0,6,4.0,1,5,0.11192289755945904
72,0,57.0,5,0.0,3,111,1,0,77,1,1.0,0,71,2,10093,,,,,,0.0,3.0,3.0,0.0,1.0,3436.929263800565,641.0,0.0,0.0,0.0,7740.0,0,7,58.0,9,7.0,1,8,0.08281653746770026
73,2,70.0,3,0.0,1,111,2,78,78,5,6.0,50,70,1,10094,,,429.0,,,0.0,3.0,5.0,0.0,1.5,1162.6780572686614,376.0,0.0,1309.0,0.0,29424.0,5,5,100.0,7,6.0,3,4,0.057266177270255576
74,2,56.0,2,0.0,4,111,1,78,77,6,7.0,50,70,2,10095,,,,,390.0,0.0,5.0,4.0,0.0,1.5,3721.665318647839,328.0,0.0,106.0,0.0,34350.0,5,7,70.0,10,8.0,3,1,0.012634643377001455
75,1,69.0,2,250.0,1,300,6,77,78,5,6.0,50,50,1,10096,,,,,,0.0,3.0,5.0,0.0,1.5,1326.4602599163009,630.0,0.0,0.0,2280.0,30302.0,5,5,100.0,0,0.0,3,7,0.09603326513101446
76,2,29.0,1,0.0,99,111,2,55,42,7,6.0,50,50,2,10098,,,110.0,,730.0,2.0,0.0,4.0,2.0,2.1,1433.017845977776,250.0,0.0,450.0,0.0,41423.0,1,1,100.0,7,5.0,4,2,0.016898824324650556
77,2,43.0,1,0.0,4,111,2,0,34,10,10.0,0,10,2,101,,,,,,1.0,0.0,3.0,0.0,1.0,2712.561086335965,150.0,0.0,450.0,0.0,64798.0,0,1,80.0,10,8.0,1,1,0.009259545047686658
78,2,41.0,2,0.0,5,112,2,0,45,3,6.0,0,20,1,10100,,,250.0,,,1.0,0.0,4.0,0.0,1.0,2303.4372494739346,300.0,0.0,0.0,700.0,19472.0,0,1,80.0,8,0.0,1,9,0.05135579293344289
79,0,91.0,3,0.0,7,111,1,0,72,2,4.0,0,70,2,10103,,,,600.0,,0.0,2.0,4.0,0.0,1.0,3507.69281111013,0.0,600.0,0.0,0.0,15024.0,0,5,95.0,9,7.0,1,8,0.0
80,2,55.0,2,0.0,1,111,2,44,35,8,6.0,41,10,1,10105,,,589.0,,,2.0,2.0,5.0,2.0,2.3,2023.1752585340987,880.0,0.0,1300.0,0.0,47545.0,1,1,90.0,8,6.0,4,7,0.045851298769586706
81,2,42.0,3,0.0,1,112,1,85,64,5,4.0,70,50,1,10107,,,,,368.0,1.0,2.0,3.0,1.0,1.8,1954.6106029381679,328.0,0.0,0.0,0.0,27793.0,6,1,55.0,8,0.0,4,7,0.011801532760047494
82,1,64.0,4,95.0,2,221,2,78,78,3,3.0,71,71,2,10108,,,120.0,,176.0,0.0,8.0,4.0,0.0,1.5,5067.627312830842,420.0,0.0,1200.0,0.0,19040.0,5,5,70.0,1,2.0,3,2,0.08508403361344538
83,2,28.0,2,0.0,1,111,2,43,47,7,8.0,20,31,2,1011,,,,,362.0,2.0,0.0,3.0,0.0,1.5,2162.08292059083,810.0,0.0,0.0,0.0,39453.0,1,1,50.0,6,4.0,3,3,0.02053075811725344
84,1,49.0,5,476.0,4,111,2,0,85,4,7.0,0,71,1,10110,,,360.0,1468.0,,0.0,2.0,5.0,0.0,1.0,3409.958188275026,0.0,1468.0,0.0,0.0,23612.0,0,4,100.0,9,7.0,1,8,0.0
85,2,51.0,2,0.0,1,120,2,85,21,6,6.0,41,50,1,10111,,,180.0,,,1.0,4.0,5.0,0.0,1.5,1518.011324615832,372.0,0.0,0.0,260.0,31677.0,5,1,200.0,0,3.0,3,4,0.01995138428512801
86,1,56.0,1,159.0,1,111,2,77,78,5,5.0,60,50,1,10112,,,390.0,,,0.0,2.0,4.0,0.0,1.5,1689.355004026297,590.0,0.0,920.0,0.0,26766.0,7,7,93.0,8,7.0,3,3,0.05641485466636778
87,2,29.0,3,0.0,8,111,4,52,46,8,8.0,60,33,1,10114,,,305.0,,,2.0,0.0,3.0,0.0,1.5,2537.9038629610127,1022.0,0.0,0.0,200.0,42384.0,1,1,80.0,8,6.0,3,5,0.028831634579086447
88,2,34.0,4,0.0,8,112,2,46,47,7,6.0,50,31,1,10115,,,310.0,,,2.0,0.0,5.0,2.0,2.1,4566.6360397790895,820.0,0.0,0.0,2000.0,40441.0,1,1,140.0,8,0.0,4,2,0.06973121337256745
89,2,54.0,3,0.0,2,400,2,0,69,3,2.0,0,50,1,10116,,,,,,2.0,1.0,7.0,1.0,1.5,2441.9969969677236,522.0,0.0,0.0,0.0,18487.0,0,1,140.0,0,0.0,2,7,0.028236057770325094
90,2,49.0,2,0.0,4,112,2,47,43,9,6.0,41,33,1,10118,,,360.0,,,2.0,0.0,5.0,3.0,2.8,2033.6662342017469,1610.0,0.0,0.0,0.0,54593.0,1,1,90.0,8,0.0,4,9,0.029490960379535837
91,2,46.0,3,0.0,6,111,2,0,67,3,6.0,0,71,1,10120,,,240.0,,378.0,1.0,2.0,3.0,0.0,1.0,2716.5982484833344,1356.0,0.0,0.0,0.0,21369.0,0,1,70.0,7,5.0,1,7,0.0634564088165099
92,1,20.0,3,170.0,7,111,4,0,84,1,1.0,0,31,2,10121,,,,,,0.0,0.0,1.0,0.0,1.0,3751.89473267099,0.0,0.0,0.0,0.0,3123.0,0,3,20.0,8,7.0,1,7,0.0
93,2,47.0,3,0.0,5,111,4,0,42,4,4.0,0,31,2,10122,,,180.0,,,1.0,0.0,4.0,1.0,1.5,3507.010087888603,1190.0,0.0,0.0,0.0,23544.0,0,1,86.0,9,7.0,2,8,0.05054366292898403
94,2,64.0,3,0.0,1,111,2,0,75,7,10.0,0,50,1,10123,,,,,,0.0,0.0,7.0,0.0,1.0,2460.595206291102,630.0,0.0,3480.0,0.0,41571.0,0,5,160.0,10,8.0,1,1,0.09886699862885184
95,2,33.0,3,0.0,6,111,2,0,64,4,7.0,0,60,1,10124,,,,,,1.0,0.0,4.0,0.0,1.0,1974.2344564836255,300.0,0.0,240.0,0.0,24589.0,0,1,87.0,9,7.0,1,3,0.02196103948920249
96,2,67.0,3,0.0,1,112,2,0,74,5,9.0,0,41,1,10125,,,,,,0.0,0.0,6.0,0.0,1.0,1958.2401005621405,550.0,0.0,0.0,800.0,30162.0,0,5,179.0,7,0.0,1,2,0.04475830515217824
97,2,36.0,2,0.0,10,120,2,22,63,7,5.0,43,50,1,10126,,,180.0,,,2.0,0.0,7.0,2.0,2.1,2164.1114768873367,540.0,0.0,0.0,0.0,36408.0,1,1,192.0,0,0.0,4,7,0.014831905075807514
98,2,51.0,4,0.0,6,400,4,21,56,8,5.0,50,50,1,10127,,,655.0,,,3.0,0.0,3.0,2.0,2.5,2358.6551710211243,1020.0,0.0,0.0,104.0,43919.0,1,1,90.0,0,0.0,4,9,0.025592568136797285
99,2,29.0,3,0.0,99,300,5,56,69,5,6.0,50,50,1,10128,,,107.0,,,2.0,0.0,4.0,0.0,1.5,1144.8345297277322,1100.0,0.0,0.0,120.0,28976.0,1,1,70.0,0,0.0,3,2,0.0421038100496963
100,2,49.0,4,0.0,5,111,1,0,55,1,2.0,0,50,2,1013,,,,,390.0,1.0,2.0,4.0,0.0,1.0,3816.7789364158634,450.0,0.0,0.0,0.0,11450.0,0,1,80.0,5,4.0,1,8,0.039301310043668124
101,2,79.0,3,0.0,4,111,1,78,72,4,4.0,71,41,2,10130,,,450.0,440.0,318.0,0.0,3.0,3.0,0.0,1.5,3545.4810549189083,0.0,440.0,0.0,0.0,22785.0,5,5,67.0,6,5.0,3,8,0.0
102,2,51.0,2,0.0,6,111,5,52,47,10,9.0,31,50,1,10131,,,800.0,,,4.0,0.0,6.0,2.0,2.5,1505.5522973485188,800.0,0.0,400.0,0.0,92534.0,1,1,110.0,10,8.0,4,1,0.012968206280934575
103,2,47.0,2,0.0,5,111,4,38,35,10,10.0,20,10,1,10132,,,,1200.0,1800.0,2.0,0.0,3.0,0.0,1.5,2051.847669211402,0.0,1200.0,0.0,0.0,86633.0,1,1,80.0,10,8.0,3,1,0.0
104,0,47.0,1,0.0,9,120,1,22,47,8,9.0,31,20,8,10133,1000.0,1000.0,400.0,,,2.0,1.0,5.0,0.0,1.5,1943.9741038210727,1000.0,0.0,0.0,1000.0,46251.0,1,1,80.0,0,0.0,3,4,0.04324230827441569
105,2,32.0,3,0.0,5,111,1,52,62,8,7.0,50,43,1,10134,,,564.0,,,2.0,0.0,5.0,1.0,1.8,2125.0088849517488,820.0,0.0,989.0,0.0,43507.0,1,1,100.0,8,7.0,4,3,0.04157951593996368
106,1,37.0,3,246.0,1,400,5,22,56,6,6.0,71,43,1,10135,,,,,,2.0,0.0,3.0,0.0,1.5,3201.072950026747,690.0,0.0,0.0,0.0,31232.0,1,1,150.0,0,0.0,3,7,0.022092725409836065
107,2,60.0,3,0.0,4,111,1,0,77,3,6.0,0,71,2,10136,1100.0,1100.0,,,410.0,0.0,2.0,4.0,0.0,1.0,3506.987520974085,370.0,0.0,80.0,0.0,19310.0,0,5,84.0,10,8.0,1,1,0.02330398757120663
108,2,39.0,2,0.0,9,111,2,54,62,7,5.0,43,50,1,10138,,,100.0,1000.0,,2.0,0.0,6.0,2.0,2.1,2247.596569957268,0.0,1000.0,0.0,0.0,37969.0,1,1,106.0,8,6.0,4,9,0.0
109,2,90.0,3,0.0,5,111,1,0,77,5,8.0,0,71,2,1014,,,,,,0.0,2.0,4.0,0.0,1.0,3172.6085998629337,18.0,0.0,8.0,0.0,26966.0,0,5,73.0,8,6.0,1,9,0.0009641771119187125
110,1,32.0,4,23.0,8,111,2,52,21,8,5.0,50,50,1,10143,,,,,,2.0,0.0,5.0,4.0,2.7,1359.0091785034742,550.0,0.0,750.0,0.0,46445.0,1,1,110.0,8,7.0,4,4,0.02799009581225105
111,2,74.0,3,0.0,4,112,2,78,77,6,6.0,70,50,1,10144,,,200.0,,,0.0,3.0,5.0,0.0,1.5,1193.4566709991614,340.0,0.0,1240.0,0.0,31349.0,5,5,90.0,8,0.0,3,2,0.05040033174901911
112,2,83.0,3,0.0,2,111,2,77,78,5,5.0,71,70,2,10146,,,230.0,,,0.0,2.0,3.0,0.0,1.5,3858.7248925915737,250.0,0.0,720.0,0.0,28330.0,5,5,65.0,8,7.0,3,2,0.03423932227320861
113,2,45.0,2,0.0,5,111,1,0,62,3,6.0,0,50,2,10148,360.0,360.0,,,308.0,1.0,0.0,2.0,0.0,1.0,2664.9122897027746,190.0,0.0,50.0,360.0,20430.0,0,1,60.0,10,8.0,1,1,0.02936857562408223
114,1,94.0,3,107.0,5,111,1,0,77,2,3.0,0,71,2,1015,,,130.0,,128.0,0.0,1.0,3.0,0.0,1.0,3213.339450279348,600.0,0.0,84.0,0.0,14004.0,0,5,70.0,9,7.0,1,8,0.04884318766066838
115,1,34.0,2,247.0,1,300,6,85,63,6,4.0,31,60,2,10151,,,,,257.0,1.0,0.0,3.0,2.0,2.1,3414.910063075153,783.0,0.0,0.0,0.0,32044.0,6,1,70.0,0,0.0,4,8,0.02443515166645862
116,2,42.0,3,0.0,1,300,2,11,11,2,1.0,50,71,1,10153,,,,,,2.0,0.0,5.0,2.0,2.5,3033.138660503237,760.0,0.0,0.0,1456.0,13180.0,1,1,123.0,0,0.0,4,2,0.16813353566009104
117,1,59.0,3,133.0,1,112,2,0,56,8,7.0,0,70,1,10154,,,373.0,,,1.0,2.0,6.0,0.0,2.0,1526.8217748685518,680.0,0.0,0.0,900.0,44867.0,0,1,200.0,7,0.0,5,5,0.0352151915661845
118,2,72.0,3,0.0,9,111,2,0,74,4,8.0,0,41,2,10155,,,,,700.0,0.0,1.0,4.0,0.0,1.0,2801.6518640299973,230.0,0.0,290.0,0.0,25588.0,0,5,100.0,9,7.0,1,7,0.020322025949663904
119,0,44.0,3,0.0,7,112,4,22,22,5,4.0,41,12,2,10156,,,,,,2.0,0.0,2.0,1.0,1.8,3338.1156769654913,926.0,0.0,0.0,0.0,28189.0,1,1,53.0,10,4.0,4,1,0.03284969314271524
120,2,55.0,2,0.0,1,111,2,0,52,5,8.0,0,42,2,10159,,,,,,1.0,0.0,3.0,0.0,1.0,3229.427782743598,212.0,0.0,912.0,0.0,26810.0,0,1,65.0,6,5.0,1,8,0.04192465497948527
121,2,46.0,3,0.0,99,111,2,0,46,5,6.0,0,50,1,10161,,,290.0,,,1.0,0.0,3.0,1.0,1.5,1298.120420616052,109.0,0.0,390.0,0.0,30407.0,0,1,65.0,7,5.0,2,3,0.016410694905778275
122,1,68.0,3,45.0,2,211,1,77,72,7,6.0,50,44,2,10165,,,,,,0.0,3.0,5.0,1.0,2.0,3158.7844215259615,0.0,720.0,0.0,0.0,39934.0,5,5,110.0,1,2.0,4,4,0.0
123,2,37.0,4,0.0,8,120,1,0,48,4,8.0,0,71,1,10167,,,,,340.0,1.0,2.0,4.0,0.0,1.0,3077.319384516739,600.0,0.0,0.0,0.0,25490.0,0,1,80.0,0,0.0,1,7,0.023538642604943115
124,2,76.0,2,0.0,1,112,4,0,75,4,7.0,0,50,1,10168,,,359.0,,,0.0,2.0,5.0,0.0,1.0,2524.4541579785796,1645.0,0.0,0.0,0.0,22669.0,0,5,120.0,10,0.0,1,1,0.07256605937624068
125,2,81.0,2,0.0,1,111,2,72,72,10,10.0,60,60,1,10169,,,816.0,,,0.0,0.0,8.0,0.0,1.5,3464.6260173703686,732.0,0.0,0.0,2928.0,116692.0,5,5,300.0,10,8.0,3,1,0.03136461796866966
126,2,59.0,3,0.0,4,111,6,77,38,9,10.0,50,30,1,1017,,,420.0,,,1.0,2.0,5.0,0.0,1.5,3752.3287677826597,690.0,0.0,0.0,1800.0,58880.0,5,1,120.0,10,8.0,3,1,0.04228940217391304
127,2,19.0,3,0.0,1,111,2,0,84,1,1.0,0,41,2,10170,,,,,235.0,0.0,0.0,2.0,0.0,1.0,3606.7413561867525,240.0,0.0,318.0,0.0,3770.0,0,3,50.0,8,7.0,1,2,0.14801061007957558
128,2,66.0,5,0.0,6,111,4,77,46,5,6.0,71,50,1,10171,,,,,,1.0,1.0,3.0,0.0,1.5,2039.9328514700705,1290.0,0.0,0.0,0.0,29480.0,5,1,85.0,7,5.0,3,8,0.04375848032564451
129,2,50.0,4,0.0,4,111,1,0,54,7,8.0,0,60,2,10172,,,,,650.0,1.0,1.0,3.0,1.0,1.5,3147.7262546053707,266.0,0.0,65.0,0.0,38527.0,0,1,58.0,10,8.0,2,1,0.008591377475536637
130,2,42.0,2,0.0,8,112,2,52,47,9,6.0,71,71,1,10174,,,700.0,,457.0,2.0,0.0,4.0,3.0,2.4,3495.9145680148968,640.0,0.0,690.0,0.0,50913.0,1,1,96.0,9,0.0,4,9,0.02612299412723666
131,2,38.0,2,0.0,7,111,2,63,54,8,8.0,50,71,1,10175,,,300.0,1200.0,,2.0,0.0,7.0,1.0,1.8,4597.382077535662,0.0,1200.0,0.0,0.0,44841.0,1,1,150.0,10,8.0,4,1,0.0
132,1,58.0,4,333.0,1,300,5,72,22,5,5.0,50,41,1,10176,,,331.0,,,1.0,2.0,3.0,0.0,1.5,2741.9309386296977,992.0,0.0,0.0,0.0,27336.0,7,1,88.0,0,0.0,3,2,0.036289142522680715
133,2,39.0,2,0.0,7,111,2,37,38,10,10.0,31,12,1,10177,,,383.0,,,2.0,0.0,4.0,0.0,1.5,2473.7250816414503,875.0,0.0,2760.0,0.0,92908.0,1,1,105.0,10,8.0,3,1,0.03912472553493779
134,2,38.0,3,0.0,8,111,2,0,52,4,4.0,0,50,1,10178,,,350.0,,,1.0,0.0,4.0,1.0,1.5,2280.1211603753723,530.0,0.0,560.0,0.0,22721.0,0,1,75.0,8,7.0,2,5,0.04797324061440958
135,2,54.0,3,0.0,2,111,2,0,54,4,7.0,0,41,1,1018,,,405.0,,,1.0,1.0,5.0,0.0,1.0,1658.5519811741142,67.0,0.0,0.0,1674.0,21821.0,0,1,130.0,6,4.0,1,4,0.07978552770267174
136,2,26.0,2,0.0,8,111,4,46,54,6,6.0,10,10,2,10181,,,,,630.0,2.0,0.0,3.0,0.0,1.5,3661.3130289286614,647.0,0.0,0.0,0.0,32339.0,1,1,60.0,9,7.0,3,9,0.020006802931445005
