,aba,agepr,aise,amr,ancons,cataeu,chaufp,cs42cj,cs42pr,decile,decuc,dip14cj,dip14pr,htl,ident_men,mchof,mchof_d,mfac_eau1_d,mfac_eg1_d,mloy_d,nactifs,nbh1,nbphab,nenfants,ocde10,pondmen,poste_coicop_451,poste_coicop_4511,poste_coicop_452,poste_coicop_453,revtot,situacj,situapr,surfhab_d,tau,tuu,typmen,zeat,part_energies_revtot
4889,2,32.0,2,0.0,9,112,2,56,67,7,6.0,50,43,1,2480,,,,,,2.0,0.0,5.0,1.0,1.8,3124.9528025610393,576.0,0.0,726.0,0.0,38745.0,1,1,127.0,7,0.0,4,4,0.03360433604336043
4890,2,72.0,1,0.0,4,300,2,77,72,9,10.0,70,60,1,2481,,,269.0,,,0.0,2.0,6.0,0.0,1.5,2411.716503787109,780.0,776.0,0.0,3800.0,60174.0,5,5,150.0,0,0.0,3,4,0.07611260677368964
4892,1,28.0,3,90.0,99,111,2,0,84,1,1.0,0,20,2,2483,,,,,190.0,0.0,0.0,2.0,0.0,1.0,3771.1711349102293,240.0,0.0,240.0,0.0,2292.0,0,3,55.0,9,7.0,1,7,0.2094240837696335
4893,2,51.0,3,0.0,7,111,4,56,63,6,7.0,70,50,1,2485,,,140.0,,,2.0,2.0,4.0,0.0,1.5,2171.6445061798704,900.0,0.0,0.0,0.0,33978.0,1,1,107.0,5,4.0,3,8,0.026487727352993113
4894,2,49.0,2,0.0,1,300,2,54,22,9,8.0,60,60,1,2488,,,238.0,,,3.0,0.0,4.0,1.0,2.0,2691.3922849590326,450.0,0.0,0.0,1200.0,54334.0,1,1,150.0,0,0.0,4,4,0.030367725549379762
4895,2,63.0,2,0.0,1,111,2,75,78,8,9.0,50,42,2,249,,,,,,0.0,1.0,3.0,0.0,1.5,2650.9502889901983,396.0,0.0,730.0,0.0,45158.0,5,5,48.0,9,7.0,3,8,0.024934673811949155
4896,2,51.0,3,0.0,1,112,6,11,12,5,2.0,60,42,1,2490,,,255.0,,,2.0,3.0,6.0,2.0,2.5,2991.088700667828,678.0,0.0,0.0,3300.0,30390.0,1,1,150.0,9,3.0,4,7,0.13089832181638697
4897,2,51.0,4,0.0,6,112,2,56,47,4,5.0,50,50,1,2491,,,240.0,,,2.0,2.0,4.0,0.0,1.5,1493.8161454944056,1700.0,0.0,0.0,0.0,25332.0,1,1,125.0,6,0.0,3,2,0.06710879519974736
4898,1,38.0,2,108.0,9,112,5,0,63,6,4.0,0,50,1,2493,,,240.0,,,1.0,0.0,4.0,3.0,1.9,1808.3808268625896,680.0,0.0,0.0,0.0,31182.0,0,1,98.0,10,0.0,2,1,0.02180745301776666
4899,2,44.0,2,0.0,7,111,2,0,47,6,9.0,0,50,2,2494,,,240.0,600.0,430.0,1.0,1.0,3.0,0.0,1.0,4471.254191898434,0.0,600.0,0.0,0.0,34335.0,0,1,65.0,5,4.0,1,8,0.0
4900,2,63.0,2,0.0,4,111,6,72,72,1,1.0,60,70,1,2496,,,397.0,,,0.0,3.0,6.0,0.0,1.5,2122.9540814755733,2533.0,0.0,114.0,0.0,12274.0,5,5,130.0,7,5.0,3,2,0.2156591168323285
4901,2,39.0,2,0.0,1,111,6,56,37,10,8.0,50,31,1,2497,,,860.0,,,2.0,0.0,5.0,3.0,2.8,1615.6422573260222,2900.0,0.0,0.0,0.0,76092.0,1,1,140.0,9,7.0,4,8,0.03811175944908795
4902,2,34.0,2,0.0,3,111,1,42,63,8,6.0,20,31,2,2498,,,186.0,,,2.0,0.0,4.0,2.0,2.1,2966.3395095199303,374.0,0.0,64.0,0.0,42903.0,1,1,69.0,9,7.0,4,7,0.010209076288371442
4903,1,66.0,3,144.0,7,300,4,0,86,2,3.0,0,71,1,2499,,,294.0,,,0.0,1.0,3.0,0.0,1.0,2464.748119981504,670.0,0.0,0.0,0.0,13326.0,0,5,69.0,0,0.0,1,5,0.05027765270898994
4904,2,72.0,3,0.0,7,111,6,55,74,5,5.0,50,70,1,250,,,347.0,,,1.0,3.0,4.0,0.0,1.5,1316.9265642807827,945.0,0.0,0.0,0.0,27563.0,1,5,90.0,7,6.0,3,5,0.03428509233392592
4905,2,45.0,2,0.0,1,112,5,0,54,10,8.0,0,41,1,2501,,,500.0,,,2.0,6.0,7.0,1.0,2.5,2143.62260985119,671.0,0.0,129.0,0.0,66168.0,0,1,212.0,9,0.0,5,4,0.012090436464756377
4906,2,46.0,2,0.0,7,112,2,54,47,9,6.0,31,42,1,2503,,,,,,3.0,0.0,5.0,3.0,2.8,2143.2468236444165,620.0,0.0,0.0,1200.0,60195.0,4,1,110.0,9,0.0,4,9,0.030235069357920093
4907,2,83.0,3,0.0,2,112,5,0,11,2,2.0,0,71,1,2504,,,253.0,,,2.0,1.0,3.0,1.0,1.5,3591.108100461523,180.0,0.0,0.0,0.0,16255.0,0,5,60.0,8,1.0,2,5,0.011073515841279606
4908,2,75.0,3,0.0,4,112,5,86,78,3,3.0,71,70,1,2508,,,100.0,,,0.0,4.0,3.0,0.0,1.5,2141.4586774268964,97.0,0.0,0.0,0.0,19821.0,5,5,100.0,7,1.0,3,2,0.004893799505574895
4909,2,28.0,2,0.0,9,112,5,43,53,9,9.0,33,42,1,2509,,,,,,2.0,0.0,5.0,1.0,1.8,6705.636094547278,1230.0,0.0,0.0,0.0,53009.0,1,1,130.0,9,1.0,4,9,0.02320360693467147
4910,2,40.0,1,0.0,1,111,2,46,43,9,6.0,31,33,1,2510,,,378.0,,,2.0,0.0,8.0,3.0,2.4,1857.2669045330251,645.0,0.0,1984.0,0.0,51634.0,1,1,160.0,8,7.0,4,5,0.05091606305922454
4911,2,87.0,3,0.0,6,211,2,77,75,4,4.0,50,50,1,2511,,,420.0,,424.0,0.0,4.0,4.0,0.0,1.5,933.5901951929904,256.0,0.0,540.0,0.0,23153.0,6,5,97.0,3,4.0,3,2,0.03437999395326739
4912,2,40.0,3,0.0,1,111,4,0,46,3,6.0,0,31,2,2512,,,,,390.0,1.0,0.0,1.0,0.0,1.0,3571.5499414857336,400.0,0.0,109.0,0.0,20742.0,0,1,25.0,10,8.0,1,1,0.024539581525407386
4913,2,58.0,3,0.0,4,111,4,52,34,9,10.0,70,31,1,2513,,,,,,2.0,1.0,5.0,0.0,1.5,1978.5042036135128,988.0,160.0,0.0,0.0,55826.0,1,1,93.0,7,5.0,3,9,0.017697846881381436
4914,1,26.0,3,23.0,99,111,2,54,11,2,2.0,43,31,1,2515,,,,,,2.0,0.0,3.0,0.0,1.5,2925.604926320235,400.0,0.0,600.0,0.0,17045.0,1,1,90.0,9,7.0,3,8,0.05866823115283074
4915,2,62.0,2,0.0,4,111,4,77,74,6,7.0,50,41,1,2516,,,200.0,,,0.0,0.0,4.0,0.0,1.5,2519.1527381516726,790.0,0.0,0.0,0.0,33698.0,5,5,128.0,5,4.0,3,8,0.023443527805804498
4916,2,32.0,3,0.0,1,112,2,67,46,8,6.0,50,42,1,2517,,,,,,2.0,0.0,5.0,2.0,2.1,2447.8788562287714,1683.0,0.0,0.0,0.0,42581.0,1,1,90.0,7,0.0,4,2,0.03952467062774477
4917,1,27.0,4,19.0,99,111,6,0,84,1,1.0,0,20,2,2518,,,,,221.0,0.0,0.0,1.0,0.0,1.0,4195.345544985483,460.0,0.0,0.0,0.0,7028.0,0,3,19.0,9,7.0,1,9,0.06545247581104155
4918,2,52.0,2,0.0,1,111,2,46,23,10,10.0,60,12,1,252,,,255.0,,,2.0,0.0,5.0,1.0,2.0,2270.370327311313,943.0,207.0,1200.0,0.0,98894.0,4,1,125.0,8,6.0,4,2,0.0216696665116185
4919,2,46.0,1,0.0,1,111,2,43,37,10,10.0,20,20,1,2521,,,530.0,,,2.0,0.0,8.0,2.0,2.3,891.0223627063108,1120.0,1140.0,650.0,0.0,103161.0,1,1,300.0,8,7.0,4,4,0.017157646785122285
4920,2,24.0,2,0.0,99,111,2,85,53,4,5.0,50,43,2,2522,,,,,400.0,1.0,0.0,4.0,0.0,1.5,2848.8505336239004,250.0,0.0,600.0,0.0,25739.0,4,1,72.0,5,4.0,3,5,0.03302381599906756
4921,2,73.0,3,0.0,2,111,2,77,78,7,7.0,31,50,1,2523,,,447.0,,,0.0,1.0,4.0,0.0,1.5,2596.8267904298787,1250.0,0.0,0.0,0.0,36621.0,5,5,90.0,9,7.0,3,8,0.03413342071489037
4922,2,22.0,4,0.0,1,112,2,0,42,1,2.0,0,41,2,2524,,,20.0,,,1.0,0.0,2.0,0.0,1.0,4404.785313748579,480.0,0.0,0.0,0.0,10530.0,0,1,30.0,10,2.0,1,2,0.045584045584045586
4923,1,38.0,3,305.0,99,111,1,62,64,6,3.0,41,60,2,2525,,,,,,2.0,0.0,4.0,4.0,2.7,1235.6011441585422,420.0,0.0,490.0,0.0,33713.0,4,1,87.0,7,5.0,4,2,0.026992554800818674
4924,2,45.0,2,0.0,6,111,4,0,33,8,10.0,0,30,2,2526,,,,,,1.0,0.0,3.0,1.0,1.3,3106.4751154037017,680.0,1060.0,0.0,0.0,49518.0,0,1,75.0,10,8.0,2,1,0.013732380144593884
4925,2,58.0,3,0.0,6,111,2,0,43,6,7.0,0,33,1,2527,,,510.0,,,2.0,2.0,7.0,1.0,1.5,2131.4875432301665,450.0,0.0,1093.0,0.0,34460.0,0,1,150.0,8,7.0,2,5,0.04477655252466628
4926,1,21.0,3,200.0,99,111,2,0,84,1,1.0,0,71,3,2532,,,,,270.0,0.0,0.0,1.0,0.0,1.0,3969.6805487259603,0.0,0.0,0.0,0.0,3300.0,0,3,14.0,10,8.0,1,1,0.0
4927,2,33.0,3,0.0,1,112,6,53,38,7,8.0,43,12,1,2533,,,511.0,,,2.0,0.0,3.0,0.0,1.5,2625.100642487696,780.0,276.0,0.0,200.0,41700.0,1,1,62.0,8,0.0,3,7,0.023501199040767386
4928,2,89.0,4,0.0,1,221,6,0,77,3,5.0,0,70,1,2537,,,,,,0.0,5.0,3.0,0.0,1.0,4478.817678920996,492.0,0.0,60.0,0.0,18604.0,0,5,87.0,1,2.0,1,7,0.029671038486347022
4929,2,88.0,1,0.0,5,111,2,0,86,5,9.0,0,70,2,2538,,,,,,0.0,4.0,5.0,0.0,1.0,3340.6321019844904,398.0,0.0,1323.0,0.0,29976.0,0,6,100.0,10,8.0,1,1,0.05741259674406192
4930,2,36.0,3,0.0,5,111,2,12,31,5,3.0,50,10,1,2539,,,,,,2.0,0.0,3.0,2.0,2.1,2973.6314062490446,300.0,0.0,0.0,0.0,29897.0,1,1,70.0,9,7.0,4,8,0.01003445161721912
4931,2,67.0,3,0.0,2,111,4,0,86,1,2.0,0,71,1,2541,,,,,,0.0,0.0,4.0,0.0,1.0,2563.683911737497,900.0,0.0,1200.0,0.0,11974.0,0,5,70.0,9,7.0,1,8,0.1753799899782863
4932,2,49.0,3,0.0,1,111,2,46,56,6,6.0,41,50,1,2542,,,344.0,,,2.0,2.0,5.0,0.0,1.5,1423.4499207076753,750.0,0.0,0.0,0.0,32184.0,1,1,160.0,6,5.0,3,9,0.02330350484712901
4933,1,38.0,4,262.0,99,111,2,0,85,2,3.0,0,50,2,2544,,,,753.0,46.0,0.0,0.0,2.0,0.0,1.0,2434.6763308630602,0.0,753.0,0.0,150.0,14044.0,0,7,58.0,9,7.0,1,3,0.010680717744232413
4934,2,72.0,3,0.0,7,111,1,0,74,7,8.0,0,41,2,2547,,,,,499.0,0.0,2.0,3.0,0.0,1.5,2868.03720627782,500.0,0.0,400.0,0.0,39728.0,0,5,70.0,10,8.0,5,1,0.022654047523157472
4936,2,61.0,2,0.0,1,111,2,77,75,4,4.0,70,50,1,2549,,,171.0,,,0.0,2.0,6.0,0.0,1.5,943.0505836351238,316.0,829.0,1000.0,0.0,23616.0,6,5,148.0,6,4.0,3,3,0.05572493224932249
4937,2,56.0,3,0.0,7,120,2,37,46,9,9.0,41,41,1,255,,,180.0,,,2.0,0.0,4.0,0.0,1.5,1830.8316523649478,855.0,0.0,0.0,0.0,55751.0,1,1,90.0,0,0.0,3,7,0.015336047783896254
4938,2,41.0,2,0.0,9,112,2,43,46,9,7.0,33,50,1,2550,,,,,,2.0,0.0,7.0,3.0,2.6,1295.1030296680801,1200.0,0.0,0.0,0.0,61926.0,4,1,150.0,8,0.0,4,3,0.019377967251235344
4939,2,35.0,1,0.0,9,300,2,63,46,9,9.0,71,50,1,2551,,,340.0,,,2.0,0.0,5.0,1.0,1.8,2327.1660208326603,600.0,0.0,0.0,0.0,55378.0,1,1,160.0,0,0.0,4,5,0.010834627469392177
4940,2,68.0,4,0.0,5,111,2,77,78,3,3.0,71,71,1,2554,,,200.0,1500.0,,0.0,2.0,4.0,0.0,1.5,3664.6547099057175,0.0,1500.0,0.0,0.0,20290.0,5,5,110.0,9,7.0,3,7,0.0
4941,2,84.0,2,0.0,4,111,1,0,74,9,10.0,0,30,2,2556,,,,,,0.0,2.0,4.0,0.0,1.0,4121.317362724045,2500.0,0.0,0.0,0.0,56057.0,0,5,94.0,10,8.0,1,1,0.04459746329628771
4942,2,67.0,1,0.0,4,111,2,77,74,9,10.0,50,44,1,2557,,,200.0,,,0.0,1.0,5.0,0.0,1.5,1438.938558798746,370.0,1553.0,1470.0,0.0,60738.0,5,5,130.0,8,6.0,3,5,0.030294049853468997
4943,2,92.0,2,0.0,4,111,2,0,72,1,3.0,0,50,1,2558,,,71.0,,,0.0,2.0,5.0,0.0,1.0,2303.7529096310013,132.0,124.0,605.0,0.0,12408.0,0,5,80.0,6,4.0,1,7,0.05939716312056738
4944,2,67.0,3,0.0,1,300,2,78,78,5,5.0,70,71,1,256,,,300.0,,,0.0,2.0,5.0,0.0,1.5,3330.058232250494,504.0,91.0,0.0,1600.0,28129.0,5,5,90.0,0,0.0,3,2,0.07479825091542536
4945,2,70.0,1,0.0,8,111,2,77,72,9,10.0,70,50,1,2561,,,240.0,,,0.0,3.0,5.0,0.0,1.5,4138.810070739493,2400.0,0.0,0.0,0.0,58724.0,5,5,120.0,8,6.0,3,7,0.040869150602819974
4946,2,35.0,3,0.0,1,111,2,0,42,4,6.0,0,20,2,2563,,,,,,1.0,0.0,2.0,1.0,1.3,2832.2222960537238,400.0,0.0,350.0,0.0,25367.0,0,1,48.0,10,8.0,2,1,0.029565971537824733
4947,2,31.0,4,0.0,1,112,2,52,46,9,9.0,71,41,2,2564,,,,,,2.0,0.0,3.0,1.0,1.8,1154.4084088270367,130.0,0.0,0.0,0.0,58377.0,1,1,73.0,10,0.0,4,1,0.0022269044315398187
4948,2,66.0,2,0.0,4,221,2,75,78,7,8.0,70,50,1,2565,,,231.0,,,0.0,2.0,5.0,0.0,1.5,3683.772367562455,414.0,0.0,0.0,900.0,40980.0,5,5,90.0,1,1.0,3,5,0.032064421669106884
4949,2,77.0,2,0.0,4,111,2,77,75,7,8.0,50,50,1,2566,,,320.0,,,0.0,1.0,4.0,0.0,1.5,2012.638053899802,400.0,0.0,1300.0,0.0,37370.0,5,5,100.0,8,7.0,3,2,0.04549103559004549
4950,1,72.0,3,123.0,4,111,1,0,78,1,2.0,0,71,2,2569,,,,,134.0,0.0,7.0,3.0,0.0,1.0,2788.0311017627027,191.0,0.0,0.0,0.0,10716.0,0,5,70.0,6,4.0,1,7,0.01782381485628966
4951,2,37.0,2,0.0,8,111,4,52,37,9,8.0,33,31,1,2571,,,600.0,,,2.0,0.0,4.0,2.0,2.1,2168.7287805624046,1600.0,0.0,0.0,0.0,56022.0,1,1,112.0,7,5.0,4,2,0.028560208489521975
4952,2,31.0,2,0.0,2,111,1,37,37,10,10.0,12,12,2,2574,,,,,,2.0,0.0,3.0,0.0,1.5,3090.0268245456305,420.0,0.0,61.0,0.0,127601.0,1,1,65.0,10,8.0,3,1,0.0037695629344597615
4953,1,74.0,3,279.0,5,111,4,0,77,2,4.0,0,70,2,2575,,,,,171.0,0.0,3.0,4.0,0.0,1.0,3011.5283025366084,1092.0,0.0,0.0,0.0,15511.0,0,5,80.0,10,8.0,1,1,0.07040165044162207
4954,2,67.0,4,0.0,6,400,2,78,77,5,5.0,70,60,1,2576,,,200.0,,,0.0,4.0,3.0,0.0,1.5,2198.140790522097,150.0,0.0,0.0,800.0,27160.0,5,5,120.0,0,0.0,3,9,0.034977908689248896
4955,1,78.0,4,293.0,3,111,4,78,78,3,3.0,71,71,2,2577,,,249.0,,151.0,0.0,7.0,5.0,0.0,1.5,3440.0517470794907,700.0,0.0,0.0,0.0,19304.0,5,5,80.0,9,7.0,3,8,0.036261914629092416
4956,2,59.0,3,0.0,7,111,4,0,54,3,5.0,0,70,2,2579,,,,,,1.0,0.0,2.0,0.0,1.0,4623.76187279126,340.0,0.0,0.0,0.0,18770.0,0,1,36.0,7,5.0,1,9,0.018114011720831113
4957,1,27.0,4,330.0,99,400,4,0,55,3,3.0,0,50,1,258,,,200.0,,,1.0,0.0,4.0,2.0,1.6,1397.2011288038932,1000.0,0.0,0.0,0.0,21450.0,0,4,85.0,0,0.0,2,2,0.046620046620046623
4958,2,51.0,4,0.0,1,111,4,52,69,5,3.0,71,71,1,2581,,,300.0,,,2.0,0.0,4.0,2.0,2.1,3645.3226416491098,500.0,0.0,300.0,0.0,30377.0,1,1,85.0,9,7.0,4,9,0.026335714520854595
4959,2,48.0,2,0.0,8,400,2,0,64,4,8.0,0,71,1,2582,,,,,,1.0,1.0,4.0,0.0,1.0,3197.712295147481,275.0,0.0,0.0,750.0,24795.0,0,1,100.0,0,1.0,1,7,0.04133897963299052
4961,2,44.0,3,0.0,1,212,5,46,62,7,4.0,50,50,1,2584,,,290.0,,,3.0,0.0,5.0,2.0,2.5,993.4869734661805,840.0,0.0,0.0,0.0,38722.0,1,1,120.0,2,0.0,4,7,0.02169309436496049
4962,2,62.0,3,0.0,6,400,6,77,74,7,8.0,70,44,1,2586,,,297.0,,,0.0,1.0,5.0,0.0,1.5,1893.40872116079,831.0,681.0,0.0,0.0,41887.0,5,5,73.0,0,0.0,3,9,0.019839090887387494
4963,2,27.0,2,0.0,1,111,1,0,38,4,7.0,0,12,2,2587,,,,,430.0,1.0,0.0,2.0,0.0,1.0,2488.303798680894,150.0,0.0,0.0,0.0,23849.0,0,1,45.0,7,5.0,1,2,0.0062895718898067
4964,2,58.0,2,0.0,6,112,5,78,67,8,9.0,70,70,1,2593,,,539.0,,,1.0,1.0,3.0,0.0,1.5,1174.7777720073623,968.0,0.0,0.0,0.0,46502.0,5,1,100.0,8,1.0,3,3,0.020816308975958025
4965,2,48.0,3,0.0,8,221,2,52,37,9,7.0,50,31,1,2596,,,806.0,,,3.0,2.0,6.0,2.0,2.3,2994.489720099293,1000.0,0.0,0.0,0.0,55435.0,1,1,168.0,1,2.0,4,5,0.018039144944529628
4966,1,68.0,4,264.0,4,111,1,0,86,1,1.0,0,71,2,2597,,,,,,0.0,2.0,3.0,1.0,1.5,3965.2546622148943,400.0,0.0,0.0,0.0,3168.0,0,6,50.0,8,6.0,2,8,0.12626262626262627
4967,1,39.0,4,375.0,1,111,2,0,55,4,3.0,0,71,2,2598,,,,,230.0,1.0,0.0,4.0,2.0,1.8,3151.7428992841037,450.0,0.0,1240.0,0.0,23475.0,0,1,100.0,9,7.0,2,7,0.07199148029818957
4968,2,44.0,1,0.0,3,111,2,85,37,9,7.0,42,12,1,2599,,,221.0,,,1.0,0.0,9.0,2.0,2.3,2527.2673504240224,700.0,0.0,590.0,0.0,55756.0,6,1,180.0,8,6.0,4,9,0.023136523423488056
4969,0,75.0,2,0.0,1,221,2,72,72,3,3.0,70,70,1,26,,,131.0,,,0.0,2.0,4.0,0.0,1.5,1979.1303941573744,752.0,0.0,0.0,0.0,20455.0,5,5,100.0,1,2.0,3,9,0.036763627474945
4970,2,39.0,1,0.0,1,111,4,46,37,10,10.0,20,31,8,260,,,,,,2.0,0.0,3.0,0.0,1.5,2533.1598800178413,726.0,0.0,0.0,0.0,95080.0,1,1,77.0,9,7.0,3,4,0.007635675220866639
4971,2,46.0,1,0.0,2,111,2,38,37,10,9.0,12,12,1,2601,,,,,,2.0,0.0,5.0,3.0,2.8,1287.5680828044656,600.0,0.0,1788.0,0.0,92628.0,1,1,135.0,8,6.0,4,7,0.0257805415209224
4972,1,29.0,2,307.0,6,111,1,46,52,7,4.0,50,50,2,2602,,,,,126.0,2.0,0.0,4.0,3.0,2.4,2614.2133380560354,276.0,0.0,66.0,0.0,39144.0,1,1,90.0,10,8.0,4,1,0.008736971183323115
4973,2,92.0,1,0.0,6,111,2,77,75,5,6.0,50,70,1,2603,,,259.0,,,0.0,3.0,5.0,0.0,1.5,1343.1278437713856,499.0,0.0,942.0,0.0,28566.0,5,5,93.0,9,7.0,3,3,0.0504445844710495
4974,2,82.0,3,0.0,1,112,6,0,71,1,1.0,0,71,1,2607,,,,,,0.0,2.0,3.0,0.0,1.0,3400.154759637121,420.0,0.0,0.0,1092.0,9286.0,0,5,70.0,9,0.0,1,5,0.162825759207409
4975,2,48.0,3,0.0,1,300,4,55,63,7,5.0,50,50,1,2608,,,300.0,,,2.0,0.0,4.0,2.0,2.3,1410.550477816492,3007.0,0.0,0.0,0.0,40620.0,1,1,98.0,0,0.0,4,5,0.074027572624323
4976,1,40.0,4,300.0,4,111,1,0,68,1,1.0,0,71,2,261,,,,540.0,,2.0,2.0,4.0,2.0,1.8,3380.650527174727,0.0,540.0,0.0,0.0,11710.0,0,1,90.0,7,5.0,2,4,0.0
4977,2,29.0,3,0.0,3,111,1,55,62,5,4.0,43,60,2,2610,,,150.0,,285.0,2.0,0.0,3.0,1.0,1.8,3498.3184957181934,250.0,0.0,0.0,0.0,29977.0,1,1,66.0,9,7.0,4,7,0.008339727124128499
4978,2,44.0,2,0.0,8,112,4,53,43,8,7.0,71,33,1,2611,,,564.0,,,2.0,0.0,5.0,1.0,1.8,2783.089365912456,1021.0,0.0,0.0,0.0,42822.0,1,1,120.0,8,1.0,4,5,0.023842884498622204
4979,2,79.0,3,0.0,99,111,1,0,77,2,4.0,0,70,2,2613,,,111.0,,424.0,0.0,1.0,4.0,0.0,1.0,3397.6939772646924,260.0,0.0,223.0,0.0,15810.0,0,5,78.0,8,7.0,1,2,0.030550284629981026
4980,1,27.0,4,109.0,3,111,1,0,84,1,1.0,0,20,2,2614,,,,,,0.0,0.0,4.0,0.0,1.0,3793.0084254361936,240.0,0.0,0.0,0.0,1647.0,0,3,70.0,8,7.0,1,5,0.14571948998178508
4981,2,61.0,3,0.0,6,111,2,52,62,2,1.0,71,71,1,2617,,,400.0,,,3.0,2.0,4.0,2.0,2.5,3575.8440270104047,700.0,0.0,800.0,0.0,14050.0,1,4,90.0,10,8.0,4,1,0.10676156583629894
4982,2,29.0,3,0.0,5,112,4,0,47,7,6.0,0,31,1,2618,,,45.0,,,1.0,1.0,5.0,1.0,2.0,1659.6098228923677,1174.0,0.0,0.0,0.0,41708.0,0,1,120.0,9,0.0,4,5,0.02814807710750935
4983,2,24.0,1,0.0,6,111,6,0,38,3,5.0,0,12,1,2619,,,,,,1.0,0.0,4.0,0.0,1.0,4072.1119918137865,134.0,0.0,0.0,0.0,18066.0,0,1,90.0,8,6.0,1,3,0.007417247868925053
4984,2,56.0,3,0.0,99,111,2,0,54,10,10.0,0,41,2,262,,,,,1170.0,1.0,1.0,3.0,0.0,1.0,2711.380524790571,36.0,0.0,110.0,0.0,93528.0,0,1,58.0,10,8.0,1,1,0.0015610298520229236
4985,1,43.0,3,32.0,1,111,4,0,43,6,6.0,0,20,1,2622,,,340.0,,,1.0,0.0,6.0,2.0,1.8,1499.8697927481262,1300.0,0.0,0.0,0.0,34279.0,0,1,93.0,9,7.0,2,3,0.03792409346830421
4986,2,71.0,2,0.0,1,111,2,0,75,5,9.0,0,41,2,2628,,,,,,0.0,3.0,5.0,0.0,1.0,3080.8545481623446,325.0,0.0,594.0,0.0,29817.0,0,5,130.0,9,7.0,1,2,0.030821343528859374
4987,0,77.0,4,0.0,5,300,4,71,71,2,2.0,71,50,1,2629,,,428.0,,,0.0,1.0,5.0,0.0,1.5,2270.012822216021,1547.0,0.0,0.0,0.0,13970.0,5,5,150.0,0,0.0,3,9,0.11073729420186113
4988,2,34.0,2,0.0,9,111,2,52,63,7,4.0,50,50,1,263,,,,,,2.0,0.0,5.0,3.0,2.4,1053.4042136446062,900.0,0.0,650.0,0.0,39831.0,1,1,130.0,6,4.0,4,7,0.038914413396600636
4989,2,48.0,2,0.0,4,111,6,0,63,3,5.0,0,50,1,2633,,,,,,1.0,0.0,3.0,0.0,1.0,2989.3687115729776,149.0,0.0,0.0,0.0,18739.0,0,1,70.0,9,7.0,1,8,0.007951331447782699
4990,2,43.0,4,0.0,1,112,5,52,63,6,4.0,71,50,1,2634,,,370.0,,,2.0,0.0,4.0,2.0,2.1,2612.1391008584724,840.0,0.0,0.0,0.0,32509.0,1,1,120.0,7,0.0,4,2,0.025838998431203665
4991,2,87.0,3,0.0,6,112,2,75,75,7,8.0,50,50,1,2635,,,700.0,,,0.0,0.0,3.0,0.0,1.5,3209.5903281863184,1800.0,0.0,0.0,0.0,40175.0,5,5,80.0,9,3.0,3,8,0.044803982576229
4992,0,39.0,3,0.0,4,111,2,0,68,2,3.0,0,71,1,2636,,,,,,1.0,0.0,6.0,0.0,1.0,1049.7203112829238,0.0,0.0,0.0,0.0,14118.0,0,1,130.0,9,7.0,1,3,0.0
4993,1,39.0,4,62.0,9,111,1,0,53,1,2.0,0,30,2,2637,,,,,172.0,1.0,1.0,1.0,0.0,1.0,4020.035155342514,450.0,0.0,0.0,0.0,9500.0,0,4,20.0,9,7.0,1,7,0.04736842105263158
4994,1,58.0,3,267.0,2,111,2,68,68,4,3.0,71,70,2,2639,,,,,,2.0,1.0,3.0,1.0,1.8,1769.2001656070363,216.0,0.0,486.0,0.0,22713.0,1,4,56.0,7,5.0,4,9,0.030907409853387927
4995,2,67.0,3,0.0,6,111,2,77,75,9,9.0,60,70,2,2640,,,,,,0.0,3.0,5.0,0.0,1.5,5572.629748555133,600.0,0.0,900.0,0.0,52399.0,5,5,110.0,10,8.0,3,1,0.028626500505734842
4996,2,62.0,1,0.0,1,112,2,43,31,9,10.0,41,12,1,2641,,,,,,2.0,3.0,7.0,0.0,1.5,2650.822623698471,626.0,0.0,0.0,1688.0,60754.0,1,1,200.0,8,0.0,3,9,0.038088027125785955
4997,2,46.0,3,0.0,1,111,2,0,56,2,3.0,0,71,2,2642,,,,,,1.0,1.0,1.0,1.0,1.3,4459.365496520962,0.0,0.0,0.0,0.0,16480.0,0,1,20.0,10,8.0,2,1,0.0
4998,2,60.0,2,0.0,6,112,4,75,75,6,6.0,50,41,1,2643,,,600.0,,,0.0,3.0,6.0,0.0,1.5,2403.2395201470877,1479.0,0.0,0.0,0.0,31735.0,7,5,150.0,10,2.0,3,2,0.04660469513155822
4999,2,74.0,3,0.0,2,111,4,78,75,6,7.0,50,50,1,2644,,,224.0,,,0.0,2.0,3.0,0.0,1.5,1081.2458538421693,1250.0,0.0,0.0,0.0,33058.0,5,5,81.0,6,5.0,3,8,0.0378123298445157
5000,2,31.0,2,0.0,1,111,2,0,38,7,10.0,0,10,2,2645,,,,,,1.0,0.0,3.0,0.0,1.0,1976.2107084480472,369.0,0.0,0.0,0.0,41566.0,0,1,65.0,7,5.0,1,2,0.008877447914160612
5001,1,38.0,4,33.0,1,221,1,0,53,2,4.0,0,50,2,2646,,,,,,1.0,2.0,2.0,0.0,1.0,4332.161516323565,567.0,0.0,0.0,0.0,15276.0,0,1,20.0,1,1.0,1,2,0.03711704634721131
5002,2,40.0,2,0.0,1,400,2,0,34,6,6.0,0,10,1,2647,,,326.0,,,1.0,0.0,6.0,2.0,1.6,2412.9381853700324,660.0,0.0,0.0,1000.0,31388.0,0,1,162.0,0,1.0,2,8,0.052886453421689815
