"","X","age_carte_grise","age_vehicule","agepr","cataeu","cs42pr","dip14pr","etat_veh_achat","ident_men","km_autre_carbu","km_diesel","km_essence","mloy_d","nactifs","nbphab","nenfants","npers","ocde10","pondmen","poste_coicop_722","prix_achat","revtot","situapr","stalog","tau","tuu","typmen","veh_tot","vp_deplacements_pro","vp_domicile_travail","rural","petite_ville","moyenne_ville","grande_ville","paris","aides_logement","nb_essence","nb_diesel","niveau_vie","niveau_vie_decile","niveau_vie_quintile","donation_class_1","donation_class_3","distance_autre_carbu","distance_diesel","distance_essence"
"246",245,0,3,74,112,75,71,2,10333,0,0,0,0,0,4,0,2,1.5,2398.40778708956,4375,7900,48407,5,1,9,2,3,3,0,0,0,1,0,0,0,0,1,2,32271.3333333333,9,5,"9","9_0",0,26000,0
"250",249,0,2,52,111,38,10,0,10337,0,520,0,0,2,6,2,4,2.5,1976.16116568529,7263,NA,73959,1,2,9,7,4,3,1,1,0,0,0,1,0,0,0,3,29583.6,9,5,"9","9_0",0,8000,0
"256",255,2,3,38,112,37,31,0,10349,0,200,0,0,2,4,1,3,1.8,2094.69011374409,3640,NA,54304,1,2,8,0,4,2,0,0,1,0,0,0,0,0,0,2,30168.8888888889,9,5,"9","9_1",0,15000,0
"262",261,8,10,62,300,13,70,0,10359,0,NA,0,0,1,5,0,2,1.5,2676.29179728002,3156,NA,43748,1,1,0,0,3,2,1,0,1,0,0,0,0,0,0,2,29165.3333333333,9,5,"9","9_1",0,30311,0
"292",291,0,13,25,111,37,10,0,10404,0,0,60,0,2,2,0,2,1.5,1997.40648407433,1040,NA,51131,1,2,7,5,3,2,0,1,0,0,1,0,0,0,2,0,34087.3333333333,9,5,"9","9_0",NA,NA,NA
"301",300,5,10,45,300,62,50,0,10415,0,300,0,0,2,5,0,2,1.5,987.40475702433,0,NA,52676,1,1,0,0,3,2,0,1,1,0,0,0,0,0,0,2,35117.3333333333,9,5,"9","9_1",0,13682,0
"302",301,3,3,55,111,47,60,0,10416,0,60,60,0,2,5,0,2,1.5,1803.50487819076,0,NA,51880,1,1,6,4,3,2,0,1,0,0,1,0,0,0,1,1,34586.6666666667,9,5,"9","9_0",0,16130,0
"308",307,8,8,68,111,74,70,0,10424,0,0,NA,0,0,5,0,2,1.5,2647.8378071505,2340,NA,45061,5,1,9,7,3,1,0,0,0,0,0,1,0,0,1,0,30040.6666666667,9,5,"9","9_0",NA,NA,NA
"310",309,2,2,62,112,74,50,1,10426,0,NA,0,0,0,6,0,2,1.5,1178.31551096318,0,24655,49213,5,1,9,0,3,1,0,0,1,0,0,0,0,0,0,1,32808.6666666667,9,5,"9","9_1",0,17672,0
"319",318,6,6,78,111,78,41,0,10437,0,0,NA,0,0,3,0,1,1,2990.38733474101,0,NA,30740,5,1,9,7,1,1,0,0,0,0,0,1,0,0,1,0,30740,9,5,"9","9_0",NA,NA,NA
"321",320,1,1,71,112,74,12,1,1044,0,NA,0,0,0,4,0,2,1.5,1185.11313457702,0,23000,50073,5,1,8,0,3,2,0,0,1,0,0,0,0,0,0,2,33382,9,5,"9","9_1",0,16000,0
"330",329,0,14,41,112,46,20,0,1045,0,0,80,490,1,2,0,1,1,2816.326882627,1560,NA,30043,1,3,10,0,1,1,0,1,1,0,0,0,0,0,1,0,30043,9,5,"9","9_1",NA,NA,NA
"343",342,6,8,61,112,74,50,0,10473,0,NA,0,0,0,5,0,2,1.5,1037.52589648599,2049,NA,44900,5,1,8,2,3,2,0,0,0,1,0,0,0,0,0,2,29933.3333333333,9,5,"9","9_0",0,26337,0
"351",350,NA,NA,22,111,56,20,NA,10481,NA,NA,NA,0,1,7,0,1,1,3514.84312600346,0,NA,30480,3,4,10,8,1,0,NA,NA,0,0,0,0,1,0,0,0,30480,9,5,"9","9_0",0,0,4759
"361",360,3,3,86,111,74,20,0,10494,0,0,NA,0,0,4,0,2,1.5,2590.32141273042,0,NA,43588,5,4,6,4,3,2,0,0,0,0,1,0,0,0,2,0,29058.6666666667,9,5,"9","9_0",NA,NA,NA
"362",361,11,11,39,112,34,10,0,10495,0,0,NA,500,1,2,0,1,1,4839.55868311446,312,NA,29550,1,3,9,3,1,1,0,0,0,1,0,0,0,0,1,0,29550,9,5,"9","9_0",NA,NA,NA
"367",366,8,9,50,111,38,12,0,10500,0,99999,110,0,2,6,2,4,2.5,2659.73017337084,2756,NA,90525,1,1,10,8,4,2,0,1,0,0,0,0,1,0,1,1,36210,9,5,"9","9_0",0,3500,3500
"375",374,NA,NA,44,111,46,31,NA,10516,NA,NA,NA,500,1,3,1,2,1.5,3629.70079674965,0,NA,51511,1,3,10,8,2,0,NA,NA,0,0,0,0,1,0,0,0,34340.6666666667,9,5,"9","9_0",0,0,3000
"379",378,1,3,42,221,33,31,0,10521,0,250,150,0,2,5,1,3,2,3840.98219745851,3626,NA,59494,1,1,1,3,4,2,0,1,0,1,0,0,0,0,1,1,29747,9,5,"9","9_0",0,9144,0
"383",382,15,18,72,111,74,50,0,10527,0,0,NA,0,0,7,0,1,1,2878.36769355196,1984,NA,33630,5,1,9,7,1,1,0,0,0,0,0,1,0,0,1,0,33630,9,5,"9","9_0",NA,NA,NA
"393",392,2,2,53,300,62,50,0,10538,0,450,144,0,2,4,2,4,2.3,780.387576022516,4161,NA,70224,1,1,0,0,4,3,1,1,1,0,0,0,0,0,2,1,30532.1739130435,9,5,"9","9_1",0,23000,0
"403",402,1,17,25,111,63,43,2,10548,0,500,0,0,2,2,0,2,1.5,3221.7399573164,5044,1200,46300,1,2,10,8,3,2,0,1,0,0,0,0,1,0,0,2,30866.6666666667,9,5,"9","9_0",0,20000,10884
"409",408,3,3,65,112,75,60,0,10556,0,NA,0,0,0,5,0,2,1.5,5039.4359310604,2615,NA,50023,5,1,9,1,3,1,0,0,0,1,0,0,0,0,0,1,33348.6666666667,9,5,"9","9_0",0,40000,0
"423",422,0,0,27,111,34,20,1,10578,0,1000,0,0,1,3,0,1,1,3811.31389380172,3083,12000,35881,1,1,8,7,1,1,0,1,0,0,0,1,0,0,0,1,35881,9,5,"9","9_0",0,7200,0
"425",424,10,22,30,221,21,31,0,1058,0,0,NA,530,2,2,0,2,1.5,4578.71294520927,2340,NA,55360,1,3,1,2,3,1,0,0,0,1,0,0,0,0,1,0,36906.6666666667,9,5,"9","9_0",NA,NA,NA
"428",427,1,1,51,111,43,33,0,10584,0,550,0,0,1,5,1,2,1.5,2539.48263376831,2638,NA,51538,1,1,9,7,2,2,0,0,0,0,0,1,0,0,0,2,34358.6666666667,9,5,"9","9_0",0,17281,0
"436",435,12,12,43,111,37,31,0,10598,0,0,NA,291,1,2,0,1,1,2990.92549200623,2080,NA,33819,1,3,10,8,1,1,0,0,0,0,0,0,1,0,1,0,33819,9,5,"9","9_0",NA,NA,NA
"437",436,3,5,51,111,47,42,0,106,0,1000,0,0,2,4,1,3,2,1935.51931656301,3794,NA,64801,1,1,9,7,4,2,0,1,0,0,0,1,0,0,0,2,32400.5,9,5,"9","9_0",0,10000,0
"450",449,1,2,55,112,67,50,1,10614,0,199998,0,0,2,5,0,2,1.5,1579.80183641272,0,11000,43647,1,1,10,2,3,2,0,1,0,1,0,0,0,0,0,2,29098,9,5,"9","9_0",0,50000,0
"467",466,0,10,66,111,74,50,0,10643,0,0,0,0,0,4,0,2,1.5,3847.13251273511,0,NA,50403,5,2,9,7,3,2,0,0,0,0,0,1,0,0,1,1,33602,9,5,"9","9_0",0,8000,0
"468",467,12,12,45,120,38,31,0,10644,0,250,300,0,2,5,1,3,2,4332.10395871278,0,NA,60005,1,2,0,0,4,2,0,1,1,0,0,0,0,0,1,1,30002.5,9,5,"9","9_1",0,20000,0
"478",477,12,12,71,400,78,60,0,10659,0,0,NA,0,0,4,0,2,1.5,5482.0367978043,0,NA,50669,5,1,0,1,3,2,0,0,0,1,0,0,0,0,2,0,33779.3333333333,9,5,"9","9_0",NA,NA,NA
"483",482,2,10,61,111,86,20,0,10663,0,0,NA,0,0,4,0,1,1,2599.62757962689,1912,NA,31555,6,2,5,4,1,1,0,0,0,0,1,0,0,0,1,0,31555,9,5,"9","9_0",NA,NA,NA
"495",494,7,7,82,111,74,44,0,1068,0,0,0,0,0,5,0,2,1.5,1663.1236814574,2080,NA,51055,5,1,8,6,3,2,0,0,0,0,1,0,0,0,1,1,34036.6666666667,9,5,"9","9_0",0,18000,0
"504",503,NA,NA,69,111,77,50,NA,10694,NA,NA,NA,0,0,4,0,1,1,2326.92823127705,0,NA,29630,5,1,10,8,1,0,NA,NA,0,0,0,0,1,0,0,0,29630,9,5,"9","9_0",0,0,6000
"506",505,2,2,72,111,75,70,0,10697,0,0,NA,0,0,3,0,2,1.5,2505.20417597749,2860,NA,46100,5,1,10,8,3,1,0,0,0,0,0,0,1,0,1,0,30733.3333333333,9,5,"9","9_0",NA,NA,NA
"507",506,NA,NA,48,111,63,50,NA,10699,NA,NA,NA,0,3,5,1,3,2,1436.49368019026,0,NA,67982,1,2,8,6,4,0,NA,NA,0,0,1,0,0,0,0,0,33991,9,5,"9","9_0",0,0,10279
"515",514,2,3,57,111,78,70,0,10710,0,50,0,0,1,4,0,2,1.5,1575.85663517156,0,NA,51506,5,1,9,7,3,2,0,1,0,0,0,1,0,0,0,2,34337.3333333333,9,5,"9","9_0",0,20000,0
"525",524,11,18,44,112,31,10,0,10725,0,100,0,0,2,6,2,4,2.1,3772.08446864024,1560,NA,75665,1,2,7,0,4,2,0,1,1,0,0,0,0,0,0,2,36030.9523809524,9,5,"9","9_1",0,12000,0
"544",543,7,7,61,111,37,10,0,10750,0,0,NA,489,1,3,0,1,1,2618.32312202456,2965,NA,31619,1,3,10,8,1,1,0,0,0,0,0,0,1,0,1,0,31619,9,5,"9","9_0",NA,NA,NA
"564",563,8,12,56,111,47,50,0,10772,0,180,600,0,2,7,1,3,2,1068.5499076835,5814,NA,64655,1,1,7,6,4,3,0,1,0,0,1,0,0,0,2,1,32327.5,9,5,"9","9_0",0,25000,10000
"567",566,7,18,83,111,74,70,0,10776,0,0,NA,0,0,5,0,2,1.5,1627.79702371427,2740,NA,46767,5,1,6,4,3,2,0,0,0,0,1,0,0,0,2,0,31178,9,5,"9","9_0",NA,NA,NA
"568",567,5,5,32,112,47,50,0,10778,0,350,0,0,2,3,0,2,1.5,2865.88888502394,2792,NA,45810,1,3,6,0,3,2,0,1,1,0,0,0,0,0,0,2,30540,9,5,"9","9_1",0,40000,0
"574",573,3,3,46,112,38,42,0,10785,0,450,0,0,1,4,0,1,1,1030.50425377184,5035,NA,32373,1,1,10,0,1,1,0,1,1,0,0,0,0,0,0,1,32373,9,5,"9","9_1",0,25000,20000
"597",596,NA,NA,28,111,45,20,NA,10820,NA,NA,NA,0,1,1,0,1,1,4488.94091604986,0,NA,33863,1,2,10,8,1,0,NA,NA,0,0,0,0,1,0,0,0,33863,9,5,"9","9_0",0,0,3000
"614",613,0,3,38,112,62,43,2,10840,0,199998,0,0,2,5,2,4,2.1,2787.7499084316,2766,7500,62136,1,2,10,4,4,2,0,1,0,0,1,0,0,0,0,2,29588.5714285714,9,5,"9","9_0",0,20000,0
"624",623,6,6,57,211,37,44,0,10858,0,99999,300,0,2,8,0,2,1.5,1942.79809978282,2829,NA,51197,1,1,4,4,3,2,0,1,0,0,1,0,0,0,1,1,34131.3333333333,9,5,"9","9_0",0,14000,0
"639",638,4,4,59,400,62,60,0,10879,0,240,200,0,3,5,2,4,2.5,3455.14035091167,0,NA,77060,1,1,0,0,4,3,0,1,1,0,0,0,0,0,1,2,30824,9,5,"9","9_1",0,32891,0
"648",647,4,4,58,111,52,50,0,10889,0,0,320,0,3,4,1,3,2,2308.48801923581,8564,NA,58425,1,1,9,7,4,3,0,1,0,0,0,1,0,0,3,0,29212.5,9,5,"9","9_0",NA,NA,NA
"651",650,7,10,44,111,38,12,0,10892,0,0,99999,0,2,4,1,3,1.8,1673.83511681213,0,NA,63439,1,1,9,7,4,2,0,0,0,0,0,1,0,0,1,1,35243.8888888889,9,5,"9","9_0",0,25000,9000
"652",651,15,22,54,112,62,70,0,10894,0,110,0,0,1,6,0,2,1.5,2243.30494881285,0,NA,46671,1,1,10,0,3,3,0,0,1,0,0,0,0,0,0,3,31114,9,5,"9","9_1",0,32500,0
"654",653,9,18,58,112,37,50,0,109,0,1000,64,0,2,6,0,2,1.5,1899.86302384211,2728,NA,48775,1,1,9,0,3,3,0,1,1,0,0,0,0,0,2,1,32516.6666666667,9,5,"9","9_1",0,10000,0
"664",663,7,7,40,111,33,10,0,1091,0,100,0,0,2,7,3,5,2.4,1471.422018255,0,NA,85290,1,2,9,7,4,1,0,1,0,0,0,1,0,0,0,1,35537.5,9,5,"9","9_0",0,40000,0
"666",665,11,11,58,300,62,71,0,10913,0,200,0,0,3,5,1,3,2,1364.18119563144,2621,NA,60454,1,1,0,0,4,3,0,1,1,0,0,0,0,0,0,3,30227,9,5,"9","9_1",0,15000,0
"706",705,3,10,26,111,38,12,0,1097,0,250,0,484,2,2,0,2,1.5,3667.16958729374,0,NA,43618,1,3,8,7,3,1,1,1,0,0,0,1,0,0,0,1,29078.6666666667,9,5,"9","9_0",0,29000,0
"712",711,1,1,63,111,74,50,0,10978,0,0,0,0,0,3,0,2,1.5,2786.29339793754,1562,NA,45285,5,2,10,8,3,3,0,0,0,0,0,0,1,0,1,2,30190,9,5,"9","9_0",0,24772,0
"744",743,26,26,88,112,75,60,0,11029,0,0,NA,0,1,3,1,2,1.5,2186.55120228513,0,NA,50807,5,1,10,4,2,1,0,0,0,0,1,0,0,0,1,0,33871.3333333333,9,5,"9","9_0",NA,NA,NA
"749",748,0,15,44,111,47,60,0,11035,0,0,500,0,1,6,0,1,1,2658.57897252635,2977,NA,32998,1,1,9,7,1,1,0,1,0,0,0,1,0,0,1,0,32998,9,5,"9","9_0",NA,NA,NA
"750",749,5,5,76,111,74,50,0,11036,0,0,0,0,0,4,0,2,1.5,1237.62775721484,3775,NA,44941,5,1,7,5,3,2,0,0,0,0,1,0,0,0,1,1,29960.6666666667,9,5,"9","9_0",0,30000,0
"756",755,0,3,41,111,37,12,0,11044,0,230,0,0,2,8,3,5,2.4,1435.54767057205,0,NA,88573,1,2,8,7,4,2,1,1,0,0,0,1,0,0,0,2,36905.4166666667,9,5,"9","9_0",0,22000,0
"761",760,6,6,63,111,75,70,0,11049,0,NA,0,0,0,4,0,1,1,3765.94005582078,0,NA,32735,5,1,9,7,1,1,0,0,0,0,0,1,0,0,0,1,32735,9,5,"9","9_0",0,22000,0
"770",769,3,3,50,112,48,10,0,11058,0,220,0,0,2,5,1,3,1.8,2022.46551426905,0,NA,55294,1,2,9,0,4,2,0,1,1,0,0,0,0,0,0,2,30718.8888888889,9,5,"9","9_1",0,20000,0
"776",775,5,5,40,111,47,44,0,11066,0,0,20,0,2,5,2,4,2.1,2414.32851074993,0,NA,71200,1,2,10,8,4,1,0,1,0,0,0,0,1,0,1,0,33904.7619047619,9,5,"9","9_0",NA,NA,NA
"787",786,1,1,58,111,47,50,0,11079,0,200,0,0,2,5,0,2,1.5,1266.35106750115,2081,NA,49174,1,1,8,7,3,1,1,1,0,0,0,1,0,0,0,1,32782.6666666667,9,5,"9","9_0",0,5500,0
"796",795,3,9,66,120,75,43,0,11093,0,NA,0,0,0,4,0,1,1,2485.9293958999,5050,NA,33419,5,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,33419,9,5,"9","9_1",0,17102,10000
"803",802,6,11,68,111,43,31,0,11101,0,0,550,0,2,5,0,2,1.5,2082.60886963972,0,NA,51364,1,1,10,8,3,1,0,1,0,0,0,0,1,0,1,0,34242.6666666667,9,5,"9","9_0",NA,NA,NA
"810",809,7,8,64,111,52,42,0,11112,0,NA,0,480,1,1,0,1,1,4053.83989953766,3693,NA,29919,1,3,10,8,1,1,0,0,0,0,0,0,1,0,0,1,29919,9,5,"9","9_0",0,20000,0
"825",824,17,17,75,111,75,41,0,11132,0,0,NA,0,0,2,0,1,1,2960.71627553516,0,NA,32230,5,1,6,5,1,1,0,0,0,0,1,0,0,0,1,0,32230,9,5,"9","9_0",NA,NA,NA
"845",844,9,9,76,111,71,71,0,1116,0,0,NA,0,0,6,0,1,1,3212.31888395525,2444,NA,36028,5,1,9,7,1,1,0,0,0,0,0,1,0,0,1,0,36028,9,5,"9","9_0",NA,NA,NA
"846",845,7,7,34,111,33,10,0,11162,0,0,NA,0,1,2,0,1,1,2879.63723248528,0,NA,37338,1,2,9,7,1,1,0,0,0,0,0,1,0,0,1,0,37338,9,5,"9","9_0",0,0,13500
"867",866,1,10,29,111,34,10,2,11191,0,NA,0,685,2,2,0,2,1.5,3464.75528600636,0,2000,47318,1,3,9,7,3,2,0,0,0,0,0,1,0,0,0,2,31545.3333333333,9,5,"9","9_0",0,15000,0
"882",881,2,2,64,111,74,10,0,11211,0,NA,0,0,1,3,0,2,1.5,2128.17606354877,0,NA,46181,5,2,10,8,3,1,0,0,0,0,0,0,1,0,0,1,30787.3333333333,9,5,"9","9_0",0,27181,0
"896",895,1,3,49,221,47,42,2,1123,0,99999,70,0,2,5,2,4,2.5,4480.4801610104,8165,26300,78376,1,2,1,1,4,3,0,0,0,1,0,0,0,0,1,2,31350.4,9,5,"9","9_0",0,29824,0
"905",904,0,2,37,112,37,30,0,11241,0,100149,0,0,2,6,3,5,2.4,1914.20872163688,5215,NA,70714,1,2,7,0,4,2,1,1,1,0,0,0,0,0,0,2,29464.1666666667,9,5,"9","9_1",0,8500,0
"937",936,2,2,84,111,74,31,0,1129,0,0,NA,0,0,6,0,1,1,2265.87312058799,0,NA,36190,5,1,9,7,1,1,0,0,0,0,0,1,0,0,1,0,36190,9,5,"9","9_0",NA,NA,NA
"955",954,7,13,46,112,67,71,0,11310,0,0,100,0,2,5,0,2,1.5,2743.54434544083,3536,NA,43975,1,2,7,1,3,2,0,1,0,1,0,0,0,0,1,1,29316.6666666667,9,5,"9","9_0",0,12480,0
"960",959,1,11,49,112,46,71,2,11316,0,500,110,0,2,5,0,2,1.5,5855.37784479594,0,1600,54776,1,2,9,1,3,2,0,1,0,1,0,0,0,0,1,1,36517.3333333333,9,5,"9","9_0",0,6000,0
"972",971,2,2,59,112,74,50,0,11334,0,0,0,0,0,4,0,2,1.5,1556.20968593358,5252,NA,48653,7,1,6,0,3,3,0,0,1,0,0,0,0,0,2,1,32435.3333333333,9,5,"9","9_1",0,15164,15000
"978",977,5,5,39,111,35,31,0,1134,0,NA,0,1200,2,5,2,4,2.1,3630.09432648764,0,NA,72885,1,3,10,8,4,1,0,0,0,0,0,0,1,0,0,1,34707.1428571429,9,5,"9","9_0",0,34000,0
"982",981,0,9,21,111,46,31,0,1135,0,99999,0,0,1,2,0,1,1,2990.79299658386,1786,NA,33066,1,3,6,4,1,1,0,1,0,0,1,0,0,1,0,1,33066,9,5,"9","9_0",0,30000,0
"986",985,4,4,46,112,37,31,0,11354,0,199998,0,0,2,5,3,5,2.8,1465.12648194199,3178,NA,93856,1,2,10,4,4,2,0,1,0,0,1,0,0,0,0,2,33520,9,5,"9","9_0",0,21000,0
"989",988,8,10,41,112,43,31,0,11358,0,0,132,0,2,7,2,4,2.1,1603.91088144177,0,NA,67840,1,2,5,0,4,2,1,1,1,0,0,0,0,0,2,0,32304.7619047619,9,5,"9","9_1",NA,NA,NA
"995",994,7,9,40,111,38,20,0,11366,0,20,0,0,1,3,0,1,1,4210.07432638665,0,NA,31734,1,2,4,3,1,1,0,1,0,1,0,0,0,0,0,1,31734,9,5,"9","9_0",0,15000,10000
"1014",1013,0,2,25,111,56,60,0,11385,0,0,300,0,2,3,1,3,1.8,2918.89114238529,2861,NA,54283,1,2,6,5,4,2,0,1,0,0,1,0,0,0,2,0,30157.2222222222,9,5,"9","9_0",NA,NA,NA
"1019",1018,22,22,65,111,75,50,0,11391,0,0,0,0,0,8,0,2,1.5,1384.28713777947,0,NA,46914,5,1,8,6,3,2,0,0,0,0,1,0,0,0,1,1,31276,9,5,"9","9_0",0,20000,5000
"1020",1019,NA,NA,62,111,75,60,NA,11392,NA,NA,NA,0,0,5,0,1,1,2065.3655381133,4212,NA,29556,5,1,9,7,1,0,NA,NA,0,0,0,1,0,0,0,0,29556,9,5,"9","9_0",0,0,10000
"1023",1022,8,10,40,112,47,20,0,11395,0,680,0,0,2,6,2,4,2.1,2501.62426747396,6596,NA,66437,1,2,9,0,4,2,0,1,1,0,0,0,0,0,0,2,31636.6666666667,9,5,"9","9_1",0,30311,0
"1034",1033,1,12,54,112,34,20,0,1141,0,0,400,0,1,3,0,1,1,1697.84714673713,6500,NA,32550,1,3,8,1,1,2,1,1,0,1,0,0,0,0,2,0,32550,9,5,"9","9_0",NA,NA,NA
"1039",1038,4,4,51,300,38,50,0,11415,0,950,150,0,3,5,2,4,2.5,1657.76420504984,9674,NA,86757,1,1,0,0,4,4,0,1,1,0,0,0,0,0,1,3,34702.8,9,5,"9","9_1",0,15091,0
"1042",1041,4,8,32,111,38,30,0,11423,0,150,0,550,1,1,0,1,1,3150.12524037217,0,NA,33914,1,3,10,8,1,1,0,1,0,0,0,0,1,0,0,1,33914,9,5,"9","9_0",0,30000,0
"1049",1048,9,9,49,111,65,50,0,11430,0,1000,150,0,3,5,1,3,2,1146.80762544906,4368,NA,70368,1,1,10,8,4,3,0,1,0,0,0,0,1,0,1,2,35184,9,5,"9","9_0",0,10000,0
"1050",1049,16,19,83,111,86,71,0,11431,0,0,NA,0,0,4,0,2,1.5,3059.17467764693,0,NA,52170,5,1,9,7,5,2,0,0,0,0,0,1,0,0,2,0,34780,9,5,"9","9_0",NA,NA,NA
"1058",1057,2,5,63,112,72,41,0,11447,0,0,0,0,0,5,0,2,1.5,1958.7342594056,2865,NA,43932,5,2,4,0,3,2,0,0,1,0,0,0,0,0,1,1,29288,9,5,"9","9_1",0,16000,0
"1063",1062,0,2,33,111,38,10,2,11454,0,1000,0,514,2,2,0,2,1.5,2135.12371062094,3225,17500,44945,1,3,9,7,3,2,1,1,0,0,0,1,0,0,1,1,29963.3333333333,9,5,"9","9_0",0,14672,0
"1067",1066,NA,NA,32,111,55,50,NA,1146,NA,NA,NA,0,2,1,0,2,1.5,2789.1160519751,666,NA,44280,1,2,10,8,3,0,NA,NA,0,0,0,0,1,0,0,0,29520,9,5,"9","9_0",NA,NA,NA
"1072",1071,0,6,60,111,74,41,0,11465,0,0,NA,703,0,2,0,1,1,3281.71630703469,0,NA,34826,5,3,9,7,1,1,0,0,0,0,0,1,0,0,1,0,34826,9,5,"9","9_0",NA,NA,NA
"1078",1077,0,0,53,300,45,60,1,11474,0,450,0,0,2,4,0,2,1.5,2974.62672576127,4785,18000,48183,1,1,0,0,3,2,0,1,1,0,0,0,0,0,0,2,32122,9,5,"9","9_1",0,6859,0
"1081",1080,2,2,81,111,74,10,0,1148,0,NA,0,0,0,4,0,2,1.5,2429.48991997695,0,NA,44929,5,1,9,7,3,1,0,0,0,0,0,1,0,0,0,1,29952.6666666667,9,5,"9","9_0",0,20000,0
"1083",1082,1,1,38,111,37,20,2,11482,0,0,200,0,1,2,0,1,1,3741.14059514094,0,4900,35257,1,1,10,8,1,1,0,1,0,0,0,0,1,0,1,0,35257,9,5,"9","9_0",NA,NA,NA
"1095",1094,2,2,54,400,34,31,0,115,0,850,1052,0,4,6,3,5,2.8,1053.52032228068,10885,NA,93715,1,2,0,0,4,4,0,1,1,0,0,0,0,0,3,1,33469.6428571429,9,5,"9","9_1",0,21000,0
"1101",1100,4,4,69,112,75,50,0,11506,0,NA,0,0,0,6,0,2,1.5,1320.69388374799,0,NA,53802,5,1,5,0,3,2,0,0,1,0,0,0,0,0,0,2,35868,9,5,"9","9_1",0,32891,0
"1115",1114,2,2,42,112,45,41,0,11522,400,500,0,0,2,5,0,2,1.5,1884.68056936096,2321,NA,47049,1,3,7,0,3,2,0,1,1,0,0,0,0,0,0,1,31366,9,5,"9","9_1",0,20000,0
"1116",1115,6,6,65,111,74,50,0,11523,0,NA,0,770,0,4,0,2,1.5,3866.31031263821,6860,NA,47851,5,3,10,8,3,1,0,0,0,0,0,0,1,0,0,1,31900.6666666667,9,5,"9","9_0",0,24000,0
"1117",1116,3,5,33,112,21,50,0,11526,0,NA,0,0,2,4,2,4,2.1,2871.57199321809,0,NA,76121,1,4,7,1,4,1,0,0,0,1,0,0,0,0,0,1,36248.0952380952,9,5,"9","9_0",0,34000,0
"1118",1117,4,4,48,112,46,50,0,11527,0,400,600,0,3,6,1,3,2,2160.47701137613,6032,NA,59746,1,1,9,1,4,4,0,1,0,1,0,0,0,0,3,1,29873,9,5,"9","9_0",0,25000,0
"1119",1118,1,18,55,120,37,43,2,11528,0,0,NA,0,1,5,0,1,1,2534.53222761001,0,2000,34940,1,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,34940,9,5,"9","9_1",NA,NA,NA
"1135",1134,5,6,58,112,47,50,0,1155,0,600,0,0,4,5,1,5,2.8,844.767214798914,2600,NA,85440,1,2,10,0,5,1,0,1,1,0,0,0,0,0,0,1,30514.2857142857,9,5,"9","9_1",0,22000,0
"1136",1135,1,1,74,111,74,20,0,11550,0,0,NA,0,0,5,0,1,1,2191.33656731041,0,NA,37230,5,3,9,7,1,1,0,0,0,0,0,1,0,0,1,0,37230,9,5,"9","9_0",NA,NA,NA
"1151",1150,8,8,69,111,74,20,0,11572,0,0,NA,0,2,6,0,4,2.5,897.74902421539,2600,NA,79824,5,1,10,8,5,2,0,0,0,0,0,0,1,0,2,0,31929.6,9,5,"9","9_0",NA,NA,NA
"1157",1156,4,12,55,112,37,31,0,11580,0,970,0,0,2,4,0,2,1.5,2895.29948061207,5252,NA,52114,1,2,10,0,3,4,0,0,1,0,0,0,0,0,0,4,34742.6666666667,9,5,"9","9_1",0,15000,0
"1166",1165,1,1,80,111,75,12,0,11593,0,0,NA,0,0,2,0,1,1,3427.84845029367,0,NA,31025,5,4,10,8,1,1,0,0,0,0,0,0,1,0,1,0,31025,9,5,"9","9_0",NA,NA,NA
"1170",1169,5,17,67,111,74,50,0,11599,0,0,0,0,0,5,0,1,1,1439.09745875189,0,NA,33564,5,1,7,6,1,2,0,0,0,0,1,0,0,0,1,1,33564,9,5,"9","9_0",0,15000,0
"1198",1197,4,15,55,111,45,31,0,11640,0,0,100,384,1,3,0,1,1,2832.40445090799,2080,NA,32393,1,3,8,7,1,1,0,1,0,0,0,1,0,0,1,0,32393,9,5,"9","9_0",NA,NA,NA
"1201",1200,4,6,54,111,34,10,0,11644,0,670,0,0,1,3,0,1,1,2889.44106220874,4433,NA,33052,1,3,9,7,1,1,0,1,0,0,0,1,0,0,0,1,33052,9,5,"9","9_0",0,16000,0
"1206",1205,NA,NA,25,111,46,43,NA,11651,NA,NA,NA,300,1,3,0,1,1,3872.97827961796,0,NA,31954,4,4,10,8,1,0,NA,NA,0,0,0,0,1,0,0,0,31954,9,5,"9","9_0",0,0,10000
"1211",1210,2,3,62,111,74,41,0,11658,0,0,200,0,1,5,0,2,1.5,3113.19573911653,0,NA,46700,5,3,9,7,3,2,0,0,0,0,0,1,0,0,1,1,31133.3333333333,9,5,"9","9_0",0,15000,7500
"1221",1220,7,7,33,111,46,60,0,11675,0,0,0,0,2,4,0,2,1.5,1916.4568923033,4680,NA,44130,1,4,7,5,3,2,1,0,0,0,1,0,0,0,1,1,29420,9,5,"9","9_0",0,13000,0
"1238",1237,11,11,70,111,42,20,0,117,0,NA,0,0,1,7,0,2,1.5,1058.61058082837,0,NA,44626,5,1,7,6,3,2,0,0,0,0,1,0,0,0,0,2,29750.6666666667,9,5,"9","9_0",0,15000,0
