"","X","ident_men","pondmen","agepr","cataeu","chomage","cs42pr","nactifs","nactoccup","npers","ocde10","prest_precarite_hand","prest_precarite_rsa","prest_precarite_vieil","retraites","rev_valeurs_mobilieres_bruts","rev_etranger","rev_disponible","rsa_act","salaires","stalog","tau","tuu","typmen","donation_class_1","revdecm"
"80",79,124,4015.10520380627,33,111,0,47,2,2,4,2.1,0,0,0,0,0,0,42885.2,0,36960,2,7,5,4,2,49030
"88",87,134,3645.39972112685,43,112,0,46,2,2,3,1.8,0,0,0,0,0,0,43330.2,0,32350,3,10,2,4,2,40240
"89",88,135,999.107473637965,41,111,0,34,2,2,5,2.4,0,0,0,0,0,0,57110,0,54770,2,9,7,4,2,60620
"90",89,136,1265.83996469311,54,300,0,46,2,2,2,1.5,0,0,0,0,0,0,76800.95,0,88280,1,0,0,3,2,92580
"92",91,138,1806.87770893503,41,111,0,47,2,2,3,1.8,0,0,0,0,0,0,32670.75,0,31080,2,8,7,4,2,36410
"97",96,149,2180.1828866758,51,111,0,54,2,2,2,1.5,0,0,0,1000,0,0,36909.65,0,39370,2,7,5,2,2,37290
"101",100,154,1491.79954290216,45,111,0,37,2,2,2,1.5,0,0,0,0,0,0,57824.1,0,61710,2,8,7,3,2,60070
"106",105,163,1916.36539479485,44,400,6670,47,2,1,4,2.1,0,0,0,0,0,0,37275.35,0,28770,3,0,1,4,2,41250
"109",108,166,1563.78897823822,38,112,0,43,2,2,5,2.4,0,0,0,0,0,0,50933,0,43020,2,7,1,4,2,56440
"111",110,168,3519.4339241224,37,111,0,48,2,2,4,2.1,0,0,0,0,0,0,47888.1,0,48380,2,10,8,4,2,48180
"113",112,172,1145.31910707585,40,112,2340,67,2,2,5,2.4,0,0,0,0,0,0,45662.5,0,33240,3,8,0,4,2,48980
"115",114,178,2216.97351118912,45,111,0,65,2,3,4,2.3,0,0,0,0,0,0,42674.2,0,41940,3,7,5,4,2,43650
"117",116,181,2073.46488484644,43,111,0,52,2,2,4,2.3,0,0,0,0,0,0,37990.6,0,33780,2,5,4,4,2,38980
"120",119,184,968.525905021713,39,120,0,52,2,2,3,1.8,0,0,0,0,0,0,37708.6,0,37740,2,0,1,4,2,42610
"123",122,187,2945.64706527883,42,112,0,63,2,2,4,2.3,0,0,0,0,0,0,35620.85,0,31380,2,6,0,4,2,39550
"126",125,192,6262.46034010162,50,111,0,65,2,2,3,1.8,0,0,0,0,0,0,45493.5,0,40370,3,8,6,4,2,54300
"130",129,203,1803.79594306061,40,111,0,63,2,2,4,2.1,0,0,0,0,0,0,47239,0,45380,2,10,8,4,2,49260
"131",130,204,3304.53768431221,27,112,0,46,2,2,3,1.8,0,0,0,0,0,0,50267.35,0,48610,2,6,0,4,2,57070
"133",132,206,2666.13126802762,57,221,0,62,2,2,2,1.5,0,0,0,0,0,0,43108.8,0,45220,1,1,1,3,2,44650
"142",141,220,1692.99226348447,48,300,0,52,2,2,4,2.3,0,0,0,0,0,0,42465.6,0,39640,2,0,0,4,2,50440
"144",143,223,1847.39776689747,37,221,0,56,2,2,2,1.5,0,0,0,0,0,0,27140.5,0,27880,3,1,3,3,2,21890
"147",146,229,959.132441509938,58,111,0,54,2,2,4,2.5,0,0,0,24700,141,0,53715.45,0,29850,1,9,7,5,2,54500
"149",148,232,2058.7681526177,38,111,0,22,2,2,4,2.1,0,0,0,0,0,0,44548.6,0,45140,1,4,4,4,2,48380
"150",149,233,2080.66739269294,42,111,0,34,2,2,4,2.1,0,0,0,0,111,0,63042.4,0,63460,1,8,7,4,2,75840
"151",150,235,1518.64708111871,40,300,0,34,2,2,4,2.3,0,0,0,0,0,0,48807.6,0,49030,2,0,0,4,2,59050
"153",152,238,2435.60894925467,48,111,0,22,2,2,2,1.5,0,0,0,0,0,0,86953.2,0,24390,2,5,4,3,2,103710
"154",153,239,2924.75989374745,32,111,0,55,2,2,2,1.5,0,0,0,0,0,0,35170.2,0,37810,1,6,5,3,2,36970
"155",154,242,1838.16058331425,41,111,0,43,2,2,2,1.5,0,0,0,0,0,0,57080,0,13890,2,5,4,3,2,65570
"157",156,244,3196.57916068317,39,112,0,37,2,2,2,1.5,0,0,0,0,27,0,90084.05,0,27770,2,7,0,3,2,101350
"163",162,252,2270.37032731131,52,111,0,23,2,1,3,2,0,0,0,0,0,0,85492.8,0,98710,1,8,6,4,2,110020
"164",163,255,1830.83165236495,56,120,0,46,2,2,2,1.5,0,0,0,0,0,0,51225.25,0,54450,1,0,0,3,2,57670
"167",166,260,2533.15988001784,39,111,0,37,2,2,2,1.5,0,0,0,0,34,0,77811.85,0,52310,2,9,7,3,2,93600
"168",167,261,3380.65052717473,40,111,0,68,2,2,3,1.8,3690,1200,0,0,0,0,11701.55,2040,0,3,7,5,2,2,0
"170",169,263,1053.40421364461,34,111,0,63,2,2,5,2.4,0,0,0,0,0,0,38280.6,0,34450,2,6,4,4,2,33980
"173",172,267,2988.04056260211,41,111,0,55,2,2,2,1.5,0,0,0,0,0,0,36382.95,0,37150,1,9,7,5,2,37600
"175",174,269,2903.27646005733,40,111,790,22,2,2,3,1.8,0,850,0,0,0,0,27515.05,120,0,3,6,4,4,2,28600
"182",181,281,1458.93110889181,51,112,0,55,2,2,2,1.5,0,0,0,0,0,0,39270.3,0,41080,1,8,0,3,2,36430
"184",183,283,3507.10368880109,46,111,0,54,2,2,2,1.5,8750,0,0,0,0,0,39005.2,0,34970,2,10,8,3,2,40030
"192",191,294,2139.80916302616,44,400,0,68,2,2,5,3,0,0,0,0,0,0,46474.2,0,15910,1,0,0,4,2,54020
"193",192,295,2023.95433297884,40,211,0,47,2,2,5,2.4,0,0,0,0,13,0,49621.6,0,44310,2,1,2,4,2,59390
"194",193,296,1939.9910473043,44,112,0,43,2,2,3,1.8,0,0,0,0,22,0,41845.35,0,12580,1,6,0,4,2,47020
"195",194,298,3789.85561771805,52,111,6130,33,2,1,3,2,0,0,0,0,0,0,32087.75,0,26800,3,10,8,4,2,32470
"197",196,302,2267.890452,46,111,12230,67,2,1,2,1.5,0,0,0,0,0,0,23087.1,0,10980,3,7,5,3,2,21010
"205",204,320,3090.5085729661,23,112,0,63,2,2,2,1.5,0,0,0,0,0,0,35734.7,0,36430,3,9,0,3,2,38670
"216",215,335,2182.67566714553,37,111,10820,54,2,2,4,2.1,0,0,0,0,0,0,41913.35,0,27960,2,9,7,4,2,40990
"221",220,344,3902.57328506808,51,112,0,47,2,2,3,2,0,0,0,0,0,0,24926.3,0,23290,3,9,3,4,2,21020
"224",223,348,3529.45202549589,25,111,0,46,2,2,2,1.5,0,0,0,0,0,0,36702.6,0,37200,3,8,6,3,2,35120
"226",225,350,1029.00388621119,39,111,0,62,2,2,3,1.8,0,0,0,0,47,0,36089.8,0,35530,3,8,7,4,2,40930
"229",228,354,2545.58726746612,53,111,0,22,2,1,5,3,0,3440,0,0,0,0,18250,1230,9000,1,9,7,4,2,26930
"235",234,360,2175.8486789239,41,221,0,62,2,1,6,2.9,0,0,0,0,0,0,42004.1,0,30100,2,1,2,4,2,48460
"241",240,370,2653.56589418104,39,111,0,56,2,2,3,1.8,0,0,0,0,0,0,41508.85,0,41360,3,9,7,4,2,43730
"244",243,375,2473.57425257381,60,120,0,38,2,2,2,1.5,0,0,0,9600,0,0,60125.45,0,52660,1,0,0,3,2,75160
"245",244,376,3011.00240490627,41,111,0,37,2,2,3,1.8,0,0,0,0,0,0,96348.1,0,114770,2,10,8,4,2,114640
"246",245,377,2072.71832011052,32,211,3790,63,2,2,2,1.5,0,0,0,0,0,0,23947.8,30,20260,3,3,3,3,2,23260
"247",246,379,6491.06502398295,68,111,0,46,2,2,2,1.5,0,0,0,25650,0,0,131316.95,0,135870,3,10,8,3,2,178930
"248",247,381,1311.12083415683,51,111,0,64,2,2,2,1.5,0,0,0,0,0,0,40899.75,0,43360,1,7,5,3,2,41470
"249",248,382,1619.01379426183,44,111,0,37,2,2,3,2,0,0,0,0,0,0,70740.55,0,75090,2,6,4,4,2,88060
"251",250,384,740.43559665375,54,112,0,46,2,2,2,1.5,0,0,0,0,0,0,47399.35,0,49110,1,9,0,3,2,55400
"255",254,390,3509.1616887884,27,111,0,46,2,2,2,1.5,0,0,0,0,0,0,21468,0,21770,3,9,7,3,2,23190
"257",256,392,2935.862763531,41,111,0,45,2,2,4,2.1,0,0,0,0,314,0,57417.75,0,51230,3,10,8,4,2,70030
"267",266,409,1629.14167359273,60,112,0,78,2,2,3,2,0,0,920,7270,0,0,36880.2,490,27900,3,8,1,4,2,27670
"268",267,410,1827.60199380043,52,211,0,43,2,2,3,2,0,0,0,9640,92,12562,56928.5,0,29390,1,1,2,4,2,69580
"271",270,414,918.077488301188,44,112,3670,53,2,2,10,4.3,0,0,0,0,0,0,51377.5,0,32700,2,10,0,4,2,25850
"272",271,415,1724.97316259289,49,112,0,42,2,2,3,2,0,0,0,0,0,0,51783.3,0,55250,1,9,3,4,2,61970
"276",275,419,8621.0872213881,57,112,0,47,2,2,2,1.5,0,0,0,0,0,0,46195.45,0,49970,1,4,0,3,2,38380
"279",278,426,3055.55363202151,31,111,0,47,2,2,2,1.5,0,0,0,0,0,0,43301.05,0,44610,2,8,6,3,2,45110
"285",284,436,1846.85218721919,43,112,9120,38,2,2,3,1.8,0,0,0,0,0,0,61478.25,0,53580,2,8,0,4,2,79300
"286",285,437,1760.21718470628,44,300,0,37,2,2,4,2.1,0,0,0,0,122,0,64152.5,0,63540,2,0,0,4,2,68080
"290",289,443,995.543412217835,35,211,0,38,2,2,4,2.1,0,0,0,0,0,0,75392.25,0,74170,2,3,4,4,2,97580
"298",297,456,2447.38422317477,47,111,0,48,2,2,3,1.8,0,0,0,0,0,0,34490.55,0,33180,2,7,5,4,2,37790
"301",300,459,3147.88698899551,34,112,0,45,2,2,4,2.1,0,0,0,0,0,0,47308,0,40660,2,9,0,4,2,48910
"306",305,467,3789.08222746653,56,111,15230,47,2,2,2,1.5,0,0,0,0,0,0,62650.55,0,52960,1,8,7,3,2,70520
"307",306,469,1812.95354512463,65,212,3630,78,2,1,3,2,0,0,0,12760,0,0,35170.3,0,19000,2,1,0,4,2,36230
"310",309,473,2624.40585899662,34,300,0,21,2,2,4,2.1,0,0,0,0,0,0,70904.05,0,25170,2,0,0,4,2,78650
"313",312,478,1840.27253800187,37,111,0,48,2,2,3,1.8,0,0,0,0,0,0,46966.85,0,47560,2,9,7,4,2,44240
"319",318,487,2302.24872427911,55,111,0,56,2,2,2,1.5,0,0,0,0,0,0,42448,0,44320,5,9,7,3,2,50690
"322",321,496,2899.54513332916,48,111,0,21,2,2,2,1.5,0,0,0,0,0,0,80471.15,0,10890,1,5,4,3,2,104210
"326",325,502,2314.73942422397,31,120,0,21,2,2,5,2.6,0,0,0,0,0,0,23945.65,0,4310,1,0,0,4,2,27750
"328",327,505,2314.47406848761,39,112,15390,47,2,1,4,2.1,0,0,0,0,0,0,32650.15,0,7440,2,7,4,4,2,34060
"333",332,510,2430.41981485422,58,111,0,52,2,2,2,1.5,0,0,0,0,0,0,36232.35,0,39330,3,9,7,3,2,37770
"334",333,512,3053.49335537641,53,120,0,47,2,2,3,2,0,0,0,0,0,0,57028.5,0,59660,1,0,2,4,2,63630
"339",338,519,3271.84475806024,48,111,1780,22,2,1,3,2,0,0,0,0,364,0,69505.85,0,4450,2,8,7,2,2,87230
"342",341,522,1799.20622209632,50,112,0,48,2,2,2,1.5,0,0,0,0,0,0,42565.8,0,44580,1,6,0,3,2,45010
"345",344,532,3764.91097819432,42,112,0,48,2,2,4,2.1,0,0,0,0,0,0,57294.9,0,58910,1,7,1,4,2,58080
"349",348,536,3147.68417665279,45,120,0,67,2,2,2,1.5,0,0,0,0,0,0,35455.65,0,36110,2,0,0,3,2,42450
"356",355,545,1045.02544440408,47,112,0,63,2,2,3,1.8,0,0,0,0,0,0,26824,0,27190,2,7,0,5,2,30300
"357",356,548,857.881981150758,44,300,6480,56,2,1,4,2.3,0,320,0,0,0,0,16193.6,1130,5840,3,0,0,4,2,15620
"362",361,554,2034.13765732227,46,111,0,65,2,2,5,2.4,0,0,0,0,0,0,43071.35,0,36630,2,8,7,4,2,38660
"363",362,555,1426.02718126232,51,111,0,38,2,2,4,2.5,0,0,0,0,4,0,94709.2,0,90220,2,8,7,4,2,116760
"366",365,559,1998.47713759056,52,111,0,47,2,2,3,2,0,0,0,0,0,0,47109,0,50780,1,8,7,4,2,49980
"369",368,563,3540.36213415962,36,111,0,45,2,2,2,1.5,0,0,0,0,0,0,38773,0,41430,3,10,8,3,2,43750
"373",372,567,3358.93573630273,34,111,7630,47,2,1,3,1.8,0,0,0,0,0,0,35030.2,0,24680,2,6,5,4,2,42690
"377",376,572,4742.64929896647,24,111,3570,56,2,2,3,1.8,0,0,0,0,0,0,35319.4,0,24100,3,8,6,4,2,37840
"378",377,573,1558.10312845209,47,112,0,67,2,2,3,2,0,0,0,0,0,0,56916.6,0,60950,2,10,2,4,2,57820
"379",378,574,1619.65953304081,56,300,0,67,2,2,2,1.5,0,0,0,0,0,0,30659.4,0,32010,1,0,0,3,2,26530
"381",380,578,2557.96886279175,32,300,6060,48,2,2,4,2.1,0,0,0,0,0,0,31397.75,0,23310,2,0,0,4,2,29560
"383",382,580,1843.91867120256,59,111,2180,75,2,2,4,2.5,8750,0,0,24830,49,0,59073.8,0,26270,1,10,8,4,2,63630
"384",383,581,5319.0823266168,36,120,0,67,2,1,4,2.1,0,320,0,0,0,0,20916.7,3720,13440,3,0,2,4,2,18810
"385",384,582,2555.19954693857,22,211,3640,63,2,2,2,1.5,0,0,0,0,0,0,28133.05,0,24970,1,1,3,3,2,29110
"390",389,590,3587.96216977111,25,111,0,31,2,2,2,1.5,0,0,0,0,0,0,53102.4,0,22700,2,10,8,3,2,61020
"396",395,599,3193.99609442036,41,111,0,38,2,2,4,2.1,0,0,0,0,40,0,59722.5,0,56040,2,10,8,4,2,62600
"400",399,607,1186.5937312655,54,120,310,62,2,2,3,2,0,0,0,0,0,0,65349.25,0,37320,1,0,0,4,2,76970
"404",403,611,2230.53722524034,31,111,1350,64,2,2,3,1.8,0,0,0,0,0,0,24606,0,22140,5,10,8,4,2,25020
"405",404,612,2449.97659701902,33,112,0,55,2,2,3,1.8,0,0,0,0,0,0,31276.25,0,30250,2,8,0,4,2,28740
"407",406,616,2883.85019723768,39,111,0,54,2,2,4,2.1,0,0,0,0,0,0,44736.85,0,45350,3,8,7,4,2,46050
"411",410,621,1807.69952838002,44,112,0,34,2,2,5,2.6,0,0,0,0,3,0,56084.65,0,51170,2,8,0,4,2,64820
"412",411,622,7633.78889797648,45,111,0,31,2,2,2,1.5,0,0,0,0,39,0,114247.2,0,140800,2,10,8,3,2,144940
"423",422,636,2454.83941316063,40,111,0,46,2,2,4,2.1,0,0,0,0,1,0,79338.7,0,82430,2,10,8,4,2,89060
"428",427,644,1319.32771671453,36,212,0,47,2,2,4,2.1,0,0,0,0,0,0,31871.7,0,30220,2,2,0,4,2,36100
"436",435,658,1886.54515834973,58,111,5400,68,2,2,4,2.3,0,320,0,0,0,0,23090.15,3200,10930,3,10,8,4,2,22750
"437",436,659,4488.86338682815,55,112,0,54,2,2,2,1.5,0,0,0,0,0,0,40917.6,0,40650,2,7,0,3,2,41380
"439",438,662,4271.55240070873,59,111,0,22,2,2,2,1.5,0,0,0,540,0,0,41306.05,0,65000,3,9,7,3,2,50000
"448",447,673,1779.00412038951,55,111,0,38,2,2,3,2,0,0,0,0,190,0,76653.2,0,81570,1,9,7,4,2,100270
"451",450,679,2497.25521287093,53,111,0,46,2,2,4,2.3,0,0,0,0,0,0,49069.8,0,48020,3,7,5,4,2,50950
"456",455,687,3087.7164428032,39,111,0,38,2,2,4,2.1,0,0,0,0,0,0,109261.5,0,97130,2,10,8,4,2,131100
"457",456,688,3493.49878065188,55,112,0,46,2,2,2,1.5,0,0,0,0,48,0,65469.7,0,69320,2,6,0,3,2,81010
"459",458,692,3321.51106935256,35,300,0,13,2,2,5,2.4,0,0,0,0,0,0,44756.15,0,0,2,0,0,4,2,51670
"463",462,697,2265.55427570987,50,111,0,63,2,2,3,2,0,0,0,0,0,0,33274.15,0,34460,2,4,3,4,2,38390
"464",463,698,2859.19621162439,44,112,0,47,2,2,2,1.5,0,0,0,0,135,0,44550.75,0,45930,3,7,0,3,2,48830
"465",464,702,2377.31173132657,53,400,0,43,2,2,2,1.5,0,0,0,0,0,0,22843,0,20360,1,0,0,3,2,20360
"466",465,704,1835.17242580461,58,111,12070,47,2,1,3,2,0,0,0,0,0,0,17523.5,0,5720,5,9,7,4,2,13230
"468",467,708,1215.09421151685,48,112,610,48,2,2,3,2,0,0,0,0,0,0,24084.75,0,25350,5,5,0,4,2,23600
"469",468,709,2350.29670852976,37,112,0,69,2,2,4,2.1,0,0,0,0,0,0,42565.2,0,41200,2,8,0,4,2,43910
"473",472,717,2494.3571429086,46,400,0,48,2,2,3,1.8,0,0,0,0,0,0,36524.2,0,34450,2,0,0,4,2,42380
"476",475,724,1977.90438058081,39,111,3460,53,2,2,3,1.8,0,0,0,0,0,0,33892.45,0,31530,5,9,7,4,2,36300
"486",485,739,4648.6026013396,46,112,0,48,2,2,4,2.3,0,0,0,0,0,0,300491.5,0,308210,2,5,0,4,2,358380
"487",486,741,1843.892891907,48,211,4570,22,2,1,3,2,0,0,0,3260,33,0,40609.8,0,22730,1,3,3,4,2,44950
"488",487,742,1601.17308176042,41,112,0,38,2,2,4,2.3,0,0,0,0,0,0,49284.4,0,50040,2,7,1,4,2,55900
"494",493,752,1407.93596815134,46,221,0,38,2,2,5,2.8,0,0,0,0,0,0,60370.3,0,62980,2,1,2,4,2,66830
"498",497,758,4731.90353460279,39,111,0,37,2,2,4,2.1,0,0,0,0,0,0,47409.5,0,42370,2,10,8,4,2,47090
"501",500,761,3521.49586064099,57,111,0,46,2,2,2,1.5,0,0,0,0,0,0,5856.45,0,13760,2,9,7,3,2,2840
"503",502,763,2286.76233390391,47,120,0,53,2,2,5,2.4,0,0,0,0,0,0,57512.05,0,55010,2,0,2,4,2,58570
"510",509,772,2345.12427079439,47,111,0,22,2,2,4,2.5,0,0,0,0,0,0,24219.55,0,13660,2,9,7,2,2,26780
"512",511,775,2597.86421397956,49,300,0,21,2,2,2,1.5,0,0,0,0,0,0,18545.85,0,5450,1,0,0,3,2,13400
"514",513,778,2001.76554473723,41,300,0,11,2,2,4,2.3,0,0,0,0,68,0,97232.25,0,21690,2,0,0,4,2,123340
"516",515,780,1957.86220616159,45,111,0,37,2,2,4,2.3,0,0,0,0,0,0,107694.8,0,109520,2,8,6,4,2,125530
"520",519,784,1671.09234671722,44,112,0,38,2,2,3,1.8,0,0,0,0,664,0,68776.75,0,70920,2,9,1,4,2,63850
"531",530,802,1139.58859485058,55,112,0,52,2,2,3,1.8,0,0,0,0,0,0,38268.6,0,39850,2,10,0,4,2,28920
"532",531,804,2153.68411924333,35,112,0,46,2,2,5,2.4,0,0,0,0,0,0,57726.85,0,48240,2,6,0,4,2,131110
"538",537,811,1880.47688238137,36,112,0,52,2,2,5,2.4,0,0,0,0,0,0,47976.4,0,38490,2,7,2,4,2,70000
"539",538,817,2063.55668120807,31,112,15120,63,2,1,3,1.8,0,0,0,0,0,0,34902.15,0,14700,3,7,0,4,2,39020
"541",540,820,1415.15643332839,32,111,0,34,2,2,4,2.1,0,0,0,0,0,0,50043.75,0,46560,2,9,7,4,2,46440
"545",544,825,1142.13913742152,52,300,0,63,2,2,3,1.8,0,0,0,0,0,0,56020.25,0,50770,1,0,0,4,2,64740
"549",548,831,2797.65648076263,40,111,6450,43,2,1,4,2.3,0,0,0,0,0,0,57096.95,0,8200,2,9,7,4,2,60620
"553",552,836,3076.35552779013,43,111,0,52,2,1,4,2.3,0,320,0,0,0,0,24208.4,2480,17180,3,9,7,4,2,28110
"554",553,837,2483.51961644112,33,112,5730,46,2,2,4,2.1,0,0,0,0,0,0,33644.55,0,21490,2,8,0,4,2,33650
"559",558,843,4626.16677247481,25,111,12510,45,2,1,2,1.5,0,0,0,0,0,0,31497.7,0,18330,3,10,8,3,2,34560
"560",559,844,4596.90759407473,46,111,12350,22,2,2,4,2.1,0,0,0,0,0,0,31330,0,14140,5,5,4,4,2,36710
"563",562,848,1201.50979190618,62,111,0,78,2,2,3,2,0,0,0,16430,89,0,32030.95,0,17780,1,8,7,4,2,31750
"566",565,852,1432.0321025176,47,111,0,46,2,2,5,2.8,0,0,0,0,9,0,69347.35,0,69160,1,7,5,4,2,83230
"571",570,858,2907.2348842086,44,111,0,34,2,2,3,1.8,0,0,0,0,0,0,96386.15,0,113380,2,10,8,4,2,115230
"576",575,865,1943.26435759459,41,111,0,21,2,2,3,2,0,0,0,0,0,0,25604.6,0,0,3,5,4,4,2,31270
"577",576,866,1551.86503996788,34,112,0,53,2,2,2,1.5,0,0,0,0,0,0,29340,0,30150,5,7,0,3,2,37440
"581",580,876,6151.01583276799,41,112,0,56,2,2,4,2.5,0,0,0,0,0,0,33078.8,0,30800,3,8,3,4,2,38160
"584",583,880,2659.65845878476,32,112,0,47,2,2,3,1.8,0,0,0,0,22,0,45311.2,0,39170,2,9,3,4,2,44300
"595",594,894,2727.276146383,55,112,0,22,2,2,2,1.5,0,0,0,0,0,0,15730.5,0,0,1,7,0,3,2,15510
"596",595,899,2811.32201326019,34,112,4680,53,2,1,4,2.1,0,0,0,2730,0,0,41523.6,0,32400,2,9,2,4,2,44070
"597",596,900,2066.07820874635,34,112,0,47,2,2,4,2.1,0,0,0,0,0,0,65765.8,0,48800,2,10,1,4,2,72340
"598",597,901,790.026757336384,47,111,0,62,2,2,4,2.5,0,0,0,0,0,0,35850.75,0,37310,1,6,5,4,2,38770
"600",599,903,1019.92198848499,54,112,0,47,2,2,2,1.5,0,0,0,0,0,0,43428.6,0,45720,1,9,1,3,2,50500
"601",600,906,2447.75272777784,48,111,0,47,2,2,2,1.5,0,0,0,0,0,0,54754.1,0,60920,1,8,7,3,2,62440
"611",610,921,2197.74270382106,28,111,7590,67,2,2,2,1.5,4350,0,0,0,15,0,26108.55,0,12530,3,9,7,3,2,22380
"613",612,925,3149.92089062527,40,111,0,63,2,2,4,2.3,0,0,0,0,0,0,45744.35,0,43730,2,10,8,4,2,47170
"615",614,927,2021.49641968706,32,112,5180,37,2,1,4,2.1,0,0,0,0,0,0,60151.35,0,48060,3,7,0,4,2,71900
"619",618,933,1701.40352529296,37,111,0,31,2,2,5,2.4,0,0,0,0,58,0,61475.95,0,50720,1,9,7,4,2,77780
"620",619,937,2267.17186504983,35,112,0,63,2,2,5,2.4,0,0,0,0,0,0,41281.9,0,30240,2,9,0,4,2,45890
"624",623,945,3105.81301840012,35,112,0,48,2,2,4,2.1,0,0,0,0,0,0,42624.45,0,42610,2,9,0,4,2,37620
"627",626,950,2344.69851248229,30,111,0,63,2,2,3,1.8,0,0,0,0,0,0,33282.05,0,29490,3,8,7,4,2,27530
"628",627,951,3477.04654172842,45,111,0,64,2,2,2,1.5,0,0,0,0,10,0,43370.8,0,43900,2,9,7,3,2,45780
"631",630,957,2965.28531942685,50,112,0,47,2,2,2,1.5,0,0,0,0,0,0,58762.4,0,66170,2,8,0,3,2,73060
"634",633,961,2294.47794405806,26,300,0,52,2,2,3,1.8,0,0,0,0,0,0,32493.6,0,16820,3,0,0,4,2,34130
"635",634,962,1662.75540274921,53,112,5850,47,2,2,3,2,0,0,0,23750,0,0,86144.4,0,60060,2,9,3,4,2,101290
"637",636,964,1760.58409005591,35,112,0,48,2,2,5,2.4,0,0,0,0,0,0,59109.25,0,53610,5,7,0,4,2,59450
"640",639,968,1395.32131223608,59,120,0,31,2,2,2,1.5,0,0,0,0,0,0,80204.5,0,16730,1,0,1,3,2,92020
"641",640,969,916.600978714725,52,112,0,34,2,2,4,2.5,0,0,0,0,0,0,81294.05,0,81650,1,10,0,4,2,111170
"642",641,971,3171.16759356021,63,120,0,22,2,2,2,1.5,0,0,0,13710,631,0,92728.1,0,0,1,0,2,3,2,94220
"646",645,978,6149.03926214342,38,111,90,48,2,2,4,2.1,0,0,0,0,0,0,33230.25,0,32830,3,10,8,4,2,39300
"647",646,980,2827.57006261747,31,111,0,46,2,2,2,1.5,0,0,0,0,0,0,51359.9,0,33560,3,10,8,3,2,60540
"649",648,986,2525.56289766247,50,112,0,46,2,2,3,1.8,0,0,0,0,0,0,41999.7,0,31160,1,9,2,4,2,45300
"664",663,1006,1785.86587058936,49,112,0,38,2,2,4,2.1,0,0,0,0,0,0,49280,0,49820,1,9,0,4,2,54800
"668",667,1011,2162.08292059083,28,111,0,47,2,2,2,1.5,0,0,0,0,0,0,37626.95,0,38390,3,6,4,3,2,27630
"683",682,1033,2746.51575938342,38,111,0,42,2,2,4,2.1,0,0,0,0,0,0,58094.05,0,56230,2,9,7,4,2,67180
"684",683,1035,1871.04515501913,48,111,0,52,2,2,3,2,0,0,0,0,0,0,35517.2,0,38380,3,10,8,2,2,31740
"686",685,1038,2179.96382423911,54,111,0,64,2,2,2,1.5,0,0,0,0,0,0,37950.8,0,40060,1,9,7,3,2,41790
"689",688,1043,3571.4848128979,34,111,0,53,2,2,3,1.8,0,0,0,0,0,0,40957,0,40640,3,7,5,4,2,39810
"694",693,1049,3956.91704285707,22,111,0,34,2,2,2,1.5,0,0,0,0,0,0,55310,0,49010,3,9,7,5,2,61430
"699",698,1056,2568.69114669147,22,111,830,56,2,2,2,1.5,0,0,0,0,0,0,28053.1,0,28260,3,6,4,3,2,31270
"701",700,1058,4578.71294520927,30,221,5480,21,2,2,2,1.5,0,0,0,0,0,0,47303.05,0,6970,3,1,2,3,2,43020
"707",706,1071,1451.86257878955,50,111,0,64,2,2,2,1.5,0,0,0,0,0,0,35810.25,0,38350,3,8,7,3,2,19970
"708",707,1073,2596.84151392621,56,111,0,37,2,2,2,1.5,0,0,0,0,464,0,57594,0,61820,1,10,8,2,2,68110
"712",711,1077,2218.98075537305,40,112,670,47,2,2,4,2.1,0,0,0,0,0,0,45767.9,0,37660,2,6,0,4,2,53550
"713",712,1078,1584.32479365019,32,111,0,38,2,2,3,1.8,0,0,0,0,22,0,40479.8,0,41220,2,8,7,4,2,40390
"716",715,1085,3222.29055685902,32,400,0,42,2,2,4,2.1,0,0,0,0,257,0,46628.8,0,37980,3,0,1,4,2,50190
"721",720,1090,6325.01625376939,34,111,0,63,2,2,2,1.5,0,0,0,0,0,0,23614.9,0,23880,3,10,8,3,2,26240
"722",721,1091,1471.422018255,40,111,0,33,2,2,5,2.4,0,0,0,0,43,0,82999.6,0,80620,2,9,7,4,2,101740
"727",726,1096,2027.32399282487,40,112,36670,47,2,0,5,2.8,0,0,0,0,0,0,43163.9,0,110,2,6,2,4,2,50550
"728",727,1097,3667.16958729374,26,111,0,38,2,2,2,1.5,0,0,0,0,0,0,40757.65,0,40990,3,8,7,3,2,40060
"737",736,1108,1824.36251837153,33,111,0,38,2,2,5,2.4,0,0,0,0,1057,0,132464.05,0,58680,2,9,7,4,2,155170
"738",737,1109,3011.33926048681,50,111,0,52,2,2,5,2.8,0,0,0,0,0,0,37808,0,18090,3,10,8,2,2,45210
"741",740,1113,2743.26311188849,50,111,0,37,2,2,3,1.8,0,0,0,0,0,0,44208.7,0,49190,2,10,8,4,2,47630
"743",742,1115,3171.83303914081,46,111,11780,67,2,1,2,1.5,0,0,0,0,0,0,11130.65,0,0,2,9,7,2,2,7220
"746",745,1119,2882.30732470138,44,300,0,63,2,2,4,2.3,0,0,0,0,0,0,26059.8,0,22360,2,0,0,4,2,16090
"748",747,1123,4480.4801610104,49,221,0,47,2,2,4,2.5,0,0,0,0,15,0,74573.95,0,76110,2,1,1,4,2,89420
