"","X","ident_men","pondmen","agepr","cataeu","chomage","cs42pr","nactifs","nactoccup","npers","ocde10","prest_precarite_hand","prest_precarite_rsa","prest_precarite_vieil","retraites","rev_valeurs_mobilieres_bruts","rev_etranger","rev_disponible","rsa_act","salaires","stalog","tau","tuu","typmen","donation_class_1","revdecm"
"8436",8435,12896,5364.24693331521,63,120,0,78,0,0,1,1,0,0,0,10500,0,0,11099.05,0,0,1,0,0,1,0,17290
"8440",8439,12902,2092.60523759883,69,111,0,75,0,0,1,1,0,0,0,14480,0,0,14058.65,0,0,1,9,7,1,0,15690
"8441",8440,12907,4204.20069051826,79,111,0,75,0,0,2,1.5,0,0,0,30470,0,0,27565.45,0,0,1,7,5,3,0,34180
"8443",8442,12909,4302.80369223012,44,111,0,85,0,0,1,1,10010,0,0,0,0,0,12494,0,0,3,8,7,1,0,13430
"8447",8446,12913,1041.9492321609,68,112,0,78,0,0,2,1.5,0,0,0,45750,0,0,46637.55,0,0,1,6,2,3,0,39670
"8453",8452,12920,1440.89287956251,71,111,0,78,0,0,1,1,0,0,0,17600,0,0,17010.05,0,0,1,3,4,1,0,19630
"8458",8457,12927,2365.63028492,89,111,0,72,0,0,1,1,0,0,0,7640,216,0,13740,0,0,5,7,5,1,0,14030
"8459",8458,12928,7224.36159657115,72,111,0,78,0,0,2,1.5,0,0,0,11240,0,0,10454.8,0,0,1,10,8,3,0,11590
"8461",8460,12933,1364.70364466504,78,300,0,78,0,0,2,1.5,0,0,0,25910,0,0,25042.6,0,0,1,0,0,3,0,26220
"8462",8461,12934,2077.34557749011,62,400,0,71,0,0,2,1.5,0,0,0,10620,0,0,78581.9,0,0,1,0,0,3,0,132820
"8463",8462,12935,2747.89792096863,84,111,0,75,0,0,1,1,0,0,0,20330,0,0,19352.95,0,0,1,9,7,1,0,19180
"8470",8469,12946,4820.35635267885,80,112,0,71,0,0,2,1.5,0,0,0,14630,0,0,14915,0,0,5,5,0,3,0,9810
"8471",8470,12948,1652.72442592117,69,211,0,74,0,0,1,1,0,0,0,19040,0,0,34514.65,0,0,1,4,4,1,0,44890
"8476",8475,12953,1957.54209392896,81,300,0,78,0,0,2,1.5,0,0,0,18790,0,0,19400,0,0,1,0,0,3,0,18360
"8481",8480,12960,4160.50268228652,27,111,0,85,0,0,1,1,10010,0,0,0,0,0,13264,0,0,3,9,7,1,0,2960
"8482",8481,12961,3416.93499151889,24,111,0,84,0,0,1,1,0,0,0,0,0,0,2893,0,0,3,8,6,1,0,3190
"8485",8484,12967,1854.46840206964,70,112,0,75,0,0,3,2,0,0,0,54960,0,0,54402.45,0,0,1,7,1,4,0,75420
"8490",8489,12976,8199.76854269012,89,111,0,77,0,0,1,1,0,0,220,8580,0,0,11584,0,0,3,8,6,1,0,13770
"8492",8491,12978,3267.79395753069,64,300,0,71,0,0,1,1,0,0,0,4530,0,0,4057.45,0,0,1,0,0,1,0,5700
"8493",8492,12979,1969.34661283292,75,400,0,74,0,0,2,1.5,0,0,0,28550,0,0,27827.25,0,0,1,0,0,3,0,33270
"8494",8493,12981,3410.01501428964,81,111,0,78,0,0,1,1,0,0,0,19210,0,0,18812.15,0,0,3,10,8,1,0,24390
"8495",8494,12983,3477.88368284797,81,112,0,77,0,0,1,1,0,0,0,9520,0,0,12781,0,0,3,7,1,1,0,14390
"8498",8497,12988,1535.84327262096,70,112,0,71,0,0,1,1,0,0,0,14070,89,0,22504.7,0,0,1,8,0,1,0,17830
"8504",8503,13000,3104.37437359441,61,300,0,86,0,0,1,1,0,0,3510,4740,0,0,8103.75,0,0,1,0,0,1,0,9950
"8506",8505,13004,5558.16559839714,90,300,0,71,0,0,2,1.5,0,0,0,16450,125,0,17229,0,0,5,0,1,3,0,20910
"8507",8506,13007,3615.55102147381,83,112,0,71,0,0,2,1.5,0,0,0,14370,0,0,26789.35,0,0,1,9,2,3,0,27380
"8508",8507,13009,4963.08643429053,84,111,0,77,0,0,1,1,0,0,0,20730,0,0,19708.25,0,0,1,8,7,1,0,22090
"8509",8508,13011,2574.00640689057,88,111,0,74,0,0,1,1,0,0,0,20210,0,0,19067.35,0,0,1,8,6,1,0,21600
"8513",8512,13019,1958.82617813416,63,111,0,77,0,0,2,1.5,0,0,0,33980,0,0,31548.8,0,0,1,6,4,3,0,31780
"8521",8520,13030,5748.10063773085,63,221,0,75,0,0,1,1,0,0,0,22250,0,0,22683.45,0,860,3,1,1,1,0,30290
"8522",8521,13032,2990.31922454696,62,112,0,77,0,0,2,1.5,0,0,0,28420,7,0,27058.65,0,0,1,7,1,3,0,33590
"8531",8530,13045,2094.00498972509,73,111,0,75,0,0,1,1,0,0,0,28670,0,0,23365.1,0,0,1,9,7,1,0,26400
"8534",8533,13048,1905.82952336524,67,111,0,77,0,0,1,1,0,0,0,24650,0,0,23357.5,0,0,3,6,4,1,0,27670
"8535",8534,13049,1046.12792529274,66,300,0,71,0,0,2,1.5,0,0,0,13890,0,0,15824.5,0,2180,1,0,0,3,0,17770
"8536",8535,13051,2146.98971649071,71,111,0,75,0,0,2,1.5,0,0,0,18240,0,0,18390,0,0,3,7,5,3,0,21900
"8537",8536,13052,3212.66879808179,50,111,0,85,0,0,1,1,0,0,0,0,0,0,10352.25,0,0,1,8,7,1,0,0
"8538",8537,13054,2773.01217740815,60,111,2310,77,0,0,1,1,0,0,0,12610,30,0,16442.3,0,790,3,7,5,1,0,19680
"8539",8538,13055,1048.87901886874,64,111,0,74,0,0,2,1.5,0,0,0,43540,128,0,44306.5,0,0,1,8,7,3,0,57870
"8541",8540,13057,2633.49058297065,62,111,0,75,0,0,2,1.5,0,0,0,23300,0,0,23637.3,0,2420,1,9,7,3,0,22420
"8542",8541,13058,1640.26170208759,77,112,0,75,0,0,1,1,0,0,0,17500,75,0,17368.15,0,0,1,7,1,1,0,19970
"8543",8542,13059,2978.72704672882,65,111,0,77,0,0,1,1,0,0,0,16620,0,0,15811.75,0,140,3,10,8,1,0,20240
"8552",8551,13075,4409.07524805779,65,111,0,77,0,0,1,1,0,0,0,16420,0,0,14754.25,0,0,1,9,7,1,0,16410
"8553",8552,13077,3860.41768510615,18,111,0,84,0,0,1,1,0,0,0,0,0,0,7476,0,0,3,9,7,1,0,1360
"8554",8553,13080,2287.70288214422,81,300,0,71,0,0,1,1,0,0,0,11580,0,0,12349.2,0,0,1,0,0,1,0,15860
"8555",8554,13082,2531.3708864645,69,111,0,74,0,0,2,1.5,0,0,0,81920,3,0,97865.5,0,0,1,9,7,3,0,53910
"8557",8556,13084,4182.5346962907,65,111,0,72,0,0,2,1.5,0,0,0,80100,0,0,76710.3,0,0,2,6,5,3,0,164480
"8558",8557,13085,2485.48834341622,74,300,0,75,0,0,2,1.5,0,0,0,24580,18,0,23961.8,0,0,1,0,0,3,0,27220
"8559",8558,13087,2077.94631115165,62,111,0,77,0,0,2,1.5,0,0,0,17830,0,0,21907.65,0,4950,3,9,7,3,0,24790
"8564",8563,13093,3725.84160668502,88,111,0,77,0,0,1,1,0,0,0,22040,0,0,20613.35,0,0,5,9,7,1,0,23410
"8565",8564,13094,2850.45457608493,80,111,0,71,0,0,1,1,0,0,0,9720,0,0,9720,0,0,5,7,5,1,0,20
"8568",8567,13098,4155.47871445158,85,111,0,75,0,0,2,1.5,0,0,0,27820,0,0,27636.3,0,0,1,10,8,5,0,34330
"8569",8568,13099,3148.67168177816,21,111,0,84,0,0,1,1,0,0,0,0,0,0,5422,0,0,3,10,8,1,0,0
"8572",8571,13105,1840.75198842062,78,300,0,75,0,0,2,1.5,0,0,0,22100,0,0,21708.7,0,0,1,0,0,3,0,24710
"8574",8573,13109,2680.57168741897,72,112,0,77,0,0,1,1,0,0,0,23490,217,0,27406.3,0,0,1,8,0,1,0,30000
"8577",8576,13113,1498.05788331067,62,211,0,78,0,0,2,1.5,0,0,0,28960,0,0,26974.9,0,0,2,2,3,3,0,32370
"8581",8580,13120,3438.20348515731,77,111,0,75,0,0,1,1,0,0,0,16590,0,0,15448.7,0,0,1,10,8,1,0,18820
"8583",8582,13122,2580.25061020161,78,300,0,78,0,0,1,1,0,0,0,21990,0,0,21624.55,0,0,1,0,0,1,0,25860
"8587",8586,13130,2625.45223021345,74,111,0,78,0,0,2,1.5,0,0,0,30920,0,0,28814.55,0,0,1,8,7,3,0,37360
"8597",8596,13155,2940.13042013826,79,111,0,77,0,0,2,1.5,0,0,0,24420,0,0,25041.5,0,0,1,9,7,3,0,26220
"8598",8597,13158,2674.77560927315,85,400,0,78,0,0,1,1,0,0,0,20970,0,0,20749.75,0,0,3,0,0,1,0,22000
"8599",8598,13159,3882.15823896438,63,111,0,78,0,0,2,1.5,0,0,0,38770,0,0,34957.5,0,0,3,8,6,3,0,49260
"8603",8602,13163,1181.88258532858,71,300,0,74,0,0,2,1.5,0,0,0,46740,0,0,43158.4,0,0,1,0,0,3,0,56580
"8605",8604,13166,1546.27595970861,79,400,0,77,0,0,2,1.5,0,0,0,77180,475,0,65116.85,0,0,1,0,0,3,0,70860
"8608",8607,13169,2870.96993122815,66,111,5000,78,0,0,2,1.5,0,0,0,14980,0,0,19884.7,0,0,3,7,6,3,0,18200
"8611",8610,13172,3132.8476143532,80,111,0,78,0,0,2,1.5,0,0,0,22720,0,0,22289.7,0,0,3,7,5,3,0,5470
"8612",8611,13174,1496.48478177576,73,111,0,77,0,0,1,1,0,0,0,16590,0,0,16389.8,0,0,3,4,4,1,0,15960
"8613",8612,13176,4547.10141727478,75,221,0,72,0,0,1,1,0,0,0,12310,0,0,44204.4,0,0,1,1,2,1,0,54960
"8621",8620,13188,1545.92186089231,65,221,0,75,0,0,2,1.5,0,0,0,42070,0,0,38591.7,0,0,1,1,2,3,0,49080
"8624",8623,13193,4528.80245323114,24,111,0,84,0,0,1,1,0,0,0,0,0,0,8258.65,0,0,3,10,8,1,0,6540
"8625",8624,13196,3420.87271865853,31,111,0,84,0,0,1,1,0,0,0,0,0,0,13584.65,0,14190,3,10,8,1,0,14710
"8630",8629,13208,1528.00322747414,63,112,0,77,0,0,2,1.5,0,0,0,41160,0,0,45669.5,0,9780,1,10,1,3,0,59870
"8632",8631,13210,1965.6964334254,70,221,0,72,0,0,1,1,0,0,0,18550,0,0,16457.95,0,0,2,1,3,1,0,12150
"8634",8633,13213,2315.0760868808,67,120,0,75,0,0,2,1.5,0,0,0,30390,0,0,27864.55,0,0,1,0,3,3,0,34090
"8636",8635,13215,4127.52361697892,78,111,0,77,0,0,1,1,0,0,0,13470,0,0,13470,0,0,1,9,7,1,0,14130
"8637",8636,13216,2635.61650441105,71,111,0,75,0,0,2,1.5,0,0,0,32460,0,0,30989.15,0,0,3,8,7,3,0,37830
"8638",8637,13217,3905.99705807061,70,111,0,78,0,0,1,1,0,0,0,14690,0,0,14918,0,0,3,10,8,1,0,4520
"8639",8638,13219,2968.71757593766,70,111,0,77,0,0,1,1,0,0,3840,15660,0,0,19563,0,0,3,8,6,1,0,23650
"8641",8640,13222,2191.10972432341,66,112,0,72,0,0,2,1.5,0,0,0,31540,0,0,36822.35,0,0,1,8,0,3,0,42390
"8644",8643,13225,1448.92539407387,91,300,0,71,0,0,2,1.5,0,0,0,15950,0,0,22690.9,0,0,1,0,0,3,0,23830
"8645",8644,13227,3065.94572199216,68,111,0,78,0,0,2,1.5,0,0,0,31380,0,0,30062.65,0,0,5,9,7,3,0,25840
"8646",8645,13228,1536.73717819988,64,120,0,75,0,0,1,1,0,0,0,33250,0,0,30898.55,0,0,1,0,0,1,0,34430
"8653",8652,13239,2797.28630403502,83,111,0,74,0,0,1,1,0,0,0,14490,0,0,17882,0,0,3,7,5,1,0,20390
"8656",8655,13243,1468.55006124083,75,111,0,77,0,0,2,1.5,0,0,0,32880,0,0,31617.05,0,0,1,7,5,3,0,38770
"8659",8658,13247,2278.78922786829,77,111,0,75,0,0,2,1.5,0,0,0,44650,0,0,40997.95,0,0,1,6,5,3,0,51000
"8661",8660,13249,3067.2702827413,79,111,0,74,0,0,1,1,0,0,0,49390,0,0,39605.4,0,0,1,10,8,1,0,35180
"8664",8663,13253,3395.90094933648,21,111,0,84,0,0,1,1,0,0,0,0,0,0,4654,0,0,3,8,7,1,0,800
"8665",8664,13257,3451.26674099844,81,112,0,78,0,0,1,1,0,0,0,13890,0,0,13890,0,0,1,9,1,1,0,15720
"8667",8666,13261,1838.62955853512,82,120,0,78,0,0,2,1.5,0,0,0,28830,0,0,27737,0,0,1,0,0,3,0,20660
"8670",8669,13268,2267.9555410644,66,112,0,75,0,0,2,1.5,0,0,0,31720,0,0,30861.9,0,1070,1,7,0,3,0,27360
"8679",8678,13279,4719.94268033497,69,300,0,78,0,0,2,1.5,0,0,0,24150,0,0,23407.05,0,0,1,0,1,3,0,27720
"8686",8685,13288,3897.14715626749,75,111,0,78,0,0,1,1,0,0,3560,4750,0,0,11291,0,0,3,9,7,1,0,730
"8690",8689,13293,768.076004244738,64,120,0,75,0,0,2,1.5,0,0,0,35050,32,0,32963.2,0,0,1,0,0,3,0,34520
"8692",8691,13295,2982.91709214743,78,111,0,77,0,0,1,1,0,0,0,22230,0,0,21505.2,0,0,3,8,6,1,0,24040
"8693",8692,13296,1865.16840350205,79,111,0,74,0,0,2,1.5,0,0,0,46370,0,0,48387.65,0,0,5,8,7,3,0,52640
"8694",8693,13297,1554.90873878264,65,120,0,78,0,0,2,1.5,0,0,0,28170,0,0,26270.2,0,0,1,0,0,3,0,32030
"8698",8697,13301,2333.92503399884,68,111,0,77,0,0,1,1,0,0,0,17840,27,0,16693.55,0,0,1,5,4,1,0,18920
"8699",8698,13305,1681.472994513,63,120,0,78,0,0,2,1.5,0,0,0,24030,0,0,24265.65,0,0,1,0,3,3,0,31430
"8701",8700,13312,1105.11872215266,78,112,0,74,0,0,2,1.5,0,0,0,33060,0,0,32456.95,0,0,1,9,2,3,0,20470
"8719",8718,13338,3176.47036034235,78,111,0,78,0,0,1,1,0,0,0,20850,0,0,19996.65,0,0,3,10,8,1,0,20140
"8720",8719,13340,2457.06795484514,88,221,0,77,0,0,1,1,0,0,0,14460,0,0,15540,0,0,3,1,2,1,0,17240
"8721",8720,13341,2767.5235562759,64,112,0,72,0,0,2,1.5,0,0,0,29350,0,0,29327.85,0,0,1,6,0,3,0,36540
"8723",8722,13343,3289.42289946899,97,112,0,74,0,0,1,1,0,0,0,47620,0,0,47500.2,0,0,5,6,0,1,0,43580
"8724",8723,13344,3565.97751409889,76,112,0,75,0,0,1,1,0,0,0,21270,0,0,20778.7,0,0,3,7,1,1,0,26380
"8725",8724,13346,3626.15306906338,70,112,0,78,0,0,1,1,0,0,0,20220,0,0,23106.4,0,0,1,7,0,1,0,26380
"8733",8732,13357,1209.33911526072,80,300,0,74,0,0,4,2.1,0,0,0,32330,0,0,40308.7,0,0,5,0,0,5,0,56150
"8738",8737,13364,2492.59929015465,83,111,0,78,0,0,1,1,0,0,0,20400,0,0,20094.5,0,0,3,6,4,1,0,17550
"8741",8740,13370,2849.75131730505,70,111,0,77,0,0,1,1,0,0,0,19740,0,0,18636.25,0,0,3,6,5,1,0,20660
"8742",8741,13371,3009.51796816647,21,111,0,84,0,0,1,1,0,0,0,0,0,0,5659.95,0,0,3,9,7,1,0,0
"8744",8743,13374,1307.0926528819,33,111,0,85,0,0,4,1.9,0,4120,0,0,0,0,15850,0,0,3,8,7,2,0,18330
"8747",8746,13378,5717.51695919944,59,400,0,74,0,0,2,1.5,0,0,0,35630,0,0,33783.15,0,0,1,0,0,3,0,43220
"8748",8747,13380,3627.47895815003,68,112,0,78,0,0,2,1.5,0,0,0,22250,0,0,21242.95,0,0,1,7,0,3,0,24790
"8752",8751,13385,4239.92421314113,85,111,0,86,0,0,1,1,0,0,0,11310,0,0,10998.65,0,0,5,9,7,1,0,16070
"8754",8753,13387,4172.12031989125,70,111,0,78,0,0,1,1,0,0,0,8560,0,0,14660.4,0,0,1,8,7,1,0,14090
"8760",8759,13400,1913.40733516107,60,111,0,75,0,0,1,1,0,0,0,20970,0,0,22349.85,0,2150,3,4,4,1,0,19530
"8762",8761,13402,3396.31670498531,23,111,0,84,0,0,1,1,0,0,0,0,0,0,8448.65,0,0,3,9,7,1,0,10440
"8763",8762,13405,3030.79279129029,77,211,0,77,0,0,1,1,0,0,0,14910,0,0,15590,0,0,3,1,2,1,0,16650
"8766",8765,13410,3114.72316538141,64,111,0,77,0,0,1,1,0,0,0,18670,0,0,18107.05,0,0,3,10,8,1,0,19160
"8768",8767,13413,1618.64881709262,76,221,0,78,0,0,2,1.5,0,0,0,27370,0,0,26086.4,0,0,1,1,3,3,0,31150
"8769",8768,13414,3130.86790154275,19,111,0,84,0,0,1,1,0,0,0,0,0,0,4620,0,0,3,8,6,1,0,6800
"8770",8769,13416,3745.29397422221,84,111,0,74,0,0,1,1,0,0,0,0,0,0,15660,0,0,3,9,7,1,0,19130
"8775",8774,13428,2686.88406419795,70,111,0,75,0,0,2,1.5,0,0,0,34630,0,0,38941.05,0,0,1,8,6,3,0,48020
"8777",8776,13433,3280.15642214729,87,111,0,72,0,0,1,1,0,0,0,11900,0,0,11900,0,0,1,8,6,1,0,12670
"8778",8777,13434,3133.71593182773,63,111,0,77,0,0,1,1,0,0,0,10720,0,0,12031.45,0,1040,3,9,7,1,0,13880
"8784",8783,13446,2016.44169164035,80,111,0,77,0,0,2,1.5,0,0,0,57910,0,0,50510.5,0,0,1,8,6,3,0,71570
"8785",8784,13450,2890.29978262849,77,111,0,74,0,0,2,1.5,0,0,0,45510,0,0,42956.8,0,0,1,10,8,3,0,57080
"8786",8785,13451,1673.8964893911,73,111,0,78,0,0,2,1.5,0,0,0,23910,0,0,22892.25,0,0,1,9,7,3,0,28060
"8788",8787,13454,3666.33799693789,59,112,24150,78,0,0,2,1.5,0,0,0,0,0,0,23828.25,0,0,3,5,0,5,0,27480
"8789",8788,13455,1656.318434714,66,111,0,74,0,0,2,1.5,0,0,0,31370,0,0,29378.3,0,0,1,8,7,3,0,37490
"8795",8794,13463,3324.57912823358,75,400,0,78,0,0,1,1,0,0,0,9280,0,0,9639.5,0,0,1,0,0,1,0,11920
"8796",8795,13466,3831.41711708998,81,111,0,74,0,0,2,1.5,0,0,0,27730,1337,0,43361.2,0,0,1,9,7,3,0,54570
"8803",8802,13479,2973.41464933081,32,111,0,85,0,0,3,1.6,0,5660,0,0,0,0,14826.35,0,0,3,10,8,2,0,17020
"8811",8810,13493,3563.58853529619,55,111,0,72,0,0,3,2,4210,2850,0,0,0,0,17300,260,4610,3,10,8,4,0,21200
"8814",8813,13496,3213.37726193319,71,400,0,78,0,0,2,1.5,0,0,0,13870,0,0,66491.7,0,0,1,0,0,5,0,91720
"8815",8814,13497,1993.07849494475,54,111,0,75,0,0,1,1,8750,0,0,7970,0,0,15571.65,0,0,3,8,6,1,0,18890
"8816",8815,13498,1689.53579342181,60,112,0,75,0,0,2,1.5,0,0,0,20000,0,0,19652.45,0,0,2,6,0,3,0,21700
"8818",8817,13500,2448.89729118623,74,300,0,77,0,0,2,1.5,0,0,0,23940,0,0,22831.25,0,0,1,0,0,3,0,24340
"8826",8825,13514,2486.7154073874,65,400,0,77,0,0,1,1,0,0,0,17110,0,0,16398.45,0,0,1,0,0,1,0,19340
"8827",8826,13515,3265.85222755262,77,400,0,78,0,0,2,1.5,0,0,0,39320,0,0,35643.6,0,0,1,0,0,3,0,56800
"8829",8828,13517,2262.05516162396,75,120,0,72,0,0,2,1.5,0,0,0,10030,0,0,12814,0,0,3,0,0,3,0,14620
"8833",8832,13524,2382.49927924018,62,111,0,77,0,0,1,1,0,0,0,15940,0,0,15989.2,0,0,3,8,7,1,0,18720
"8838",8837,13533,1982.2287458783,73,212,0,72,0,0,1,1,0,0,0,8470,0,0,8457.9,0,0,1,2,0,1,0,10510
"8845",8844,13541,3070.83605559547,73,111,0,77,0,0,1,1,0,0,0,16640,0,0,16757.95,0,0,3,10,8,1,0,18170
"8850",8849,13547,2205.14806804412,73,112,0,75,0,0,2,1.5,0,0,0,25810,0,0,24591.05,0,0,1,9,0,3,0,27910
"8851",8850,13549,1552.53744328884,82,111,0,74,0,0,2,1.5,0,0,0,47350,1,0,43855.95,0,0,1,8,7,3,0,64910
"8853",8852,13553,1744.58169581992,61,221,1120,78,0,0,2,1.5,0,0,0,27940,0,0,27406.4,0,270,1,1,3,3,0,32640
"8856",8855,13557,1582.19762549111,74,111,0,75,0,0,2,1.5,0,0,0,40220,17,0,39938.05,0,0,1,7,5,3,0,51780
"8858",8857,13561,1600.00758689415,63,111,0,77,0,0,2,1.5,0,0,0,22010,0,0,33068.25,0,0,1,10,8,3,0,43180
"8859",8858,13562,1432.88240215156,81,111,0,75,0,0,2,1.5,0,0,0,46860,0,0,42825.6,0,0,1,8,6,3,0,52840
"8860",8859,13563,2026.78949556029,82,111,0,86,0,0,2,1.5,0,0,0,28930,58,0,27805.05,0,0,1,9,7,3,0,27950
"8862",8861,13565,6747.28057295312,80,111,0,78,0,0,2,1.5,0,0,0,24990,0,0,24648.75,0,0,3,6,5,3,0,24600
"8864",8863,13568,2584.87669532594,81,300,0,71,0,0,2,1.5,0,0,0,15600,0,0,16642.4,0,0,5,0,0,3,0,15240
"8865",8864,13569,3051.32504232721,61,120,6540,78,0,0,1,1,0,0,0,0,0,0,9092.65,0,0,3,0,0,1,0,5410
"8866",8865,13570,7659.29834032533,69,111,0,74,0,0,1,1,0,0,0,69020,61,0,59030.6,0,0,5,10,8,1,0,75950
"8871",8870,13580,5430.65449159105,70,120,0,78,0,0,1,1,0,0,0,13950,0,0,13345,0,0,1,0,2,1,0,13230
"8872",8871,13581,1971.28778031642,63,400,0,75,0,0,3,2,0,0,0,40470,0,0,39375.3,0,0,1,0,0,4,0,44480
"8875",8874,13585,3333.36818493211,61,111,0,75,0,0,1,1,0,0,0,17620,0,0,26089.55,0,0,1,10,8,1,0,32750
"8880",8879,13592,2071.54439233825,65,112,0,75,0,0,2,1.5,0,0,0,40320,0,0,38228,0,0,1,7,0,3,0,49620
"8883",8882,13598,1980.79683831596,80,111,0,75,0,0,2,1.5,0,0,0,54020,426,0,49200.65,0,0,1,9,7,3,0,58380
"8885",8884,13600,2268.12123887309,60,112,0,74,0,0,2,1.5,0,0,0,39310,0,0,51693.6,0,16290,1,9,0,3,0,65220
"8886",8885,13601,2485.0253730094,54,111,0,75,0,0,1,1,0,0,0,21900,18,0,19534.4,0,0,2,6,5,1,0,21560
"8887",8886,13602,3107.18867990192,55,112,14930,75,0,0,1,1,0,0,0,0,0,0,14749.6,0,0,2,7,0,1,0,17680
"8889",8888,13604,2550.52368906538,59,400,1010,78,0,0,1,1,0,0,0,15170,0,0,15811.75,0,0,3,0,1,1,0,20240
"8890",8889,13605,3476.59760062797,59,111,7070,74,0,0,2,1.5,0,0,0,25910,0,0,41368.3,0,9500,3,8,7,3,0,53490
"8895",8894,13613,3627.5038576457,18,111,0,84,0,0,1,1,0,0,0,0,0,0,2056,0,0,3,9,7,1,0,60
"8898",8897,13616,2953.42035526792,63,221,0,75,0,0,2,1.5,0,0,0,30390,0,0,27698.35,0,0,2,1,2,3,0,44870
"8899",8898,13617,2603.54735804697,63,111,0,78,0,0,1,1,0,0,0,12730,0,0,14405.3,0,0,3,7,5,1,0,0
"8903",8902,13623,3467.2311006678,78,111,0,72,0,0,2,1.5,0,0,0,40210,0,0,37952.2,0,0,1,8,6,3,0,47140
"8906",8905,13626,1256.95633943996,74,112,0,77,0,0,1,1,0,0,0,15740,0,0,15786.1,0,0,1,8,1,1,0,19010
"8908",8907,13629,2883.16901317011,84,111,0,86,0,0,1,1,0,0,0,23520,237,0,22641.7,0,0,5,9,7,1,0,27110
"8909",8908,13630,1990.29750590529,65,111,0,75,0,0,1,1,0,0,0,16740,0,0,16564.3,0,0,3,7,6,1,0,19830
"8915",8914,13637,1918.15714667782,62,111,0,74,0,0,1,1,0,0,0,28920,0,0,27706.95,0,0,1,5,4,1,0,25650
"8918",8917,13642,3082.74861712627,73,111,0,77,0,0,1,1,0,0,0,10580,0,0,9930,0,0,1,8,7,1,0,11560
"8922",8921,13650,1959.48267646404,78,111,0,78,0,0,2,1.5,0,0,0,20070,0,0,20070,0,0,3,7,5,3,0,23050
"8926",8925,13656,1912.99897365,84,112,0,86,0,0,1,1,0,0,0,13490,0,0,13327.5,0,0,1,8,0,1,0,14920
"8930",8929,13660,1932.58609009485,69,112,0,71,0,0,2,1.5,0,0,0,18360,0,0,18312.5,0,0,1,7,0,3,0,21730
"8932",8931,13663,1865.44420830263,63,111,0,77,0,0,1,1,0,0,0,13350,938,0,19476.5,0,0,5,8,7,1,0,15660
"8936",8935,13670,2433.9431851482,79,112,0,71,0,0,1,1,0,0,0,10040,0,0,10040,0,0,5,6,0,1,0,11930
"8938",8937,13672,6065.8707076853,72,111,0,86,0,0,1,1,0,0,0,16700,0,0,18027,0,0,3,10,8,1,0,21960
"8944",8943,13685,8422.01719727409,78,111,0,77,0,0,1,1,0,0,0,21060,1,0,23627.75,0,0,1,10,8,1,0,30160
"8945",8944,13686,3076.27977741671,78,111,0,72,0,0,1,1,0,0,0,27460,0,0,31494.15,0,0,1,10,8,1,0,36580
"8946",8945,13687,2508.79461683062,67,400,0,71,0,0,1,1,0,0,0,10460,0,0,12836,0,0,3,0,0,1,0,16550
"8949",8948,13692,3233.77120550007,86,111,0,77,0,0,1,1,0,0,0,31110,0,0,26421.75,0,0,1,9,7,1,0,32370
"8956",8955,13706,3133.78418669678,75,111,0,86,0,0,1,1,2480,0,0,5670,0,0,11829,0,0,3,6,4,1,0,9970
"8958",8957,13710,2916.39652916756,62,112,0,78,0,0,2,1.5,0,0,0,23730,0,0,23068.25,0,0,1,5,0,3,0,28740
"8963",8962,13716,2514.61581912026,72,221,0,78,0,0,2,1.5,0,0,0,26360,0,0,25936.85,0,0,1,1,2,3,0,32280
"8967",8966,13722,2725.23776254367,37,111,0,85,0,0,5,2.4,10900,0,0,0,0,0,26076,0,2980,3,8,7,4,0,31910
"8976",8975,13733,3344.44775957778,75,112,0,75,0,0,2,1.5,0,0,0,34390,0,0,33087.55,0,0,1,9,3,3,0,47430
"8978",8977,13735,6138.62179239554,67,112,0,74,0,0,2,1.5,0,0,0,46640,0,0,49317.8,0,8470,1,9,1,3,0,65040
"8980",8979,13737,2921.31473528458,74,300,0,78,0,0,1,1,0,0,0,16970,0,0,16873.8,0,0,5,0,0,1,0,20200
"8988",8987,13746,3756.11813830556,84,111,0,75,0,0,1,1,0,0,0,24790,0,0,23163.85,0,0,3,9,7,1,0,26540
"8998",8997,13760,1834.91227465818,70,112,0,77,0,0,1,1,0,0,0,7390,0,0,7261.95,0,0,1,7,0,1,0,6060
"9001",9000,13766,2206.08473633947,61,112,0,77,0,0,1,1,0,0,0,15670,0,0,15121.8,0,0,1,7,0,1,0,17360
"9002",9001,13767,4180.03850713153,75,112,0,77,0,0,1,1,0,0,0,11630,0,0,11781.9,0,0,1,7,0,1,0,0
"9003",9002,13768,2115.48730648142,68,112,0,77,0,0,1,1,0,0,0,29270,240,0,32067.3,0,0,1,8,0,1,0,35790
"9014",9013,13791,2848.06835296682,78,111,0,75,0,0,2,1.5,0,0,0,37030,51,0,37197.4,0,0,1,9,7,3,0,49100
"9018",9017,13796,3655.29279882491,39,111,0,85,0,0,1,1,8750,0,0,0,0,0,11971,0,0,3,8,7,1,0,13320
"9020",9019,13799,1954.21458423814,71,111,0,74,0,0,2,1.5,0,0,0,54510,0,0,49310.3,0,0,1,10,8,3,0,65730
"9022",9021,13802,2161.29164557719,67,111,0,75,0,0,2,1.5,0,0,0,34350,0,0,37090.3,0,0,1,9,7,3,0,45710
"9024",9023,13804,6080.01836244491,65,120,0,78,0,0,2,1.5,0,0,0,10670,0,0,12902,0,0,3,0,2,3,0,14400
