,ident_men,numero_categ,ocde10,vag,typmen,revtot,fumeur,p1,p2,p3,p4,p5,p6,p7,p8,p9,depenses_reelles,temps,decile,w1,w2,w3,w4,w5,w6,w7,w8,w9,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,d1,d2,d3,d4,d5,d6,d7,d8,d9
39518,6537.0,9,1.0,12.0,1.0,13260.0,0.0,101.216353383,106.5,101.95,99.3629474333,102.0,106.6,102.0,103.7,100.097665558,21723.1296889,34.0,5,0.027922158258,0.0,0.0,0.890782827723,0.0,0.0,0.00720316676951,0.0,0.0740918472489,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
39527,6538.0,9,1.5,12.0,2.0,16100.0,0.0,103.140026774,106.5,102.577859238,109.812460064,102.0,109.40857438,101.156827048,104.9,100.813700659,16236.7697438,34.0,3,0.209817016936,0.0,0.0588570655612,0.381495047069,0.0,0.102170423606,0.0866775162153,0.00177156956191,0.15921136105,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1
39536,6539.0,9,2.0,12.0,4.0,24708.0,0.0,103.899749248,106.5,104.546679511,102.115751035,100.93860523,125.5,102.048404256,103.7,99.1191506501,17970.9843994,34.0,4,0.126506556304,0.0,0.101247428671,0.505127567871,0.066879700806,0.029824620058,0.0430772777301,0.0,0.12733684856,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1
39545,6540.0,9,1.0,12.0,1.0,12513.0,0.0,103.3,106.5,101.95,101.428396273,99.7,118.274474628,102.0,104.646674057,97.5368568689,12496.3220254,34.0,1,0.0,0.0,0.0,0.645816611248,0.0062283323489,0.20067154442,0.00834780695664,0.0865109197637,0.0524247852631,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
39554,6541.0,9,1.0,12.0,1.0,13629.0,0.0,104.340311309,106.5,103.790911887,99.9017786562,100.085623679,106.6,100.734545455,104.9,98.2967544861,21066.0279047,34.0,5,0.170377332913,0.0,0.147419352909,0.522883268367,0.089618539365,0.0,0.0107508376241,0.0099563921483,0.0489942766729,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1
39563,6542.0,9,2.09999990463,12.0,4.0,24850.0,1.0,103.877851539,109.2,101.95816073,101.768743344,101.3,102.88273834,98.1734610122,103.608705882,99.8131267414,22755.9338767,34.0,6,0.0395337778221,0.0137048119828,0.214698468861,0.233317386358,0.0111711845959,0.260681492797,0.0209963813562,0.0106591259023,0.195237370327,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39572,6543.0,9,2.59999990463,12.0,4.0,22830.0,1.0,103.270574388,108.069097822,100.232052647,101.716950959,102.0,125.5,100.792108147,103.374370113,95.6183365652,10429.5119119,34.0,1,0.0893052401902,0.179156896267,0.0329956551141,0.342278582299,0.0,0.0563579607327,0.138541056226,0.101745357685,0.0596192514863,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
39581,6544.0,9,1.0,12.0,1.0,19754.0,1.0,103.704901337,108.992253521,104.098780538,123.089488785,100.5,116.481249999,102.428,104.9,100.893698822,25337.2421265,34.0,7,0.0706930289995,0.0564680338095,0.141643253204,0.598917441769,0.0359165721391,0.00811654821854,0.0162518545379,0.0156572415714,0.0563360257518,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39590,6545.0,9,1.0,12.0,1.0,16744.0,0.0,104.543544655,106.5,104.8,109.404513949,99.7,125.5,100.344778255,103.7,101.373881312,33621.1591618,34.0,9,0.0732827623167,0.0,0.0268545562222,0.679379730873,0.00492668493646,0.0272575978163,0.0285368154465,0.0,0.15976185239,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1
39599,6546.0,9,1.0,12.0,1.0,6952.0,0.0,103.457055961,106.5,101.862192122,101.566589354,102.0,106.6,100.485294118,103.7,98.6547666359,23947.2698105,34.0,6,0.117407762581,0.0,0.0903066403387,0.712601245396,0.0,0.0,0.015590279819,0.0,0.0640940718636,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1
39608,6547.0,9,1.5,12.0,3.0,49589.0,0.0,103.529186088,106.2,97.8590460527,100.78466438,100.322844345,107.0,101.057002457,103.7,97.5758511411,18849.9462541,34.0,4,0.224924561031,0.0440681625692,0.0550774398907,0.428555509151,0.0630288616709,0.000500036885913,0.118545561406,0.0,0.0652998673942,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
39617,6548.0,9,4.0,12.0,5.0,26106.0,1.0,103.586544875,106.450578625,102.134813064,99.289154623,99.7,125.5,102.346829268,104.9,100.290144231,9559.48815804,34.0,1,0.205648403382,0.258053390287,0.0171575073527,0.40466978676,0.000626290746842,0.0532776876871,0.0294347420971,0.00206869233249,0.029063499355,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39626,6549.0,9,1.5,12.0,3.0,14796.0,0.0,102.892370572,100.282322801,99.7269045195,102.065506629,101.3,102.271580112,102.8,103.7,100.498429135,25696.5039005,34.0,7,0.0759903687741,0.051016893346,0.0349536518821,0.216871662493,0.023609616005,0.512396626448,0.000854647361167,0.0,0.0843065336903,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
39635,6550.0,9,1.0,12.0,1.0,21587.0,1.0,105.748151488,106.521467228,100.450884843,111.428467236,102.0,104.121431319,102.991928251,104.850806452,97.9044533624,38059.9006879,34.0,9,0.0332218369475,0.0733748136754,0.0727654206433,0.463395407511,0.0,0.263311978002,0.00804226215483,0.0195240827135,0.0663641983523,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
39644,6551.0,9,1.5,12.0,3.0,21555.0,0.0,103.89640998,106.5,101.626343872,102.167584343,101.3,107.0,101.024301198,103.694817214,100.670060747,27109.1094528,34.0,7,0.156201929891,0.0,0.120876066391,0.486138147065,0.0111896812918,0.00338211211115,0.0591720232793,0.0636934622465,0.0993465777254,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1
39653,6903.0,9,2.90000009537,12.0,4.0,36408.0,0.0,103.877938363,106.5,102.84435097,111.873730044,102.37229758,110.554072867,102.465977101,103.388209255,100.563452615,24434.3917116,34.0,6,0.151408349891,0.0,0.0676057762258,0.327124293393,0.0643391614389,0.122473920891,0.148881881833,0.0420313606321,0.0761352556961,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1
39662,6904.0,9,1.5,12.0,2.0,24777.0,0.0,102.543141451,106.2,102.673069883,107.84291801,102.0,103.943019884,101.517194143,103.7,98.8582246093,25179.9918477,34.0,7,0.141061560443,0.00724708196279,0.0669970937294,0.455006047424,0.0,0.164297573425,0.0769334179146,0.0,0.0884572251002,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
39671,6905.0,9,2.29999995232,12.0,4.0,97403.0,1.0,103.111514498,106.498326996,102.370456468,113.965476867,103.6,109.411644396,99.6837090669,104.459584514,99.3658116329,46368.4419946,34.0,10,0.089225254774,0.0621182324935,0.327254895886,0.163240704215,0.0132767425996,0.0441948140919,0.0782131755556,0.0952099235801,0.127266256805,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39680,6906.0,9,2.29999995232,12.0,4.0,21872.0,0.0,103.644382756,105.12037037,102.017566865,110.473000873,101.641635445,111.624638813,100.491435253,104.9,97.9770910324,15835.0374442,34.0,3,0.0958557151438,0.00746948235712,0.209179374471,0.373731279825,0.0411516994749,0.0903802188904,0.128927976321,0.00345532559759,0.0498489279184,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39689,6907.0,9,1.5,12.0,3.0,30373.0,1.0,104.015109667,109.2,100.0782773,100.733950252,101.3,122.283333333,76.3567699115,104.621774193,97.2370983195,18665.9672453,34.0,4,0.100254999024,0.0152340147268,0.0437738665838,0.477379204165,0.016251088995,0.0639010815515,0.110791819349,0.00530794637702,0.167105979228,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39698,6908.0,9,1.5,12.0,3.0,44654.0,0.0,102.826133829,102.488620072,102.841903888,118.633685389,100.8,102.60592817,102.098244214,104.9,98.8412573617,44620.0136684,34.0,10,0.0916475932728,0.0280004911646,0.16610638387,0.422734952346,0.0380021582247,0.0887604949124,0.0513926630071,0.0357067889034,0.0776484742989,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39707,6909.0,9,1.5,12.0,3.0,10752.0,0.0,102.837251586,106.2,103.471296296,99.2833491012,100.628637681,103.731054759,102.303405573,103.7,100.689672397,14784.7345181,34.0,2,0.121586708698,0.00810217092733,0.0187103437358,0.377289211943,0.0776146483638,0.15770101342,0.0599735837242,0.0,0.179022319188,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
39716,6910.0,9,2.29999995232,12.0,5.0,30109.0,1.0,103.78632948,101.658957655,102.119001526,101.989861337,103.6,114.080366226,99.0840343349,103.7,99.834902492,15285.1505986,34.0,2,0.224423479976,0.043993092729,0.124043499975,0.312589454591,0.000655074919035,0.10781717678,0.0454851247075,0.0,0.140993096321,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
39725,6911.0,9,1.0,12.0,1.0,6748.0,0.0,104.685644372,106.5,102.110443829,102.1,102.0,123.019333333,84.6,104.535246564,95.4098382539,21241.8539833,34.0,5,0.032902417005,0.0,0.120144865928,0.460140865752,0.0,0.181526304984,0.00807715853801,0.139589861458,0.0576185263346,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1
39734,6912.0,9,2.59999990463,12.0,4.0,22675.0,1.0,103.399226899,102.702281879,100.384014083,101.171124654,102.384450496,100.492476284,95.101724138,104.9,99.9247740369,17800.8964819,34.0,4,0.200746904903,0.0270310850514,0.144900676965,0.385901264984,0.043036200739,0.0848967302713,0.0137608033102,0.000776877687091,0.0989494560901,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39743,6913.0,9,1.29999995232,12.0,2.0,9742.0,0.0,104.008788352,106.5,102.910655537,101.941259245,100.449460709,122.113158879,99.8475884244,104.552669039,98.481339282,22338.1635818,34.0,6,0.0755002218698,0.0,0.159061793859,0.377744607745,0.06690129626,0.118397822464,0.0587990880596,0.0579871976407,0.0856079721032,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1
39752,6914.0,9,1.5,12.0,3.0,26677.0,0.0,103.237067499,106.2,102.165407901,100.710026385,100.841540677,102.465909091,102.263728814,104.4,100.516370583,18548.5051954,34.0,4,0.144491360342,0.0057338436061,0.14425445525,0.431323594517,0.0498151514561,0.0142285706102,0.0582133839576,0.0426894028177,0.109250237444,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39761,6915.0,9,1.5,12.0,3.0,22616.0,1.0,103.692431907,102.826714802,102.80098192,100.31890672,99.7,101.1,101.165176471,104.9,98.5906545574,20688.7297064,34.0,5,0.188841647738,0.0299783063189,0.124549203016,0.381474508586,0.00623786583431,0.126282471113,0.0375954125088,0.0152938455947,0.0897467392907,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39770,6916.0,9,1.0,12.0,1.0,9787.0,0.0,103.355365775,106.2,100.236501136,101.657874016,99.7,125.5,99.7847082495,104.9,100.960451561,26274.831969,34.0,7,0.134648517213,0.0433323417311,0.182920927312,0.420882286719,0.0399516919981,0.0426567014735,0.0259631543267,0.00346673180644,0.106177647419,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39779,6917.0,9,1.0,12.0,1.0,27332.0,0.0,103.819333553,106.2,100.998201848,100.08186686,100.8,100.057333562,101.06572731,104.9,97.9280634281,37706.0492661,34.0,9,0.091650460767,0.00529978612333,0.122389866257,0.362669651541,0.0157458213435,0.199175349398,0.0878389841802,0.0205337413621,0.0946963390276,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39788,6918.0,9,1.5,12.0,3.0,34038.0,0.0,104.141497402,100.50609598,102.340156156,119.74302072,100.8,124.693807339,102.020406453,103.7,100.43984737,27781.9715584,34.0,7,0.115839394617,0.0310686562183,0.0210488236228,0.4354709738,0.0554314269148,0.053790166822,0.157209261062,0.0,0.130141296942,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
39797,6919.0,9,1.5,12.0,3.0,48975.0,0.0,103.312941797,106.2,102.151673561,100.938416807,100.446081504,106.03384965,102.8,104.660124413,100.781821296,45886.7995821,34.0,10,0.0942028295242,0.00143944606574,0.0501736784166,0.306551784751,0.0184982664718,0.312243891811,0.0018146938952,0.137160297375,0.0779151116896,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39806,6920.0,9,1.0,12.0,1.0,10067.0,0.0,102.63698404,106.2,104.243724788,101.855402587,102.0,106.6,102.8,103.7,101.534144512,14964.2521273,34.0,2,0.13843938375,0.00976307551957,0.0596012623174,0.633997012066,0.0,0.0,0.0109152316738,0.0,0.147284034673,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1
39815,6921.0,9,1.79999995232,12.0,4.0,10031.0,1.0,103.902659758,107.432680036,104.8,100.655120214,100.225393657,106.6,101.052214144,104.03051225,100.376010782,14004.947465,34.0,2,0.130934573342,0.146152099524,0.00436903998312,0.352638697087,0.178478390994,0.0,0.0823807921724,0.085388415516,0.0196579913829,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1
39824,6922.0,9,1.5,12.0,3.0,28920.0,0.0,104.189109948,106.5,101.482251981,100.543322476,101.3,107.0,100.328562616,104.635733333,99.585898543,22268.24698,34.0,6,0.162988076453,0.0,0.167670677951,0.36377703669,0.0378792480754,0.0193553678057,0.0666111205824,0.0672776144353,0.114440858007,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1
39833,6923.0,9,1.5,12.0,3.0,13378.0,0.0,103.603075152,105.284545455,97.525544267,101.119580288,100.8,125.093017695,100.176809816,104.9,99.6607340216,18611.48905,34.0,4,0.248348974023,0.019850158214,0.0948221158741,0.378328467229,0.00253772964461,0.0962703131814,0.0400706365893,0.0119778376749,0.10779376757,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39842,6924.0,9,1.5,12.0,3.0,33295.0,0.0,102.905282379,104.17748227,98.336939808,100.614276327,102.0,106.690369194,100.535501258,103.7,98.534308811,38926.8417616,34.0,9,0.149707921738,0.016220382384,0.144379389093,0.206303725797,0.0,0.277248033946,0.130840979506,0.0,0.0752995675355,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
39851,6925.0,9,2.0,12.0,5.0,25684.0,1.0,103.962236758,108.507159353,102.542070485,101.092373148,100.765679305,106.894978338,100.997605746,103.3,99.8996389931,19786.8686805,34.0,4,0.180584997539,0.0918699005943,0.0146923183933,0.317349047307,0.0638434016389,0.164928747694,0.0434595291994,0.0271663928057,0.0961056648283,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39860,6926.0,9,1.5,12.0,3.0,20402.0,0.0,103.332800799,106.2,100.229840019,101.868296046,101.3,118.692226614,101.464479167,104.85532646,100.602985393,22852.3211253,34.0,6,0.133244445744,0.0422287378725,0.161138540756,0.376764252817,0.0594129082941,0.0284597401606,0.0768812905413,0.0406984625281,0.0811716212863,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39869,6927.0,9,1.0,12.0,1.0,8557.0,0.0,103.552951389,103.95620438,101.605516111,101.132727273,102.0,102.279843562,99.890057995,104.9,101.095762934,13902.7023642,34.0,2,0.141711227475,0.0330958660743,0.199304257102,0.234870740604,0.0,0.153653524374,0.119165093547,0.0170691763402,0.101130114483,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
39878,6928.0,9,1.79999995232,12.0,4.0,32878.0,1.0,103.974212291,106.367299578,99.6040265584,101.69182552,101.443862972,116.902638889,100.350642138,103.700162009,99.6181689406,23076.1041164,34.0,6,0.122833776186,0.0191631002349,0.0282602939135,0.277431650133,0.0592756059138,0.178237151172,0.0952027050327,0.142482885709,0.0771128317056,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39887,6929.0,9,1.5,12.0,3.0,20452.0,0.0,103.902845927,106.2,98.6388750496,102.000149873,101.820263402,100.189441207,99.5153510896,104.9,96.6644910254,27029.9172569,34.0,7,0.114619351508,0.00492871151539,0.0899647449391,0.423377370017,0.0374220493993,0.184944398212,0.0699077129208,0.00620768854991,0.0686279729389,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39896,6930.0,9,1.0,12.0,1.0,7328.0,0.0,103.850955056,106.2,104.8,101.605011862,102.0,102.4,98.7,103.7,98.1345437815,9908.30494231,34.0,1,0.20482378395,0.0498276470142,0.00180954845586,0.673491935968,0.0,0.0280198056749,0.0,0.0,0.0420272789364,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1
39905,6931.0,9,1.0,12.0,1.0,33499.0,1.0,104.023079968,100.513636364,102.322436352,101.905096559,100.785877318,116.679703429,102.76491045,104.80239726,99.7402609695,38223.6253857,34.0,9,0.075346176239,0.0405940617551,0.0454222270159,0.35656803294,0.0731990622935,0.0725655174169,0.20651542953,0.0183116538906,0.111477838919,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39914,6932.0,9,1.0,12.0,1.0,25292.0,0.0,104.404417449,106.5,99.892319708,101.581490607,102.0,103.063433739,102.236820926,104.459141982,95.4750490635,47409.5820024,34.0,10,0.0435523978686,0.0,0.0384786717324,0.271075555422,0.0,0.425723120113,0.0575560879052,0.12374656998,0.0398675969793,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1
39923,6933.0,9,1.5,12.0,3.0,18360.0,0.0,103.300612145,100.1,102.580962801,110.993180361,102.0,125.5,99.9911232879,103.7,100.748609383,21445.3683084,34.0,5,0.144750713125,0.00788269261913,0.054582601616,0.479920949104,0.0,0.0719214556566,0.0778716028258,0.0,0.163069985053,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
39932,6934.0,9,1.5,12.0,3.0,35700.0,0.0,103.899514955,106.5,102.725210591,101.835896216,99.7,125.5,101.805173808,103.7,98.165752613,28115.2979985,34.0,7,0.167211252831,0.0,0.158634121683,0.394269266952,0.0147642035483,0.0328545514849,0.0805205548104,0.0,0.15174604869,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1
39941,6935.0,9,1.5,12.0,3.0,18294.0,1.0,103.732571282,108.09723941,101.228752541,102.050950292,100.760465116,100.1,99.3593329432,103.7,102.150798292,33051.5372306,34.0,9,0.0895284835192,0.142329701511,0.0913214363881,0.327641287314,0.0138472935904,0.0020481176532,0.189260570575,0.0,0.14402310945,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
39950,6936.0,9,2.5,12.0,4.0,69869.0,0.0,103.411726935,100.1,102.231457995,100.071899886,100.4,125.5,100.209090909,103.7,100.20448538,25008.3576671,34.0,7,0.107921886215,0.0104751883199,0.339698173681,0.306055774452,0.00486781475903,0.0101968781087,0.0144897124971,0.0,0.206294571968,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
39959,6937.0,9,2.09999990463,12.0,4.0,27053.0,1.0,103.714530551,108.684496124,101.675526204,101.221408749,103.6,101.762117432,101.735193133,103.31939394,97.0387080742,26692.3444826,34.0,7,0.0818893683892,0.0231876842306,0.110361333864,0.2671541569,0.00104837401171,0.376855141101,0.02852731796,0.0317517054899,0.0792249180539,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39968,6938.0,9,1.60000002384,12.0,2.0,22508.0,1.0,103.412447917,109.086666667,103.331058862,101.982514757,101.440641623,121.110472973,102.155670103,103.3,102.393109693,21962.6475416,34.0,5,0.0622954452856,0.0645136331427,0.0624101868064,0.505670349039,0.0539576048756,0.0433069654264,0.0151554228424,0.045771425132,0.14691896745,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39977,6939.0,9,1.0,12.0,1.0,27317.0,0.0,103.411471074,106.5,102.285682144,101.917045908,99.7,104.052898984,102.8,103.7,101.154622386,21964.082215,34.0,5,0.157026179857,0.0,0.136194463554,0.451407596669,0.00558793615169,0.0979024617632,0.00149982018608,0.0,0.150381541819,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,1
39986,6940.0,9,2.0,12.0,4.0,59755.0,1.0,104.943589311,106.393501219,101.816849248,101.601296546,102.504516411,121.895031056,101.22701525,104.012996419,99.3969979599,45639.7908259,34.0,10,0.148176944932,0.0226467989648,0.102076651839,0.20902230863,0.0104658027693,0.0793470913676,0.0828249732024,0.161344498618,0.184094929678,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
39995,6941.0,9,1.0,12.0,1.0,45816.0,0.0,104.746691792,106.2,102.104773715,101.781252872,102.0,120.635154061,102.206614173,104.29018164,96.4830157362,41274.9160414,34.0,10,0.0659641348578,0.282517872133,0.0839012299298,0.313043483993,0.0,0.0667027900471,0.0422336421582,0.0591495480435,0.0864872988379,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
40004,6942.0,9,2.29999995232,12.0,4.0,23568.0,1.0,103.168173913,107.416528926,101.623618579,101.476071428,103.6,115.967484399,98.5176303317,104.111637133,101.171400294,33983.1207335,34.0,9,0.0419378836548,0.0103986434932,0.453028925275,0.24104052313,0.00564903452629,0.0764174108608,0.0185268842254,0.0579778614386,0.0950228333966,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
40013,6943.0,9,1.5,12.0,3.0,12579.0,0.0,103.290792634,106.2,101.360443623,102.842558923,101.3,125.5,100.018046357,103.7,101.56800998,15657.1460411,34.0,3,0.121268587618,0.0893775744373,0.118003514064,0.375394620821,0.0421045642785,0.0433990334976,0.0705999000504,0.0,0.139852205233,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
40022,6944.0,9,1.79999995232,12.0,4.0,28344.0,1.0,103.188760712,109.2,102.717258267,100.205611006,99.7576219511,111.080770597,101.068848626,104.455748891,99.2880433315,22513.8626036,34.0,6,0.0853596878857,0.0483997090281,0.0580720035214,0.362054771175,0.0242288040652,0.178628550114,0.0579520119255,0.0866841936293,0.0986202686561,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
40031,6945.0,9,2.09999990463,12.0,4.0,46104.0,0.0,104.642275952,106.2,102.181960016,101.622592649,100.4,122.187850468,88.6725606964,104.9,97.5252820826,21408.9362861,34.0,5,0.175159960371,0.00324958050661,0.226805009557,0.283871773159,0.00168678065643,0.0275310423469,0.133293932254,0.00813077746348,0.140271143687,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
40040,6946.0,9,2.29999995232,12.0,4.0,17334.0,1.0,104.026552795,108.618410041,101.547035808,101.598392482,103.6,110.313696352,99.5106321841,104.213059034,99.4168068114,22182.2827486,34.0,5,0.0719584093878,0.0235997555671,0.083008373958,0.313687763337,0.0380881982115,0.227163597546,0.046811892381,0.0919226178816,0.103759391729,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
40049,6947.0,9,1.5,12.0,3.0,38706.0,0.0,103.864976958,106.2,100.79981439,102.279460495,101.3,124.417185239,89.8378519973,104.162976191,99.4700051809,34373.9073343,34.0,9,0.0575811807153,0.0487881179822,0.0924358220065,0.560602891791,0.0153466083811,0.0689014893877,0.040649938191,0.0390513202306,0.0766426313155,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
40058,6948.0,9,1.5,12.0,3.0,36372.0,1.0,103.04069658,107.150384193,101.538644687,101.590814255,99.7000000001,110.006925881,92.6302561621,103.7,94.7895568224,48363.6757049,34.0,10,0.0500877186125,0.0210877493275,0.166062637802,0.389630615919,0.00697359600653,0.0437442789657,0.19573160123,0.0,0.126681802138,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
40067,6949.0,9,1.0,12.0,1.0,22511.0,0.0,103.484255319,106.2,102.631820345,101.740035481,99.7,123.965065502,102.0,103.7,98.7900527618,29385.1027331,34.0,8,0.082062152671,0.0181728197725,0.394715143093,0.341650332101,0.0092703219713,0.020033138642,0.0637130169509,0.0,0.070383074802,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
40076,6950.0,9,1.5,12.0,3.0,9763.0,0.0,104.698979859,105.780696202,102.29785992,100.782899628,100.959231254,123.972608025,102.243835617,103.7,99.8466756014,13181.4774311,34.0,2,0.220449285478,0.0805147411091,0.0588591949354,0.35001324674,0.0800904920276,0.0842481521518,0.0202706892255,0.0,0.105554198333,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1
40085,6951.0,9,2.40000009537,12.0,4.0,42641.0,0.0,105.432376298,106.5,101.552370427,101.028436767,101.82803354,108.189911616,98.1969958452,103.833333333,95.0289884381,45267.9862563,34.0,10,0.0687172835847,0.0,0.202543766206,0.38068631934,0.00448765057914,0.0936986814144,0.0395315772381,0.0272373753472,0.18309734629,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1
40094,6952.0,9,1.79999995232,12.0,4.0,18477.0,0.0,102.922268908,100.9,101.905447383,107.671743375,102.0,125.5,101.925146199,103.7,94.6924991812,15346.9559557,34.0,2,0.137521309576,0.000972629987338,0.13602663984,0.513651562578,0.0,0.0830062591124,0.0339861816902,0.0,0.0948354172153,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1
40103,6953.0,9,2.0,12.0,4.0,14028.0,0.0,103.278443227,101.32760463,102.188175258,101.794188191,102.0,125.260101652,102.368567455,103.3,100.249600027,12426.3829169,34.0,1,0.242821374482,0.0758800208125,0.00306706034234,0.431587399804,0.0,0.0814030602882,0.0397095692393,0.0323589478727,0.0931725671603,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
40112,6954.0,9,2.59999990463,12.0,4.0,31458.0,1.0,103.409865564,108.94838013,101.965534546,101.747263595,100.8,101.5254517,102.246397919,103.448056284,100.166143738,22627.3493371,34.0,6,0.0937020756882,0.0792953354052,0.0438133708734,0.194228950696,0.0154684646386,0.307133548255,0.0897078284099,0.085420960135,0.0912294659001,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1
40121,6955.0,9,1.79999995232,12.0,4.0,28214.0,1.0,103.153254902,109.2,100.918649779,99.3116200172,102.0,125.171985815,102.15455298,103.3,100.807306591,14610.4337464,34.0,2,0.0552757099037,0.0835207824138,0.0618576359406,0.443600886008,0.0,0.0826942833605,0.0630481495874,0.105593462516,0.10440909027,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
