,ident_men,numero_categ,ocde10,vag,typmen,revtot,fumeur,p1,p2,p3,p4,p5,p6,p7,p8,p9,depenses_reelles,temps,decile,w1,w2,w3,w4,w5,w6,w7,w8,w9,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,d1,d2,d3,d4,d5,d6,d7,d8,d9
89099,7189.0,9,2.09999990463,16.0,4.0,44235.0,0.0,107.458244994,107.1,102.36456325,106.850446058,99.2,118.440533531,93.9280694142,104.705562764,102.301147774,25828.1758228,40.0,7,0.0713862254719,0.00207436036846,0.163731680326,0.35172903702,0.000735878927235,0.0639588442566,0.0583309344754,0.13625018835,0.151802850805,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89108,7190.0,9,2.0,16.0,4.0,39982.0,1.0,107.778326497,104.662616822,106.060053956,100.834977646,101.131778425,108.190517241,105.358869565,108.042410714,98.0145327493,25096.2786029,40.0,7,0.138450374324,0.0107396004074,0.082753659874,0.520331469071,0.0204566934199,0.0861444686372,0.0628969414074,0.0213951476094,0.0568316452506,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89117,7191.0,9,2.0,16.0,5.0,38056.0,1.0,108.419726302,109.987596899,102.668782652,99.9742234772,98.4,100.424758909,103.875324676,105.4,100.748342277,30593.4953752,40.0,8,0.0558267648612,0.0106212170351,0.169746613281,0.240537551125,0.0368397369694,0.407335108432,0.00345463874652,0.0,0.0756383695503,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
89126,7192.0,9,1.0,16.0,1.0,3333.0,0.0,106.127536232,109.7,98.2246179654,104.267169049,99.4058275679,106.0,99.3,105.4,101.896849554,29182.346145,40.0,8,0.0161748359106,0.0,0.0265413011867,0.436455558854,0.256995755896,0.0,0.0,0.0,0.263832548153,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1
89135,7193.0,9,1.0,16.0,1.0,21668.0,0.0,108.144253791,107.1,103.578868267,99.7188846027,99.2,106.0,101.595823666,106.0,101.144175667,23418.2220047,40.0,6,0.122007602971,0.00602348426518,0.215066786471,0.525799642228,0.00421833105502,0.0,0.0252618042073,0.00445258207809,0.0971697667257,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
89144,7194.0,9,2.09999990463,16.0,4.0,24209.0,0.0,108.068736699,103.782,103.396269088,103.208000872,104.0,103.555230779,102.887870455,105.4,100.940626492,33780.5617559,40.0,9,0.166153744201,0.00355081077883,0.0594906636523,0.255927404127,0.000201500851467,0.290096872735,0.0633287442282,0.0,0.161250259426,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
89153,7195.0,9,2.29999995232,16.0,4.0,56986.0,0.0,107.698440601,109.7,102.595989434,99.4896717894,104.0,102.758951226,103.890159403,105.146635289,103.267885937,39061.9011726,40.0,9,0.179037495505,0.0,0.0967084151122,0.1691262822,0.0372657547292,0.152234109546,0.16580957744,0.133216174438,0.0666021910293,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
89162,7196.0,9,1.0,16.0,1.0,27461.0,0.0,107.088516579,107.1,102.702673614,100.008064024,100.1,106.541496303,103.212243005,105.166845206,99.068429505,42717.9885531,40.0,10,0.0764669165797,0.0181222677762,0.0117323175037,0.303904578219,0.00284976087766,0.207520097588,0.207858299292,0.0523817644155,0.119163997748,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89171,7197.0,9,2.0,16.0,4.0,29614.0,1.0,108.25185419,112.141716329,102.30998732,100.292261616,100.959396481,116.260264599,100.827475694,106.0,100.33908476,26197.0201444,40.0,7,0.137899142107,0.0268907233074,0.237462249358,0.23331352214,0.0426382106907,0.0537736346436,0.0727503360001,0.0049867914246,0.190285390328,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89180,7198.0,9,1.5,16.0,3.0,28201.0,0.0,109.016475625,107.1,102.771120745,99.1182459366,101.8,117.181523272,102.450515464,105.4,101.518434854,26105.3427364,40.0,7,0.21083253758,0.0170680861601,0.141779887839,0.329613001709,0.0727265012186,0.0232721393488,0.0510015468561,0.0,0.153706299289,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
89189,7199.0,9,1.5,16.0,2.0,22001.0,0.0,106.634701493,107.1,103.31053446,101.101756198,104.0,109.381148748,103.5,104.604111111,96.0070482208,18750.3252564,40.0,4,0.217282361099,0.00322415645372,0.156940769104,0.272445401589,0.00084705520007,0.217209332781,0.0104437080317,0.0383520907885,0.0832551249522,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89198,7200.0,9,2.5,16.0,4.0,46485.0,1.0,108.467403379,110.176796407,102.812020344,109.326522891,101.057734266,101.660614618,102.96254322,105.104988488,100.362006687,33799.1716995,40.0,9,0.116607891602,0.0531022350468,0.089908215352,0.185701986751,0.0172952990469,0.366286699162,0.0422833234682,0.0554454872664,0.0733688623053,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89207,7201.0,9,2.40000009537,16.0,4.0,46193.0,0.0,107.068789363,101.7,100.599118257,109.276756912,101.446666667,101.383968828,101.2875,107.042653563,101.347893504,27829.2003794,40.0,7,0.0731814893278,0.00193598126972,0.0208950754178,0.205750985292,0.023306228278,0.414865396966,0.0368270585198,0.0730346617927,0.150203123137,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89216,7202.0,9,2.0,16.0,2.0,31047.0,1.0,110.117940876,114.6,102.55,107.414341478,100.093834657,102.55308642,100.812170385,104.3,97.4829313266,24422.455979,40.0,6,0.022898625964,0.00340359813016,0.0,0.280248078023,0.0874755569409,0.417765422073,0.0277075800891,0.0149677701017,0.145533368678,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1
89225,7203.0,9,2.0,16.0,4.0,22920.0,0.0,106.352041507,109.7,106.624737592,100.350313808,104.0,116.326943005,101.620203952,107.499739719,100.968648485,16291.8337979,40.0,3,0.155116326681,0.0,0.0229083504989,0.290316773289,0.00446006970369,0.0761321464583,0.132188594837,0.141320118849,0.177557619684,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
89234,7204.0,9,1.5,16.0,3.0,21224.0,0.0,108.935426305,107.1,101.81676144,101.3244797,101.8,118.584380505,102.391106815,105.4,100.667990724,32009.3405651,40.0,8,0.143711221266,0.0179420388117,0.257988661345,0.241613961527,0.00947668054159,0.0455887194848,0.0591471084372,0.0,0.224531608586,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
89243,7205.0,9,1.5,16.0,3.0,12601.0,1.0,107.727630583,114.6,103.501879304,98.7768630849,99.2,118.8,96.4991124263,105.4,100.351169797,8121.4973634,40.0,1,0.247266449888,0.0545871263452,0.138602445811,0.187466055052,0.00524218075453,0.0836674538092,0.114248788035,0.0,0.168919500304,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
89252,7206.0,9,1.0,16.0,1.0,32988.0,0.0,109.186435331,109.7,103.982785531,103.212521353,102.05,118.342942494,105.810242587,106.0,101.827224296,27359.5058323,40.0,7,0.09247169117,0.0,0.15617137668,0.423436866839,0.0,0.0629046948793,0.0744503365815,0.042185639625,0.148379394227,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
89261,7207.0,9,3.0,16.0,4.0,127122.0,0.0,108.25199797,105.244639719,102.738950858,107.434443056,103.800589093,117.352785235,98.1711227155,105.091674954,97.5869699655,30442.6441155,40.0,8,0.172142812065,0.01046239359,0.175124787299,0.242780428192,0.0239325778703,0.0419395117982,0.0575620380215,0.0923748912052,0.183680559958,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89270,7208.0,9,1.0,16.0,1.0,12076.0,0.0,107.794714038,107.1,103.848393574,101.660297591,100.6,118.8,103.5,105.4,102.104897336,14602.0237311,40.0,2,0.090105749993,0.0228856071906,0.0436775066391,0.573828351693,0.100726517273,0.0348572296757,0.0037600009516,0.0,0.130159036584,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
89279,7209.0,9,1.0,16.0,1.0,10564.0,0.0,107.210861057,107.1,107.0,100.892525658,102.05,118.8,103.5,105.4,96.7471102935,11524.1708838,40.0,1,0.101111593129,0.00568299573944,0.00155582194063,0.769673193404,0.0,0.0441668298793,0.003096739487,0.0,0.0747128264205,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
89288,7210.0,9,2.29999995232,16.0,4.0,32380.0,0.0,108.045398936,107.1,103.619354175,101.156580074,98.4316441187,109.99005286,98.8345014244,104.3,102.025564928,23268.4161625,40.0,6,0.0801037674196,0.00138063996209,0.030768521995,0.259071525012,0.325245137687,0.0499790690703,0.0900229997046,0.0512846543438,0.112143684805,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89297,7211.0,9,2.09999990463,16.0,4.0,18337.0,1.0,106.601462606,114.150997783,102.415740261,101.931797825,102.05,104.40080682,104.267692308,104.862169312,101.705014351,15179.2873526,40.0,2,0.237210335082,0.0237590076465,0.0361480116873,0.291107753987,0.0,0.264874003832,0.0251898871581,0.0284248209747,0.0932861796323,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
89306,7212.0,9,1.5,16.0,3.0,12319.0,0.0,108.150334268,107.1,103.392211103,102.710703837,102.05,118.8,99.7993377482,105.4,100.611709287,14299.0440807,40.0,2,0.246489587941,0.0286553181259,0.0630976313945,0.536162961928,0.0,0.0356557383134,0.00966317170691,0.0,0.080275590591,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
89315,7213.0,9,1.5,16.0,3.0,19615.0,0.0,106.656449423,102.282352941,97.0066037738,101.003708506,102.05,103.457036524,101.838405609,106.0,92.7606697291,26610.6516759,40.0,7,0.0841483723819,0.0307533917561,0.00680190617779,0.191176477021,0.0,0.186022865621,0.13242432343,0.0129713022044,0.355701361408,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
89324,7214.0,9,1.5,16.0,3.0,25091.0,1.0,105.98281471,112.363309946,102.705492978,101.274557341,102.05,113.994105894,103.03205465,105.622084548,96.3401731299,26485.8813341,40.0,7,0.0405791988381,0.102416549284,0.061934708022,0.365723519471,0.0,0.129538574279,0.0657467233756,0.1655598464,0.0685008803312,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
89333,7215.0,9,1.0,16.0,1.0,5467.0,0.0,108.476024749,107.1,104.537484414,101.804593373,99.7530939648,106.0,94.7114367404,106.0,102.000057956,25142.8836538,40.0,7,0.117266289016,0.00340625771521,0.0577926575861,0.418106749976,0.15584942344,0.0,0.0763736668085,0.0899027968603,0.0813021585999,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
89342,7216.0,9,1.0,16.0,1.0,36052.0,0.0,108.700019095,107.1,103.989218054,100.424421296,99.2,103.3,101.198991935,105.4,102.937423749,30833.6795492,40.0,8,0.193649761454,0.0298454146404,0.152938811675,0.443631701886,0.0455008333207,0.00512732077908,0.0441598237187,0.0,0.0851463325282,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
89351,7217.0,9,1.5,16.0,2.0,37440.0,0.0,107.965572672,109.7,103.783653151,107.139839147,102.05,118.8,103.108569086,106.0,102.487967929,26626.4931124,40.0,7,0.170480345258,0.0,0.0158894518403,0.529832427872,0.0,0.0331147039696,0.0838199860035,0.0831529949763,0.0837100900819,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
89360,7218.0,9,2.09999990463,16.0,4.0,25112.0,0.0,107.730606006,101.7,101.74937,100.757549754,99.2000000004,118.8,100.765067466,104.3,100.474535736,14124.1282612,40.0,2,0.213762595632,0.00424622251299,0.127434780466,0.365431525985,0.00797309250137,0.083981490262,0.0308663957115,0.0443678120471,0.121936084882,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89369,7219.0,9,3.59999990463,16.0,4.0,36168.0,0.0,107.103599401,102.010149488,102.571430742,101.025,101.145821157,107.565237776,103.205839416,107.063984445,99.216629762,14303.1659422,40.0,2,0.251604316248,0.0414508362801,0.0653192064024,0.354664007969,0.0331569616852,0.0745359633409,0.0219118055102,0.0778123103292,0.0795445922361,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89378,7220.0,9,1.5,16.0,3.0,22862.0,0.0,108.07706721,107.1,105.499068096,101.72683339,99.2,106.0,103.418377088,106.0,101.797716668,15162.2121635,40.0,2,0.246142955306,0.0105585582924,0.05109829491,0.514950317983,0.0309749245385,0.0,0.0252872270451,0.0474807491503,0.0735069727724,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1
89387,7221.0,9,1.5,16.0,3.0,29629.0,0.0,108.788059063,107.1,103.31866818,101.206896552,102.05,106.0,101.491079962,105.4,99.0503051365,18849.1932104,40.0,4,0.188439308905,0.00356360564439,0.037691929706,0.519634690155,0.0,0.0,0.152387134968,0.0,0.0982833306196,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
89396,7649.0,9,2.09999990463,16.0,4.0,38453.0,0.0,107.639918689,107.1,102.584229619,102.14952518,100.056218108,117.498913043,101.757528957,104.651516937,101.527973808,29430.0242392,40.0,8,0.14520439597,0.00537994342126,0.0868250274001,0.556364122857,0.0104210073536,0.0191332464053,0.0402651130454,0.0658379779155,0.0705691656331,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89405,7650.0,9,1.0,16.0,1.0,17854.0,0.0,107.9928156,101.342213115,103.10528565,100.907836484,99.2,105.694731065,103.119844082,105.474418605,101.545280137,33014.7646938,40.0,9,0.100943964201,0.0372327648702,0.160208242196,0.37098510637,0.00565187807766,0.035466709906,0.0586623991924,0.053074482274,0.177774452914,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89414,7651.0,9,1.0,16.0,1.0,10495.0,0.0,107.867179487,101.7,99.2399828031,99.6539251796,102.05,106.0,102.818398637,105.4,99.8394086337,17130.9266226,40.0,3,0.155738056069,0.0032348600608,0.0869441578924,0.595976137603,0.0,0.0,0.0470325211882,0.0,0.111074267185,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
89423,7652.0,9,1.0,16.0,1.0,1524.0,0.0,106.757894737,109.7,102.406682401,101.8,102.05,118.8,105.687319422,106.0,90.5389916582,11025.5366575,40.0,1,0.0314364569595,0.0,0.106876134637,0.545116405728,0.0,0.122638472979,0.0775584859698,0.0375029954874,0.0788710482388,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
89432,7653.0,9,2.0,16.0,5.0,21548.0,1.0,109.027931034,112.174728261,102.931393953,102.637311201,104.0,104.847923716,107.051995685,104.718181818,95.0590735542,13823.801183,40.0,2,0.0239182976312,0.022351813077,0.0458147205589,0.478649981826,0.05868152814,0.151136801416,0.0460217652536,0.0324258017589,0.140999290337,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89441,7654.0,9,1.0,16.0,1.0,22056.0,1.0,109.193069778,111.047383178,102.272933947,102.601886241,100.133333333,103.323738063,98.8552820193,105.514467766,101.569600664,41135.1523873,40.0,10,0.116383794111,0.0436810510824,0.131147534385,0.329021055694,0.0144089627585,0.0229034863932,0.107077351354,0.0777354854134,0.157641278808,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89450,7655.0,9,1.5,16.0,3.0,22411.0,1.0,106.655330169,114.6,102.079908402,101.115845248,99.8863128158,116.484429824,101.994963409,104.903132938,101.907611607,21781.5979499,40.0,5,0.0808546095491,0.00221008955453,0.0827528928662,0.360093316483,0.0776863746946,0.0179388491627,0.0975908783273,0.086645397179,0.194227592184,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89459,7656.0,9,1.0,16.0,1.0,8905.0,0.0,106.089088398,109.7,105.744145817,102.028320751,103.783601955,106.140610687,102.323339659,104.668571428,91.9944871807,14931.1888254,40.0,2,0.0552845686482,0.0,0.0161504088364,0.649582794232,0.0216794757982,0.0563842287408,0.0484459237053,0.0477605344591,0.10471206558,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
89468,7657.0,9,1.0,16.0,1.0,51243.0,1.0,109.626884732,114.6,103.965197187,101.161231519,102.05,100.027558114,102.955044047,105.4,97.1260665194,58714.5040312,40.0,10,0.17334841898,0.0192768874975,0.0448771064073,0.401228449752,0.0,0.201528422727,0.0822649586174,0.0,0.0774757560192,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
89477,7658.0,9,1.0,16.0,1.0,14143.0,0.0,108.054350736,109.7,103.322596901,101.10062941,99.2,106.0,103.820305344,105.4,103.463408697,20559.1962995,40.0,5,0.207130579346,0.0,0.0517268242789,0.504682124736,0.00791117252496,0.0,0.0437296680067,0.0,0.18481963111,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1
89486,7659.0,9,1.5,16.0,3.0,26360.0,0.0,108.075747735,107.1,104.386899935,101.097166283,102.05,108.7,103.396363636,106.0,104.058038282,17736.2221485,40.0,3,0.250747993396,0.0477190544582,0.0108905224344,0.517132202778,0.0,0.0239146237318,0.0170256058284,0.0392835480784,0.0932864492958,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
89495,7660.0,9,1.79999995232,16.0,4.0,27481.0,1.0,107.413369265,111.693541203,101.761693562,100.52578898,102.05,101.7,98.0622261485,106.0,102.625562212,24220.2588567,40.0,6,0.198939897211,0.0172948770894,0.120903176585,0.43582224548,0.0,0.00719364967743,0.0890996862938,0.00239174336975,0.128354724293,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
89504,7661.0,9,2.79999995232,16.0,4.0,27270.0,0.0,107.561992514,101.7,103.877246686,100.959441422,101.714546781,117.081413613,101.767601683,104.588670968,102.05663739,13269.646666,40.0,2,0.106572989239,0.0037965079714,0.0506294392766,0.518729779868,0.0475157789503,0.0396440455756,0.0263398416889,0.12499738401,0.0817742334191,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89513,7662.0,9,1.0,16.0,1.0,14706.0,0.0,108.163120567,109.7,103.109881286,100.938034791,102.05,114.016144578,102.1,104.937772087,97.7932109295,16212.6075827,40.0,3,0.0594945575395,0.0,0.062631789132,0.519264715478,0.0,0.230305334629,0.0133765842562,0.0577357435171,0.0571912754486,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
89522,7663.0,9,1.5,16.0,3.0,8124.0,0.0,108.760714286,109.7,102.450234742,101.052461756,102.05,117.916685845,103.253956835,105.4,101.580632051,14865.0923461,40.0,2,0.0314978991804,0.0,0.0251559091395,0.69041322091,0.0,0.0500923767039,0.00855651553383,0.0,0.194284078534,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
89531,7664.0,9,1.0,16.0,1.0,15364.0,0.0,109.906076854,105.602521008,103.602677678,101.189839214,102.05,100.924124029,103.2,106.578333334,97.205665042,40874.787971,40.0,10,0.0624258286975,0.0293335828641,0.0222456564785,0.21680673771,0.0,0.530387236049,0.00382816238744,0.0879654931858,0.0470073026286,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
89540,7665.0,9,1.5,16.0,3.0,18373.0,0.0,108.537176603,104.724072217,101.297966846,102.213446722,101.407015306,118.8,98.5492746181,105.4,101.519440814,26472.3950516,40.0,7,0.102102647867,0.0421631526676,0.0995125673631,0.342834890137,0.019701121655,0.0337282615247,0.269239157546,0.0,0.0907182012405,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
89549,7666.0,9,1.0,16.0,1.0,44943.0,0.0,108.187745256,107.1,102.0,100.410635538,102.05,118.8,98.3913352274,105.4,96.9048858733,33730.3221081,40.0,9,0.105089658437,0.014338192678,0.00417688557555,0.723765821461,0.0,0.0302178409386,0.0572958517202,0.0,0.0651157491883,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
89558,7667.0,9,1.5,16.0,3.0,13345.0,1.0,108.525437893,109.790971272,106.551054852,99.9321826548,102.05,118.8,103.138177874,106.0,97.497418728,21561.9630614,40.0,5,0.307923687902,0.0759084684022,0.0187689652606,0.505166247719,0.0,0.0315140603653,0.0195642129833,0.000889361417911,0.0402649959502,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
89567,7668.0,9,2.09999990463,16.0,4.0,39439.0,0.0,108.759254861,109.7,102.944996245,101.628052102,102.05,110.441598587,104.783242259,104.976902834,100.41240101,21207.6847725,40.0,5,0.172470078012,0.0,0.0747267814557,0.375259173482,0.0,0.13070750303,0.0169200181037,0.132941634638,0.0969748112793,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
89576,7669.0,9,1.5,16.0,3.0,68424.0,0.0,109.365672198,109.7,102.697081229,101.397305756,102.05,102.931086903,93.8097037305,106.0,97.0771590842,57105.9591264,40.0,10,0.0713830096483,0.0,0.0478062471611,0.339570342062,0.0,0.303027400525,0.133591284515,0.0185811241859,0.0860405919026,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
89585,7670.0,9,1.5,16.0,3.0,39729.0,0.0,108.687823397,106.305449591,102.873774011,100.429206892,101.127804878,103.733960923,103.517904762,104.3,100.07804837,24619.3656309,40.0,6,0.109787622909,0.0166886174639,0.0782280334152,0.438519219206,0.01661752661,0.097976295324,0.0975668320503,0.037095797589,0.107520055434,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89594,7671.0,9,1.5,16.0,3.0,21491.0,1.0,107.975911632,109.92972973,102.930141345,99.4411976234,102.05,118.8,103.605652174,105.4,102.412620788,17793.5004117,40.0,4,0.160490115741,0.0581984601399,0.0110911966261,0.474241986996,0.0,0.0572584958117,0.0473125318287,0.0,0.191407212857,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1
89603,7672.0,9,2.79999995232,16.0,4.0,51896.0,0.0,106.200070655,101.245126354,102.626103418,100.968397897,103.118625804,107.351787498,86.1311510792,104.3,101.396624981,22788.6516143,40.0,6,0.0758687770744,0.00728996643905,0.107119091364,0.289025963064,0.038995147615,0.201716612383,0.0897016466331,0.113168874913,0.0771139205136,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89612,7673.0,9,2.09999990463,16.0,4.0,36070.0,1.0,107.809981651,110.047058824,103.084676457,100.869071106,101.973319587,101.645694001,101.729715128,104.631374579,100.555891417,34858.0636064,40.0,9,0.127328310123,0.00350987225897,0.061139462367,0.263101767402,0.00674744113843,0.341302741508,0.0381765126618,0.0632482880925,0.0954456044475,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
89621,7674.0,9,2.29999995232,16.0,2.0,14880.0,1.0,108.025479497,106.01554054,103.853040703,101.193645925,99.6478690195,100.958483754,104.118030513,105.4,100.782579565,11822.026965,40.0,1,0.253601464296,0.100544204157,0.0799207095572,0.332177384645,0.0763749241692,0.0916576606052,0.0363962387758,0.0,0.0293274137952,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1
