age,revenus,poste_coicop,bdf_budget_share,bdf_expenditures,kantar_aggregated_budget_share,kantar_aggregated_expenditures,kantar_budget_share,kantar_expenditures,nomc,nomk,kantar_to_bdf,kantar_budget_share_to_bdf
0,0,poste_02_1_2_2_1,0.00946887242224,21130056.7939,0.00888593726163,3481.25024414,0.00888593726163,3481.25024414,"2122 : autres apéritifs à base de vin, champagne et autres mousseux","21221 : Autres apéritifs, champagne et autres",6069.67477547,1.06560198924
0,0,poste_02_1_3_1_1,0.0195855162121,43705633.7275,0.0099338468655,3891.79056835,0.0099026750656,3879.57836914,2131 : bière et boissons à base de bière,21311 : Bière alcoolisée,11230.2121504,1.97159433573
0,0,poste_02_1_3_1_1,0.0195855162121,43705633.7275,0.0099338468655,3891.79056835,3.11717999013e-05,12.2121992111,2131 : bière et boissons à base de bière,21312 : Bière non alcoolisée,11230.2121504,1.97159433573
0,1,poste_01_1_1_1_1,0.107993605241,420780048.645,0.0752194423024,79584.737915,0.0154534247669,16350.2509766,1112 : Pain/viennoiserie/biscuits/gâteaux,11121 : Pain et Panification sèche,5287.19525462,1.43571398478
0,1,poste_01_1_1_1_1,0.107993605241,420780048.645,0.0752194423024,79584.737915,0.0112647704578,11918.5117188,1112 : Pain/viennoiserie/biscuits/gâteaux,11122 : Viennoiserie,5287.19525462,1.43571398478
0,1,poste_01_1_1_1_1,0.107993605241,420780048.645,0.0752194423024,79584.737915,0.00177646862501,1879.56445312,1112 : Pain/viennoiserie/biscuits/gâteaux,11123 : Pâtisseries fraîches,5287.19525462,1.43571398478
0,1,poste_01_1_1_1_1,0.107993605241,420780048.645,0.0752194423024,79584.737915,0.0017514218281,1853.06408691,1112 : Pain/viennoiserie/biscuits/gâteaux,11124 : Pâtisserie surgelée,5287.19525462,1.43571398478
0,1,poste_01_1_1_1_1,0.107993605241,420780048.645,0.0752194423024,79584.737915,0.0100532960809,10636.7304688,1112 : Pain/viennoiserie/biscuits/gâteaux,11125 : Pâtisseries de conservation,5287.19525462,1.43571398478
0,1,poste_01_1_1_1_1,0.107993605241,420780048.645,0.0752194423024,79584.737915,0.0262390424809,27761.8027344,1112 : Pain/viennoiserie/biscuits/gâteaux,11126 : Biscuits secs sucrés et gâteaux industriels,5287.19525462,1.43571398478
0,1,poste_01_1_1_1_1,0.107993605241,420780048.645,0.0752194423024,79584.737915,0.00868101806273,9184.81347656,1112 : Pain/viennoiserie/biscuits/gâteaux,11127 : Biscuits Apéritifs,5287.19525462,1.43571398478
0,1,poste_01_1_1_3_3,0.0504798560192,196686796.63,0.0350559580297,37090.4003906,0.0304191322994,32184.4804688,"1114 : Préparations telles que pâte à pâtisser, gâteau industriel, tarte, quiche",11141 : Plats à base de céréales,5302.90303039,1.43997936032
0,1,poste_01_1_1_3_3,0.0504798560192,196686796.63,0.0350559580297,37090.4003906,0.0046368257303,4905.91992188,"1114 : Préparations telles que pâte à pâtisser, gâteau industriel, tarte, quiche",11142 : Pâte à pâtisser/Pâte à Tarte/Pâte à Garnir,5302.90303039,1.43997936032
