v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_23,vag_24,vag_25,vag_26,vag_27,vag_28,mu_1,mu_2,mu_3,mu_4,ce_1_1,ce_1_2,ce_1_3,ce_1_4,ce_2_1,ce_2_2,ce_2_3,ce_2_4,ce_3_1,ce_3_2,ce_3_3,ce_3_4,ce_4_1,ce_4_2,ce_4_3,ce_4_4
8717,2099,.0433624,.0279918,.2852501,.6433957,174.6163,109.11,129.0449,123.7167,8573.929,24007,4,71,51,4,6,3,2,27,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.361103,.0263318,1.003104,1.016648,-1.556193,.1792218,-.3488489,.3647172,.3439466,1.017409,.3950271,-1.782715,-.0437563,.022254,-.4749364,-.5066653,.0419208,-.1097154,-.2264627,-.7223904
8718,2105,.2168007,.0614412,.1153096,.6064486,174.6163,115.1461,133.2406,131.8174,12809,12809,1,71,85,5,0,0,0,27,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.072224,.5564089,1.007679,1.017662,-1.111374,.0359374,-.0694856,.0726978,.1574941,-.0814539,.1782023,-.8106514,-.1082571,.0550612,.298921,-1.253404,.044443,-.1163774,-.2401892,-.7055384
8719,2115,.1656746,.0219168,.1837762,.6286325,186.6043,113.3589,125.5821,131.374,17599.05,36958,4,50,32,1,1,2,2,27,1,1,0,2,.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.094512,-.2435573,1.004818,1.017039,-1.145645,.0470701,-.0900479,.0941104,.4402216,1.574479,.4879845,-2.259128,-.0679204,.0345501,-.1849529,-.7864946,.0428924,-.1122628,-.2315544,-.7161138
8720,2116,.1201618,.0428076,.2467938,.5902368,198.5923,117.4203,129.6545,123.1901,17310,17310,1,50,69,5,0,0,0,27,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.13031,.36332,1.003588,1.018147,-1.200376,.0639617,-.1259124,.1320171,.2232689,.3226663,.2584274,-1.167683,-.0505653,.0257021,-.3931196,-.5856048,.0457429,-.1196961,-.2468621,-.6973318
8721,2117,0,.1051114,.2263199,.6685687,174.6163,212.6949,128.2368,128.0634,11099.33,16649,3,71,79,5,5,0,0,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.740706,1.003912,1.016021,,,,,.0933138,-.4538029,.1047707,-.4849876,-.0551757,.0279136,-.3382114,-.6384388,.0402362,-.1061373,-.2179094,-.7322103
8722,2119,0,.0279283,.3186617,.65341,186.6043,109.11,127.5825,123.1067,17903,17903,1,71,44,7,0,0,0,27,0,0,1,0,.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,.024116,1.002779,1.016393,,,,,.3432184,1.022812,.3941464,-1.784292,-.0391642,.0199184,-.5299841,-.4535487,.0413036,-.1080475,-.2229619,-.7266868
8723,2135,.0975371,.0556115,.109012,.7378393,174.6163,238.3328,128.5282,120.9193,17014.29,35730,4,41,25,1,1,2,2,27,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.160537,.5099081,1.008122,1.014517,-1.248228,.0724762,-.1563211,.1715366,.1760544,.0374382,.2025973,-.925998,-.114545,.0578674,.3738636,-1.325308,.0364681,-.096323,-.1975868,-.7570751
8724,2149,0,.0304878,.0056911,.9638211,198.5923,109.11,127.8646,126.4216,19680,19680,1,31,42,1,0,0,1,27,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,.1060439,1.15558,1.011113,,,,,.3137291,.8518047,.3572431,-1.628821,-2.192817,1.115504,25.31846,-25.39673,.0280097,-.0732347,-.1511067,-.8147814
8725,2156,.0866898,.0291744,.2044545,.6796812,198.5923,109.11,126.3359,127.5506,23070.77,29992,2,20,36,1,0,1,1,27,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.180624,.0658003,1.004331,1.015759,-1.277864,.0898632,-.172838,.1802141,.3282202,.9345136,.3704457,-1.69898,-.0610395,.0310535,-.2674039,-.7069407,.0397129,-.1038393,-.2142281,-.7374044
8726,2170,0,.033892,.1070627,.8590453,174.6163,109.11,129.8167,128.7647,29161.25,69987,4,12,41,1,1,3,2,27,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,.1958352,1.00827,1.012469,,,,,.2848932,.6639777,.3223501,-1.467056,-.1165895,.0593149,.3989812,-1.349977,.0313844,-.0821386,-.1695522,-.7921622
8727,2182,.1324671,.0637411,.2210509,.5827408,190.6003,222.5174,125.8938,126.6254,16316,24474,3,50,59,1,5,0,1,27,1,2,0,3,.6666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.118205,.5724147,1.004005,1.018381,-1.182643,.0541258,-.1137693,.1240815,.1531288,-.0976291,.1719404,-.7998549,-.0564838,.0285633,-.3224292,-.6536557,.0461945,-.1218414,-.2499681,-.6927655
8728,2184,0,.0557775,.2539671,.6902554,186.6043,165.2959,126.7152,127.0526,12993.81,27287,4,43,40,1,6,2,1,27,1,1,0,2,.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,.5113662,1.003486,1.015518,,,,,.1740207,.0229793,.1959306,-.9042967,-.0491562,.02492,-.4102438,-.5690063,.03903,-.102602,-.2110152,-.7409304
8729,2195,.1353408,.0621599,.1507424,.6517569,198.5923,154.9466,128.4361,129.3048,21686,21686,1,71,84,5,0,0,0,27,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.115695,.561538,1.005874,1.016434,-1.17834,.0554112,-.1110255,.1182592,.1554136,-.083902,.1750706,-.8081203,-.0828072,.0420092,-.0063835,-.9586923,.0413632,-.1085935,-.2234518,-.7257521
8730,2196,0,.018581,.0465954,.9348236,186.6043,109.11,125.7878,125.6483,17491,17491,1,41,24,3,0,0,0,27,0,0,1,0,.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,-.4668093,1.019002,1.011458,,,,,.5169584,2.038165,.5849966,-2.673311,-.2678542,.136249,2.214493,-3.10189,.0288614,-.0755041,-.1557848,-.8090304
8731,2199,.1123112,.0448169,.0635504,.7793215,198.5923,109.11,126.0431,126.4753,14875.33,22313,3,31,62,1,5,0,1,27,0,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.139419,.3918645,1.013932,1.013744,-1.214447,.0692821,-.13353,.1392758,.2135375,.2596615,.241678,-1.106742,-.1963736,.0998972,1.356898,-2.274354,.0346382,-.0905709,-.1868499,-.7709615
8732,2201,.0814587,.0597916,.2728708,.5858789,174.6163,109.11,128.4723,125.2094,16892,25338,3,60,63,5,5,0,0,27,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.192224,.5441709,1.003245,1.018282,-1.296148,.0955712,-.1852406,.1935944,.1611962,-.0559332,.1838442,-.833278,-.0457426,.0232664,-.451108,-.5296606,.0460292,-.1204705,-.2486512,-.6951896
8733,2206,0,.0216855,.1870891,.7912254,186.6043,155.9932,128.8591,130.9295,18253.33,43808,4,20,56,1,1,3,2,27,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,-.2568174,1.004733,1.013537,,,,,.4477634,1.624661,.5012158,-2.316823,-.0667284,.0338527,-.1994158,-.772441,.0340476,-.0894382,-.1840576,-.774089
8734,2212,0,.0570091,.2421309,.7008601,174.6163,144.5997,128.4999,131.1753,14804.67,22207,3,70,62,5,5,0,0,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.5219222,1.003657,1.015283,,,,,.1708037,-.0039575,.1904907,-.879259,-.0515632,.0261751,-.3814052,-.5968634,.0384221,-.1008949,-.2077838,-.7450262
8735,2214,.0498504,.0222831,.1859362,.7419304,174.6163,109.11,128.1876,118.6459,20942.67,31414,3,20,30,1,1,0,2,27,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.314105,-.2231158,1.004762,1.014437,-1.483469,.1549871,-.3050235,.3194006,.4307594,1.537796,.5023727,-2.247813,-.0671227,.0341267,-.1945086,-.7772573,.0363687,-.0951861,-.196459,-.7591605
8736,2218,0,.1092944,.2564034,.6343023,186.6043,135.1339,128.9355,131.7361,29724,44586,3,12,71,5,5,0,1,27,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.7506298,1.003453,1.016886,,,,,.0885823,-.4813197,.0990216,-.456914,-.0486859,.0247301,-.4158341,-.5636633,.0424884,-.1114233,-.2295636,-.7183878
8737,2220,.1018307,.0030628,.1276223,.7674842,186.6043,129.2028,129.4372,129.4733,24125,43425,4,31,37,1,1,1,2,27,1,1,0,2,.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.153768,-7.898782,1.006938,1.013956,-1.237008,.07528,-.1476523,.1556123,3.153048,17.49804,3.5584,-16.3107,-.0978077,.0496934,.1736161,-1.13244,.0351279,-.0920706,-.1897662,-.7672472
8738,2228,.1388407,.0486209,.2278055,.5847329,198.5923,148.3505,127.5674,129.6226,37453,37453,1,30,50,7,0,0,0,27,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.112779,.439444,1.003887,1.018318,-1.17382,.0543105,-.1080409,.1147721,.1985705,.169723,.2228967,-1.030634,-.054794,.0278084,-.3425022,-.6343989,.0461083,-.1209927,-.2490344,-.6943991
8739,2233,.12888,.0729966,.0489791,.7491443,198.5923,153.6916,127.212,126.1908,16946,16946,1,50,77,5,0,0,0,27,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.121495,.6266297,1.018077,1.014298,-1.187205,.0580433,-.1168366,.1245034,.1321109,-.2194531,.1498346,-.689122,-.2548435,.1292697,2.058005,-2.950509,.0359949,-.0944937,-.1944323,-.7613666
8740,2234,.0777951,.0158582,.3695934,.5367532,198.5923,126.9358,129.3394,126.3889,30079,30079,1,50,65,5,0,0,0,27,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.201276,-.7186497,1.002396,1.019955,-1.309779,.0982912,-.1937677,.2039798,.6050761,2.574697,.6914864,-3.152609,-.033768,.0171564,-.5947508,-.3910333,.0502732,-.1316729,-.2713892,-.6671664
8741,2240,0,.0460947,.2604353,.6934699,186.6043,113.5085,127.2809,126.1885,15620,23430,3,31,53,1,6,0,1,27,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.4087231,1.0034,1.015446,,,,,.208567,.2258579,.2366449,-1.079793,-.0479238,.0243701,-.4248887,-.5549574,.0389016,-.1018127,-.2100255,-.742509
8742,2241,0,.0242751,.044392,.9313329,174.6163,109.11,129.3854,120.0044,17796,26694,3,20,27,1,1,0,2,27,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,-.1227447,1.019945,1.011501,,,,,.3956316,1.32871,.4608738,-2.062471,-.281148,.1429549,2.373811,-3.255564,.0289702,-.0758198,-.1565029,-.8081483
8743,2250,.0381456,.036503,.0475452,.8778062,174.6163,109.11,129.6891,125.1481,36526.67,54790,3,10,65,5,5,0,0,27,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.410486,.2533559,1.018623,1.012202,-1.632361,.20405,-.3961838,.4140081,.2639403,.5464438,.3022429,-1.365983,-.2625233,.1335287,2.150168,-3.039796,.0307231,-.0804074,-.1659767,-.7965411
8744,2253,.0904877,.0047056,.15813,.7466767,174.6163,109.11,126.637,131.0502,15179.64,42503,4,41,50,1,6,3,1,27,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.173043,-4.792046,1.005599,1.014345,-1.266846,.0866043,-.1652485,.1724469,2.056545,10.97683,2.28555,-10.52688,-.078942,.0401672,-.0527776,-.9140469,.0360962,-.0944798,-.1949788,-.7609826
8745,2266,.0432149,.0170066,.1252318,.8145466,174.6163,152.5377,127.5855,129.765,35500.83,85202,4,20,36,1,1,3,2,27,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.362335,-.6025949,1.00707,1.01315,-1.559635,.1743485,-.3477078,.3706598,.5729474,2.344784,.639879,-2.955015,-.0996972,.0505827,.1960234,-1.153979,.0330564,-.0868613,-.1787942,-.7805507
8746,2272,0,.0978374,.282634,.6195286,174.6163,109.11,127.2211,124.2816,10296,15444,3,70,62,5,5,0,0,27,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,.7214279,1.003133,1.017289,,,,,.0984893,-.4229218,.1122425,-.5092379,-.0441623,.0224613,-.4700676,-.5113642,.0435305,-.1139351,-.2351388,-.7117457
8747,2282,0,.0210829,.2739131,.7050041,174.6163,132.0438,128.2928,127.3845,12190,24380,2,41,48,1,0,2,1,27,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,-.2927453,1.003232,1.015193,,,,,.4598609,1.689489,.5194878,-2.376092,-.0455753,.0231477,-.4531919,-.5276129,.0382198,-.1002565,-.206614,-.7465422
8748,2286,.1793258,.0310372,.1676007,.6220364,198.5923,109.11,127.228,121.096,11599,11599,1,71,36,1,0,0,1,27,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.087317,.1218668,1.005283,1.017219,-1.134193,.0431196,-.0842979,.0880536,.307193,.8216518,.3557,-1.606412,-.0744535,.0378623,-.1063577,-.862334,.0434192,-.1135257,-.2342277,-.7128851
8749,2304,.1008607,.0564997,.0418506,.800789,182.6083,122.3228,127.3095,133.0564,14499.2,36248,4,50,38,1,4,2,3,27,2,1,0,3,.3333333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.155246,.517612,1.021157,1.013376,-1.239443,.0768165,-.1480644,.1554442,.1714053,.0002228,.1897631,-.8790033,-.2982833,.1516495,2.579051,-3.453574,.0336535,-.0881713,-.181787,-.7770708
8750,2305,0,.0714596,.262111,.6664294,174.6163,116.5098,129.4315,131.8196,16858,25287,3,71,60,1,1,0,2,27,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,.6185993,1.003378,1.016072,,,,,.1355893,-.2100541,.151588,-.6957225,-.0476267,.0242213,-.4285559,-.5514167,.0404356,-.1059105,-.2185027,-.7320947
8751,2310,0,.1592544,.063555,.7771907,186.6043,173.9686,132.5767,129.2253,6813,6813,1,50,73,5,0,0,0,27,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,.8288602,1.013932,1.013782,,,,,.0610061,-.6413798,.0694216,-.3179082,-.1964338,.0995538,1.356614,-2.273666,.0346596,-.0911517,-.1874757,-.769814
8752,2312,0,.0416109,.2549264,.7034626,186.6043,161.1686,127.064,128.3312,14628.26,33645,4,71,48,1,4,2,2,27,0,0,0,0,.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.3450097,1.003473,1.015226,,,,,.2332851,.3698888,.2618563,-1.21004,-.0489713,.0248334,-.4124591,-.5668763,.0382968,-.1006439,-.2070354,-.7458437
8753,2315,0,.0376079,.3930538,.5693383,198.5923,117.0752,129.0464,128.4606,16220,24330,3,70,56,1,5,0,1,27,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,.2752915,1.002253,1.018813,,,,,.2549965,.5032704,.2892657,-1.322824,-.031752,.0161451,-.6189319,-.3677138,.0473997,-.1240309,-.2557966,-.6863855
8754,2316,.093985,.0321718,.0770677,.7967756,174.6163,109.11,132.7395,126.6883,18442.67,27664,3,70,67,1,1,0,2,27,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.166604,.1528363,1.011489,1.013443,-1.256664,.082936,-.1610865,.1682104,.2995137,.7540379,.3443955,-1.550783,-.1619584,.0823857,.9434057,-1.875322,.0338469,-.0885752,-.1828794,-.7758354
8755,2323,0,.0245413,.0398228,.935636,186.6043,122.6067,122.3843,121.9451,17603,17603,1,41,24,3,0,0,0,27,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,-.1105684,1.022234,1.011448,,,,,.3919596,1.309603,.4439591,-2.034954,-.3134191,.1592343,2.761159,-3.629209,.0288306,-.0755345,-.1556603,-.8090838
8756,2329,0,.0066103,.0937775,.8996122,186.6043,109.11,128.2634,130.9873,22692,22692,1,20,31,1,0,0,1,27,0,0,1,0,.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,-3.1231,1.009442,1.011906,,,,,1.456846,7.528549,1.631749,-7.494043,-.1330976,.0677246,.597219,-1.541288,.0299803,-.0784261,-.1618458,-.8016147
8757,2333,.179461,.0814583,.021658,.7174227,174.6163,112.6184,128.148,125.8723,16622,16622,1,70,70,5,0,0,0,27,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.087252,.6654146,1.040882,1.01493,-1.134463,.0432612,-.0840004,.08795,.1184683,-.3065837,.134631,-.6119303,-.5763319,.2930791,5.915555,-6.673184,.0375828,-.0984019,-.2030455,-.7510654
8758,2335,.1247718,.069917,.1749793,.6303319,174.6163,279.3876,128.3067,128.3383,16066.67,24100,3,33,67,5,5,0,0,27,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.125495,.6101841,1.00506,1.016993,-1.194421,.0560773,-.1212197,.1340683,.1411982,-.1730299,.1580997,-.7364522,-.0713766,.036028,-.1440438,-.8256677,.0426372,-.1128299,-.2311538,-.7156461
8759,2336,0,.0299294,.213756,.7563146,186.6043,180.9857,128.4478,125.4731,19640.44,45173,4,50,41,1,1,2,2,27,1,1,0,2,.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,.0893644,1.004142,1.014162,,,,,.3245377,.9119132,.3691634,-1.694979,-.0584043,.029583,-.2993191,-.6760018,.0356175,-.0937252,-.1926469,-.7634076
8760,2348,0,.0364156,.0877838,.8758005,174.6163,124.4815,127.5742,118.6404,37786,37786,1,20,64,5,0,0,0,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.2515637,1.010086,1.01223,,,,,.2644574,.5583454,.3075031,-1.38187,-.1421854,.072211,.7061217,-1.646234,.0307953,-.0807254,-.1664309,-.7958691
8761,2349,0,.0358474,.1566676,.8074849,198.5923,180.3724,129.6248,129.3952,34870,69740,2,31,48,1,0,2,1,27,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,.2397012,1.005652,1.013265,,,,,.2703862,.5949322,.3052859,-1.410306,-.0796821,.0403728,-.043975,-.9223673,.0333704,-.0877624,-.1803877,-.7784851
8762,2350,0,.0517572,.1759289,.7723139,186.6043,109.11,126.0265,122.1784,19026.96,43762,4,20,44,1,1,2,2,27,0,0,1,0,.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.4734116,1.005033,1.013869,,,,,.1851721,.0917506,.2122866,-.9626209,-.0709381,.0360761,-.1486518,-.821519,.0349454,-.091419,-.1886248,-.7687704
8763,2368,0,.1400451,.2095551,.6503999,198.5923,183.2341,130.6724,128.9558,9754,9754,1,71,81,5,0,0,0,27,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.8053858,1.004225,1.016468,,,,,.069199,-.5915181,.0784938,-.3615606,-.0595717,.0301786,-.2852639,-.6895683,.0414311,-.108978,-.2239847,-.7249369
8764,2391,0,.0303434,.428508,.5411486,186.6043,142.6871,130.237,127.5472,13512,13512,1,70,75,5,0,0,0,27,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,.1017895,1.002066,1.019793,,,,,.318567,.8730432,.3625074,-1.655907,-.0291307,.0147865,-.6504701,-.337252,.0498133,-.1307095,-.2692095,-.6696874
8765,2392,0,.0477195,.1599507,.7923298,174.6163,175.5528,127.2769,123.8945,15210.42,36505,4,42,37,1,1,3,2,27,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,.4288547,1.005536,1.013518,,,,,.2041563,.1983322,.232154,-1.063497,-.0780566,.0395422,-.0636252,-.903396,.0339841,-.0894458,-.1839048,-.774152
8766,2394,0,.0150319,.0773378,.9076303,198.5923,109.11,127.5764,127.3541,18361,18361,1,10,32,1,0,0,1,27,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,-.8131328,1.011449,1.011801,,,,,.636726,2.754892,.7220342,-3.300519,-.1613654,.0820927,.9367116,-1.868888,.029741,-.0777623,-.1604452,-.8033347
8767,2396,0,.0724278,.203046,.7245262,174.6163,210.8776,125.9068,123.0742,21492.67,32239,3,43,64,5,5,0,0,27,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.6236975,1.004361,1.014784,,,,,.1350706,-.2065009,.1531454,-.7054127,-.0614961,.0311036,-.2623674,-.7116008,.0371424,-.0979724,-.2011227,-.7528309
8768,2404,0,.056281,.3874756,.5562434,174.6163,168.4953,132.2977,127.4668,17768,26652,3,50,74,5,5,0,0,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.5157374,1.002285,1.019256,,,,,.1730781,.0140949,.1975405,-.9004509,-.0322218,.0163323,-.613466,-.3729296,.0484088,-.1273318,-.2619874,-.6783457
8769,2425,.0739054,.0730284,.2859745,.5670917,174.6163,216.5526,126.7675,129.4892,14823,29646,4,60,36,1,0,1,2,27,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.211869,.6267923,1.003096,1.018888,-1.327865,.0978121,-.2036507,.2218345,.134532,-.2137921,.1496023,-.6971344,-.0436678,.0220903,-.4762513,-.5052673,.0474248,-.1251325,-.2568422,-.6843378
8770,2431,0,.1045806,.1531583,.7422611,174.6163,161.747,127.1099,126.4016,12749.33,19124,3,50,64,5,5,0,0,27,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.73939,1.005781,1.01443,,,,,.0931237,-.4547594,.1049917,-.4827461,-.0815176,.0413302,-.0220775,-.9435161,.0362782,-.0953934,-.196258,-.7590572
8771,2434,0,.0296091,.1484336,.8219573,198.5923,109.11,127.1957,130.3234,18035,18035,1,70,76,5,0,0,0,27,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,.0795139,1.005965,1.013031,,,,,.323868,.9047669,.3630958,-1.671244,-.0840797,.0427822,.0091006,-.9737682,.0328322,-.0858462,-.1771194,-.7828978
8772,2435,.0793185,.0526991,.1478408,.7201417,198.5923,180.5507,130.7236,140.5123,29640,29640,1,50,70,5,0,0,0,27,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.19741,.4828226,1.005989,1.014874,-1.304961,.0940048,-.1877967,.2013433,.185045,.0819845,.2021893,-.9520414,-.0844525,.0428173,.0131681,-.9775219,.0373856,-.0983223,-.2021088,-.751828
8773,2436,.1659009,.1326875,.0104622,.6909493,174.6163,253.8494,126.52,121.6933,12043.33,18065,3,50,49,1,1,0,2,27,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.094383,.7945944,1.08463,1.015502,-1.146024,.0423325,-.0916334,.1009419,.0739723,-.5645875,.0843211,-.3883002,-1.193588,.6027054,13.31534,-13.80908,.038929,-.1029054,-.2109511,-.7405744
8774,2440,0,.0481139,.1910123,.7608737,174.6163,109.11,126.654,122.3163,13856,20784,3,71,58,1,1,0,2,27,2,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.4335371,1.004635,1.014077,,,,,.2000568,.1740779,.2291593,-1.036831,-.0653435,.0332301,-.2158857,-.7566363,.0354494,-.092785,-.1914807,-.765261
8775,2444,.0147887,.0398157,.2062312,.7391644,186.6043,111.0207,129.6433,126.6926,35162,70324,4,41,48,1,1,1,3,27,1,1,0,2,.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0588,.3154772,1.004293,1.014491,-2.629968,.5256279,-1.019226,1.064766,.2412496,.4182276,.2753623,-1.250317,-.0605183,.0307813,-.2737397,-.7008166,.0365011,-.0954986,-.1970715,-.7584218
8776,2450,.0041817,.0565007,.1307736,.808544,174.6163,229.8761,127.4336,119.8285,21044,21044,1,31,45,1,0,0,1,27,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.744462,.5176206,1.006771,1.013247,-6.788172,1.695799,-3.645354,3.993264,.173069,.0204274,.1993082,-.9104251,-.0954809,.0482475,.1452451,-1.104782,.033285,-.087881,-.1803057,-.7783456
8777,2454,.07698,.1107905,.181149,.6310805,198.5923,158.3437,127.1716,133.1483,18022,27033,3,50,33,1,1,0,2,27,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.203407,.7539973,1.004888,1.016973,-1.313771,.0976066,-.1940664,.2068233,.087469,-.4862414,.0968573,-.4520822,-.0689131,.0349623,-.1731386,-.7977983,.0426996,-.1121358,-.2306785,-.7168579
8778,2458,.0537992,.0513403,.0906831,.8041775,182.6083,116.1495,129.5457,120.3402,24672,37008,3,41,59,5,6,0,0,27,2,1,0,3,.3333333,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1.29105,.4691347,1.009764,1.013319,-1.447906,.142764,-.2824554,.2965475,.1868208,.1030176,.2177155,-.9766885,-.1376255,.0699449,.6515819,-1.593665,.0335571,-.087857,-.1812439,-.7777755
8779,2465,0,.1899479,.2450832,.5649689,198.5923,216.6073,128.9725,146.6064,11898,11898,1,71,70,5,0,0,0,27,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,.8565145,1.003613,1.018959,,,,,.0517494,-.6988074,.0550955,-.264552,-.0509543,.0258032,-.3888047,-.5896568,.0475995,-.1254604,-.2574873,-.6836105
8780,2466,0,.0764331,.0917294,.8318375,174.6163,118.3982,130.396,125.4705,13816,20724,3,12,27,1,1,0,2,27,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,.6434169,1.009652,1.012876,,,,,.1262985,-.2598861,.1446901,-.6545193,-.1360777,.0691683,.6327854,-1.575529,.032412,-.0849072,-.1751613,-.7852199
8781,2484,0,.0367419,.1551018,.8081563,186.6043,152.2831,128.1383,131.2448,18072,18072,1,10,84,7,0,0,0,27,0,0,0,0,.5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,.2582108,1.005709,1.013254,,,,,.2642264,.547967,.2948292,-1.365233,-.0804897,.040843,-.0343004,-.9317616,.0333351,-.0875441,-.1801838,-.7788609
8782,2486,.1203233,.0360448,.1806479,.662984,174.6163,163.7312,129.1568,133.5568,20456,30684,3,20,28,1,1,0,2,27,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.130135,.2438652,1.004901,1.016156,-1.201157,.0623608,-.1246401,.1333015,.2712597,.5796295,.3005033,-1.395258,-.0691199,.0350561,-.1708633,-.7999743,.0405934,-.1067503,-.2196377,-.7303612
