,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_9,vag_10,vag_11,vag_12,vag_13,vag_14,vag_15,vag_16
7941,3954,0.02378237823782378,0.03668366836683668,0.20562056205620563,0.7339133913391339,129.640978787,103.012977099,106.504513619,102.381140303,20831.24917224053,49995,4,33,38,1,6,3,1,15,0,1,0,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7942,3955,0.016152716593245228,0.025004078968836677,0.13093489965736663,0.8279083047805514,129.640978787,107.285318108,106.560809969,102.733128048,16344.0,24516,2,71,77,5,0,1,1,15,0,1,0,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7943,3956,0.0,0.0691319376508185,0.25852735929041937,0.6723407030587621,114.655142234,92.9,107.250327952,101.926016102,15333.0,15333,1,43,80,5,0,0,0,15,0,0,1,0,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7944,3957,0.036728189163145804,0.04610481061448373,0.13275517011340893,0.7844118301089615,129.640978787,92.9,107.014796203,102.638124262,11242.499553263206,26982,4,71,31,1,4,3,1,15,0,1,1,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7945,3958,0.0,0.05067499496272416,0.115152125730405,0.8341728793068709,114.655142234,92.9,108.030271216,103.696642512,9926.0,9926,1,50,34,1,0,0,1,15,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7946,3959,0.01792581662925581,0.026323637904782832,0.11705150140486917,0.8386990440610922,129.640978787,92.9,107.214174601,103.171276974,42471.333333333336,63707,3,41,58,1,5,0,1,15,0,1,1,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7947,3960,0.08229304583569762,0.034597440262278546,0.1510308303385663,0.7320786835634575,114.655142234,92.9,106.191536214,101.808657366,19225.454823254888,63444,4,10,48,1,1,4,4,15,1,1,1,2,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7948,3961,0.05367218886832483,0.0371507245068388,0.20696971064867062,0.7022073759761658,99.6693056813,92.9,106.257186478,101.665421702,9230.416299882876,22153,4,50,52,1,1,3,2,15,2,0,1,2,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7949,3962,0.0385186923197247,0.08849522915689034,0.23736899734084155,0.6356170811825435,129.640978787,92.9,106.452685338,103.787129322,17048.0,25572,3,50,70,5,5,0,0,15,0,1,1,1,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7950,3963,0.06220578345662407,0.06153328850033625,0.12704550549204213,0.7492154225509975,99.6693056813,92.9,106.609792678,103.476535268,17844.0,17844,1,50,37,1,0,0,1,15,1,0,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7951,3964,0.04612831858407079,0.026011378002528444,0.12890328697850822,0.7989570164348926,129.640978787,104.089003645,106.751170774,102.017670794,21093.333333333332,63280,5,70,47,1,1,2,3,15,0,2,0,2,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7952,3965,0.013315041962556487,0.014767591994835377,0.04979018721755971,0.9221271788250485,129.640978787,92.9,105.570016207,102.014798285,19064.616083901336,24784,2,50,31,3,0,1,0,15,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7953,3966,0.058861444851234984,0.035966585881503636,0.3005981539730831,0.6045738152941783,129.640978787,93.5644444444,106.895685736,102.56204529,16160.83269115954,38786,5,50,51,1,1,2,2,15,0,1,0,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7954,3967,0.0,0.05717454875466371,0.35161843299384893,0.5912070182514874,114.655142234,92.9,106.614726126,102.684120757,13222.666666666666,19834,3,71,78,5,5,0,0,15,0,0,1,0,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7955,3968,0.03280501290084777,0.07818323299340624,0.30675349141991237,0.5822582626858337,129.640978787,120.639235202,106.738291055,102.289083492,8419.654895530737,24417,5,71,32,1,1,3,2,15,0,1,0,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7956,3969,0.061018410196416475,0.018594914106274243,0.06600578782094699,0.8543808878763622,129.640978787,92.9,105.226492537,101.697657826,16241.0,16241,1,50,34,1,0,0,1,15,0,1,1,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7957,3970,0.10227880904763247,0.1099405650545055,0.0402805554773105,0.7475000704205516,99.6693056813,126.274429926,106.425594406,103.986241851,14200.4,35501,4,50,40,1,1,2,3,15,1,0,0,1,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7958,3971,0.04498269896193772,0.07056554540813433,0.3332577003800556,0.5511940552498724,99.6693056813,92.9,105.769855319,101.853864361,4099.767260007315,17629,4,71,51,1,6,6,1,15,1,0,1,1,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7959,3972,0.03953095851470197,0.06666962778715466,0.06513724793461846,0.8286621657635249,114.655142234,104.719087275,108.407569042,102.012555946,19577.391710227297,45028,4,10,50,1,1,2,2,15,1,1,0,2,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7960,3973,0.07076312077796748,0.09336723331601217,0.10199688219137407,0.7338727637146463,114.655142234,92.9,108.243759098,102.198133724,25659.04878430361,53884,4,71,40,1,1,2,2,15,1,1,1,2,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7961,3974,0.0,0.08789140706334587,0.1294946744614399,0.7826139184752142,129.640978787,92.9,108.017130489,102.756658992,24974.0,24974,1,31,91,5,0,0,0,15,0,1,1,1,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7962,3975,0.021960083774793644,0.056332388813601086,0.15932610570407787,0.7623814217075274,129.640978787,92.9,107.233191572,102.281173999,21645.333333333332,32468,3,41,72,5,5,0,0,15,0,2,1,2,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7963,3976,0.06762376801686322,0.036204637383922975,0.11698854896598872,0.779183045633225,99.6693056813,92.9,106.894034575,101.939986839,19503.333849995237,35106,4,50,49,1,1,1,2,15,2,0,1,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7964,3977,0.0,0.023839456162406295,0.19215905387158355,0.7840014899660102,114.655142234,92.9,108.415531863,101.490028507,21477.0,21477,1,50,57,5,0,0,0,15,0,0,1,0,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7965,3978,0.03211186860861481,0.04962039045553145,0.25224666873256896,0.6660210722032848,129.640978787,92.9,106.944272113,101.87575317,17210.666666666668,25816,3,60,62,5,6,0,0,15,0,1,1,1,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7966,3979,0.03199067478305919,0.015399559642533351,0.0827353969693045,0.8698743686051029,114.655142234,92.9,106.472792736,103.190843173,36766.66833635368,77210,4,50,35,1,1,2,2,15,1,1,1,2,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7967,3980,0.04822322919150966,0.04607679465776294,0.26200810875268304,0.6436918673980444,129.640978787,97.9090062112,106.657454943,102.301822897,13976.666666666666,20965,3,71,60,5,5,0,0,15,0,1,0,1,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7968,3981,0.03519848472890853,0.03713203377791808,0.23230210717386157,0.6953673743193118,99.6693056813,92.9,106.585850178,101.623901941,10136.8,25342,4,50,48,1,6,2,2,15,1,0,1,1,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7969,3982,0.02616189596799015,0.05632502308402586,0.14844127863518444,0.7690718023127996,99.6693056813,92.9,106.429413507,101.544142702,11371.5,22743,4,71,54,1,4,1,1,15,1,0,1,1,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7970,3983,0.07854274801684458,0.03682303398295955,0.22874024744556523,0.6558939705546306,99.6693056813,103.25,106.233124019,101.698735815,11781.923509081456,30633,4,50,33,1,1,3,2,15,2,0,0,2,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7971,3984,0.03590449621390529,0.029310532227093223,0.2370566283830296,0.6977283431759719,99.6693056813,92.9,106.93797952,102.764752311,15333.889295098234,27601,4,42,30,1,1,1,2,15,1,0,1,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7972,3985,0.018695993715632363,0.04311076197957581,0.061963864886095836,0.8762293794186959,99.6693056813,92.9,105.403701826,103.343971886,21216.666666666668,31825,3,43,32,1,1,0,2,15,1,0,1,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7973,3986,0.03786365610073817,0.06652192792010421,0.16474164133738603,0.7308727746417716,99.6693056813,93.8187989556,106.571692145,101.677305133,11515.0,11515,1,41,35,1,0,0,1,15,1,0,0,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7974,3987,0.0,0.3298175598631699,0.11416761687571265,0.5560148232611174,114.655142234,115.968496111,106.788764045,103.811817483,4384.999934658409,7016,2,71,29,6,0,2,0,15,0,0,0,0,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7975,3988,0.07167425862229246,0.041647299432927394,0.16723993678534907,0.7194385051594311,129.640978787,92.9,106.480211228,101.867069389,14342.666666666666,21514,3,70,68,5,5,0,0,15,0,1,1,1,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7976,3989,0.06474526453298497,0.0742161985630307,0.19880796864794253,0.6622305682560418,129.640978787,102.348514851,105.969158111,100.783171002,12248.0,12248,1,50,62,5,0,0,0,15,0,1,0,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7977,3990,0.04328077914137223,0.03996156701751321,0.3954229811765734,0.5213346726645413,99.6693056813,92.9,106.745051911,102.360911452,6938.484948743256,22897,4,71,44,1,6,4,1,15,1,0,1,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7978,3991,0.0,0.06919060052219321,0.35991162884113276,0.570897770636674,129.640978787,97.4934687954,107.603404018,102.146103782,9958.0,19916,5,71,63,5,6,0,1,15,0,1,0,1,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7979,3992,0.03243508886886723,0.06740928822999427,0.025227291342452288,0.8749283315586862,129.640978787,92.9,106.414285714,101.662759783,6782.777957460032,12209,4,43,27,1,1,1,2,15,0,1,1,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7980,3993,0.0,0.030135454206536596,0.14548900211258856,0.8243755436808748,114.655142234,92.9,106.358253256,102.041752402,15327.619743693203,32188,4,50,37,1,1,2,2,15,1,1,1,2,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7981,3994,0.08420861536865583,0.09419331414196426,0.1388002800902513,0.6827977903991286,129.640978787,120.041079295,106.405979073,102.12545199,14281.110858897619,38559,4,10,39,1,6,4,1,15,0,1,0,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7982,3995,0.0,0.10834703947368421,0.23550575657894737,0.6561472039473685,99.6693056813,119.439848197,107.213618507,103.51707661,9728.0,9728,1,70,41,1,0,0,1,15,1,0,0,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7983,4504,0.08349716235765421,0.03394042805742053,0.14136281019325642,0.7411995993916688,129.640978787,92.9,107.364786145,101.704063657,12837.619630614672,26959,2,50,38,1,0,3,1,15,0,1,1,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7984,4505,0.0,0.12288545190913484,0.10633156114064765,0.7707829869502175,114.655142234,92.9,105.83,101.397287976,8276.0,8276,1,71,60,5,0,0,0,15,0,0,1,0,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7985,4506,0.08748184722625617,0.05315132152192855,0.2110949753122277,0.6482718559395876,129.640978787,92.9,107.12421574,103.142948029,9563.889142245429,17215,4,50,34,1,4,1,1,15,0,2,1,2,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7986,4507,0.033019025089128046,0.056075700529770435,0.12337986872355312,0.7875254056575484,99.6693056813,105.630956625,106.768241966,102.737785581,10004.333333333334,30013,4,71,47,1,1,3,3,15,1,0,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7987,4508,0.04426357173361469,0.04253020825482955,0.07847865953224308,0.8347275604793127,129.640978787,123.392793857,106.350800256,102.8479746,24879.37462926843,39807,2,41,39,1,0,2,1,15,0,1,0,1,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7988,4509,0.04035837914884952,0.07308083893300753,0.08937080024434942,0.7971899816737935,114.655142234,120.870827529,106.416017316,101.88155811,16370.0,49110,4,70,42,1,1,3,3,15,1,1,0,2,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7989,4510,0.06094566353187043,0.030303030303030304,0.16541274817136886,0.7433385579937304,129.640978787,105.569827586,106.814718888,102.640330346,21266.667230040955,38280,4,50,31,1,1,1,2,15,0,2,0,2,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7990,4511,0.0,0.19642256741308586,0.2052316589334947,0.5983457736534195,99.6693056813,124.45292708,106.63731979,100.735783322,9914.0,14871,5,50,67,5,0,0,0,15,1,0,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7991,4512,0.1015663481430401,0.09191212688405083,0.11860900403901094,0.6879125209338981,129.640978787,92.9,106.080730897,99.9076471431,6767.333333333333,10151,3,20,26,3,3,0,0,15,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7992,4513,0.0,0.015282858145011775,0.24808337926542065,0.7366337625895676,99.6693056813,92.9,107.304127112,101.137788813,39914.0,59871,2,33,45,1,0,1,1,15,1,0,1,1,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7993,4514,0.023962047501057595,0.04311959871880099,0.10249592071070285,0.8304224330694385,99.6693056813,92.9,106.519958726,103.072567499,15759.048334714269,33094,4,50,30,1,6,2,1,15,1,0,1,1,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7994,4515,0.0,0.10456448483610742,0.05779638517308282,0.8376391299908098,114.655142234,92.9,105.174381625,102.127880044,9793.0,9793,1,60,36,1,0,0,1,15,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7995,4516,0.1421968787515006,0.02349939975990396,0.19690876350540215,0.6373949579831932,129.640978787,92.9,107.168236549,100.617487522,20824.99968968332,33320,2,20,42,1,0,2,1,15,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
7996,4517,0.0713332172499855,0.04776829763770387,0.13494689186836148,0.7459515932439491,99.6693056813,107.462940462,105.46855914,102.353260193,17229.0,17229,1,71,51,1,0,0,1,15,1,0,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7997,4518,0.0,0.13582361125976666,0.26538585036926043,0.598790538370973,99.6693056813,126.785027581,106.979532164,101.642237912,12457.333333333334,18686,3,50,54,1,1,0,2,15,2,0,0,2,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7998,4519,0.01745948349028008,0.07462716727963464,0.09934122782201027,0.808572121408075,114.655142234,92.9,105.963812042,101.895051608,24743.0,49486,5,50,49,1,1,0,2,15,0,0,1,0,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7999,4520,0.100945620215612,0.035864699494079944,0.27883876778004396,0.584350912510264,129.640978787,92.9,106.409869858,103.44837496,16414.34816639005,37753,4,31,41,1,1,2,2,15,0,2,1,2,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8000,4521,0.0,0.05085189182118447,0.10729585663363746,0.8418522515451781,99.6693056813,92.9,106.66351722,102.064743814,13295.21766694147,30579,4,50,39,1,1,2,2,15,1,0,1,1,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8001,4522,0.08415316016703235,0.012668978696298393,0.004458914289758652,0.8987189468469106,129.640978787,92.9,105.1,102.684682627,14129.0,14129,1,50,52,1,0,0,1,15,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8002,4523,0.0,0.06932966023875115,0.20680834317197955,0.7238619965892693,114.655142234,92.9,106.014684428,102.56596593,10164.0,15246,3,70,92,5,5,0,0,15,0,0,1,0,0.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8003,4524,0.06422635052554387,0.027927157174285015,0.19432901491077975,0.7135174773893913,129.640978787,92.9,107.183899371,102.087007537,10909.333333333334,16364,2,10,52,1,0,1,1,15,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8004,4525,0.08367410436483243,0.012201084540848076,0.18741665925860077,0.7167081518357187,99.6693056813,92.9,106.661306771,103.513408168,22498.0,44996,2,10,62,1,0,2,3,15,1,0,1,1,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8005,4526,0.04267444469374018,0.04451424725151447,0.18101862239174332,0.731792685663002,129.640978787,123.869052419,106.250049579,101.794665195,14856.666666666666,22285,3,70,75,5,5,0,0,15,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8006,4527,0.0446279083193811,0.14872120547312512,0.24727209745395762,0.5593787887535362,129.640978787,126.285170807,107.324235349,100.829115492,11547.333333333334,17321,3,60,69,5,6,0,0,15,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8007,4528,0.055720774305180056,0.09522007137449984,0.24253812047150428,0.6065210338488158,99.6693056813,127.787762635,106.756259057,102.021654631,16081.739463842216,36988,4,42,43,1,1,2,2,15,2,0,0,2,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8008,4529,0.041604754829123326,0.1849488681059348,0.07158465169128572,0.7018617253736561,129.640978787,122.837429112,105.798168498,101.90513076,11441.0,11441,1,50,57,4,0,0,0,15,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8009,4530,0.027547447945457895,0.03491800257969412,0.040676248387691176,0.8968583010871568,99.6693056813,110.432189974,106.10781427,99.32267194,21708.0,21708,1,31,33,1,0,0,1,15,1,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8010,4531,0.02834444664510024,0.07200545762637266,0.12379789177174798,0.7758522039567791,129.640978787,119.18983802,107.913056617,101.938714527,45441.0,90882,4,42,49,1,1,1,2,15,0,2,0,2,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8011,4532,0.0,0.12209930537689735,0.337535374324672,0.5403653202984307,114.655142234,129.141129372,107.533704268,101.900114264,19435.0,19435,1,70,62,7,0,0,0,15,0,0,0,0,0.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8012,4533,0.0,0.06308489304812834,0.13552807486631016,0.8013870320855615,129.640978787,100.082649007,106.73298397,102.410999896,7978.666666666667,11968,3,71,72,7,5,0,0,15,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8013,4534,0.07689649673063632,0.063978523204508,0.10812822284833343,0.7509967572165223,99.6693056813,123.522642293,106.582276303,101.654912579,20901.111664801483,37622,4,71,35,1,1,1,2,15,2,0,0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8014,4535,0.03915082695630708,0.13591705751666255,0.22261170081461368,0.6023204147124167,129.640978787,128.603487105,107.086183189,102.265663934,20255.0,20255,1,50,61,5,0,0,0,15,0,1,0,1,1.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8015,4536,0.024415808619520314,0.11511190578950614,0.19261360133177138,0.6678586842592021,129.640978787,125.796197108,106.236491677,101.55038774,10812.666666666666,16219,3,71,65,5,4,0,0,15,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8016,4537,0.07463608292898104,0.05952065872665784,0.15550654315541831,0.7103367151889428,129.640978787,95.7675395257,106.672919818,102.079300352,22670.0,34005,3,70,63,5,6,0,0,15,0,2,0,2,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8017,4538,0.057680746717291564,0.10128144280968202,0.20866951431735484,0.6323682961556716,99.6693056813,127.446454233,106.955163002,103.109561693,17558.333798470332,31605,4,71,41,1,1,1,2,15,2,0,0,2,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8018,4539,0.051574290918553214,0.06781160551652354,0.2897215716887848,0.5908925318761384,129.640978787,94.6836531082,106.092060356,102.0154483,12810.0,19215,3,71,67,5,6,0,0,15,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8019,4540,0.1906489999156047,0.02700649843868681,0.12363912566461305,0.6587053759810955,99.6693056813,92.9,106.16662116,101.366508648,11849.0,11849,1,50,34,4,0,0,0,15,1,0,1,1,0.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8020,4541,0.06905756731662024,0.014159702878365831,0.2128597957288765,0.7039229340761374,129.640978787,92.9,106.025463468,101.546957955,8616.0,8616,1,70,66,5,0,0,0,15,0,1,1,1,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8021,4542,0.0,0.00935570987654321,0.2847222222222222,0.7059220679012346,114.655142234,92.9,106.63597561,101.37778385,4147.2,10368,5,71,71,5,0,2,2,15,1,1,1,2,0.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8022,4543,0.09771490750816104,0.008850199492201668,0.20652883569096844,0.6869060573086688,129.640978787,92.9,106.306480506,101.781592565,13785.0,27570,5,71,74,5,0,1,1,15,0,2,1,2,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8023,4544,0.021285729617572354,0.08836260866454405,0.1986548849855114,0.6916967767323722,99.6693056813,123.051578947,106.60252116,101.602084303,15529.444855834241,27953,4,50,33,1,1,1,2,15,1,0,0,1,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8024,4545,0.09005567784539686,0.04337692606500065,0.13660494626440503,0.7299624498251974,129.640978787,92.9,106.622606635,102.694004435,10297.333333333334,15446,3,60,70,5,6,0,0,15,0,1,1,1,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8025,4546,0.04380284594761807,0.06595174262734585,0.08859558671891112,0.801649824706125,129.640978787,94.0089430894,105.563640596,101.405788228,24245.0,24245,1,31,33,1,0,0,1,15,0,1,0,1,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8026,4547,0.06428941759317933,0.03496745204216833,0.15948499337519442,0.741258136989458,114.655142234,92.9,106.529998194,102.830580921,13353.077412864883,34718,4,31,41,1,1,3,2,15,1,1,1,2,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8027,4548,0.0,0.03184824225548207,0.30943264879916466,0.6587191089453532,114.655142234,92.9,106.165185602,102.780308234,7494.782764077866,17238,4,50,45,1,1,2,2,15,0,0,1,0,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8028,4549,0.050727834142037936,0.0443317159241288,0.1396118217909131,0.7653286281429201,99.6693056813,92.9,106.870036862,99.2324111431,13602.0,13602,1,50,21,1,0,0,1,15,1,0,1,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8029,4550,0.0,0.013897317635635393,0.05200873892462678,0.9340939434397378,114.655142234,92.9,106.361610268,100.149538721,16478.0,16478,1,71,89,5,0,0,0,15,0,0,1,0,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8030,4551,0.0711268013195208,0.07234214942994387,0.23919208287516638,0.6173389663753689,99.6693056813,100.76656,107.130776676,101.217915065,11519.333333333334,17279,3,43,24,1,1,0,2,15,1,0,0,1,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8031,4552,0.05552701629851025,0.09414841451454724,0.140989118759632,0.7093354504273105,129.640978787,114.229414683,107.677807221,101.921627494,14275.333333333334,21413,3,60,71,5,5,0,0,15,0,2,0,2,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8032,4553,0.08690885169212777,0.07842993933192018,0.050727286017104016,0.783933922958848,129.640978787,93.3131407269,106.413976945,100.947449883,13681.0,13681,1,50,28,1,0,0,1,15,0,1,0,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8033,4554,0.011366245694603904,0.08013777267508611,0.2602755453501722,0.6482204362801378,129.640978787,92.9,106.734164094,101.53270457,9677.778034151343,17420,2,70,40,1,0,2,1,15,0,1,1,1,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8034,4555,0.04649668939618539,0.07594623974701058,0.2807589682774978,0.5967981025793062,114.655142234,92.9,106.656476593,102.660564663,13492.0,20238,3,70,55,1,5,0,1,15,0,0,1,0,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8035,4556,0.0,0.008420343550016841,0.14324207284800078,0.8483375836019824,114.655142234,92.9,106.919785018,99.8557313822,20783.0,20783,1,70,84,5,0,0,0,15,0,0,1,0,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8036,4557,0.08648391319871464,0.04919268457174594,0.32046653707303524,0.5438568651565041,99.6693056813,92.9,106.993018074,100.554832592,10502.916249318272,25207,4,50,34,1,1,3,2,15,1,0,1,1,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8037,4558,0.0944702519206718,0.07450419867786313,0.3238341968911917,0.5071913525102734,114.655142234,93.3695443645,107.444441379,102.296820784,7221.935706044342,22388,5,71,55,1,1,2,4,15,1,1,0,2,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8038,4559,0.1401735822137677,0.021341100939246224,0.11550350731185352,0.7229818095351326,129.640978787,95.2799442897,106.622285126,102.16981582,11214.666666666666,16822,3,71,61,5,5,0,0,15,0,1,0,1,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8039,4560,0.0,0.08462929475587704,0.29318866787221215,0.6221820373719108,114.655142234,107.967948718,106.023067434,100.499224956,8295.0,8295,1,71,65,5,0,0,0,15,0,0,0,0,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8040,4561,0.0,0.11337928933236852,0.12217694329131279,0.7644437673763187,129.640978787,125.917030568,105.38644015,101.704264647,17504.666666666668,26257,3,60,79,5,5,0,0,15,0,1,0,1,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
