,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_9,vag_10,vag_11,vag_12,vag_13,vag_14,vag_15,vag_16
1546,3548,0.11945122144418745,0.03171635879724977,0.1537657235195336,0.6950666962390292,103.06839777,92.9,102.417968267,101.841942836,12624.4,31561,4,42,42,1,6,2,1,10,1,0,1,1,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1547,3549,0.06867209076658953,0.0682988728819885,0.16234977980144807,0.7006792565499739,140.830807086,92.9,102.589793103,101.074773623,13397.0,13397,1,70,63,5,0,0,0,10,0,1,1,1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1548,3550,0.0,0.06486884943792616,0.24166103569015296,0.6934701148719209,121.949602428,92.9,102.679867819,100.037691558,8139.5,16279,2,70,48,6,0,2,0,10,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1549,3551,0.16462464956909978,0.05814557159173502,0.31627037690790155,0.4609594019312636,140.830807086,97.0798214286,102.643269862,101.834530916,9172.381368926883,19262,4,50,46,1,1,2,2,10,0,1,0,1,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1550,3552,0.040615759262480434,0.04041282541891343,0.23627297501014669,0.6826984403084595,103.06839777,102.297560976,102.25206135,100.14481719,17247.0,34494,4,70,47,1,6,1,1,10,2,0,0,2,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1551,3553,0.022499388603570557,0.059354365370506236,0.1359501100513573,0.7821961359745659,103.06839777,136.006221673,102.652221623,100.275275138,15726.923653783198,40890,4,50,41,1,6,3,1,10,1,0,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1552,3554,0.051128304319793684,0.0996776273372018,0.24609929078014184,0.6030947775628627,140.830807086,140.819210867,102.630075976,101.138304469,10340.0,15510,3,50,69,5,5,0,0,10,0,1,0,1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1553,3555,0.0,0.060173261531257315,0.2651994068524155,0.6746273316163272,140.830807086,92.9,102.870982931,100.842301018,17084.0,25626,3,50,62,1,1,0,2,10,0,1,1,1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1554,3556,0.0,0.014778706282884555,0.23026926648096566,0.7549520272361498,121.949602428,95.1366492147,102.243313172,101.797775956,5169.6,12924,4,31,48,1,4,2,1,10,0,0,0,0,0.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1555,3557,0.04273953406901384,0.06008057453144158,0.11648274654055,0.7806971448589946,103.06839777,92.9,103.922406015,102.448956697,11418.0,11418,1,20,28,1,0,0,1,10,1,0,1,1,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1556,3558,0.07875997747822343,0.0302884774616633,0.02162752955983175,0.8693240155002815,140.830807086,92.9,103.995865237,100.106663492,40257.333333333336,60386,3,12,67,1,1,0,2,10,0,1,1,1,1.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1557,3559,0.0,0.030510170056685562,0.21040346782260755,0.7590863621207069,121.949602428,92.9,103.466045959,100.772918955,11996.0,11996,1,20,27,1,0,0,1,10,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1558,3560,0.08293244091194311,0.09569127797531897,0.07027818448023426,0.7510980966325037,140.830807086,92.9,102.271130952,100.114188248,9562.0,9562,1,50,54,1,0,0,1,10,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1559,3561,0.0,0.052162999568576694,0.15335137467152998,0.7944856257598933,103.06839777,96.2659398496,102.141355499,100.265024436,16998.0,25497,2,41,53,1,0,1,1,10,1,0,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1560,3562,0.1570694542877392,0.0489900779588944,0.09718284904323175,0.6967576187101346,140.830807086,92.9643761302,102.345396536,100.284844247,11288.0,11288,1,20,21,3,0,0,0,10,0,1,0,1,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1561,3563,0.02672595786731348,0.04648969141625118,0.2114719489736334,0.715312401742802,140.830807086,92.9,102.676847918,101.363497645,8905.2,22263,4,50,47,1,6,2,2,10,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1562,3564,0.07133100622249203,0.03271686577195759,0.2499837391323201,0.6459683888732303,121.949602428,92.9,102.710416305,101.162093039,18449.2,46123,4,50,47,1,1,2,3,10,1,1,1,2,0.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1563,3565,0.01937282911794922,0.013404432268480015,0.2592338926666993,0.7079888459468715,103.06839777,92.9,102.409379128,102.117509674,10220.5,20441,4,70,53,1,1,1,2,10,1,0,1,1,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1564,3566,0.12469472102198009,0.03588202141649446,0.1647332331392072,0.6746900244223183,140.830807086,95.1191753927,103.013528154,101.899436149,21292.0,42584,4,70,61,5,5,1,0,10,0,2,0,2,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1565,3567,0.05210181898846495,0.05368234250221828,0.28441104702750664,0.6098047914818101,140.830807086,143.334090909,102.792366189,101.478096581,24042.666666666668,36064,3,70,68,5,5,0,0,10,0,1,0,1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1566,3568,0.03646517739816032,0.03505256241787122,0.22670827858081471,0.7017739816031537,140.830807086,92.9,102.385842632,101.015939519,14495.238753511281,30440,4,31,32,1,1,2,2,10,0,2,1,2,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1567,3569,0.054512053387320514,0.046076556817755784,0.13185618415626288,0.7675552056386609,103.06839777,99.127827502,103.023201592,99.72918478,26673.0,26673,1,70,62,5,0,0,0,10,1,0,0,1,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1568,3570,0.05753706622069276,0.051490689222654616,0.18457530633904737,0.7063969382176053,121.949602428,92.9,102.708869141,100.991900382,12955.416151864682,31093,4,60,33,1,1,3,2,10,1,1,1,2,0.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1569,3572,0.039014373716632446,0.04128165639972622,0.15528747433264886,0.7644164955509924,140.830807086,98.5259067358,102.550798898,100.75661201,11688.0,23376,5,71,61,5,5,0,0,10,0,1,0,1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1570,3573,0.054232407462955184,0.02855600215969764,0.23795668606395104,0.6792549043133961,140.830807086,95.6391806723,102.599105004,101.150006624,11906.428774193844,33338,4,70,46,1,6,3,1,10,0,2,0,2,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1571,3574,0.08397872538956798,0.04012316879723803,0.11648160243849336,0.7594165033747007,140.830807086,92.9,103.049853138,101.843516547,21434.0,32151,3,12,55,1,6,0,1,10,0,2,1,2,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1572,3575,0.03021230266739249,0.03261658501179459,0.0635547087642896,0.8736164035565234,121.949602428,99.1592953176,103.759481323,103.64852875,25435.385548348997,66132,4,41,36,1,1,3,2,10,1,1,0,2,0.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1573,3576,0.05558976464148878,0.04354816639299398,0.1125136836343733,0.7883483853311439,140.830807086,96.65435978,103.004925509,104.046886526,7495.384432098574,29232,4,71,41,1,6,6,1,10,0,1,0,1,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1574,3577,0.03719512195121951,0.09319887429643527,0.22518761726078798,0.6444183864915572,140.830807086,100.3532461,102.072505728,100.373171264,21320.0,21320,1,50,70,5,0,0,0,10,0,1,0,1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1575,3579,0.0,0.0002907822041291073,0.07909275952311719,0.9206164582727537,121.949602428,92.9,101.625183824,101.770625395,6878.0,6878,1,70,81,7,0,0,0,10,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1576,3580,0.03517127137194581,0.03789268177246643,0.19842631485535112,0.7285097320002366,103.06839777,92.9,102.825760286,102.092865844,11268.666666666666,33806,4,50,39,1,6,5,1,10,2,0,1,2,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1577,3581,0.0,0.042516352443247404,0.2333589842247018,0.7241246633320508,121.949602428,92.9,102.813623248,100.850830234,20792.0,20792,1,70,70,5,0,0,0,10,0,0,1,0,0.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1578,3582,0.04076604322992496,0.11625041997984097,0.05213349759211558,0.7908500391981185,103.06839777,150.1,102.943286788,102.78166112,17858.0,17858,1,41,77,5,0,0,0,10,1,0,0,1,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1579,3583,0.04913175303197354,0.11142502756339581,0.3118109151047409,0.5276323042998897,140.830807086,97.8811379097,103.173944751,101.146610944,14512.0,14512,1,70,67,5,0,0,0,10,0,1,0,1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1580,3584,0.0,0.08176823814999361,0.2348281589370129,0.6834036029129935,121.949602428,92.9,102.1281284,101.780164517,7827.0,7827,1,71,76,7,0,0,0,10,0,0,1,0,0.5,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1581,3585,0.03377198586090882,0.052979004301350024,0.17043567139389293,0.7428133384438482,140.830807086,99.446221865,102.565542229,100.147947483,13045.000345574494,23481,2,71,41,1,0,2,1,10,0,1,0,1,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1582,4222,0.07433645494686787,0.11436750934057936,0.2923480032995293,0.5189480324130235,140.830807086,137.51718286,102.817576763,100.526199158,13739.333333333334,20609,3,70,81,5,5,0,0,10,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1583,4223,0.0747511679869998,0.09448361916369229,0.1713821421316851,0.6593830707176228,103.06839777,131.460810811,103.012224856,103.331853188,13254.231255393075,34461,4,50,39,1,6,3,1,10,1,0,0,1,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1584,4224,0.06169235559707302,0.17456795889771135,0.10758212673205667,0.656157558773159,103.06839777,143.455362319,102.678509407,101.205273461,17128.0,25692,5,50,32,1,0,0,1,10,2,0,0,2,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1585,4225,0.054773742310609254,0.025420634251846857,0.13926575096205163,0.7805398724754923,121.949602428,95.8994475138,102.430193626,102.110965165,17800.5,35601,4,50,48,1,1,1,2,10,1,1,0,2,0.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1586,4226,0.032696096703764846,0.20480323765908728,0.20421747696895468,0.5582831886681932,140.830807086,138.127561102,103.417444589,101.892703167,12519.333333333334,18779,3,70,76,5,5,0,0,10,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1587,4227,0.045845018823113266,0.06897597210642008,0.12002577124232548,0.7651532378281412,121.949602428,111.543021978,102.599968424,100.069450865,43976.66783165052,79158,4,10,29,1,1,1,2,10,1,1,0,2,0.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1588,4228,0.05211726384364821,0.2375244299674267,0.1789359391965255,0.5314223669923995,140.830807086,111.938398245,102.296529126,101.328285387,11512.5,23025,4,71,66,5,6,1,0,10,0,1,0,1,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1589,4229,0.057697813208835255,0.028386443216102536,0.12162787112686912,0.7922878724481931,121.949602428,102.134833204,102.832735832,101.352639186,17465.000640612405,45409,4,31,40,1,1,3,2,10,1,1,0,2,0.5,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1590,4230,0.05586017820424949,0.04628088384085643,0.11232416201573159,0.7855347759391625,103.06839777,139.027080395,102.945038501,98.2887360811,40852.0,61278,3,50,51,5,4,0,0,10,1,0,0,1,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1591,4231,0.0,0.3526434633652573,0.08409250175192712,0.5632640348828155,140.830807086,123.703886068,103.403518519,101.670306884,8562.0,12843,3,70,77,5,6,0,0,10,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1592,4232,0.0,0.15032231518310246,0.2833630503360307,0.5663146344808668,121.949602428,140.875684307,102.631437561,101.467013805,9721.333333333334,14582,3,70,64,5,6,0,0,10,0,0,0,0,0.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1593,4233,0.042379352474037874,0.08861484422724496,0.13882101405009162,0.7301847892486255,140.830807086,130.681473503,102.191584158,101.890860131,10073.846523352642,26192,4,71,41,1,6,3,1,10,0,2,0,2,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1594,4234,0.0,0.15105827776167005,0.21716439547694985,0.6317773267613801,121.949602428,134.729558541,103.032610147,101.381493804,13796.0,13796,1,70,64,5,0,0,0,10,0,0,0,0,0.5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1595,4235,0.04887820512820513,0.020340236686390532,0.19421844181459566,0.7365631163708086,140.830807086,97.2951515152,102.166899397,101.684301255,10816.0,16224,3,71,48,1,1,0,2,10,0,1,0,1,1.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1596,4236,0.0,0.2738130490573487,0.15921429276478136,0.5669726581778699,121.949602428,141.93446287,102.48233106,102.230205432,10131.0,10131,1,71,60,7,0,0,0,10,0,0,0,0,0.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1597,4237,0.0,0.032009750465071526,0.3858489960869844,0.5821412534479441,121.949602428,92.9,102.664089776,104.306688705,10392.666666666666,15589,2,50,47,4,0,1,1,10,0,0,1,0,0.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1598,4238,0.03424505928853755,0.10289328063241107,0.2450592885375494,0.617802371541502,140.830807086,141.135033805,103.539148387,100.3519091,21083.333333333332,31625,3,50,51,1,1,0,2,10,0,1,0,1,1.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1599,4239,0.0,0.028130360205831904,0.21068365596667482,0.7611859838274933,140.830807086,92.9,103.422098162,101.084071594,20405.0,20405,1,31,76,5,0,0,0,10,0,1,1,1,1.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1600,4240,0.06255466244637874,0.12336012660863771,0.11544708675190538,0.6986381241930781,103.06839777,140.096387576,103.211219336,100.748107303,13339.444797819053,24011,4,41,30,1,1,1,2,10,2,0,0,2,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1601,4241,0.05470379001594505,0.11486569360971421,0.21470624310069913,0.6157242732736417,140.830807086,139.441804592,103.082862039,101.087460159,16306.0,16306,1,70,69,5,0,0,0,10,0,1,0,1,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1602,4242,0.04780569514237856,0.04904522613065326,0.2693802345058626,0.6337688442211056,103.06839777,128.65,103.250789703,100.649249392,14214.286359799991,29850,4,31,32,1,6,2,1,10,1,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1603,4243,0.08136985023095226,0.057318154248122054,0.09599682732235339,0.7653151681985723,121.949602428,115.911680912,104.355309842,102.287932086,28577.333333333332,42866,3,60,28,1,1,0,2,10,1,1,0,2,0.5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1604,4244,0.040216157612102114,0.04716166082227982,0.06550795344818824,0.8471142281174299,103.06839777,112.521408046,102.562141195,102.927486702,23612.4,59031,4,50,43,1,1,2,2,10,1,0,0,1,0.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1605,4245,0.04638489484725989,0.0583840761397943,0.131376963618687,0.7638540653942588,140.830807086,110.642156004,102.9612074,101.357844319,26057.333333333332,39086,3,50,49,1,1,0,2,10,0,2,0,2,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1606,4246,0.0,0.10623580425356184,0.17293000206483586,0.7208341936816023,140.830807086,143.735179786,102.022,101.457225723,19372.0,19372,1,42,74,5,0,0,0,10,0,1,0,1,1.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1607,4247,0.04433921653034869,0.12604390873869994,0.18028411536805855,0.6493327593628928,103.06839777,92.9,102.496657116,101.520127287,4467.3078561675675,11615,4,50,35,1,1,3,2,10,1,0,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1608,4248,0.0,0.03652094020365975,0.36390781716560755,0.5995712426307327,121.949602428,99.2064989518,102.974879024,102.141310177,13061.0,13061,1,50,46,7,0,0,0,10,0,0,0,0,0.5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1609,4249,0.0,0.13754596214081438,0.32384583957510554,0.5386081982840801,121.949602428,100.134554455,102.185660219,101.409254109,7343.0,7343,1,71,68,5,0,0,0,10,0,0,0,0,0.5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1610,4250,0.0,0.021828103683492497,0.17462482946793997,0.8035470668485676,140.830807086,93.90125,102.919453125,101.388488964,7330.0,7330,1,70,49,1,0,0,1,10,0,1,0,1,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1611,4251,0.055168926240759024,0.04221349965082958,0.1281575842223132,0.7744599898860982,140.830807086,127.715972618,103.096486283,101.498858866,14831.071681143074,41527,4,42,43,1,6,3,1,10,0,2,0,2,1.0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1612,4252,0.09750915419736901,0.04308123502554134,0.1644139053388183,0.6949957054382713,121.949602428,99.0636935992,102.846301897,100.975230909,8848.4,22121,4,70,53,1,6,2,2,10,1,1,0,2,0.5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1613,4253,0.0,0.12123650823707631,0.10523575080477182,0.7735277409581519,121.949602428,92.9,103.098380567,101.797294982,21124.0,21124,1,50,67,5,0,0,0,10,0,0,1,0,0.5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1614,4254,0.0,0.03674879307474613,0.10383718994506409,0.8594140169801898,121.949602428,92.9,102.606212425,102.001835351,16018.666666666666,24028,5,20,41,1,0,0,2,10,1,1,1,2,0.5,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1615,4255,0.0,0.13338926174496643,0.20311334824757643,0.6634973900074571,140.830807086,92.9,102.195502524,101.506532734,7152.0,10728,3,70,79,5,6,0,0,10,0,1,1,1,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1616,4256,0.10850966562173459,0.041993207941483805,0.09884404388714733,0.7506530825496343,140.830807086,109.179315708,103.318995705,99.3685357578,17013.333784032762,30624,4,50,34,1,1,1,2,10,0,2,0,2,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1617,4257,0.061078952079727876,0.05060571701378529,0.15107119412782719,0.7372441367786596,140.830807086,92.9,103.021015208,102.047183099,22342.666666666668,33514,3,31,64,5,5,0,0,10,0,2,1,2,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1618,4258,0.022033373666882405,0.022314770520865577,0.17853223400962379,0.7771196218026283,103.06839777,92.9,102.501694381,107.59303134,35537.0,71074,2,71,64,5,0,2,2,10,2,0,1,2,0.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1619,4259,0.07020775765018934,0.033261692764302526,0.23262716201002967,0.6639033875754785,140.830807086,92.9,103.633729286,101.438466677,13958.572062472937,29313,4,50,33,1,1,2,2,10,0,2,1,2,1.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1620,4260,0.03173904342605564,0.08805283169901941,0.16213728236942165,0.7180708425055033,140.830807086,98.8387272727,102.798938534,101.569856753,24985.0,24985,1,42,35,1,0,0,1,10,0,1,0,1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1621,4261,0.021258351495230268,0.04901925756547215,0.26296044874772234,0.6667619421915753,103.06839777,92.9,103.469184783,100.51705605,15549.444856364062,27989,4,12,28,1,1,1,2,10,1,0,1,1,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1622,4262,0.09491502192982457,0.07970120614035088,0.15563322368421054,0.6697505482456141,103.06839777,92.9,102.604007045,101.658968587,14592.0,14592,1,50,57,5,0,0,0,10,1,0,1,1,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1623,4264,0.0,0.10360601489123558,0.21105649909971289,0.6853374860090515,121.949602428,130.728839831,103.82326493,100.885372435,13699.333333333334,20549,3,71,71,5,6,0,0,10,0,0,0,0,0.5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1624,4265,0.07685260152554652,0.07039672731921422,0.18587804150509227,0.666872629650147,140.830807086,92.9,103.624942687,101.417297677,23467.0,46934,4,50,52,1,1,1,3,10,0,2,1,2,1.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1625,4266,0.07380864878108538,0.03926252603209604,0.160725223569766,0.7262036016170526,140.830807086,93.4137285491,102.387957317,100.524898785,12558.46199910318,16326,2,31,36,1,0,1,1,10,0,1,0,1,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1626,4267,0.07603548522448,0.009590601210813402,0.11104117964394893,0.8033327339207577,121.949602428,96.7103125,102.947989204,99.8632853305,22244.0,33366,3,10,29,1,1,0,2,10,1,1,0,2,0.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1627,4268,0.05127919911012236,0.046273637374860954,0.3111234705228031,0.5913236929922135,103.06839777,92.9,102.575521392,100.863293203,10788.0,26970,2,31,49,1,0,3,1,10,1,0,1,1,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1628,4269,0.11368778280542986,0.05238426731639401,0.06687260703097807,0.767055342847198,140.830807086,92.9,102.621535459,101.677906977,15322.666666666666,22984,2,70,68,5,0,1,0,10,0,1,1,1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1629,4270,0.06460585229071503,0.029487585364750577,0.18282755189724573,0.7230790104472887,121.949602428,92.9,102.656623377,99.9366649987,17008.46216232821,44222,4,10,41,1,6,3,1,10,1,1,1,2,0.5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1630,4271,0.06420123136746597,0.07282890473104342,0.24214193130265715,0.6208279325988334,140.830807086,92.9,103.137788558,100.8316957,9875.2,24688,4,41,69,5,5,2,2,10,0,2,1,2,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1631,4272,0.08618185119615053,0.028122020972354625,0.24165872259294566,0.6440374052385491,103.06839777,92.9,102.992373439,100.686459912,22029.0,44058,4,31,54,1,1,1,2,10,2,0,1,2,0.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
1632,4273,0.058333333333333334,0.018298368298368298,0.10422494172494172,0.8191433566433567,103.06839777,98.2343949045,102.877019849,100.940472379,22880.0,34320,5,50,38,1,0,0,1,10,1,0,0,1,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1633,4274,0.0,0.003187081695527462,0.20769149049187294,0.7891214278125996,140.830807086,92.9,102.633248082,103.054321486,9413.0,9413,1,70,38,1,0,0,1,10,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1634,4275,0.0,0.02238095238095238,0.09841269841269841,0.8792063492063492,140.830807086,92.9,103.341451613,103.050947825,6300.0,6300,1,20,82,5,0,0,0,10,0,1,1,1,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1635,4276,0.014707895417281397,0.0108902307329612,0.07537986524099959,0.8990220086087578,140.830807086,92.9,102.828288943,100.05795493,43831.333333333336,65747,3,10,30,1,1,0,2,10,0,2,1,2,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1636,4277,0.015889367546981333,0.0625273147281014,0.1885184491477805,0.7330648685771368,103.06839777,94.2552171742,103.448070873,100.203973087,21356.0,32034,3,50,60,1,4,0,1,10,2,0,0,2,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1637,4643,0.03381153005173058,0.1258599541357794,0.2291611114073916,0.6111674044050984,140.830807086,94.2123728814,102.499604375,100.78582897,12500.666666666666,18751,3,70,59,5,1,0,1,10,0,1,0,1,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1638,4644,0.0,0.043289561540173604,0.29123080347206765,0.6654796349877588,121.949602428,94.9934447301,102.641001146,101.510877926,5285.882204676173,17972,4,43,43,1,1,5,2,10,0,0,0,0,0.5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1639,4645,0.0,0.03062117235345582,0.19563315455133326,0.7737456730952109,103.06839777,95.9293167702,103.172389656,101.816129984,17526.0,26289,3,70,62,5,5,0,0,10,1,0,0,1,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1640,4646,0.0395788405429405,0.023214512241532412,0.11128377521248256,0.8259228720030445,103.06839777,92.9,102.953291536,101.304020274,13709.565501618707,31532,4,20,50,1,1,2,2,10,1,0,1,1,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1641,4647,0.04523002421307506,0.02705407586763519,0.37520581113801454,0.5525100887812753,140.830807086,97.9128878282,103.051583204,102.5625745,20650.0,30975,3,70,75,5,5,0,0,10,0,1,0,1,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1642,4648,0.14612164205140132,0.029770903593441096,0.13841725782067682,0.6856901965344807,140.830807086,92.9,102.646166772,100.291973712,19108.889395101585,34396,4,50,38,1,1,1,2,10,0,2,1,2,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1643,4649,0.011217494759503711,0.014503427567843181,0.15081298509999433,0.8234660925726588,103.06839777,92.9,102.643801653,99.4437598899,10697.575912151566,35302,4,70,45,1,1,4,2,10,1,0,1,1,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1644,4650,0.0,0.07256605937624068,0.09651947593630067,0.8309144646874587,121.949602428,92.9,101.819378428,101.29738798,15112.666666666666,22669,3,70,58,4,1,0,1,10,1,1,1,2,0.5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1645,4651,0.08116298116298117,0.014987714987714987,0.18181818181818182,0.7220311220311221,103.06839777,92.9,102.489099099,102.216901089,12210.0,12210,1,50,60,4,0,0,0,10,1,0,1,1,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
