v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,year,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_9,vag_10,vag_11,vag_12,vag_13,vag_14,vag_15,vag_16,elas_exp_1,elas_exp_2,elas_exp_3,elas_exp_4,elas_price_1_1,elas_price_1_2,elas_price_1_3,elas_price_1_4,elas_price_2_1,elas_price_2_2,elas_price_2_3,elas_price_2_4,elas_price_3_1,elas_price_3_2,elas_price_3_3,elas_price_3_4,elas_price_4_1,elas_price_4_2,elas_price_4_3,elas_price_4_4
4875,552,,.0179074,.1812378,.8008548,121.6767,94.19939,104.7341,100.6431,12322.67,18484,3,10,24,3,3,0,0,13,0,0,0,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.629724,-.3986263,1.309951,,,,,-.1562915,5.677506,-1.387302,-4.763965,.0327997,-.1842816,1.685193,-1.134808,-.0407423,-.1045758,-.5826155,-.5820613
4876,553,.0529675,.0095009,.1733915,.76414,132.6439,92.9,104.6012,101.928,22454,33681,3,43,27,1,1,0,2,13,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.244871,.7504252,-.5247747,1.332117,-.4447037,-.0440335,.1104517,-.8668089,-.3077656,11.6054,-2.367609,-9.681295,.0399195,-.2003722,1.749075,-1.063454,-.0437228,-.10821,-.6020129,-.5782346
4877,554,,.0198614,.0590669,.9210717,121.6767,92.9,104.5738,100.3607,10741.11,19334,4,20,32,1,1,1,2,13,1,1,1,2,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.7414431,-2.945596,1.248577,,,,,-.1426125,5.022646,-1.231807,-4.390001,.0895798,-.5529763,7.461829,-4.051889,-.0347775,-.0916286,-.5192893,-.6029249
4878,555,,.0323379,.2578587,.7098033,121.6767,92.9,104.3397,102.4924,11441.67,34325,4,71,61,5,1,3,4,13,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.8956625,.1530997,1.297727,,,,,-.0893063,2.701258,-.7310547,-2.776718,.0184603,-.1256956,.9536079,-.9993033,-.0442567,-.1194614,-.6816213,-.4524314
4879,556,.0684306,.0124968,.0934241,.8256485,110.7094,92.9,104.6268,102.1504,23206,23206,1,31,29,1,0,0,1,13,1,0,1,1,0,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.203736,.754791,-1.80952,1.304729,-.5695727,-.0334775,.091704,-.692471,-.2337608,8.580955,-1.831148,-7.271139,.0583498,-.3700012,4.113916,-1.992402,-.0387385,-.1003733,-.5585367,-.6071085
4880,557,,.0169712,.0477604,.9352685,132.6439,92.9,104.5311,101.5753,10783,10783,1,31,32,1,0,0,1,13,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.6099558,-3.845081,1.244954,,,,,-.1634496,6.043822,-1.486467,-5.004341,.1208092,-.6891446,9.444436,-5.029565,-.0348117,-.0898868,-.5094621,-.6108465
4881,558,,.0194519,.0848393,.8957087,121.6767,92.9,103.1981,101.753,10144.67,15217,2,50,40,1,0,1,1,13,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.6560823,-1.619298,1.245048,,,,,-.1433018,5.145362,-1.304169,-4.354217,.0576083,-.3817028,4.914813,-2.970946,-.0353614,-.0944648,-.5354136,-.5798397
4882,559,.0631607,.0445686,.2118225,.6804483,110.7094,92.9,104.4885,102.2853,10671.2,26678,4,50,52,1,1,2,2,13,1,0,1,1,0,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.161769,.8758096,-.0286056,1.313322,-.531693,-.0395781,.0558338,-.646417,-.0636982,1.6833,-.5550516,-1.940441,.0194771,-.1524464,1.382992,-1.221271,-.0453603,-.1246229,-.710649,-.432722
4883,560,.0546013,.0700842,.1821899,.6931247,132.6439,137.849,104.4438,100.8304,20668,41336,4,31,46,1,1,1,2,13,0,2,0,2,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1.240892,.9361618,-.3749199,1.34888,-.4610027,-.0546772,.0968256,-.8228346,-.0407229,.7102605,-.3426786,-1.26344,.0339897,-.1197891,1.671448,-1.209355,-.0472765,-.1371361,-.6751761,-.4895475
4884,561,.023211,.0086783,.1610304,.8070804,132.6439,92.9,105.0756,102.312,19358.67,29038,3,71,77,5,6,0,0,13,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.63245,.2566812,-.3999014,1.269115,.2659908,-.0982306,.2437015,-2.044429,-.3202286,12.77495,-2.903543,-9.808791,.0343091,-.2036819,2.116948,-1.547245,-.039811,-.1046536,-.5976878,-.5270234
4885,562,,.02673,.116122,.8571481,121.6767,92.9,105.3021,102.0963,8054.412,27385,4,71,38,1,6,5,1,13,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.838695,-.8700964,1.243733,,,,,-.1069958,3.476151,-.9012408,-3.306832,.0408057,-.2783184,3.359403,-2.251357,-.0365841,-.099099,-.5678964,-.540195
4886,564,.04437,.0128686,.067471,.8752905,110.7094,92.9,104.998,101.7203,22380,22380,1,31,38,1,0,0,1,13,1,0,1,1,0,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.301985,.6948369,-2.745927,1.27793,-.3356621,-.0526856,.124322,-1.038101,-.2247265,8.300152,-1.832437,-6.938155,.0765948,-.5028906,6.206308,-3.03355,-.0362767,-.0952964,-.5348529,-.6115329
4887,565,.0352796,.0181098,.1818902,.7647204,132.6439,92.9,104.1786,101.8476,20210,20210,1,20,37,1,0,0,1,13,0,1,1,1,1,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1.337911,.7067934,-.3422488,1.310611,-.1649558,-.0682763,.1308545,-1.235858,-.1557845,5.604571,-1.35036,-4.805647,.0341139,-.1847381,1.69623,-1.202995,-.0429487,-.109317,-.6153613,-.5430448
4888,566,,.0263069,.1243104,.8493827,132.6439,95.20613,104.3107,101.6169,26647,53294,4,43,47,1,1,1,2,13,0,2,0,2,1,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,.834139,-1.043973,1.28774,,,,,-.1085471,3.548922,-.908516,-3.366258,.0527032,-.2678278,2.903296,-1.64373,-.038949,-.0989247,-.5499114,-.6000032
4889,567,.0972904,.0526212,.1417632,.7083251,132.6439,92.9,104.3571,101.1461,10186,10186,1,50,31,1,0,0,1,13,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.088936,.8717657,-.6264808,1.322832,-.6960616,-.0264828,.0280249,-.3945429,-.0526199,1.271679,-.4805212,-1.610461,.0406825,-.2311762,2.524349,-1.706875,-.0459798,-.1188575,-.6735098,-.4845563
4890,568,.0437595,.1247336,.0489346,.7825723,132.6439,92.9,104.2495,101.3802,13140,13140,1,20,29,1,0,0,1,13,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.23683,.9560528,-3.943115,1.302857,-.3256187,-.0568424,.0865427,-.9411843,-.0225559,-.0411452,-.1967395,-.6956769,.1256202,-.6823253,9.063182,-4.561958,-.0419697,-.1069866,-.6027358,-.5512268
4891,569,,.0467273,.0479214,.9053513,132.6439,92.9,104.8013,102.4055,45783.33,68675,3,60,78,5,5,0,0,13,0,2,1,2,1,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,,.9265164,-4.295526,1.262135,,,,,-.0619218,1.561576,-.5013932,-1.924945,.1372503,-.7143851,9.119653,-4.245594,-.0363137,-.0921665,-.5193653,-.6143422
