v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,veh_tot,part_veh_essence,year,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_9,vag_10,vag_11,vag_12,vag_13,vag_14,vag_15,vag_16,elas_exp_1,elas_exp_2,elas_exp_3,elas_exp_4,elas_price_1_1,elas_price_1_2,elas_price_1_3,elas_price_1_4,elas_price_2_1,elas_price_2_2,elas_price_2_3,elas_price_2_4,elas_price_3_1,elas_price_3_2,elas_price_3_3,elas_price_3_4,elas_price_4_1,elas_price_4_2,elas_price_4_3,elas_price_4_4
8795,10190,.0378057,.0411422,.1530868,.7679652,99.6693,117.1972,107.6638,100.6247,15521.07,43459,4,50,49,1,1,3,2,15,1,0,0,1,0,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.299657,.8059158,-.5099505,1.296641,-.2173012,-.0734609,.1000631,-1.109394,-.0680898,1.909588,-.626863,-2.020822,.023922,-.1711268,2.290371,-1.632596,-.0396519,-.1181465,-.6272482,-.5116817
8796,10191,.0736599,.0405287,.1820285,.7037829,114.6551,95.83331,106.664,100.5625,13582.38,28523,4,50,34,1,1,2,2,15,1,1,0,2,.5,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.12855,.8023136,-.3099771,1.336746,-.5983644,-.0349859,.0407382,-.5360706,-.0681993,1.948888,-.6354619,-2.047703,.0274157,-.1765627,1.744054,-1.284622,-.0451998,-.120489,-.6773999,-.4937139
8797,914,,.0149076,.2664341,.7186583,116.6319,92.9,107.5224,102.0042,12611,12611,1,20,28,1,0,0,1,16,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.4665142,.1097979,1.32688,,,,,-.1855471,7.014604,-1.722379,-5.573704,.0188761,-.1252671,.8721871,-.8753497,-.0442788,-.1163524,-.6632214,-.503091
8798,915,,.0121558,.0811385,.9067056,133.3379,92.9,107.9165,102.9191,30109,30109,1,12,36,1,0,0,1,16,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.5940945,-2.213859,1.276123,,,,,-.2344522,8.842007,-1.954934,-7.247591,.0841104,-.4317469,4.947333,-2.384718,-.0367322,-.0908978,-.5133982,-.6351656
8799,916,,.0540906,.0482308,.8976786,116.6319,92.9,107.8078,102.308,17748,17748,1,41,79,5,0,0,0,16,0,0,1,0,.5,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,.8222332,-3.497715,1.236321,,,,,-.0502454,1.207234,-.4915069,-1.487858,.0917597,-.672543,9.562221,-5.482363,-.0347068,-.0943141,-.5437968,-.5635548
8800,917,,.0293999,.046416,.9241841,116.6319,92.9,107.7117,102.3148,23507.22,42313,4,60,41,1,1,1,2,16,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.8373629,-4.380724,1.260174,,,,,-.0973375,3.069121,-.8171507,-2.992253,.1167831,-.7344075,9.587188,-4.58745,-.0346252,-.0900821,-.5117472,-.623769
8801,918,.0346394,.0038877,.3321103,.6293627,99.92587,92.9,107.0126,102.3661,15262,22893,3,50,46,1,1,0,2,16,1,0,1,1,0,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.295892,-.976763,.3069809,1.361626,-.1451921,-.072005,.0981361,-1.177064,-.7218903,29.73526,-6.608283,-21.42972,.0112225,-.0991948,.5114334,-.7303025,-.0485105,-.133548,-.7621539,-.4174662
8802,919,.036747,.0084801,.1170065,.8377665,133.3379,92.9,108.5731,102.6383,21580,21580,1,20,29,1,0,0,1,16,0,1,1,1,1,2000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.36783,.3184094,-1.182972,1.295649,-.2000034,-.0622329,.1517224,-1.257795,-.3320813,13.10275,-2.861284,-10.2292,.0565147,-.2965406,3.166851,-1.742989,-.039622,-.0986055,-.5596548,-.5978526
8803,920,,.0481517,.1486339,.8032144,116.6319,92.9,109.7099,101.6191,15555,15555,1,70,81,5,0,0,0,16,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.8026555,-.4427903,1.261283,,,,,-.056504,1.479646,-.547753,-1.67829,.0295896,-.2171086,2.455569,-1.824582,-.0387568,-.1056032,-.6128144,-.5041978
8804,921,,.0149811,.1484744,.8365445,133.3379,92.9,109.8547,100.81,16954.67,25432,3,70,67,5,5,0,0,16,0,1,1,1,1,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,.3566645,-.4812124,1.258406,,,,,-.1785305,6.969697,-1.763242,-5.385747,.0367464,-.2185607,2.451757,-1.787736,-.0384917,-.101128,-.5864971,-.5324146
8805,922,,.0379218,.0756697,.8864084,116.6319,92.9,107.3988,101.7703,17246,17246,1,10,26,1,0,0,1,16,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.8314723,-2.317243,1.276439,,,,,-.0742751,2.152989,-.6504501,-2.259939,.072592,-.4503759,5.477559,-2.781663,-.0362845,-.0937712,-.530663,-.6157733
8806,923,,.0658934,.0358466,.8982601,116.6319,92.9,108.047,102.9183,14311,14311,1,41,41,1,0,0,1,16,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.8726063,-5.415439,1.253534,,,,,-.0417821,.8127025,-.3945856,-1.249053,.1326046,-.9265161,13.01898,-6.807868,-.0351273,-.0932579,-.5344793,-.5907198
8807,924,,.057745,.1471775,.7950775,116.6319,92.9,110.2459,101.926,20071,20071,1,10,51,1,0,0,1,16,0,0,1,0,.5,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,,.8743213,-.6103122,1.290707,,,,,-.0482424,1.069549,-.4376035,-1.458238,.0341207,-.2273537,2.417452,-1.613193,-.0398873,-.1052734,-.6066259,-.5390136
8808,925,.0148678,.0104003,.1533238,.8214082,116.6319,92.9,108.8737,102.557,18653.33,27980,3,10,27,1,1,0,2,16,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.798456,.467124,-.6530426,1.300851,.9843925,-.1599845,.3138281,-2.937586,-.273164,10.49987,-2.327423,-8.367266,.0358857,-.2247449,2.193661,-1.351261,-.0391579,-.1007593,-.5723395,-.5886604
8809,926,.0403864,.0099247,.1110156,.8386734,133.3379,92.9,109.4812,102.6999,42654.67,63982,2,10,49,1,0,1,1,16,0,1,1,1,1,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.455838,.5990379,-1.359132,1.295073,-.2763915,-.0506454,.1958655,-1.32515,-.2908232,11.05865,-2.349951,-9.018246,.0623626,-.315865,3.37,-1.756354,-.0396588,-.0984493,-.5600821,-.5969781
8810,927,,.0378924,.2393417,.7227659,116.6319,92.9,107.176,102.1358,8948.788,29531,4,70,42,7,1,4,1,16,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.8112795,.104001,1.289544,,,,,-.0735503,2.153966,-.6704476,-2.221434,.0183033,-.1347851,1.130146,-1.117414,-.0430236,-.1174093,-.6763247,-.4528448
8811,928,,.1318523,.1791691,.6889787,116.6319,92.9,106.4863,100.3842,3466,3466,1,50,38,1,0,0,1,16,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.8923378,-.0122387,1.281232,,,,,-.0197333,-.0957922,-.2141634,-.5627104,.0205637,-.1704453,1.918757,-1.756251,-.0447786,-.1245568,-.7180519,-.393916
8812,929,.0201154,.0133733,.23431,.7322013,99.92587,103.8967,107.7783,102.6685,24028,36042,3,50,61,5,4,0,0,16,1,0,0,1,0,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.761745,.3435508,-.0304428,1.320812,.4661484,-.1216078,.2964733,-2.402991,-.208628,7.939784,-1.95398,-6.120963,.0167675,-.1296704,1.116221,-.9727611,-.0418341,-.1184442,-.6496633,-.5108966
8813,930,,.0151265,.0450128,.9398606,116.6319,92.9,107.7752,101.1662,10908,10908,1,71,33,1,0,0,1,16,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.408577,-4.051782,1.241722,,,,,-.1807135,6.895607,-1.731898,-5.392173,.1061442,-.7264937,10.23673,-5.562878,-.0336589,-.0895679,-.513239,-.6053143
8814,931,,.0440761,.1256104,.8303136,116.6319,92.9,108.4111,101.3266,15564,15564,1,41,58,1,0,0,1,16,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.8058893,-.7839846,1.266006,,,,,-.0622561,1.710035,-.5902913,-1.863602,.0371539,-.2595235,3.045672,-2.038646,-.0378677,-.1016761,-.5854349,-.5410994
8815,932,,.0380813,.1638123,.7981064,116.6319,109.3775,107.4089,102.4024,14364,14364,1,60,84,5,0,0,0,16,0,0,0,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.7030771,-.3051952,1.265199,,,,,-.0703661,2.138873,-.7201261,-2.051582,.025981,-.1716542,2.108364,-1.657249,-.038908,-.1112853,-.6099158,-.5051262
8816,933,,.0908882,.0938694,.8152423,116.6319,103.8268,107.6099,101.8964,10063.08,13082,2,10,36,1,0,1,1,16,0,0,0,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.8908195,-1.421899,1.279138,,,,,-.0298233,.3149318,-.2943693,-.8816139,.0495756,-.3175331,4.372086,-2.681775,-.0386686,-.1067853,-.5895069,-.5442145
8817,934,.0244224,.015646,.1633297,.7966019,133.3379,92.9,106.6938,101.1544,17043.75,40905,4,20,42,1,1,3,2,16,0,1,1,1,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.590074,.7096967,-.4608676,1.287137,.2030613,-.0941903,.2209639,-1.920583,-.1815835,6.646641,-1.541249,-5.634216,.037178,-.2037126,2.053141,-1.425159,-.04094,-.1055317,-.6024973,-.5382524
8818,935,,.0584129,.0819888,.8595983,116.6319,92.9,107.7949,104.0855,15185,15185,1,50,41,1,0,0,1,16,0,0,1,0,.5,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,,.859267,-1.822962,1.266158,,,,,-.0472617,1.04485,-.4446354,-1.412327,.0577237,-.4088845,5.09665,-2.921876,-.036669,-.0971187,-.5557043,-.5767099
8819,936,,.0123412,.0902776,.8973811,133.3379,92.9,107.8282,100.4203,21183.33,44485,4,12,32,1,6,2,1,16,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.6424611,-1.806337,1.269769,,,,,-.2315591,8.695907,-1.920617,-7.187335,.0741997,-.376085,4.447604,-2.338051,-.0369518,-.093023,-.5286179,-.6112713
8820,937,,.0069801,.0415275,.9514924,116.6319,92.9,107.68,103.2219,36819,36819,1,12,66,5,0,0,0,16,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.1705565,-5.021291,1.24959,,,,,-.406959,16.1316,-3.514871,-12.38129,.1305067,-.8264806,10.79718,-5.078544,-.0335244,-.0874303,-.497189,-.631489
8821,938,,.032586,.1593549,.8080592,133.3379,104.4868,108.1518,103.3662,40467.33,60701,3,10,57,1,1,0,2,16,0,2,0,2,1,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,,.8161724,-.6322804,1.309378,,,,,-.0864299,2.672121,-.7509211,-2.651148,.0417746,-.1969486,2.033369,-1.245556,-.0410356,-.106294,-.5764284,-.5856701
8822,939,.0206975,.0892569,.0514371,.8386085,116.6319,94.9732,110.7303,101.3683,31700,57060,4,50,66,1,1,1,2,16,1,1,0,2,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.817576,.9388422,-3.916214,1.287873,.4184539,-.1065969,.313088,-2.443474,-.031861,.3401116,-.2718964,-.9753458,.1079253,-.6510921,8.639344,-4.177757,-.0382372,-.1000678,-.5700291,-.5796348
8823,940,.015401,.0359284,.1172778,.8313928,99.92587,93.47896,107.6893,104.0496,30690.67,46036,3,30,63,1,1,0,2,16,1,0,0,1,0,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.810525,.7667054,-1.099851,1.291276,.9192595,-.1538893,.3041627,-2.88053,-.0778751,2.324709,-.7231922,-2.290484,.0342924,-.2897103,3.194948,-1.839323,-.037025,-.0999586,-.5661289,-.5881994
8824,941,.0334724,.0681367,.2481625,.6502284,99.92587,94.29592,108.1917,101.2499,13424,20136,3,71,67,5,5,0,0,16,1,0,0,1,0,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.294928,.8179375,.1252382,1.337752,-.1152177,-.0757887,.0925257,-1.196783,-.0395633,.7508472,-.4079857,-1.121347,.0140139,-.1280097,1.059172,-1.070154,-.0467494,-.1307123,-.7479026,-.4124586
8825,942,.0678525,.0495408,.258959,.6236477,99.92587,95.32713,107.5914,101.7687,13718,34295,4,50,44,1,1,2,2,16,2,0,0,2,0,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.139812,.8214554,.1059334,1.370217,-.5633398,-.0378073,.043275,-.5820614,-.0560794,1.411412,-.529251,-1.647649,.0145378,-.1242791,.9422026,-.9382122,-.0490901,-.1358374,-.7691324,-.4162112
8826,943,.0578083,.0311895,.2509087,.6600936,133.3379,121.9144,107.3967,102.4714,17671.15,45945,4,50,37,1,1,3,2,16,0,2,0,2,1,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.208292,.7852891,.0226689,1.363398,-.4902027,-.0481787,.0766976,-.7469583,-.0891462,2.839394,-.8070258,-2.728951,.0239376,-.1034091,.9643362,-.907069,-.0495327,-.1378854,-.7152503,-.4608547
8827,944,,.0817851,.1905765,.7276384,116.6319,92.9,107.1137,101.6849,10442,10442,1,70,59,7,0,0,0,16,0,0,1,0,.5,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,.852458,-.0838806,1.289579,,,,,-.0324229,.4585249,-.3384013,-.9402495,.0220598,-.1669858,1.694922,-1.465784,-.0428407,-.1166257,-.671025,-.4591492
8828,945,,.0744843,.2487514,.6767644,133.3379,92.9,108.1143,101.4788,12280,18420,3,70,68,5,5,0,0,16,0,1,1,1,1,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,.8373113,.1692416,1.309621,,,,,-.0349495,.6014003,-.370557,-1.033377,.0203207,-.1283235,1.069403,-1.130203,-.0472773,-.1253388,-.7241928,-.4129261
8829,946,.0785855,.0317969,.1073901,.7822276,133.3379,92.9,106.6916,101.7181,22056.67,33085,3,50,27,1,1,0,2,16,0,1,1,1,1,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.128774,.8006626,-1.372519,1.320883,-.6244345,-.0314454,.0495497,-.5226409,-.0877051,2.760399,-.7751471,-2.698538,.0613519,-.3195494,3.536638,-1.905094,-.0425884,-.1058278,-.5962926,-.5762547
8830,947,.1048003,.067707,.2470246,.5804681,133.3379,92.9,107.0733,101.4101,8402.223,15124,4,71,33,1,1,1,2,16,0,1,1,1,1,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.048338,.8516187,.1290305,1.379231,-.7167473,-.0261446,.0082983,-.3139046,-.0393304,.7631308,-.3954954,-1.180091,.0213844,-.1304674,1.06617,-1.085726,-.0556525,-.145413,-.834648,-.3436353
8831,948,.0977052,.0601347,.1311682,.7109919,133.3379,92.9,106.1832,102.9632,10143.89,18259,4,50,39,1,6,1,1,16,0,1,1,1,1,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.072274,.8292474,-.6482517,1.30859,-.6968005,-.0269894,.0195363,-.3681534,-.0442269,.9847515,-.449566,-1.320352,.0399076,-.2481356,2.864584,-2.007533,-.0452877,-.1183811,-.6776234,-.4673723
8832,949,.0348569,.0525602,.0936114,.8189715,116.6319,92.9,106.7198,103.3615,12991.91,27283,4,43,41,1,1,2,2,16,1,1,1,2,.5,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.25707,.8512346,-1.409276,1.273995,-.1507507,-.0730178,.0804479,-1.113989,-.0526643,1.273015,-.4917053,-1.579988,.0491141,-.3526507,4.370243,-2.656916,-.0383796,-.1024612,-.5857054,-.5474907
8833,950,,.028554,.2621121,.7093339,99.92587,92.9,108.1855,102.3265,21363,42726,4,70,80,5,6,1,1,16,1,0,1,1,0,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,.7316789,.1319862,1.311438,,,,,-.0982685,3.184572,-.8984631,-2.919765,.0139457,-.1253493,.9268345,-.9471886,-.042813,-.1188838,-.6831526,-.4666488
8834,951,.0769888,.0563844,.2452443,.6213825,116.6319,94.14185,107.8583,102.4031,11139.52,23393,4,42,33,1,1,2,2,16,1,1,0,2,.5,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.103323,.8355249,.0589164,1.373545,-.6151658,-.0339207,.0289609,-.4833316,-.0483607,1.117969,-.4689204,-1.436337,.0195117,-.1335559,1.050142,-.9947723,-.0509932,-.135271,-.7701787,-.41717
8835,953,.0425435,.0465462,.321573,.5893373,99.92587,101.4117,107.2582,102.3055,11540,24234,4,71,37,1,1,2,2,16,2,0,0,2,0,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.193272,.7999099,.2866418,1.391096,-.3028213,-.0629599,.0560073,-.8836044,-.0595143,1.567503,-.5694302,-1.738534,.011327,-.0948012,.5627349,-.7658218,-.0518086,-.1465094,-.8117784,-.3810312
8836,954,.0397433,.1596862,.0582363,.7423342,99.92587,127.7004,108.4137,101.2682,21035,21035,1,10,45,1,0,0,1,16,1,0,0,1,0,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.274535,.9420657,-3.211346,1.328145,-.2553163,-.0723843,.0964859,-1.044017,-.0174159,-.2499029,-.1643462,-.510518,.0676482,-.4152888,7.506055,-3.944334,-.0414297,-.1249013,-.6371143,-.524852
8837,955,.0292771,.0872115,.2226779,.6608335,99.92587,92.9,108.6322,103.3296,9986.667,20972,4,42,39,1,4,2,1,16,2,0,1,2,0,2000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.280397,.8915762,.0270456,1.329738,.0130594,-.0881684,.0811508,-1.286781,-.0317383,.3689961,-.3040395,-.924872,.0150799,-.1462445,1.287273,-1.182895,-.0457748,-.1274837,-.7342018,-.4223397
8838,956,.0820783,.046762,.2137801,.6573795,99.92587,92.94058,107.2231,102.1189,11066.67,26560,4,50,34,1,1,3,2,16,1,0,0,1,0,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.110615,.817536,-.0776649,1.349626,-.6389052,-.0311097,.0337694,-.474475,-.0595653,1.554395,-.5582214,-1.75427,.0174769,-.1538505,1.351441,-1.137168,-.0465315,-.1277879,-.7291974,-.4461626
8839,957,.0695341,.0667549,.1014293,.7622817,116.6319,123.7943,107.0446,100.9833,17990.48,37780,4,10,46,1,1,2,2,16,1,1,0,2,.5,2000,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.163138,.8846399,-1.373496,1.311039,-.5752264,-.0408505,.0568652,-.6042459,-.0415835,.7940187,-.3843058,-1.252994,.0489998,-.2462028,3.8999,-2.327942,-.0416255,-.1206206,-.6235141,-.5253975
8840,958,.0230898,.08875,.2208468,.6673135,133.3379,92.9,107.013,101.4616,17179.33,25769,3,70,70,5,1,0,1,16,0,2,1,2,1,2000,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.459106,.8866192,.007923,1.327521,.2779863,-.1073068,.1517047,-1.782206,-.0300032,.3450684,-.3019377,-.8998725,.0244858,-.1468061,1.302133,-1.187305,-.0483329,-.1265905,-.7269815,-.4257167
8841,959,.0950225,.026063,.0821942,.7967204,99.92587,92.9,107.7258,102.2481,22970,34455,3,31,26,1,1,0,2,16,1,0,1,1,0,2000,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.110083,.7677499,-2.13257,1.317642,-.6885626,-.0258031,.0433816,-.439199,-.1094129,3.588373,-.9370828,-3.309875,.053854,-.4189072,4.914968,-2.416676,-.0391209,-.1038044,-.5847408,-.5900248
8842,960,,.0192036,.0717715,.9090249,133.3379,92.9,107.8355,103.3985,16524.67,24787,2,20,38,1,0,1,1,16,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.6426433,-2.307056,1.254802,,,,,-.1443279,5.223646,-1.313913,-4.408574,.0822458,-.4706809,5.931281,-3.234593,-.0358374,-.0917263,-.5246232,-.6026818
8843,961,.0442842,.0365864,.0316316,.8874978,133.3379,92.9,108.8347,101.2771,17387.69,22604,2,41,30,1,0,1,1,16,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.300942,.8380209,-6.822858,1.270478,-.3359581,-.0525977,.1137911,-1.026658,-.0766505,2.26845,-.6695169,-2.360698,.2023365,-1.072037,14.66454,-6.968106,-.0371859,-.0939062,-.5363821,-.6031016
8844,962,.0082958,.0286759,.104383,.8586453,99.92587,92.9,106.0573,103.0926,15309,15309,1,50,34,1,0,0,1,16,1,0,1,1,0,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2.334431,.7311898,-1.276915,1.272883,2.566628,-.2945054,.488059,-5.095351,-.0980123,3.166834,-.8954135,-2.904742,.0372658,-.3204736,3.744074,-2.183613,-.0357159,-.0973542,-.551535,-.588307
8845,963,,.02675,.1596574,.8135926,116.6319,92.9,108.1869,101.8221,14243,14243,1,71,60,1,0,0,1,16,0,0,1,0,.5,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.66285,-.3755209,1.267184,,,,,-.1021371,3.46438,-.9821258,-3.043297,.0282838,-.2034296,2.190346,-1.639208,-.0384943,-.1038569,-.5983662,-.5265323
8846,964,,.0376776,.0439778,.9183447,133.3379,92.9,109.8654,101.3457,8095,8095,1,31,34,1,0,0,1,16,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,,.7265275,-3.901737,1.238084,,,,,-.0704564,2.167886,-.7099853,-2.114404,.1202266,-.7356727,10.68367,-6.163333,-.0351169,-.0918723,-.5322927,-.5789085
8847,965,,.0117868,.1737449,.8144683,133.3379,92.9,107.8828,102.4327,25856.19,54298,4,12,32,1,1,2,2,16,0,1,1,1,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,,.7403706,-.4983948,1.303947,,,,,-.24667,9.157185,-1.947396,-7.704436,.0393268,-.2003228,1.787216,-1.127278,-.0408118,-.1015745,-.5747004,-.5869431
8848,966,.0338803,.0079493,.1594117,.7987587,133.3379,92.9,109.285,102.1181,23524,23524,1,50,80,5,0,0,0,16,0,1,1,1,1,2000,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.488879,.0223071,-.439359,1.276253,-.1345482,-.0642672,.1826199,-1.473284,-.3443373,14.02957,-3.225353,-10.48392,.0357076,-.208002,2.171697,-1.559309,-.0404086,-.105338,-.608636,-.521974
8849,967,.0344276,.0110996,.1405324,.8139403,133.3379,92.9,107.6395,103.4151,25311.91,53155,4,10,40,1,1,2,2,16,0,1,1,1,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.451537,.6664305,-.7984851,1.295971,-.147833,-.0638779,.1865022,-1.426753,-.2595586,9.782239,-2.116799,-8.0732,.0460597,-.246114,2.471807,-1.472669,-.0404575,-.101841,-.5784534,-.5752921
8850,968,.1069121,.0555556,.2305321,.6070002,133.3379,103.565,107.4861,102.3923,12613.33,34056,4,20,39,1,6,4,1,16,0,2,0,2,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.13473,.8776069,-.0140233,1.372587,-.7250507,-.023119,.0503694,-.4370328,-.0498687,1.153001,-.4550192,-1.525854,.024912,-.1314089,1.170035,-1.04924,-.0533244,-.1430733,-.7913815,-.3848812
8851,969,.0530764,.032315,.1753992,.7392094,133.3379,92.9,108.5448,102.1391,18876.67,39641,4,31,35,1,1,2,2,16,0,1,1,1,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.260867,.8584234,-.4061695,1.321114,-.4461675,-.043358,.0992966,-.870987,-.0880927,2.702214,-.7416382,-2.731293,.035966,-.1939285,1.821115,-1.256375,-.044449,-.1127163,-.6441011,-.5199494
8852,970,.0650864,.0057001,.3983779,.5308357,133.3379,92.9,107.3554,102.5564,22124.45,39824,4,41,47,1,6,1,1,16,0,1,1,1,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.224614,-.0508935,.3915485,1.440371,-.5486844,-.0347801,.0873139,-.7286987,-.4913723,19.97629,-4.341449,-15.09439,.015412,-.0849277,.2427915,-.5646033,-.0616263,-.1572417,-.8967689,-.3248513
8853,971,.0048656,.1305839,.3779425,.486608,116.6319,129.7706,108.195,100.7509,14386.67,21580,3,50,63,5,5,0,0,16,1,1,0,2,.5,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3.446853,.9108807,.4192794,1.450488,5.068034,-.59677,.8371432,-8.7621,-.020436,-.0827713,-.2106602,-.5971854,.0115288,-.062074,.3470166,-.7152441,-.0641447,-.191964,-.9980504,-.196608
8854,972,.1095941,.0109758,.1563995,.7230307,133.3379,94.86574,107.4793,102.6684,21272.17,48926,4,20,42,1,1,2,2,16,0,1,0,1,1,2000,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1.132244,.4770638,-.6009715,1.334201,-.7319549,-.0209895,.0523063,-.4317314,-.2561798,9.89629,-2.237465,-7.880553,.040859,-.2151425,2.136549,-1.36079,-.0455786,-.1156888,-.6524331,-.5205777
8855,973,.0404102,.0117123,.203974,.7439035,133.3379,92.9,107.0728,102.653,19068.33,34323,2,41,49,1,0,2,1,16,0,1,1,1,1,2000,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1.368504,.4979895,-.1586905,1.305592,-.273143,-.0558208,.1412611,-1.181164,-.2390867,9.208776,-2.117375,-7.351151,.0289654,-.1643081,1.442906,-1.148459,-.0436621,-.1126457,-.6441677,-.5051971
8856,974,.0395768,.0114236,.125753,.8232467,133.3379,92.9,107.2082,102.7444,32039,32039,1,60,79,5,0,0,0,16,0,1,1,1,1,2000,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1.456403,.3746738,-.8924537,1.275813,-.2604121,-.0530258,.1832485,-1.326586,-.2417906,9.461394,-2.223191,-7.371961,.0474535,-.2674109,2.95587,-1.842784,-.0394485,-.1017681,-.582229,-.5524406
