v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,indice_ess,indice_die,veh_tot,part_veh_essence,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_17,vag_18,vag_19,vag_20,vag_21,vag_22,mu_1,mu_2,mu_3,mu_4,ce_1_1,ce_1_2,ce_1_3,ce_1_4,ce_2_1,ce_2_2,ce_2_3,ce_2_4,ce_3_1,ce_3_2,ce_3_3,ce_3_4,ce_4_1,ce_4_2,ce_4_3,ce_4_4
2647,5973,.0717351,.0271159,.2505735,.6505755,147.5904,96.21,117.2855,108.9597,12292.91,22127.24,4,50,39,1,1,1,2,22,1,1,1,1.070919,.9436925,2,.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.7087221,.2171106,.8123174,1.137035,-.850834,.0392742,-.3138566,.4166942,.112941,1.892893,.3352001,-2.558145,-.0925331,.0313478,-.2713286,-.4798034,.0144847,-.1369797,-.2600166,-.7545238
2648,5974,.0339055,.0422233,.1707343,.7531369,147.5904,100.9837,115.6533,111.3151,23020.48,34530.72,3,20,57,5,1,0,1,22,1,1,0,1.070919,.9436925,2,.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.383732,.4972263,.7245528,1.118374,-.683934,.0842361,-.6674224,.8833883,.0729141,.8587554,.2125058,-1.641402,-.1355938,.0465172,.0679018,-.703378,.012422,-.1185453,-.2239579,-.7882929
2649,5975,,.08152,.214583,.7038971,147.5904,138.8862,116.7765,109.3724,16683.03,25024.54,3,30,54,7,6,0,0,22,1,1,0,1.070919,.9436925,2,.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,.7395884,.7808386,1.126655,,,,,.0377887,-.0304241,.1116911,-.8586441,-.1078669,.0427628,-.1489504,-.5667841,.0132799,-.1301616,-.2404142,-.7693589
2650,5976,.0790887,.0528103,.2796197,.5884813,138.2698,116.6023,117.4057,117.1309,16906.88,35504.44,4,50,34,1,1,2,2,22,2,0,0,1.070919,.9436925,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.7358049,.5980187,.8318133,1.151495,-.8645033,.0379021,-.2868519,.3776481,.0582949,.4888491,.1687984,-1.313961,-.0827937,.0295426,-.3484072,-.4301551,.0158984,-.1527404,-.286204,-.7284488
2651,6068,.0314961,.0367051,.1809768,.7508219,156.911,96.21,115.0137,111.225,16509.96,16509.96,1,31,27,1,0,0,1,22,0,1,1,1.070919,.9436925,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,.3365901,.4216406,.7401419,1.118739,-.6593421,.0882912,-.7202716,.9547324,.0842369,1.136114,.2428892,-1.88488,-.1277575,.0429489,.0067606,-.6620939,.0123862,-.1184833,-.2243273,-.7883146
2652,6069,.0331648,.0257416,.139705,.8013886,144.4836,96.21,115.7445,107.0979,18619.13,52133.56,4,20,45,1,1,3,2,22,2,1,1,1.070919,.9436925,3,.3333333,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.3699694,.1753127,.6633743,1.111247,-.677425,.0858005,-.6782982,.8999532,.1188801,2.048456,.3538422,-2.696491,-.1660035,.0566797,.307242,-.8612925,.0117711,-.1113518,-.2111848,-.8004813
2653,6070,,.0391453,.1702962,.7905585,138.2698,188.9246,117.1444,109.0342,16119.44,16119.44,1,50,57,1,0,0,1,22,1,0,0,1.070919,.9436925,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,.4576932,.7238442,1.112771,,,,,.0785999,1.032154,.2350207,-1.803468,-.1359668,.0605104,.0736054,-.7219933,.0118439,-.1185993,-.2145639,-.7914514
2654,6071,.1114619,.0736712,.073623,.7412438,147.5904,118.7936,116.4617,113.9643,9954.134,14931.2,5,42,25,1,0,0,2,22,1,1,0,1.070919,.9436925,2,.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,.8125382,.7118448,.3612283,1.120273,-.9037696,.0276151,-.2033034,.2669197,.0419226,.0683715,.1213618,-.9435006,-.3141513,.1146607,1.475544,-1.637282,.0125657,-.1217251,-.2273709,-.7837431
2655,6072,.2040724,.0391612,.1331093,.6236571,138.2698,209.1583,115.6411,110.9261,19151.63,38303.26,2,50,44,2,0,2,3,22,3,0,0,1.070919,.9436925,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,.8976106,.4579131,.6466941,1.14295,-.9474174,.0197889,-.1102373,.1402551,.0789866,1.03477,.2325692,-1.804239,-.1736792,.0796572,.3720044,-.9246767,.0149031,-.1512457,-.2713636,-.735244
2656,6073,,.0867359,.2070304,.7062337,147.5904,203.5575,116.1239,122.5322,21344.49,32016.74,3,30,62,5,5,0,0,22,1,1,0,1.070919,.9436925,2,.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,.7552483,.7728436,1.126236,,,,,.0361282,-.0838536,.1009596,-.8084826,-.1112339,.0488486,-.1216302,-.5888281,.0129203,-.132246,-.237548,-.769362
2657,6074,.0614551,.029399,.0590541,.8500918,138.2698,144.5361,114.7033,112.071,14104.78,25388.6,4,50,29,1,1,1,2,22,2,0,0,1.070919,.9436925,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.6599984,.2779096,.20364,1.104873,-.8255016,.0556657,-.3678035,.4776411,.104978,1.689091,.3060969,-2.378076,-.3917381,.1560175,2.088453,-2.056372,.0109678,-.1078602,-.1985447,-.8094362
2658,6075,.0855821,.0492578,.1787668,.6863933,138.2698,113.5769,115.2103,109.3399,14851.23,38613.2,4,50,40,1,1,3,2,22,2,0,0,1.070919,.9436925,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.7558503,.5690274,.7369294,1.129885,-.87492,.0359317,-.2633274,.3464653,.0622589,.5978249,.1840791,-1.41319,-.1296491,.0471849,.0210906,-.6755559,.0137029,-.1314341,-.2463141,-.7658393
2659,6076,.0354232,.0163492,.1055982,.8426294,138.2698,96.21,115.1441,111.5132,23242.75,55782.6,4,60,39,1,1,3,2,22,2,0,1,1.070919,.9436925,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.4101371,-.2984594,.5546485,1.105802,-.6978132,.0782384,-.6386116,.8480492,.1875661,3.795149,.5492867,-4.233543,-.2194864,.0734071,.7267779,-1.135347,.0111631,-.1055267,-.2002105,-.8112279
2660,6077,.0631756,.0368095,.1477089,.752306,156.911,103.0335,116.0938,112.2863,14778.8,14778.8,1,70,78,5,0,0,0,22,0,1,0,1.070919,.9436925,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.6692577,.4232804,.681615,1.118505,-.8301577,.0455237,-.3589069,.4742831,.0840115,1.132683,.2425209,-1.882496,-.1565245,.0540721,.2336865,-.812849,.012359,-.1187893,-.2239506,-.788124
2661,6078,.102653,.0632696,.1326768,.7014006,138.2698,129.7139,115.6302,117.186,20041.23,30061.85,3,20,59,1,1,0,2,22,1,0,0,1.070919,.9436925,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.7964517,.6644713,.6455424,1.127105,-.8954851,.0308561,-.2214384,.2896157,.0488589,.2454508,.1401781,-1.098959,-.1742775,.0651431,.3724918,-.9088998,.0132628,-.1291838,-.2398565,-.7713281
2662,6079,.126426,.0425472,.2465701,.5844567,156.911,96.21,115.2011,113.0506,13161.85,19742.78,3,50,55,1,7,0,1,22,0,2,1,1.070919,.9436925,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.8347266,.5010541,.8092701,1.152538,-.9151009,.0217685,-.1798089,.2384147,.0727671,.8421215,.2084224,-1.624365,-.0937342,.0312613,-.2614875,-.4853097,.0158824,-.1519998,-.2878407,-.7285799
2663,6080,.0604199,.1262896,.1399397,.6733509,138.2698,138.1728,114.8397,111.2827,18750.56,28125.84,3,50,62,5,5,0,0,22,1,0,0,1.070919,.9436925,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.6541726,.8319042,.6639388,1.1324,-.8225867,.0556232,-.3737442,.486535,.0244015,-.3744892,.0714322,-.5532486,-.165385,.0648707,.3036679,-.8670924,.0138753,-.1357898,-.250797,-.7596889
2664,6081,,.030368,.1691571,.8004749,138.2698,96.21,115.0765,116.4265,15975.88,28756.58,4,50,30,1,6,1,1,22,1,0,1,1.070919,.9436925,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,.3009502,.7219845,1.111374,,,,,.1014267,1.578993,.2909776,-2.272347,-.136839,.044805,.0760742,-.7060248,.0116798,-.1106753,-.2099986,-.8023797
2665,6082,,.0504865,.2622232,.6872903,156.911,185.5697,116.1353,115.1143,18354.75,27532.12,3,42,60,1,1,0,2,22,0,1,0,1.070919,.9436925,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,.5795162,.8206555,1.129715,,,,,.0618598,.5732082,.1766366,-1.391221,-.0879103,.0382543,-.3051498,-.4658496,.0133407,-.1356649,-.2450788,-.7623121
2666,6083,.0645991,.0845119,.2024609,.648428,138.2698,119.6457,115.3062,112.4551,14757.68,22136.52,3,31,53,1,1,0,2,22,2,0,0,1.070919,.9436925,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.676546,.7488077,.7677166,1.137489,-.8341358,.0481363,-.3501257,.4595792,.0364087,-.0682938,.1063083,-.8232308,-.1143643,.0420458,-.0993161,-.5960821,.014439,-.1393562,-.2601982,-.7523739
2667,6084,.0893535,.1046467,.1129652,.6930345,138.2698,96.21,114.9112,117.3311,7274.475,11639.16,2,50,35,4,0,2,1,22,1,0,1,1.070919,.9436925,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,.7661552,.7971389,.5836922,1.12864,-.8800169,.0300029,-.2550959,.3389546,.0294639,-.251723,.0841461,-.6590258,-.2048443,.0668149,.6107384,-1.056401,.0134713,-.1277474,-.2423678,-.771996
2668,6270,,.0829566,.1889164,.728127,138.2698,168.3985,116.4725,114.5394,10982.99,19769.38,4,42,46,1,4,1,2,22,1,0,0,1.070919,.9436925,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,.744098,.7510629,1.12244,,,,,.0372553,-.0444341,.1085227,-.8454419,-.1224041,.0512775,-.0345257,-.6454106,.01278,-.1271606,-.2318234,-.7762362
2669,6271,,.1063737,.1165834,.7770429,156.911,101.198,115.7496,109.0929,17673.53,26510.3,3,50,67,5,6,0,0,22,0,1,0,1.070919,.9436925,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,.8004324,.5966123,1.114732,,,,,.0289965,-.2617997,.0846896,-.6523189,-.1984646,.0689293,.5646091,-1.031686,.0120085,-.1151274,-.2172626,-.7943507
2670,6272,,.0671682,.1720392,.7607926,156.911,108.8412,116.0793,113.3064,14292.48,21438.72,3,41,65,5,6,0,0,22,0,2,0,1.070919,.9436925,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,.6839464,.726642,1.117183,,,,,.0461146,.1698517,.1325553,-1.032468,-.1343238,.0473759,.0589112,-.6986053,.0121935,-.1178718,-.2213223,-.7901823
2671,6273,.0912147,.0170047,.230277,.6615036,156.911,104.4593,115.276,120.4883,12114.28,12114.28,1,30,27,1,0,0,1,22,0,1,0,1.070919,.9436925,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,.7709267,-.2484031,.7957751,1.134772,-.882085,.0303914,-.2513477,.3321147,.1833909,3.610335,.509894,-4.055216,-.1001501,.033669,-.2111314,-.5181627,.0138898,-.1344253,-.2530633,-.7611728
2672,6274,,.1155413,.2567392,.6277195,138.2698,111.0097,117.494,112.7971,13363.19,20044.78,3,50,69,5,5,0,0,22,1,0,0,1.070919,.9436925,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,.816267,.8168246,1.142025,,,,,.0265241,-.3196037,.0781983,-.6013857,-.0902925,.032066,-.2892949,-.4693032,.0149979,-.1431079,-.2691221,-.744793
2673,6275,.0625255,.0433198,.1448807,.749274,156.911,189.1767,117.0612,106.9327,37627.09,56440.64,3,60,57,1,1,0,2,22,0,2,0,1.070919,.9436925,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,.6658188,.5099533,.6753999,1.118984,-.8283224,.0631317,-.3584672,.4578391,.0714874,.8372976,.2121906,-1.630929,-.1595126,.071771,.2618208,-.849479,.0123843,-.1253707,-.2263421,-.7796559
2674,6276,,.1043464,.136931,.7587226,147.5904,96.21,113.018,113.0744,8682.62,8682.62,1,71,59,1,0,0,1,22,0,0,1,1.070919,.9436925,0,.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,.796555,.6565548,1.117503,,,,,.0296535,-.2489246,.0846181,-.661902,-.1688153,.0562091,.3292132,-.8731619,.0122444,-.1170597,-.2215171,-.7911703
2675,6277,.0798056,.0619163,.1711459,.6871322,156.911,206.6189,116.8597,109.7793,17442.89,26164.34,3,60,86,5,5,0,0,22,0,2,0,1.070919,.9436925,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,.738178,.6571381,.7252152,1.129745,-.8653411,.0506634,-.2818623,.3583619,.0502182,.2870411,.1471329,-1.14153,-.1348709,.0620175,.0671101,-.7194719,.0134279,-.1373042,-.2463096,-.759559
2676,6278,,.0842767,.2930008,.6227225,156.911,111.2543,116.2446,114.4374,18012.1,18012.1,1,60,50,1,0,0,1,22,0,1,0,1.070919,.9436925,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,.7481065,.8394943,1.143165,,,,,.0367903,-.0674155,.1053527,-.8228341,-.0788462,.0279558,-.3784336,-.4101703,.0148758,-.1441298,-.2702272,-.7436836
2677,6279,.0657751,.0282332,.0800381,.8259537,138.2698,96.21,113.6057,107.2305,18890.31,34002.56,2,20,52,1,0,2,1,22,1,0,1,1.070919,.9436925,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,.6823286,.2480918,.4124261,1.107938,-.8373266,.0431688,-.3427458,.4545749,.1084504,1.779208,.3208706,-2.45662,-.289708,.0987611,1.280403,-1.501883,.0114122,-.1080084,-.2046534,-.8066885
2678,6280,,.0225529,.167911,.8095361,147.5904,96.21,115.8996,111.9758,11824.06,21283.3,4,20,47,1,1,1,2,22,0,0,1,1.070919,.9436925,0,.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,.0587128,.7199213,1.110127,,,,,.1364531,2.475947,.3970789,-3.068192,-.1378904,.0461111,.0856284,-.7137704,.0115631,-.1098192,-.2082647,-.8036063
2679,6281,.0277677,.0366168,.0682976,.867318,138.2698,108.336,113.9148,97.66905,21847.92,32771.88,5,20,24,3,0,0,1,22,1,0,0,1.070919,.9436925,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,.2475126,.4202449,.3114208,1.10279,-.6155701,.1151636,-.8001286,1.053022,.0829233,1.152838,.2564616,-1.912468,-.3403371,.1275492,1.683166,-1.781799,.0109914,-.1046203,-.1964986,-.8126628
2680,6282,,.0935837,.2611814,.6452349,147.5904,198.8215,116.6254,114.3257,11818.3,11818.3,1,60,69,5,0,0,0,22,0,0,0,1.070919,.9436925,0,.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,.7731575,.8199401,1.13817,,,,,.0332217,-.1499619,.0961489,-.7525663,-.0883804,.0394581,-.3016979,-.46932,.0143019,-.145314,-.2615747,-.7455829
2681,6283,.0482754,.0193102,.3062679,.6261466,138.2698,96.21,116.2212,107.2357,13464.42,13464.42,1,50,44,1,0,0,1,22,1,0,1,1.070919,.9436925,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,.5671738,-.099357,.8464472,1.142382,-.7786124,.0588717,-.4652686,.6178355,.157918,3.063588,.4735139,-3.595663,-.0758007,.0258289,-.4034433,-.3930321,.0151376,-.1424924,-.2705258,-.7445012
2682,6284,,.0257843,.3892857,.58493,138.2698,96.21,117.963,109.5536,11038.32,14349.82,2,71,39,4,0,1,1,22,1,0,1,1.070919,.9436925,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,,.176679,.8791934,1.152415,,,,,.1182049,2.04184,.3540366,-2.690761,-.0596447,.0201113,-.5307486,-.3089113,.0162156,-.1522688,-.2894801,-.7268814
2683,6285,,.0542515,.1168874,.8288611,138.2698,165.9893,116.9195,112.614,30358.62,30358.62,1,50,60,5,0,0,0,22,1,0,0,1.070919,.9436925,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,.6086973,.5976616,1.10756,,,,,.0568223,.4613028,.1672012,-1.294024,-.197982,.0830156,.5617176,-1.044413,.0112668,-.1117437,-.2039949,-.8030878
2684,6286,.0598727,.04452,.11453,.7810773,147.5904,97.40768,115.8507,110.1846,24957.57,44923.62,4,20,33,1,1,1,2,22,1,1,0,1.070919,.9436925,2,.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,.6510122,.5231639,.58938,1.11414,-.8211046,.0470338,-.3773717,.5004303,.0690291,.7619509,.2023414,-1.556485,-.2022413,.0685585,.5926512,-1.048348,.0120072,-.1140862,-.2161377,-.7959231
2685,6287,,.1158097,.1226769,.7615135,138.2698,96.21,113.0227,115.9349,8740.357,8740.357,1,50,36,4,0,0,1,22,1,0,1,1.070919,.9436925,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,,.8166928,.6166492,1.117072,,,,,.0266706,-.3236804,.0758434,-.5955263,-.18853,.0618795,.4828233,-.9728219,.01223,-.1163679,-.2204504,-.7924837
2686,6288,,.0869134,.0902311,.8228554,138.2698,110.4544,117.2172,108.3134,15279.57,22919.36,3,50,67,5,5,0,0,22,1,0,0,1.070919,.9436925,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,,.7557483,.478802,1.108345,,,,,.0351299,-.094748,.1053825,-.8015128,-.257193,.0928269,1.02525,-1.339686,.0114992,-.1095007,-.2059341,-.804409
2687,6289,,.0285604,.1461627,.8252769,147.5904,96.21,116.0343,116.4246,12604.86,12604.86,1,60,52,1,0,0,1,22,0,0,1,1.070919,.9436925,0,.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,.2567072,.6782469,1.108027,,,,,.108148,1.742344,.3092205,-2.41642,-.1582359,.0519085,.2452882,-.8172076,.0112849,-.1073675,-.2036624,-.8082817
2688,6290,.0654621,.0429958,.1864069,.7051352,156.911,96.21,114.5683,113.3348,15489.88,15489.88,1,30,30,1,0,0,1,22,0,1,1,1.070919,.9436925,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,.6808099,.50626,.7477116,1.126432,-.8359785,.041963,-.3476942,.4608998,.0720961,.8227801,.2055795,-1.606716,-.123942,.0412891,-.0234723,-.6415864,.0131416,-.1259552,-.2384078,-.7752109
2689,6291,.0492919,.0341912,.2384846,.6780322,156.911,102.9804,116.3719,120.0946,14682.12,29364.24,4,71,49,1,4,1,3,22,0,2,0,1.070919,.9436925,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,.5761,.3791174,.8028037,1.131486,-.7819335,.0559118,-.464236,.6141577,.0910101,1.292431,.2548843,-2.017443,-.0967661,.0323579,-.2378703,-.5005252,.0135931,-.1310468,-.2471681,-.7668644
2690,6292,.0254715,.0373463,.078074,.8591081,138.2698,96.21,116.7809,108.2377,16842.35,33684.69,4,31,50,1,6,1,1,22,1,0,1,1.070919,.9436925,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,.1796777,.4315709,.3976449,1.103773,-.5804023,.1109516,-.8823014,1.172074,.0816584,1.100669,.2444923,-1.85839,-.2973437,.1008613,1.339804,-1.540967,.0110317,-.103774,-.197106,-.8139244
2691,6293,.041518,.0451114,.304994,.6083766,138.2698,208.8609,116.3233,109.8811,20615.62,30923.43,3,50,62,5,5,0,0,22,2,0,0,1.070919,.9436925,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,.4967283,.5294152,.8458058,1.146541,-.7416888,.0976343,-.5405943,.6879205,.0684309,.766723,.2030638,-1.567633,-.0758442,.0348773,-.400829,-.4040099,.0153202,-.1551512,-.278544,-.7281657
2692,6303,,.0632014,.1383055,.7984931,138.2698,96.21,115.6065,112.3668,24050.1,24050.1,1,50,58,4,0,0,1,22,1,0,1,1.070919,.9436925,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,,.6641095,.6599679,1.11165,,,,,.0485226,.2402178,.1419305,-1.09478,-.1675787,.0558347,.3182561,-.86648,.0117794,-.1112898,-.2112235,-.8009163
2693,6364,,.0558167,.2253862,.7187971,156.911,109.5737,116.8868,109.9748,14547.61,14547.61,1,50,26,1,0,0,1,22,0,1,0,1.070919,.9436925,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,.6196705,.7913435,1.124029,,,,,.0552651,.4089425,.1617476,-1.245626,-.1026555,.0368086,-.190498,-.5349985,.0129801,-.1251425,-.2349817,-.7768852
2694,6365,,.0222861,.153141,.8245729,147.5904,125.3836,116.2415,115.9548,10454.94,10454.94,1,60,75,5,0,0,0,22,0,0,0,1.070919,.9436925,0,.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,.047445,.6929085,1.108119,,,,,.1389645,2.534288,.3986081,-3.119306,-.1509064,.0559525,.1892945,-.7872491,.0112526,-.1097157,-.2041009,-.8055549
2695,6366,,.0373501,.1160166,.8466334,147.5904,100.2376,116.2863,112.4667,17874.14,44685.34,4,60,49,1,1,2,2,22,1,1,0,1.070919,.9436925,2,.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,.4316274,.5946416,1.105302,,,,,.0824242,1.100469,.2398451,-1.854365,-.1995473,.0678814,.5712882,-1.034264,.0110508,-.1053046,-.1991538,-.8118941
2696,6367,,.1106034,.1282065,.7611901,156.911,206.8994,116.9016,108.7839,16979.59,25469.38,3,20,85,5,5,0,0,22,0,1,0,1.070919,.9436925,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,.8080642,.6331832,1.117122,,,,,.0280858,-.2793388,.0826501,-.6394613,-.1800933,.083112,.4250543,-.9612562,.0121377,-.1240488,-.2225191,-.7826915
2697,6368,.0494103,.0760158,.2303753,.6441986,156.911,186.2623,116.0638,112.6814,14032.17,21048.26,3,50,59,7,5,0,0,22,0,1,0,1.070919,.9436925,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.5771152,.7207323,.7958623,1.138392,-.7823511,.077477,-.4577186,.5854774,.0410047,.0454456,.1182146,-.9253972,-.1001218,.0439717,-.2084336,-.5312786,.0142728,-.1450306,-.2619185,-.7457156
2698,6370,.0625276,.0322146,.0814022,.8238556,156.911,117.2621,116.4517,109.8487,17880.1,17880.1,1,31,33,1,0,0,1,22,0,1,0,1.070919,.9436925,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,.66583,.3410205,.4222726,1.108213,-.82845,.0499738,-.3610639,.47371,.095891,1.444722,.2801941,-2.161828,-.2841131,.1049946,1.241294,-1.484449,.0113026,-.109761,-.2050071,-.8047475
2699,6371,,.0806159,.1991422,.7202418,147.5904,96.21,114.8211,116.7887,12404.5,12404.5,1,70,82,5,0,0,0,22,0,0,1,1.070919,.9436925,0,.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,.736668,.7638457,1.12378,,,,,.0383979,-.0285344,.108938,-.8554693,-.1160642,.038022,-.0865556,-.5992479,.0128914,-.1229849,-.2330754,-.7806115
2700,6465,.1176282,.1948159,.10044,.5871159,156.911,147.2505,118.2038,111.0081,10830.74,10830.74,1,71,77,5,0,0,0,22,0,1,0,1.070919,.9436925,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.8223652,.8910317,.5317774,1.151847,-.9087755,.0295549,-.1915248,.2483802,.0158771,-.5939085,.0465817,-.359582,-.2301726,.0929756,.8175403,-1.212121,.0158314,-.1565756,-.288018,-.7230849
2701,6466,.0617508,.2150976,.1227811,.6003705,138.2698,214.0386,117.3304,113.3202,22736.56,22736.56,1,50,36,1,0,0,1,22,1,0,0,1.070919,.9436925,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.661626,.9013065,.6169745,1.148495,-.8262339,.0654162,-.3645253,.463717,.0143782,-.6295399,.0422792,-.3284239,-.1882976,.0863786,.4871716,-1.002227,.0154846,-.15712,-.2817943,-.7250651
2702,6467,.0338515,.4030016,.1276684,.4354786,138.2698,220.42,115.7239,116.4673,14337.15,21505.72,3,70,62,5,7,0,0,22,2,0,0,1.070919,.9436925,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.3827489,.9473234,.631637,1.204722,-.6825228,.1192488,-.6689616,.8494867,.0077168,-.802278,.0222242,-.1749863,-.1807919,.0830234,.4278507,-.9617192,.0211824,-.2165858,-.3871658,-.6221524
2703,6468,,.073811,.2665685,.6596205,156.911,171.3812,115.9882,107.5285,16149.35,24224.02,3,41,74,5,5,0,0,22,0,1,0,1.070919,.9436925,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,.7123905,.823579,1.135156,,,,,.0419949,.0759616,.123662,-.9540091,-.0866718,.0375649,-.3147325,-.4597397,.0140493,-.1413054,-.2566954,-.7512048
2704,6469,.0204568,.0472079,.1664056,.7659297,147.5904,96.21,117.125,110.0625,12709.73,25419.46,4,42,47,4,1,1,2,22,1,1,1,1.070919,.9436925,2,.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-.021415,.5503138,.7173875,1.116397,-.4767391,.1368391,-1.102429,1.463744,.064954,.6612687,.1917273,-1.468264,-.1392851,.0469593,.0967245,-.7217862,.0122821,-.1162491,-.2206469,-.7917832
2705,6470,.0470386,.0771433,.1737231,.702095,156.911,186.7881,116.9737,112.5318,18424.57,27636.86,3,33,60,1,1,0,2,22,0,2,0,1.070919,.9436925,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,.5557938,.7248142,.7292916,1.12698,-.7714733,.0815503,-.4800903,.6142196,.0403459,.0302683,.116924,-.9123524,-.1328307,.0584129,.0501317,-.7050055,.0131232,-.1331188,-.2405219,-.7664624
2706,6471,,.083161,.2114973,.7053417,147.5904,124.5943,114.462,118.1539,4846.02,4846.02,1,50,68,5,0,0,0,22,0,0,0,1.070919,.9436925,0,.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,.7447272,.7776411,1.126395,,,,,.037409,-.05341,.1053804,-.8341066,-.1091218,.0400306,-.140111,-.5684389,.0130714,-.1279873,-.2378884,-.7735911
2707,6472,.1348934,.0049453,.2172673,.642894,138.2698,161.57,117.4903,113.8431,17086.83,34173.66,4,42,56,1,1,1,2,22,2,0,0,1.070919,.9436925,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.8451009,-3.292687,.7835464,1.138673,-.9205304,.0265118,-.1671922,.2161098,.6232735,15.01803,1.83002,-14.17864,-.1065162,.0440152,-.1600261,-.5610193,.0145285,-.1436532,-.2628674,-.7466807
2708,6474,,.0979426,.4557422,.4463153,147.5904,149.7365,117.1888,113.9462,12636.15,18954.22,3,70,79,5,5,0,0,22,0,0,0,1.070919,.9436925,0,.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,.7832531,.8968095,1.199751,,,,,.0315916,-.192486,.0918143,-.714173,-.0507221,.0203785,-.5998363,-.2666295,.0208159,-.2057539,-.3781055,-.6367075
