v1,ident_men,w1,w2,w3,w4,p1,p2,p3,p4,depenses_par_uc,depenses_tot,typmen,dip14pr,agepr,situapr,situacj,nenfants,nactifs,vag,veh_diesel,veh_essence,elect_only,indice_ess,indice_die,veh_tot,part_veh_essence,rural,villes_petites,villes_moyennes,villes_grandes,agglo_paris,proprietaire,accedant,locataire,sous_loc,loge_gratuit,vag_17,vag_18,vag_19,vag_20,vag_21,vag_22,mu_1,mu_2,mu_3,mu_4,ce_1_1,ce_1_2,ce_1_3,ce_1_4,ce_2_1,ce_2_2,ce_2_3,ce_2_4,ce_3_1,ce_3_2,ce_3_3,ce_3_4,ce_4_1,ce_4_2,ce_4_3,ce_4_4
4545,8342,.0797522,.069041,.2292213,.6219856,153.7943,138.6381,115.3908,113.0542,15208.36,15208.36,1,50,46,1,0,0,1,19,0,1,0,1.069502,.9448178,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,.7380028,.6925195,.7948346,1.143334,-.865298,.0419153,-.284284,.369664,.0449806,.143919,.1293289,-1.010748,-.100737,.0394277,-.205001,-.5285242,.0148601,-.1468809,-.2708864,-.7404272
4546,8366,,.0125617,.0392546,.9481837,153.7943,96.2,114.1785,111.6373,12577.9,12577.9,1,41,54,1,0,0,1,19,0,1,1,1.069502,.9448178,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,-.6899564,-.1980338,1.094024,,,,,.2462249,5.241009,.7074685,-5.504746,-.5889445,.197528,3.639912,-3.050462,.0098032,-.0937836,-.177509,-.8325345
4547,8367,.0494321,.0430161,.1840235,.7235283,144.8296,96.2,113.1365,108.5281,17534.97,36823.44,4,41,41,1,1,2,2,19,1,1,1,1.069502,.9448178,2,.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,.577302,.5064927,.7444441,1.123218,-.7832393,.0570318,-.4576631,.6065686,.0715366,.823627,.2087312,-1.610388,-.1258193,.0427071,-.0091428,-.6521891,.0129388,-.1231792,-.2331583,-.7798196
4548,8368,,.1248091,.134669,.7405219,144.8296,168.0237,114.9516,113.5129,12178.6,12178.6,1,71,79,5,0,0,0,19,0,0,0,1.069502,.9448178,0,.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,.8299102,.650786,1.120391,,,,,.0248724,-.3647635,.0717714,-.5617905,-.1714852,.0721441,.3536474,-.9050922,.0124883,-.1251049,-.2276881,-.7800859
4549,8369,.095328,.0214841,.1333265,.7498614,153.7943,96.2,115.3072,110.7497,12766.94,26810.58,4,20,27,3,6,2,0,19,0,1,1,1.069502,.9448178,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,.7808111,.0118835,.6472696,1.118891,-.8875175,.0292442,-.2376191,.3150812,.1436021,2.64984,.4165802,-3.221906,-.1735301,.0584162,.3671469,-.8993027,.01244,-.1186747,-.2248081,-.7878483
4550,8370,.135408,.0656053,.0326969,.7662898,153.7943,99.2455,114.3171,114.7522,12864.82,12864.82,1,12,28,1,0,0,1,19,0,1,0,1.069502,.9448178,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.8456897,.676417,-.4383096,1.116342,-.9206889,.0204873,-.1683395,.2228514,.0472832,.1950185,.1342087,-1.052927,-.7064509,.2372613,4.564915,-3.657415,.0120808,-.1160545,-.2191937,-.7931749
4551,8371,,.0069586,.1769371,.8161043,153.7943,96.2,113.2222,109.4243,15520.32,23280.48,3,42,76,5,5,0,0,19,0,1,1,1.069502,.9448178,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,-2.050713,.7342089,1.109241,,,,,.4442647,10.27133,1.282095,-9.946978,-.1306802,.0442625,.0298257,-.677617,.0113977,-.1091424,-.2064153,-.8050808
4552,8372,,.0097019,.3390326,.6512656,144.8296,96.2,116.3864,113.2081,16079.34,16079.34,1,70,80,5,0,0,0,19,0,0,1,1.069502,.9448178,0,.5,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,,-1.188104,.8612868,1.13689,,,,,.3169133,7.078065,.9220071,-7.128881,-.0683103,.0227055,-.4623919,-.35329,.014391,-.1363775,-.2588123,-.7560914
4553,8489,.1624013,.0848462,.1075801,.6451723,153.7943,97.04832,115.4704,110.5788,16011.32,16011.32,1,50,53,1,0,0,1,19,0,1,0,1.069502,.9448178,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,.8713382,.7497973,.5628534,1.138183,-.9339793,.0172715,-.1394111,.1847806,.0363511,-.0756126,.1056173,-.8161531,-.2150784,.0727548,.6945704,-1.1151,.0144644,-.1380448,-.2613609,-.7532418
4554,8490,.0592064,.03461,.1362356,.769948,141.8413,96.2,115.9164,113.6348,23253.42,58133.56,4,31,45,1,4,2,2,19,2,1,1,1.069502,.9448178,3,.3333333,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,.6470847,.3866288,.6548017,1.11579,-.8190806,.0462719,-.3829319,.5086559,.0888133,1.264215,.2579964,-1.997654,-.1700088,.0563725,.3376186,-.8787839,.0121772,-.1153116,-.218831,-.7938242
4555,8491,.0221519,.0549003,.094914,.8280338,135.8648,112.6994,113.1165,110.3952,33615.13,50422.7,3,50,72,5,5,0,0,19,2,0,0,1.069502,.9448178,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.0567479,.6133216,.5045168,1.107667,-.5163564,.1373527,-1.02139,1.343645,.0560271,.4330034,.1635012,-1.265853,-.2439751,.0881006,.9210594,-1.269702,.0113125,-.1087841,-.2037186,-.8064767
4556,8492,,.0158105,.0588806,.9253089,153.7943,96.2,112.5588,106.7179,51990.65,77985.98,3,20,57,1,1,0,2,19,0,2,1,1.069502,.9448178,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,-.3426966,.2012936,1.096348,,,,,.1952493,3.963614,.5681105,-4.384278,-.3928642,.1346837,2.09692,-2.040033,.0100729,-.0964634,-.1823289,-.8276288
4557,8493,,.0560836,.1070637,.8368527,153.7943,96.2,112.545,110.9525,18543.73,27815.6,3,70,81,5,5,0,0,19,0,1,1,1.069502,.9448178,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,.6214805,.5607445,1.106532,,,,,.0552572,.3980395,.157866,-1.232643,-.2158102,.0726168,.7005201,-1.118071,.0110772,-.1063071,-.2009568,-.8103457
4558,8500,.0238517,.0098539,.1060662,.8602282,153.7943,96.2,114.4313,114.2302,42149.29,63223.94,3,20,77,5,5,0,0,19,0,2,1,1.069502,.9448178,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,.123969,-1.154358,.5566136,1.103637,-.5498765,.1145375,-.9550595,1.26643,.3144808,6.951867,.8950533,-7.007043,-.2178434,.0722442,.7158033,-1.126818,.0107771,-.1031717,-.1953302,-.8159127
4559,8501,,.059191,.060987,.879822,135.8648,96.2,117.4369,108.8858,15560.68,29565.3,2,20,42,1,0,3,1,19,1,0,1,1.069502,.9448178,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,.6413518,.2288805,1.101329,,,,,.0514412,.3252238,.1544441,-1.172461,-.3808258,.1287219,1.99575,-1.972527,.0107948,-.1012785,-.192517,-.8183288
4560,8597,.0256193,.02352,.039075,.9117857,135.8648,96.2,110.9368,113.1544,23341.8,46683.6,4,20,47,1,1,1,2,19,1,0,1,1.069502,.9448178,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,.184409,.0974185,-.2035403,1.097777,-.5813516,.1069593,-.8897862,1.17977,.1312891,2.331842,.3743028,-2.934852,-.5919396,.1965799,3.65651,-3.05761,.010218,-.0973766,-.1842109,-.8264077
4561,8598,.0467232,.0052039,.0440566,.9040164,153.7943,96.2,111.7502,112.1031,20400.14,20400.14,1,41,21,3,0,0,0,19,0,1,1,1.069502,.9448178,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.5527951,-3.079403,-.0674527,1.098618,-.7700641,.0591245,-.4881022,.6462467,.5968781,14.06329,1.689782,-13.27055,-.5240942,.1754896,3.129473,-2.713416,.0102215,-.0983186,-.1857468,-.8247737
4562,8599,,.0399336,.0782106,.8818558,144.8296,96.2,114.3733,110.0123,13522.46,13522.46,1,20,27,4,0,0,1,19,0,0,1,1.069502,.9448178,0,.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,.4683983,.3986968,1.101096,,,,,.0770137,.9638138,.2247368,-1.733963,-.296094,.0998294,1.33129,-1.533722,.0106243,-.1009532,-.191277,-.8194899
4563,8600,,.0190699,.0825042,.8984259,144.8296,96.2,115.2907,106.7084,23597.44,37755.9,2,71,54,1,0,2,1,19,0,0,1,1.069502,.9448178,0,.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,-.1132091,.429989,1.099231,,,,,.1605504,3.115293,.4774292,-3.640063,-.2810544,.0961379,1.213458,-1.45853,.0104926,-.0993531,-.1883567,-.8220142
4564,8601,.0439078,.0414514,.0352076,.8794332,153.7943,96.2,114.0172,111.7931,26054.6,26054.6,1,20,28,1,0,0,1,19,0,1,1,1.069502,.9448178,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.5241198,.4878643,-.3357426,1.101374,-.7555865,.0630821,-.5175226,.6859071,.0746467,.8912525,.2141586,-1.667922,-.6565653,.2200639,4.17263,-3.400386,.0105639,-.1011024,-.1913389,-.8194968
4565,8602,,.0155423,.1691334,.8153244,144.8296,102.4588,115.7733,116.3192,13125.5,13125.5,1,20,33,1,0,0,1,19,0,0,0,1.069502,.9448178,0,.5,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,,-.3658724,.7219455,1.109345,,,,,.1987083,4.046021,.5690322,-4.447889,-.1367502,.0462222,.0763254,-.7077428,.0114246,-.1092143,-.2062133,-.8053423
4566,8605,,.0705816,.0902098,.8392086,144.8296,96.2,113.6182,112.7607,6652.8,15301.44,5,71,34,1,1,1,2,19,0,0,1,1.069502,.9448178,0,.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,.6992311,.4786787,1.106233,,,,,.0437317,.1104417,.1256527,-.9790571,-.2564337,.0854372,1.018597,-1.32628,.011108,-.1058566,-.200468,-.8110167
4567,8606,,.0112771,.048379,.9403439,144.8296,96.2,112.7911,111.9444,23942.22,23942.22,1,20,26,4,0,0,1,19,0,0,1,1.069502,.9448178,0,.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,-.8824571,.0279187,1.094808,,,,,.2738661,5.951134,.7861481,-6.128691,-.4780775,.1598704,2.763827,-2.473538,.0099054,-.0945262,-.1788929,-.8312941
4568,8615,.0604146,.0359756,.1136492,.7899605,153.7943,104.4423,114.075,106.8919,26314.1,47365.38,4,71,42,1,1,1,2,19,0,1,0,1.069502,.9448178,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.6541423,.4099132,.5861979,1.112856,-.8225427,.0493684,-.3735276,.4925595,.0857079,1.185125,.2511823,-1.931928,-.2036093,.0723878,.6055429,-1.060519,.0118179,-.1137027,-.2138571,-.7971142
4569,8668,.0812232,.0237922,.125139,.7698456,135.8648,96.2,113.7468,110.7731,20174.66,32279.46,2,31,46,1,0,2,1,19,1,0,1,1.069502,.9448178,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.7427477,.107744,.6241916,1.115805,-.8681962,.0342388,-.2786807,.3698904,.1289353,2.295466,.3768681,-2.909014,-.1851933,.0621157,.4568905,-.9580045,.0122125,-.1155563,-.2190635,-.7933975
4570,8669,.0565902,.0133218,.2131703,.7169177,144.8296,98.78107,114.5927,115.7107,18620.22,33516.4,4,50,41,1,7,1,1,19,1,1,0,1.069502,.9448178,2,.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.6307691,-.5935304,.7793862,1.124354,-.8104187,.0485902,-.4025564,.5336158,.2320212,4.883175,.6619794,-5.183646,-.1084735,.0361343,-.1462854,-.5607616,.0129777,-.1239015,-.2343708,-.7790598
4571,8670,.0417411,.0319151,.2372426,.6891011,144.8296,96.2,113.7643,106.3397,22230.83,44461.66,4,50,51,1,7,1,1,19,1,1,1,1.069502,.9448178,2,.5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.4994182,.3348376,.8017713,1.129374,-.7435195,.0684229,-.5399247,.7156031,.0961276,1.459106,.2840771,-2.174149,-.097682,.0334765,-.2305977,-.5069682,.0136418,-.1295613,-.2453403,-.7681144
4572,8672,,.0933007,.1544182,.7522811,144.8296,179.7591,115.4477,111.2849,21786.2,32679.3,3,70,80,5,5,0,0,19,1,1,0,1.069502,.9448178,2,.5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,.7724695,.6954486,1.118509,,,,,.0332099,-.1486595,.0969669,-.7539868,-.1496363,.0650309,.1818053,-.7926484,.0123254,-.1239718,-.2246279,-.7822345
4573,8673,.0609578,.0056855,.1557473,.7776093,144.8296,96.2,114.6744,108.2491,18956.63,34121.94,4,42,37,1,1,1,2,19,1,1,1,1.069502,.9448178,2,.5,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,.6572246,-2.733846,.6980475,1.114649,-.8243563,.0463498,-.3701825,.4909644,.5397992,12.79855,1.589563,-12.19407,-.1487788,.05055,.1715835,-.7714022,.0120832,-.1146462,-.2172593,-.7948263
4574,8692,.0793054,.0480269,.0117084,.8609594,153.7943,97.71317,116.9372,111.9792,18031.56,18031.56,1,71,50,1,0,0,1,19,0,1,0,1.069502,.9448178,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.7365267,.5579821,-3.016642,1.103549,-.8648376,.035245,-.2854068,.3784727,.0641611,.6328517,.1867199,-1.441715,-1.976736,.6666096,14.57145,-10.24468,.0108527,-.1033973,-.1958855,-.8151194
4575,8693,.0513722,.0522876,.2090908,.6872493,141.8413,186.9354,115.3168,107.4787,19263.11,34673.59,4,20,32,1,1,1,2,19,2,1,0,1.069502,.9448178,3,.3333333,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.5932657,.5940006,.775082,1.129723,-.7912619,.0761752,-.4366487,.5584697,.0590152,.5215234,.1754428,-1.349982,-.1106448,.0493642,-.1258711,-.5879303,.0135696,-.1364741,-.2466561,-.7601622
4576,8694,.11655,.0088898,.1208934,.7536669,153.7943,96.2,114.6593,111.6367,17998.12,26997.18,3,20,27,1,3,0,1,19,0,1,1,1.069502,.9448178,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.8207219,-1.387985,.6109936,1.118291,-.9079519,.023792,-.1947508,.2581888,.3476673,7.818887,1.001444,-7.780014,-.191275,.0641477,.5068848,-.990751,.0123463,-.1179915,-.2234101,-.7892355
4577,8695,,.0110594,.1184606,.87048,144.8296,96.2,112.7905,114.4407,17417.29,27867.66,2,50,32,1,0,2,1,19,0,0,1,1.069502,.9448178,0,.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,-.9195185,.6030048,1.102417,,,,,.2798712,6.084386,.7950656,-6.239804,-.1951187,.0645462,.5357793,-1.008212,.0106677,-.1019207,-.1929006,-.8182633
4578,8696,.0329498,.3333407,.1366357,.4970737,153.7943,203.857,114.5037,112.187,15393.12,40022.11,4,50,41,1,1,3,3,19,0,1,0,1.069502,.9448178,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,.3658578,.9363152,.6558126,1.179353,-.673455,.1207805,-.6867929,.8736097,.0093676,-.7611324,.0269162,-.2114666,-.1687204,.0766348,.334399,-.898126,.0184501,-.1892577,-.3393242,-.6692216
4579,8697,.0670586,.0248987,.2538329,.6542098,144.8296,96.2,114.9009,106.8708,9237.441,22169.86,4,50,40,1,1,3,2,19,1,1,1,1.069502,.9448178,2,.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.6884091,.1473942,.8147274,1.136274,-.8404095,.042476,-.3357783,.4453026,.1230589,2.151772,.3649562,-2.787181,-.0913318,.0312205,-.2807057,-.4739104,.0143946,-.1364212,-.2585572,-.7556903
4580,8698,.0308181,.0384567,.1163039,.8144213,153.7943,101.4055,113.3483,115.7186,10123.93,15185.9,5,71,45,1,0,0,2,19,0,1,0,1.069502,.9448178,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.3219934,.4479834,.5956432,1.109467,-.6512654,.0906315,-.741456,.9800966,.0808735,1.039143,.2274813,-1.795481,-.1984527,.0670686,.563405,-1.027664,.0113251,-.109295,-.2059476,-.805549
4581,8699,,.0438611,.171624,.784515,153.7943,100.5976,114.7648,112.8395,17768.23,26652.34,3,70,58,1,5,0,1,19,0,2,0,1.069502,.9448178,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,,.5160001,.7259806,1.113639,,,,,.0705695,.7886609,.2023716,-1.577602,-.1346769,.0458868,.0611212,-.6983117,.0118364,-.1136425,-.2144839,-.7973495
4582,8700,.0382024,.0294966,.224749,.707552,135.8648,106.9138,114.6075,106.492,13611.72,27223.44,4,41,58,1,1,1,3,19,1,0,0,1.069502,.9448178,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.4530483,.2802994,.7907519,1.126001,-.7200795,.0791268,-.5881206,.7760251,.1035905,1.666479,.3097619,-2.360131,-.1032338,.0370076,-.1871315,-.5373943,.0133594,-.1271884,-.2393615,-.77281
4583,8701,.0939392,.0115705,.113227,.7812632,153.7943,96.2,113.7419,115.7936,19100.22,19100.22,1,60,44,1,0,0,1,19,0,1,1,1.069502,.9448178,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,.7775705,-.8347231,.5846546,1.114112,-.8856325,.028817,-.243199,.3224439,.26847,5.76989,.7564522,-5.960089,-.2039197,.0671809,.6059767,-1.053892,.0118261,-.1134638,-.2147119,-.7977629
4584,8702,.13295,.0134212,.0689924,.7846365,135.8648,96.2,116.161,106.9437,12036.11,15646.94,2,33,36,1,0,1,1,19,1,0,1,1.069502,.9448178,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,.8428367,-.581738,.3183555,1.113622,-.9196424,.0214065,-.1688201,.2242193,.2269043,4.846926,.6825258,-5.174618,-.3366227,.1147866,1.648742,-1.745262,.0121019,-.1137315,-.215971,-.7960212
4585,8703,.0811891,.0102522,.1340702,.7744885,149.312,96.2,113.7977,112.3675,16906.9,30432.42,4,20,33,1,1,1,2,19,1,3,1,1.069502,.9448178,4,.75,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,.7426396,-1.070648,.6492263,1.115111,-.8678595,.0339863,-.2799753,.3712088,.3014828,6.645603,.8651194,-6.741557,-.1724731,.0576141,.358234,-.8926013,.0120134,-.1147442,-.2172236,-.7951563
4586,8704,.0441661,.0314645,.1403912,.7839782,147.8178,105.1521,114.2071,110.396,20721.76,51804.4,4,20,47,1,1,2,2,19,1,2,0,1.069502,.9448178,3,.6666667,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,.5269033,.3253112,.6650195,1.113717,-.7572228,.0664498,-.5127113,.676581,.098045,1.496869,.2846775,-2.204903,-.1648012,.0578339,.298467,-.8565191,.0118998,-.1143105,-.2150647,-.7962419
4587,8705,,.0337589,.1831408,.7831004,144.8296,104.7557,112.6185,106.0254,9893.7,9893.7,1,50,34,7,0,0,0,19,0,0,0,1.069502,.9448178,0,.5,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,,.371165,.7432123,1.113845,,,,,.0911149,1.329077,.2680416,-2.059398,-.1264414,.0451106,-.0035204,-.6583611,.0119614,-.114783,-.2157967,-.7952266
4588,8714,,.1042372,.0846316,.8111312,144.8296,110.2101,112.6878,115.2426,3543.2,5314.8,2,71,56,4,0,1,1,19,0,0,0,1.069502,.9448178,0,.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,.796342,.4443175,1.109911,,,,,.0297708,-.246334,.0842603,-.6640389,-.272902,.0958666,1.149403,-1.416685,.0114068,-.1104699,-.2069635,-.803884
4589,8715,.0554912,.0169697,.1252056,.8023335,144.8296,110.009,114.7253,108.6471,31905.54,67001.64,4,20,32,1,1,2,2,19,1,1,0,1.069502,.9448178,2,.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.6234564,-.2509772,.6243914,1.111116,-.8069433,.0547121,-.4065478,.5353227,.1812168,3.63564,.5329045,-4.098784,-.1849614,.0666675,.4574734,-.9635709,.0116785,-.1122336,-.2105948,-.7999659
4590,8716,.0319545,.0256046,.284546,.6578949,144.8296,100.14,114.4071,113.4424,9763.88,29291.64,4,50,48,1,6,3,1,19,1,1,0,1.069502,.9448178,2,.5,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,.3461063,.1709001,.8347252,1.135511,-.6644022,.0878382,-.7110412,.9414988,.1205367,2.06323,.3467942,-2.701461,-.0813002,.027522,-.3599591,-.4209879,.0141717,-.1353876,-.255785,-.7585099
4591,8717,,.0766873,.2097144,.7135983,153.7943,120.8364,115.1332,119.4097,20407.56,20407.56,1,70,61,7,0,0,0,19,0,1,0,1.069502,.9448178,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,.7231777,.7757508,1.124933,,,,,.0406602,.0256237,.1137634,-.9032249,-.1099739,.0396619,-.1332164,-.5722224,.0128781,-.1261114,-.2349044,-.7767952
4592,8718,.0157298,.0097786,.1278054,.8466862,135.8648,96.2,115.7524,108.3452,38568.01,80992.82,4,20,37,1,6,2,1,19,2,0,1,1.069502,.9448178,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-.3283618,-1.17093,.632032,1.105295,-.3204375,.1794327,-1.430385,1.899752,.3120323,7.022438,.9310464,-7.094587,-.1816141,.0615498,.4288851,-.9408529,.0111855,-.105278,-.1998662,-.8113365
4593,8719,.0494515,.0202566,.1530469,.7772449,153.7943,99.40325,114.2734,109.0219,40480.57,60720.86,3,50,55,7,4,0,1,19,0,3,0,1.069502,.9448178,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.5774681,-.0479903,.6927197,1.114702,-.7831388,.0579897,-.457618,.6052988,.1523727,2.875005,.4429184,-3.422306,-.1511501,.052064,.1913083,-.784942,.0119941,-.1149322,-.2170078,-.7947567
4594,8720,.1332953,.103467,.1410386,.6221992,135.8648,171.4703,112.6135,111.2605,21456.12,21456.12,1,71,35,1,0,0,1,19,2,0,0,1.069502,.9448178,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,.8432439,.7948259,.6665571,1.143285,-.9194667,.0278148,-.1696786,.2180867,.0299352,-.2331094,.0868372,-.6784889,-.1638504,.0699,.2929393,-.865546,.0149104,-.1493316,-.2711699,-.7376939
4595,8721,.0508413,.0779566,.3871619,.4840402,153.7943,168.8319,114.4595,111.0747,15341.87,23012.8,2,50,38,1,0,1,1,19,0,1,0,1.069502,.9448178,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.5890179,.7276851,.8785307,1.184183,-.7885682,.072622,-.4449393,.5718676,.0399235,.0176459,.1152025,-.900457,-.059603,.0253743,-.5290201,-.3152818,.0190361,-.1918196,-.3485351,-.6628643
4596,8722,,.0423571,.0714945,.8861484,153.7943,98.59482,115.1121,112.3069,33326.19,49989.28,3,50,60,1,6,0,1,19,0,1,0,1.069502,.9448178,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,,.4988146,.3422112,1.100606,,,,,.072983,.8516009,.2101324,-1.633531,-.3234155,.1094032,1.547996,-1.676195,.0104974,-.1004942,-.19,-.8206093
4597,8723,,.0308407,.1855209,.7836384,144.8296,96.2,115.2784,109.9107,18528.42,38909.68,4,43,34,1,1,2,2,19,1,1,1,1.069502,.9448178,2,.5,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,.3116634,.7465068,1.113767,,,,,.0995706,1.5429,.2920454,-2.24618,-.1248803,.0421167,-.0168051,-.6469381,.0119806,-.1136202,-.2154239,-.796703
4598,8743,,.0021888,.2027672,.7950441,153.7943,96.2,113.788,110.4351,7538.4,30153.6,4,71,43,1,6,7,1,19,0,1,1,1.069502,.9448178,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,,-8.698837,.7680675,1.112135,,,,,1.412449,34.82655,4.070688,-31.61085,-.1140321,.0384493,-.1014896,-.590995,.0116992,-.111949,-.2118212,-.8000634
4599,8744,.0995416,.0521982,.1059984,.7422618,141.8413,118.6173,114.5443,119.173,16272.6,32545.2,5,50,50,1,0,0,3,19,2,1,0,1.069502,.9448178,3,.3333333,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,.7900892,.5933047,.5563303,1.120108,-.8920998,.0300649,-.229499,.3014446,.0594513,.506213,.1677037,-1.326673,-.2178907,.0778279,.7155223,-1.13179,.012465,-.1210677,-.2260008,-.7855049
4600,8745,.0182169,.0046855,.015521,.9615766,153.7943,96.2,115.0343,102.4079,35461.59,46100.06,2,50,50,1,0,1,1,19,0,1,1,1.069502,.9448178,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-.1470038,-3.530772,-2.029974,1.092714,-.412615,.1606551,-1.230009,1.628973,.6535934,15.76558,1.963213,-14.85161,-1.493883,.5219322,10.77937,-7.777446,.0098004,-.0931616,-.1763973,-.8329559
4601,8749,.1091097,.0701366,.1269527,.693801,135.8648,96.2,114.4686,106.9675,14571.57,14571.57,1,70,55,1,0,0,1,19,1,0,1,1.069502,.9448178,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,.8084969,.6973227,.6295605,1.128498,-.9020112,.0260641,-.2062055,.2736557,.0435356,.1188217,.1298182,-.9894983,-.1827957,.0623428,.4384936,-.9476011,.0136371,-.1286086,-.2439123,-.769614
4602,8871,.040148,.0340269,.1348727,.7909524,144.8296,96.2,115.4439,110.8988,32699.67,49049.5,3,20,60,1,1,0,2,19,1,1,1,1.069502,.9448178,2,.5,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,.4795545,.3761177,.6513135,1.112715,-.733223,.0693239,-.5633988,.7477433,.0903048,1.304319,.2639907,-2.034732,-.1717438,.0576701,.3520141,-.889254,.0118594,-.1124847,-.213304,-.7987853
4603,8872,.083266,.0510583,.1135626,.752113,153.7943,109.0893,117.6002,109.7449,22569.88,47396.76,4,20,33,1,1,2,2,19,0,2,0,1.069502,.9448178,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,.7490591,.5842256,.5858822,1.118535,-.8713253,.0361476,-.2706417,.3567603,.0602548,.5401792,.1776046,-1.362264,-.2038991,.0729839,.6073871,-1.062354,.012451,-.1195792,-.224796,-.786611
4604,8873,.0799524,.1781541,.047874,.6940194,135.8648,109.5695,110.9717,108.8631,12422.39,12422.39,1,20,23,1,0,0,1,19,1,0,0,1.069502,.9448178,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.7386589,.8808405,.0176661,1.128457,-.8659371,.0377673,-.2833422,.372853,.017294,-.5585347,.0502243,-.3898242,-.4834636,.1735832,2.807326,-2.515112,.013466,-.1296485,-.2428835,-.7693914
4605,8874,,.1426817,.2115327,.6457856,135.8648,104.6318,113.927,114.9544,15026.45,22539.68,3,50,67,5,5,0,0,19,1,0,0,1.069502,.9448178,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,,.851216,.7776784,1.138052,,,,,.021597,-.4499789,.0621013,-.4849354,-.1094122,.0374952,-.1392373,-.566524,.0144686,-.1382204,-.2604591,-.753841
