;date;temps;mois;bien;prix;vag;indice_prix_produit
57226;2001_4;40.0;4.0;poste_09_3_2_1;102.0;16;poste_09_3_2_1_16
57227;2001_3;39.0;3.0;poste_09_3_2_1;101.6;15;poste_09_3_2_1_15
57228;2001_2;38.0;2.0;poste_09_3_2_1;99.2;14;poste_09_3_2_1_14
57230;2000_12;36.0;12.0;poste_09_3_2_1;101.9;13;poste_09_3_2_1_13
57232;2000_10;34.0;10.0;poste_09_3_2_1;102.0;12;poste_09_3_2_1_12
57233;2000_9;33.0;9.0;poste_09_3_2_1;101.9;11;poste_09_3_2_1_11
57235;2000_7;31.0;7.0;poste_09_3_2_1;101.2;10;poste_09_3_2_1_10
57236;2000_6;30.0;6.0;poste_09_3_2_1;101.6;9;poste_09_3_2_1_9
57311;2011_8;164.0;8.0;poste_09_3_2_1_1;104.01;28;poste_09_3_2_1_1_28
57313;2011_6;162.0;6.0;poste_09_3_2_1_1;103.61;27;poste_09_3_2_1_1_27
57315;2011_4;160.0;4.0;poste_09_3_2_1_1;103.75;26;poste_09_3_2_1_1_26
57317;2011_2;158.0;2.0;poste_09_3_2_1_1;98.71;25;poste_09_3_2_1_1_25
57319;2010_12;156.0;12.0;poste_09_3_2_1_1;101.31;24;poste_09_3_2_1_1_24
57320;2010_11;155.0;11.0;poste_09_3_2_1_1;103.02;23;poste_09_3_2_1_1_23
57377;2006_2;98.0;2.0;poste_09_3_2_1_1;98.26;22;poste_09_3_2_1_1_22
57380;2005_11;95.0;11.0;poste_09_3_2_1_1;102.1;21;poste_09_3_2_1_1_21
57382;2005_9;93.0;9.0;poste_09_3_2_1_1;102.2;20;poste_09_3_2_1_1_20
57384;2005_7;91.0;7.0;poste_09_3_2_1_1;100.8;19;poste_09_3_2_1_1_19
57386;2005_5;89.0;5.0;poste_09_3_2_1_1;102.0;18;poste_09_3_2_1_1_18
57388;2005_3;87.0;3.0;poste_09_3_2_1_1;99.1;17;poste_09_3_2_1_1_17
57435;2001_4;40.0;4.0;poste_09_3_2_1_1;102.0;16;poste_09_3_2_1_1_16
57436;2001_3;39.0;3.0;poste_09_3_2_1_1;101.6;15;poste_09_3_2_1_1_15
57437;2001_2;38.0;2.0;poste_09_3_2_1_1;99.2;14;poste_09_3_2_1_1_14
57439;2000_12;36.0;12.0;poste_09_3_2_1_1;101.9;13;poste_09_3_2_1_1_13
57441;2000_10;34.0;10.0;poste_09_3_2_1_1;102.0;12;poste_09_3_2_1_1_12
57442;2000_9;33.0;9.0;poste_09_3_2_1_1;101.9;11;poste_09_3_2_1_1_11
57444;2000_7;31.0;7.0;poste_09_3_2_1_1;101.2;10;poste_09_3_2_1_1_10
57445;2000_6;30.0;6.0;poste_09_3_2_1_1;101.6;9;poste_09_3_2_1_1_9
57520;2011_8;164.0;8.0;poste_09_3_4_1_2;125.12;28;poste_09_3_4_1_2_28
57522;2011_6;162.0;6.0;poste_09_3_4_1_2;125.02;27;poste_09_3_4_1_2_27
57524;2011_4;160.0;4.0;poste_09_3_4_1_2;124.47;26;poste_09_3_4_1_2_26
57526;2011_2;158.0;2.0;poste_09_3_4_1_2;124.03;25;poste_09_3_4_1_2_25
57528;2010_12;156.0;12.0;poste_09_3_4_1_2;123.62;24;poste_09_3_4_1_2_24
57529;2010_11;155.0;11.0;poste_09_3_4_1_2;123.79;23;poste_09_3_4_1_2_23
57586;2006_2;98.0;2.0;poste_09_3_4_1_2;112.77;22;poste_09_3_4_1_2_22
57589;2005_11;95.0;11.0;poste_09_3_4_1_2;111.6;21;poste_09_3_4_1_2_21
57591;2005_9;93.0;9.0;poste_09_3_4_1_2;111.5;20;poste_09_3_4_1_2_20
57593;2005_7;91.0;7.0;poste_09_3_4_1_2;111.0;19;poste_09_3_4_1_2_19
57595;2005_5;89.0;5.0;poste_09_3_4_1_2;111.0;18;poste_09_3_4_1_2_18
57597;2005_3;87.0;3.0;poste_09_3_4_1_2;110.4;17;poste_09_3_4_1_2_17
57644;2001_4;40.0;4.0;poste_09_3_4_1_2;104.3;16;poste_09_3_4_1_2_16
57645;2001_3;39.0;3.0;poste_09_3_4_1_2;103.9;15;poste_09_3_4_1_2_15
57646;2001_2;38.0;2.0;poste_09_3_4_1_2;103.4;14;poste_09_3_4_1_2_14
57648;2000_12;36.0;12.0;poste_09_3_4_1_2;102.5;13;poste_09_3_4_1_2_13
57650;2000_10;34.0;10.0;poste_09_3_4_1_2;102.2;12;poste_09_3_4_1_2_12
57651;2000_9;33.0;9.0;poste_09_3_4_1_2;102.1;11;poste_09_3_4_1_2_11
57653;2000_7;31.0;7.0;poste_09_3_4_1_2;101.8;10;poste_09_3_4_1_2_10
57654;2000_6;30.0;6.0;poste_09_3_4_1_2;101.9;9;poste_09_3_4_1_2_9
57729;2011_8;164.0;8.0;poste_09_4_1_1_2;144.73;28;poste_09_4_1_1_2_28
57731;2011_6;162.0;6.0;poste_09_4_1_1_2;143.87;27;poste_09_4_1_1_2_27
57733;2011_4;160.0;4.0;poste_09_4_1_1_2;143.31;26;poste_09_4_1_1_2_26
57735;2011_2;158.0;2.0;poste_09_4_1_1_2;140.76;25;poste_09_4_1_1_2_25
57737;2010_12;156.0;12.0;poste_09_4_1_1_2;141.29;24;poste_09_4_1_1_2_24
57738;2010_11;155.0;11.0;poste_09_4_1_1_2;139.62;23;poste_09_4_1_1_2_23
57795;2006_2;98.0;2.0;poste_09_4_1_1_2;124.66;22;poste_09_4_1_1_2_22
57798;2005_11;95.0;11.0;poste_09_4_1_1_2;123.3;21;poste_09_4_1_1_2_21
57800;2005_9;93.0;9.0;poste_09_4_1_1_2;122.8;20;poste_09_4_1_1_2_20
57802;2005_7;91.0;7.0;poste_09_4_1_1_2;122.6;19;poste_09_4_1_1_2_19
57804;2005_5;89.0;5.0;poste_09_4_1_1_2;122.2;18;poste_09_4_1_1_2_18
57806;2005_3;87.0;3.0;poste_09_4_1_1_2;121.3;17;poste_09_4_1_1_2_17
57853;2001_4;40.0;4.0;poste_09_4_1_1_2;106.8;16;poste_09_4_1_1_2_16
57854;2001_3;39.0;3.0;poste_09_4_1_1_2;102.9;15;poste_09_4_1_1_2_15
57855;2001_2;38.0;2.0;poste_09_4_1_1_2;104.1;14;poste_09_4_1_1_2_14
57857;2000_12;36.0;12.0;poste_09_4_1_1_2;102.9;13;poste_09_4_1_1_2_13
57859;2000_10;34.0;10.0;poste_09_4_1_1_2;104.8;12;poste_09_4_1_1_2_12
57860;2000_9;33.0;9.0;poste_09_4_1_1_2;104.8;11;poste_09_4_1_1_2_11
57862;2000_7;31.0;7.0;poste_09_4_1_1_2;105.1;10;poste_09_4_1_1_2_10
57863;2000_6;30.0;6.0;poste_09_4_1_1_2;104.8;9;poste_09_4_1_1_2_9
57938;2011_8;164.0;8.0;poste_09_4_2_1_1;123.83;28;poste_09_4_2_1_1_28
57940;2011_6;162.0;6.0;poste_09_4_2_1_1;123.53;27;poste_09_4_2_1_1_27
57942;2011_4;160.0;4.0;poste_09_4_2_1_1;123.2;26;poste_09_4_2_1_1_26
57944;2011_2;158.0;2.0;poste_09_4_2_1_1;123.02;25;poste_09_4_2_1_1_25
57946;2010_12;156.0;12.0;poste_09_4_2_1_1;122.87;24;poste_09_4_2_1_1_24
57947;2010_11;155.0;11.0;poste_09_4_2_1_1;122.94;23;poste_09_4_2_1_1_23
58004;2006_2;98.0;2.0;poste_09_4_2_1_1;113.16;22;poste_09_4_2_1_1_22
58007;2005_11;95.0;11.0;poste_09_4_2_1_1;112.4;21;poste_09_4_2_1_1_21
58009;2005_9;93.0;9.0;poste_09_4_2_1_1;112.1;20;poste_09_4_2_1_1_20
58011;2005_7;91.0;7.0;poste_09_4_2_1_1;111.5;19;poste_09_4_2_1_1_19
58013;2005_5;89.0;5.0;poste_09_4_2_1_1;111.4;18;poste_09_4_2_1_1_18
58015;2005_3;87.0;3.0;poste_09_4_2_1_1;111.3;17;poste_09_4_2_1_1_17
58062;2001_4;40.0;4.0;poste_09_4_2_1_1;103.2;16;poste_09_4_2_1_1_16
58063;2001_3;39.0;3.0;poste_09_4_2_1_1;103.0;15;poste_09_4_2_1_1_15
58064;2001_2;38.0;2.0;poste_09_4_2_1_1;102.9;14;poste_09_4_2_1_1_14
58066;2000_12;36.0;12.0;poste_09_4_2_1_1;102.4;13;poste_09_4_2_1_1_13
58068;2000_10;34.0;10.0;poste_09_4_2_1_1;102.0;12;poste_09_4_2_1_1_12
58069;2000_9;33.0;9.0;poste_09_4_2_1_1;102.0;11;poste_09_4_2_1_1_11
58071;2000_7;31.0;7.0;poste_09_4_2_1_1;102.3;10;poste_09_4_2_1_1_10
58072;2000_6;30.0;6.0;poste_09_4_2_1_1;102.0;9;poste_09_4_2_1_1_9
58147;2011_8;164.0;8.0;poste_09_4_2_2_2;123.83;28;poste_09_4_2_2_2_28
58149;2011_6;162.0;6.0;poste_09_4_2_2_2;123.53;27;poste_09_4_2_2_2_27
58151;2011_4;160.0;4.0;poste_09_4_2_2_2;123.2;26;poste_09_4_2_2_2_26
58153;2011_2;158.0;2.0;poste_09_4_2_2_2;123.02;25;poste_09_4_2_2_2_25
58155;2010_12;156.0;12.0;poste_09_4_2_2_2;122.87;24;poste_09_4_2_2_2_24
58156;2010_11;155.0;11.0;poste_09_4_2_2_2;122.94;23;poste_09_4_2_2_2_23
58213;2006_2;98.0;2.0;poste_09_4_2_2_2;113.16;22;poste_09_4_2_2_2_22
58216;2005_11;95.0;11.0;poste_09_4_2_2_2;112.4;21;poste_09_4_2_2_2_21
58218;2005_9;93.0;9.0;poste_09_4_2_2_2;112.1;20;poste_09_4_2_2_2_20
58220;2005_7;91.0;7.0;poste_09_4_2_2_2;111.5;19;poste_09_4_2_2_2_19
58222;2005_5;89.0;5.0;poste_09_4_2_2_2;111.4;18;poste_09_4_2_2_2_18
58224;2005_3;87.0;3.0;poste_09_4_2_2_2;111.3;17;poste_09_4_2_2_2_17
58271;2001_4;40.0;4.0;poste_09_4_2_2_2;103.2;16;poste_09_4_2_2_2_16
58272;2001_3;39.0;3.0;poste_09_4_2_2_2;103.0;15;poste_09_4_2_2_2_15
58273;2001_2;38.0;2.0;poste_09_4_2_2_2;102.9;14;poste_09_4_2_2_2_14
58275;2000_12;36.0;12.0;poste_09_4_2_2_2;102.4;13;poste_09_4_2_2_2_13
58277;2000_10;34.0;10.0;poste_09_4_2_2_2;102.0;12;poste_09_4_2_2_2_12
58278;2000_9;33.0;9.0;poste_09_4_2_2_2;102.0;11;poste_09_4_2_2_2_11
58280;2000_7;31.0;7.0;poste_09_4_2_2_2;102.3;10;poste_09_4_2_2_2_10
58281;2000_6;30.0;6.0;poste_09_4_2_2_2;102.0;9;poste_09_4_2_2_2_9
58356;2011_8;164.0;8.0;poste_09_4_2_3_1;123.83;28;poste_09_4_2_3_1_28
58358;2011_6;162.0;6.0;poste_09_4_2_3_1;123.53;27;poste_09_4_2_3_1_27
58360;2011_4;160.0;4.0;poste_09_4_2_3_1;123.2;26;poste_09_4_2_3_1_26
58362;2011_2;158.0;2.0;poste_09_4_2_3_1;123.02;25;poste_09_4_2_3_1_25
58364;2010_12;156.0;12.0;poste_09_4_2_3_1;122.87;24;poste_09_4_2_3_1_24
58365;2010_11;155.0;11.0;poste_09_4_2_3_1;122.94;23;poste_09_4_2_3_1_23
58422;2006_2;98.0;2.0;poste_09_4_2_3_1;113.16;22;poste_09_4_2_3_1_22
58425;2005_11;95.0;11.0;poste_09_4_2_3_1;112.4;21;poste_09_4_2_3_1_21
58427;2005_9;93.0;9.0;poste_09_4_2_3_1;112.1;20;poste_09_4_2_3_1_20
58429;2005_7;91.0;7.0;poste_09_4_2_3_1;111.5;19;poste_09_4_2_3_1_19
58431;2005_5;89.0;5.0;poste_09_4_2_3_1;111.4;18;poste_09_4_2_3_1_18
58433;2005_3;87.0;3.0;poste_09_4_2_3_1;111.3;17;poste_09_4_2_3_1_17
58480;2001_4;40.0;4.0;poste_09_4_2_3_1;103.2;16;poste_09_4_2_3_1_16
58481;2001_3;39.0;3.0;poste_09_4_2_3_1;103.0;15;poste_09_4_2_3_1_15
58482;2001_2;38.0;2.0;poste_09_4_2_3_1;102.9;14;poste_09_4_2_3_1_14
58484;2000_12;36.0;12.0;poste_09_4_2_3_1;102.4;13;poste_09_4_2_3_1_13
58486;2000_10;34.0;10.0;poste_09_4_2_3_1;102.0;12;poste_09_4_2_3_1_12
58487;2000_9;33.0;9.0;poste_09_4_2_3_1;102.0;11;poste_09_4_2_3_1_11
58489;2000_7;31.0;7.0;poste_09_4_2_3_1;102.3;10;poste_09_4_2_3_1_10
58490;2000_6;30.0;6.0;poste_09_4_2_3_1;102.0;9;poste_09_4_2_3_1_9
58565;2011_8;164.0;8.0;poste_09_4_2_4_1;123.83;28;poste_09_4_2_4_1_28
58567;2011_6;162.0;6.0;poste_09_4_2_4_1;123.53;27;poste_09_4_2_4_1_27
58569;2011_4;160.0;4.0;poste_09_4_2_4_1;123.2;26;poste_09_4_2_4_1_26
58571;2011_2;158.0;2.0;poste_09_4_2_4_1;123.02;25;poste_09_4_2_4_1_25
58573;2010_12;156.0;12.0;poste_09_4_2_4_1;122.87;24;poste_09_4_2_4_1_24
58574;2010_11;155.0;11.0;poste_09_4_2_4_1;122.94;23;poste_09_4_2_4_1_23
58631;2006_2;98.0;2.0;poste_09_4_2_4_1;113.16;22;poste_09_4_2_4_1_22
58634;2005_11;95.0;11.0;poste_09_4_2_4_1;112.4;21;poste_09_4_2_4_1_21
58636;2005_9;93.0;9.0;poste_09_4_2_4_1;112.1;20;poste_09_4_2_4_1_20
58638;2005_7;91.0;7.0;poste_09_4_2_4_1;111.5;19;poste_09_4_2_4_1_19
58640;2005_5;89.0;5.0;poste_09_4_2_4_1;111.4;18;poste_09_4_2_4_1_18
58642;2005_3;87.0;3.0;poste_09_4_2_4_1;111.3;17;poste_09_4_2_4_1_17
58689;2001_4;40.0;4.0;poste_09_4_2_4_1;103.2;16;poste_09_4_2_4_1_16
58690;2001_3;39.0;3.0;poste_09_4_2_4_1;103.0;15;poste_09_4_2_4_1_15
58691;2001_2;38.0;2.0;poste_09_4_2_4_1;102.9;14;poste_09_4_2_4_1_14
58693;2000_12;36.0;12.0;poste_09_4_2_4_1;102.4;13;poste_09_4_2_4_1_13
58695;2000_10;34.0;10.0;poste_09_4_2_4_1;102.0;12;poste_09_4_2_4_1_12
58696;2000_9;33.0;9.0;poste_09_4_2_4_1;102.0;11;poste_09_4_2_4_1_11
58698;2000_7;31.0;7.0;poste_09_4_2_4_1;102.3;10;poste_09_4_2_4_1_10
58699;2000_6;30.0;6.0;poste_09_4_2_4_1;102.0;9;poste_09_4_2_4_1_9
58774;2011_8;164.0;8.0;poste_09_5_1_1_2;115.57;28;poste_09_5_1_1_2_28
58776;2011_6;162.0;6.0;poste_09_5_1_1_2;115.3;27;poste_09_5_1_1_2_27
58778;2011_4;160.0;4.0;poste_09_5_1_1_2;115.15;26;poste_09_5_1_1_2_26
58780;2011_2;158.0;2.0;poste_09_5_1_1_2;114.43;25;poste_09_5_1_1_2_25
58782;2010_12;156.0;12.0;poste_09_5_1_1_2;113.23;24;poste_09_5_1_1_2_24
58783;2010_11;155.0;11.0;poste_09_5_1_1_2;113.37;23;poste_09_5_1_1_2_23
58840;2006_2;98.0;2.0;poste_09_5_1_1_2;107.92;22;poste_09_5_1_1_2_22
58843;2005_11;95.0;11.0;poste_09_5_1_1_2;107.6;21;poste_09_5_1_1_2_21
58845;2005_9;93.0;9.0;poste_09_5_1_1_2;107.5;20;poste_09_5_1_1_2_20
58847;2005_7;91.0;7.0;poste_09_5_1_1_2;107.1;19;poste_09_5_1_1_2_19
58849;2005_5;89.0;5.0;poste_09_5_1_1_2;106.9;18;poste_09_5_1_1_2_18
58851;2005_3;87.0;3.0;poste_09_5_1_1_2;106.8;17;poste_09_5_1_1_2_17
58898;2001_4;40.0;4.0;poste_09_5_1_1_2;102.1;16;poste_09_5_1_1_2_16
58899;2001_3;39.0;3.0;poste_09_5_1_1_2;101.8;15;poste_09_5_1_1_2_15
58900;2001_2;38.0;2.0;poste_09_5_1_1_2;101.5;14;poste_09_5_1_1_2_14
58902;2000_12;36.0;12.0;poste_09_5_1_1_2;101.0;13;poste_09_5_1_1_2_13
58904;2000_10;34.0;10.0;poste_09_5_1_1_2;100.9;12;poste_09_5_1_1_2_12
58905;2000_9;33.0;9.0;poste_09_5_1_1_2;101.0;11;poste_09_5_1_1_2_11
58907;2000_7;31.0;7.0;poste_09_5_1_1_2;101.0;10;poste_09_5_1_1_2_10
58908;2000_6;30.0;6.0;poste_09_5_1_1_2;100.8;9;poste_09_5_1_1_2_9
58983;2011_8;164.0;8.0;poste_09_5_2_1_1;126.98;28;poste_09_5_2_1_1_28
58985;2011_6;162.0;6.0;poste_09_5_2_1_1;128.08;27;poste_09_5_2_1_1_27
58987;2011_4;160.0;4.0;poste_09_5_2_1_1;129.5;26;poste_09_5_2_1_1_26
58989;2011_2;158.0;2.0;poste_09_5_2_1_1;127.8;25;poste_09_5_2_1_1_25
58991;2010_12;156.0;12.0;poste_09_5_2_1_1;127.08;24;poste_09_5_2_1_1_24
58992;2010_11;155.0;11.0;poste_09_5_2_1_1;127.82;23;poste_09_5_2_1_1_23
59049;2006_2;98.0;2.0;poste_09_5_2_1_1;112.53;22;poste_09_5_2_1_1_22
59052;2005_11;95.0;11.0;poste_09_5_2_1_1;112.1;21;poste_09_5_2_1_1_21
59054;2005_9;93.0;9.0;poste_09_5_2_1_1;112.1;20;poste_09_5_2_1_1_20
59056;2005_7;91.0;7.0;poste_09_5_2_1_1;111.5;19;poste_09_5_2_1_1_19
59058;2005_5;89.0;5.0;poste_09_5_2_1_1;111.6;18;poste_09_5_2_1_1_18
59060;2005_3;87.0;3.0;poste_09_5_2_1_1;111.7;17;poste_09_5_2_1_1_17
59107;2001_4;40.0;4.0;poste_09_5_2_1_1;103.5;16;poste_09_5_2_1_1_16
59108;2001_3;39.0;3.0;poste_09_5_2_1_1;103.5;15;poste_09_5_2_1_1_15
59109;2001_2;38.0;2.0;poste_09_5_2_1_1;103.4;14;poste_09_5_2_1_1_14
59111;2000_12;36.0;12.0;poste_09_5_2_1_1;103.0;13;poste_09_5_2_1_1_13
59113;2000_10;34.0;10.0;poste_09_5_2_1_1;102.8;12;poste_09_5_2_1_1_12
59114;2000_9;33.0;9.0;poste_09_5_2_1_1;102.8;11;poste_09_5_2_1_1_11
59116;2000_7;31.0;7.0;poste_09_5_2_1_1;102.6;10;poste_09_5_2_1_1_10
59117;2000_6;30.0;6.0;poste_09_5_2_1_1;102.6;9;poste_09_5_2_1_1_9
59192;2011_8;164.0;8.0;poste_09_5_3_1_1;124.29;28;poste_09_5_3_1_1_28
59194;2011_6;162.0;6.0;poste_09_5_3_1_1;127.8;27;poste_09_5_3_1_1_27
59196;2011_4;160.0;4.0;poste_09_5_3_1_1;126.95;26;poste_09_5_3_1_1_26
59198;2011_2;158.0;2.0;poste_09_5_3_1_1;125.96;25;poste_09_5_3_1_1_25
59200;2010_12;156.0;12.0;poste_09_5_3_1_1;125.56;24;poste_09_5_3_1_1_24
59201;2010_11;155.0;11.0;poste_09_5_3_1_1;124.89;23;poste_09_5_3_1_1_23
59258;2006_2;98.0;2.0;poste_09_5_3_1_1;115.28;22;poste_09_5_3_1_1_22
59261;2005_11;95.0;11.0;poste_09_5_3_1_1;114.6;21;poste_09_5_3_1_1_21
59263;2005_9;93.0;9.0;poste_09_5_3_1_1;112.7;20;poste_09_5_3_1_1_20
59265;2005_7;91.0;7.0;poste_09_5_3_1_1;114.4;19;poste_09_5_3_1_1_19
59267;2005_5;89.0;5.0;poste_09_5_3_1_1;114.3;18;poste_09_5_3_1_1_18
59269;2005_3;87.0;3.0;poste_09_5_3_1_1;114.2;17;poste_09_5_3_1_1_17
59316;2001_4;40.0;4.0;poste_09_5_3_1_1;105.8;16;poste_09_5_3_1_1_16
59317;2001_3;39.0;3.0;poste_09_5_3_1_1;105.2;15;poste_09_5_3_1_1_15
59318;2001_2;38.0;2.0;poste_09_5_3_1_1;104.5;14;poste_09_5_3_1_1_14
59320;2000_12;36.0;12.0;poste_09_5_3_1_1;103.6;13;poste_09_5_3_1_1_13
59322;2000_10;34.0;10.0;poste_09_5_3_1_1;102.4;12;poste_09_5_3_1_1_12
59323;2000_9;33.0;9.0;poste_09_5_3_1_1;101.3;11;poste_09_5_3_1_1_11
59325;2000_7;31.0;7.0;poste_09_5_3_1_1;102.3;10;poste_09_5_3_1_1_10
59326;2000_6;30.0;6.0;poste_09_5_3_1_1;102.0;9;poste_09_5_3_1_1_9
59401;2011_8;164.0;8.0;poste_09_5_3_1_2;124.29;28;poste_09_5_3_1_2_28
59403;2011_6;162.0;6.0;poste_09_5_3_1_2;127.8;27;poste_09_5_3_1_2_27
59405;2011_4;160.0;4.0;poste_09_5_3_1_2;126.95;26;poste_09_5_3_1_2_26
59407;2011_2;158.0;2.0;poste_09_5_3_1_2;125.96;25;poste_09_5_3_1_2_25
59409;2010_12;156.0;12.0;poste_09_5_3_1_2;125.56;24;poste_09_5_3_1_2_24
59410;2010_11;155.0;11.0;poste_09_5_3_1_2;124.89;23;poste_09_5_3_1_2_23
59467;2006_2;98.0;2.0;poste_09_5_3_1_2;115.28;22;poste_09_5_3_1_2_22
59470;2005_11;95.0;11.0;poste_09_5_3_1_2;114.6;21;poste_09_5_3_1_2_21
59472;2005_9;93.0;9.0;poste_09_5_3_1_2;112.7;20;poste_09_5_3_1_2_20
59474;2005_7;91.0;7.0;poste_09_5_3_1_2;114.4;19;poste_09_5_3_1_2_19
59476;2005_5;89.0;5.0;poste_09_5_3_1_2;114.3;18;poste_09_5_3_1_2_18
59478;2005_3;87.0;3.0;poste_09_5_3_1_2;114.2;17;poste_09_5_3_1_2_17
59525;2001_4;40.0;4.0;poste_09_5_3_1_2;105.8;16;poste_09_5_3_1_2_16
59526;2001_3;39.0;3.0;poste_09_5_3_1_2;105.2;15;poste_09_5_3_1_2_15
59527;2001_2;38.0;2.0;poste_09_5_3_1_2;104.5;14;poste_09_5_3_1_2_14
59529;2000_12;36.0;12.0;poste_09_5_3_1_2;103.6;13;poste_09_5_3_1_2_13
59531;2000_10;34.0;10.0;poste_09_5_3_1_2;102.4;12;poste_09_5_3_1_2_12
59532;2000_9;33.0;9.0;poste_09_5_3_1_2;101.3;11;poste_09_5_3_1_2_11
59534;2000_7;31.0;7.0;poste_09_5_3_1_2;102.3;10;poste_09_5_3_1_2_10
59535;2000_6;30.0;6.0;poste_09_5_3_1_2;102.0;9;poste_09_5_3_1_2_9
59610;2011_8;164.0;8.0;poste_11_1_2_1_1;128.04;28;poste_11_1_2_1_1_28
59612;2011_6;162.0;6.0;poste_11_1_2_1_1;127.95;27;poste_11_1_2_1_1_27
59614;2011_4;160.0;4.0;poste_11_1_2_1_1;127.86;26;poste_11_1_2_1_1_26
59616;2011_2;158.0;2.0;poste_11_1_2_1_1;127.49;25;poste_11_1_2_1_1_25
59618;2010_12;156.0;12.0;poste_11_1_2_1_1;126.39;24;poste_11_1_2_1_1_24
59619;2010_11;155.0;11.0;poste_11_1_2_1_1;126.38;23;poste_11_1_2_1_1_23
59676;2006_2;98.0;2.0;poste_11_1_2_1_1;115.13;22;poste_11_1_2_1_1_22
59679;2005_11;95.0;11.0;poste_11_1_2_1_1;114.1;21;poste_11_1_2_1_1_21
59681;2005_9;93.0;9.0;poste_11_1_2_1_1;114.0;20;poste_11_1_2_1_1_20
59683;2005_7;91.0;7.0;poste_11_1_2_1_1;113.1;19;poste_11_1_2_1_1_19
59685;2005_5;89.0;5.0;poste_11_1_2_1_1;113.3;18;poste_11_1_2_1_1_18
59687;2005_3;87.0;3.0;poste_11_1_2_1_1;113.3;17;poste_11_1_2_1_1_17
59734;2001_4;40.0;4.0;poste_11_1_2_1_1;104.3;16;poste_11_1_2_1_1_16
59735;2001_3;39.0;3.0;poste_11_1_2_1_1;104.3;15;poste_11_1_2_1_1_15
59736;2001_2;38.0;2.0;poste_11_1_2_1_1;104.1;14;poste_11_1_2_1_1_14
59738;2000_12;36.0;12.0;poste_11_1_2_1_1;103.4;13;poste_11_1_2_1_1_13
59740;2000_10;34.0;10.0;poste_11_1_2_1_1;103.3;12;poste_11_1_2_1_1_12
59741;2000_9;33.0;9.0;poste_11_1_2_1_1;103.3;11;poste_11_1_2_1_1_11
59743;2000_7;31.0;7.0;poste_11_1_2_1_1;102.5;10;poste_11_1_2_1_1_10
59744;2000_6;30.0;6.0;poste_11_1_2_1_1;102.5;9;poste_11_1_2_1_1_9
59819;2011_8;164.0;8.0;poste_12_1_1_1_1;128.38;28;poste_12_1_1_1_1_28
59821;2011_6;162.0;6.0;poste_12_1_1_1_1;128.25;27;poste_12_1_1_1_1_27
59823;2011_4;160.0;4.0;poste_12_1_1_1_1;127.94;26;poste_12_1_1_1_1_26
59825;2011_2;158.0;2.0;poste_12_1_1_1_1;127.38;25;poste_12_1_1_1_1_25
59827;2010_12;156.0;12.0;poste_12_1_1_1_1;126.78;24;poste_12_1_1_1_1_24
59828;2010_11;155.0;11.0;poste_12_1_1_1_1;126.71;23;poste_12_1_1_1_1_23
59885;2006_2;98.0;2.0;poste_12_1_1_1_1;116.86;22;poste_12_1_1_1_1_22
59888;2005_11;95.0;11.0;poste_12_1_1_1_1;116.0;21;poste_12_1_1_1_1_21
59890;2005_9;93.0;9.0;poste_12_1_1_1_1;115.6;20;poste_12_1_1_1_1_20
59892;2005_7;91.0;7.0;poste_12_1_1_1_1;115.5;19;poste_12_1_1_1_1_19
59894;2005_5;89.0;5.0;poste_12_1_1_1_1;115.1;18;poste_12_1_1_1_1_18
59896;2005_3;87.0;3.0;poste_12_1_1_1_1;114.7;17;poste_12_1_1_1_1_17
59943;2001_4;40.0;4.0;poste_12_1_1_1_1;104.3;16;poste_12_1_1_1_1_16
59944;2001_3;39.0;3.0;poste_12_1_1_1_1;104.2;15;poste_12_1_1_1_1_15
59945;2001_2;38.0;2.0;poste_12_1_1_1_1;104.0;14;poste_12_1_1_1_1_14
59947;2000_12;36.0;12.0;poste_12_1_1_1_1;103.5;13;poste_12_1_1_1_1_13
59949;2000_10;34.0;10.0;poste_12_1_1_1_1;103.3;12;poste_12_1_1_1_1_12
59950;2000_9;33.0;9.0;poste_12_1_1_1_1;103.1;11;poste_12_1_1_1_1_11
59952;2000_7;31.0;7.0;poste_12_1_1_1_1;102.9;10;poste_12_1_1_1_1_10
59953;2000_6;30.0;6.0;poste_12_1_1_1_1;102.9;9;poste_12_1_1_1_1_9
60028;2011_8;164.0;8.0;poste_12_1_3_1;127.51;28;poste_12_1_3_1_28
60030;2011_6;162.0;6.0;poste_12_1_3_1;126.71;27;poste_12_1_3_1_27
60032;2011_4;160.0;4.0;poste_12_1_3_1;126.71;26;poste_12_1_3_1_26
60034;2011_2;158.0;2.0;poste_12_1_3_1;125.98;25;poste_12_1_3_1_25
60036;2010_12;156.0;12.0;poste_12_1_3_1;125.91;24;poste_12_1_3_1_24
60037;2010_11;155.0;11.0;poste_12_1_3_1;125.8;23;poste_12_1_3_1_23
60094;2006_2;98.0;2.0;poste_12_1_3_1;118.66;22;poste_12_1_3_1_22
60097;2005_11;95.0;11.0;poste_12_1_3_1;118.6;21;poste_12_1_3_1_21
60099;2005_9;93.0;9.0;poste_12_1_3_1;118.3;20;poste_12_1_3_1_20
60101;2005_7;91.0;7.0;poste_12_1_3_1;117.2;19;poste_12_1_3_1_19
60103;2005_5;89.0;5.0;poste_12_1_3_1;117.7;18;poste_12_1_3_1_18
60105;2005_3;87.0;3.0;poste_12_1_3_1;118.1;17;poste_12_1_3_1_17
60152;2001_4;40.0;4.0;poste_12_1_3_1;107.1;16;poste_12_1_3_1_16
