label_division,label_groupe,label_classe,label_sous_classe,label_poste,code_coicop,start,stop,origin,categorie_fiscale
Articles d'habillement et chaussures,Chaussures,Chaussures diverses,Chaussures pour hommes,Chaussures de sport pour homme,3.2.1.1.2,1994,2024,ECOICOP 2016,tva_taux_plein
Articles d'habillement et chaussures,Chaussures,Chaussures diverses,Chaussures pour hommes,Autres articles chaussants pour homme,3.2.1.1.3,1994,2024,ECOICOP 2016,tva_taux_plein
Articles d'habillement et chaussures,Chaussures,Chaussures diverses,Chaussures pour femmes,Chaussures de ville pour femme,3.2.1.2.1,1994,2024,ECOICOP 2016,tva_taux_plein
Articles d'habillement et chaussures,Chaussures,Chaussures diverses,Chaussures pour femmes,Chaussures de sport pour femme,3.2.1.2.2,1994,2024,ECOICOP 2016,tva_taux_plein
Articles d'habillement et chaussures,Chaussures,Chaussures diverses,Chaussures pour femmes,Autres articles chaussants pour femme,3.2.1.2.3,1994,2024,ECOICOP 2016,tva_taux_plein
Articles d'habillement et chaussures,Chaussures,Chaussures diverses,Chaussures pour nourrissons et enfants,Chaussures de ville pour enfant,3.2.1.3.1,1994,2024,ECOICOP 2016,tva_taux_plein
Articles d'habillement et chaussures,Chaussures,Chaussures diverses,Chaussures pour nourrissons et enfants,Chaussures de sport pour enfant,3.2.1.3.2,1994,2024,ECOICOP 2016,tva_taux_plein
Articles d'habillement et chaussures,Chaussures,Cordonnerie et location de chaussures,Cordonnerie et location de chaussures,Cordonnerie et location de chaussures,3.2.2.0.1,1994,2024,ECOICOP 2016,tva_taux_plein
"Logement, eau, gaz, électricité et autres combustibles",Loyers effectifs,Loyers effectivement payés par les locataires,Loyers effectivement payés par les locataires,Loyers effectivement payés par les locataires,4.1.1.0.1,1994,2024,ECOICOP 2016,
"Logement, eau, gaz, électricité et autres combustibles",Loyers effectifs,Autres loyers effectifs,Loyers effectifs des résidences secondaires,Loyers effectifs des résidences secondaires,4.1.2.1.1,1994,2024,ECOICOP 2016,
"Logement, eau, gaz, électricité et autres combustibles",Loyers effectifs,Autres loyers effectifs,Loyers de garages et autres loyers liés au logement,Loyers de garages et autres loyers liés au logement,4.1.2.2.1,1994,2024,ECOICOP 2016,
"Logement, eau, gaz, électricité et autres combustibles",Loyers fictifs,Loyers fictifs des propriétaires occupants,Loyers imputés des propriétaires occupants,Loyers fictifs des propriétaires occupants,4.2.1.0.1,1994,2024,ECOICOP 2016,
"Logement, eau, gaz, électricité et autres combustibles",Loyers fictifs,Autres loyers fictifs,Autres loyers fictifs,Autres loyers fictifs,4.2.2.0.1,1994,2024,ECOICOP 2016,
"Logement, eau, gaz, électricité et autres combustibles",Entretien et réparation des logements,Fournitures pour travaux d'entretien et de réparation des logements,Fournitures pour travaux d'entretien et de réparation des logements,"Peintures, vernis et papiers peints",4.3.1.0.1,1994,2024,ECOICOP 2016,tva_taux_plein
"Logement, eau, gaz, électricité et autres combustibles",Entretien et réparation des logements,Fournitures pour travaux d'entretien et de réparation des logements,Fournitures pour travaux d'entretien et de réparation des logements,"Articles de quincaillerie, fournitures pour bricolage autres qu'en bois",4.3.1.0.2,1994,2024,ECOICOP 2016,tva_taux_plein
"Logement, eau, gaz, électricité et autres combustibles",Entretien et réparation des logements,Fournitures pour travaux d'entretien et de réparation des logements,Fournitures pour travaux d'entretien et de réparation des logements,Articles en bois,4.3.1.0.3,1994,2024,ECOICOP 2016,tva_taux_plein
"Logement, eau, gaz, électricité et autres combustibles",Entretien et réparation des logements,Services concernant l'entretien et les réparations du logement,Services de plombiers,Services de plombiers,4.3.2.1.1,1994,2024,ECOICOP 2016,tva_taux_plein
"Logement, eau, gaz, électricité et autres combustibles",Entretien et réparation des logements,Services concernant l'entretien et les réparations du logement,Services d'électriciens,Services d'électriciens,4.3.2.2.1,1994,2024,ECOICOP 2016,tva_taux_intermediaire
